identifier,question_id,label,position
S100A.Q21U:2.0,S100A.Q21U,About right,2
S100A.Q21U:3.0,S100A.Q21U,Too little,3
S100A.Q21U:4.0,S100A.Q21U,None,4
S100A.Q21V:0.0,S100A.Q21V,No answer,0
S100A.Q21V:1.0,S100A.Q21V,Too much,1
S100A.Q21V:2.0,S100A.Q21V,About right,2
S100A.Q21V:3.0,S100A.Q21V,Too little,3
S100A.Q21V:4.0,S100A.Q21V,None,4
S100A.Q22:0.0,S100A.Q22,No code or no data,0
S100A.Q22:1.0,S100A.Q22,Comment written in,1
S100A.Q22:2.0,S100A.Q22,No comment written in,2
S100A.Q22:3.0,S100A.Q22,No answer,3
S100A.Q23:0.0,S100A.Q23,No code or no data,0
S100A.Q23:1.0,S100A.Q23,They are good quality and pretty well trained,1
S100A.Q23:2.0,S100A.Q23,They are good quality and not well trained,2
S100A.Q23:3.0,S100A.Q23,They are poor quality and not well trained,3
S100A.Q23:4.0,S100A.Q23,No answer,4
S100A.Q24:0.0,S100A.Q24,No answer,0
S100A.Q24:1.0,S100A.Q24,"Yes, I would like more",1
S100A.Q24:2.0,S100A.Q24,We have enough already,2
S100A.Q24:3.0,S100A.Q24,We have too many now,3
S100A.Q24:4.0,S100A.Q24,Undecided,4
S100A.Q25:0.0,S100A.Q25,No answer,0
S100A.Q25:1.0,S100A.Q25,"Yes, I would like to have more",1
S100A.Q25:2.0,S100A.Q25,We have enough already,2
S100A.Q25:3.0,S100A.Q25,We have too many now,3
S100A.Q25:4.0,S100A.Q25,Undecided,4
S100A.Q26:0.0,S100A.Q26,No answer,0
S100A.Q26:1.0,S100A.Q26,"Yes, I would like to have more",1
S100A.Q26:2.0,S100A.Q26,We have enough already,2
S100A.Q26:3.0,S100A.Q26,We have too much now,3
S100A.Q26:4.0,S100A.Q26,Undecided,4
S100A.Q27:0.0,S100A.Q27,No answer,0
S100A.Q27:1.0,S100A.Q27,Causes and history leading up to the war,1
S100A.Q27:2.0,S100A.Q27,Day by day news of the progress of the war,2
S100A.Q27:3.0,S100A.Q27,Why the United States fights all over the world,3
S100A.Q27:4.0,S100A.Q27,Aims of the war,4
S100A.Q27:5.0,S100A.Q27,Plans for after the war,5
S100A.Q27:6.0,S100A.Q27,How the Italian campaign fits into the larger plan of the war,6
S100A.Q27:7.0,S100A.Q27,How my unit's operations fit into the plan of the campaign in Italy,7
S100A.Q27:8.0,S100A.Q27,Our relations with our allies,8
S100A.Q27:9.0,S100A.Q27,Something else,9
S100A.Q27:10.0,S100A.Q27,More than one checked,10
S100A.Q28:0.0,S100A.Q28,No answer,0
S100A.Q28:1.0,S100A.Q28,More than one checked,1
S100A.Q28:2.0,S100A.Q28,Lectures,2
S100A.Q28:3.0,S100A.Q28,Motion pictures,3
S100A.Q28:4.0,S100A.Q28,Material you can read yourself,4
S100A.Q28:5.0,S100A.Q28,Radio lectures and programs,5
S100A.Q28:6.0,S100A.Q28,Soldier discussion groups,6
S100A.Q28:7.0,S100A.Q28,Some other way,7
S100A.Q29:0.0,S100A.Q29,No answer,0
S100A.Q29:1.0,S100A.Q29,Comment written in,1
S100A.Q29:2.0,S100A.Q29,No comment written in,2
NA.1:1.0,NA.1,S-100a,1
NA.1:2.0,NA.1,S-100b,2
NA.1:3.0,NA.1,S-100c,3
NA.1:4.0,NA.1,S-100d,4
NA.1:5.0,NA.1,S-100e,5
NA.1:6.0,NA.1,S-100f,6
NA.1:7.0,NA.1,S-100g Q.30xxxxxxk the name of the Commanding General of the Mediterranean Theater of Operations.,7
S100A.Q30:0.0,S100A.Q30,No answer,0
S100A.Q30:1.0,S100A.Q30,Gen. George C. Marshall,1
S100A.Q30:2.0,S100A.Q30,Gen. Sir Henry Maitland Wilson (correct answer),2
S100A.Q30:3.0,S100A.Q30,Gen. Douglas MacArthur,3
S100A.Q30:4.0,S100A.Q30,Gen. Sir Bernard Montgomery,4
S100A.Q31:0.0,S100A.Q31,No code or no data,0
S100A.Q31:1.0,S100A.Q31,Gen. Dwight Eisenhower,1
S100A.Q31:2.0,S100A.Q31,Gen. Sir Henry Maitland Wilson,2
S100A.Q31:3.0,S100A.Q31,Gen. Sir Bernard Montgomery,3
S100A.Q31:4.0,S100A.Q31,Gen. Jacob Devers (correct answer),4
S100A.Q31:5.0,S100A.Q31,No answer,5
S100A.Q32:0.0,S100A.Q32,No answer,0
S100A.Q32:1.0,S100A.Q32,Gen. George C. Marshall,1
S100A.Q32:2.0,S100A.Q32,Gen. Sir Harold Alexander,2
S100A.Q32:3.0,S100A.Q32,Gen. Dwight Eisenhower (correct answer),3
S100A.Q32:4.0,S100A.Q32,Gen. Douglas MacArthur,4
S100A.V32A:1.0,S100A.V32A,One correct answer,1
S100A.V32A:2.0,S100A.V32A,Two correct answers,2
S100A.V32A:4.0,S100A.V32A,Four correct answers,4
S100A.V32A:nan,S100A.V32A,,
S100A.V32A:0.0,S100A.V32A,No code or no data,0
S100A.V32A:3.0,S100A.V32A,Three correct answers,3
S100A.Q33:0.0,S100A.Q33,No code or no data,0
S100A.Q33:1.0,S100A.Q33,Very well satisfied,1
S100A.Q33:2.0,S100A.Q33,Pretty well satisfied,2
S100A.Q33:3.0,S100A.Q33,Not so well satisfied,3
S100A.Q33:4.0,S100A.Q33,Not satisfied at all,4
S100A.Q33:5.0,S100A.Q33,Undecided,5
S100A.Q33:6.0,S100A.Q33,No answer,6
S100A.Q34:0.0,S100A.Q34,No answer,0
S100A.Q34:1.0,S100A.Q34,"Yes, very proud",1
S100A.Q34:2.0,S100A.Q34,"Yes, fairly proud",2
S100A.Q34:3.0,S100A.Q34,"No, not so proud",3
S100A.Q34:4.0,S100A.Q34,Undecided,4
S100A.Q35:0.0,S100A.Q35,No answer,0
S100A.Q35:1.0,S100A.Q35,Very well,1
S100A.Q35:2.0,S100A.Q35,Fairly well,2
S100A.Q35:3.0,S100A.Q35,Not so well,3
S100A.Q35:4.0,S100A.Q35,Poorly,4
S100A.Q35:5.0,S100A.Q35,Undecided,5
S100A.Q36:0.0,S100A.Q36,No code or no data,0
S100A.Q36:1.0,S100A.Q36,It is very high,1
S100A.Q36:2.0,S100A.Q36,It is pretty high,2
S100A.Q36:3.0,S100A.Q36,It is just medium,3
S100A.Q36:4.0,S100A.Q36,It is pretty low,4
S100A.Q36:5.0,S100A.Q36,It is very low,5
S100A.Q36:6.0,S100A.Q36,No answer,6
S100A.Q37:0.0,S100A.Q37,No code or no data,0
S100A.Q37:1.0,S100A.Q37,Comment written in,1
S100A.Q37:2.0,S100A.Q37,No comment written in,2
S100A.V37A.1:1.0,S100A.V37A.1,"Good officers, keeping promises to men",1
S100A.V37A.1:2.0,S100A.V37A.1,Not chosen,2
S100A.V37A.2:1.0,S100A.V37A.2,Good Non-Coms,1
S100A.V37A.2:2.0,S100A.V37A.2,Not chosen,2
S100A.V37A.3:1.0,S100A.V37A.3,"Rest; rest periods; furloughs (but no mention of home or U.S.), passes",1
S100A.V37A.3:2.0,S100A.V37A.3,Not chosen,2
S100A.V37A.4:1.0,S100A.V37A.4,Expectation of getting back to U.S.; furlough to U.S.,1
S100A.V37A.4:2.0,S100A.V37A.4,Not chosen,2
S100A.V37A.5:1.0,S100A.V37A.5,Want to get definite date for going home or back to U.S.,1
S100A.V37A.5:2.0,S100A.V37A.5,Not chosen,2
S100A.V37A.6:1.0,S100A.V37A.6,"Adequacy of new, good war news",1
S100A.V37A.6:2.0,S100A.V37A.6,Not chosen,2
S100A.V37A.7:1.0,S100A.V37A.7,"Special Service, movies, shows, radio, entertainment, books",1
S100A.V37A.7:2.0,S100A.V37A.7,Not chosen,2
S100A.V37A.8:1.0,S100A.V37A.8,Mail,1
S100A.V37A.8:2.0,S100A.V37A.8,Not chosen,2
S100A.V37A.9:1.0,S100A.V37A.9,"Food, decent place to live; better field equipment; better shelter",1
S100A.V37A.9:2.0,S100A.V37A.9,Not chosen,2
S100A.V37A.10:1.0,S100A.V37A.10,"Little luxuries: candy bars, cigars, etc.",1
S100A.V37A.10:2.0,S100A.V37A.10,Not chosen,2
S100A.V37A.11:1.0,S100A.V37A.11,"Army efficiency, absence of conflicting orders",1
S100A.V37A.11:2.0,S100A.V37A.11,Not chosen,2
S100A.V37A.12:1.0,S100A.V37A.12,Bivouac or quarters near town,1
S100A.V37A.12:2.0,S100A.V37A.12,Not chosen,2
S100A.V37A.13:1.0,S100A.V37A.13,Less drill and inspection and other duties in rest period,1
S100A.V37A.13:2.0,S100A.V37A.13,Not chosen,2
S100A.V37A.14:1.0,S100A.V37A.14,"Less drill and inspection and other minor details (without mention of rest period), more freedom",1
S100A.V37A.14:2.0,S100A.V37A.14,Not chosen,2
S100A.V37A.15:1.0,S100A.V37A.15,Stop rumors,1
S100A.V37A.15:2.0,S100A.V37A.15,Not chosen,2
S100A.V37A.16:1.0,S100A.V37A.16,"Confidence in outfit, teamwork",1
S100A.V37A.16:2.0,S100A.V37A.16,Not chosen,2
S100A.V37A.17:1.0,S100A.V37A.17,"Completing a successful mission, recognition of successful work - praise",1
S100A.V37A.17:2.0,S100A.V37A.17,Not chosen,2
S100A.V37A.18:1.0,S100A.V37A.18,All other,1
S100A.V37A.18:2.0,S100A.V37A.18,Not chosen,2
S100A.V37A.19:1.0,S100A.V37A.19,Irrelevant answer (when man is obviously not answering question),1
S100A.V37A.19:2.0,S100A.V37A.19,Not chosen,2
S100A.V37A.20:1.0,S100A.V37A.20,No answer,1
S100A.V37A.20:2.0,S100A.V37A.20,Not chosen,2
S100A.Q38:1.0,S100A.Q38,Comment written in,1
S100A.Q38:2.0,S100A.Q38,No comment written in,2
S100A.V38A.1:1.0,S100A.V38A.1,"Poor officers, don't keep promises, incompetent officers, favoritism",1
S100A.V38A.1:2.0,S100A.V38A.1,Not chosen,2
S100A.V38A.2:1.0,S100A.V38A.2,Poor Non-Coms,1
S100A.V38A.2:2.0,S100A.V38A.2,Not chosen,2
S100A.V38A.3:1.0,S100A.V38A.3,"Lack of rest, no furloughs (but no mention of home or U.S.); too long in combat",1
S100A.V38A.3:2.0,S100A.V38A.3,Not chosen,2
S100A.V38A.4:1.0,S100A.V38A.4,"No chance of getting home (U.S.), no definite date for getting to U.S.",1
S100A.V38A.4:2.0,S100A.V38A.4,Not chosen,2
S100A.V38A.5:1.0,S100A.V38A.5,"Bad war news, bad homefront news, deaths of buddies",1
S100A.V38A.5:2.0,S100A.V38A.5,Not chosen,2
S100A.V38A.6:1.0,S100A.V38A.6,"Not enough or poor Special Service, movies, shows, radio, or dances, entertainment, association with women",1
S100A.V38A.6:2.0,S100A.V38A.6,Not chosen,2
S100A.V38A.7:1.0,S100A.V38A.7,No mail or not enough mail,1
S100A.V38A.7:2.0,S100A.V38A.7,Not chosen,2
S100A.V38A.8:1.0,S100A.V38A.8,"Poor food, bad living conditions (leaky shelters, no overcoats)",1
S100A.V38A.8:2.0,S100A.V38A.8,Not chosen,2
S100A.V38A.9:1.0,S100A.V38A.9,"Lack of little luxuries: candy bars, cigars, cheap cigarettes, etc.",1
S100A.V38A.9:2.0,S100A.V38A.9,Not chosen,2
S100A.V38A.10:1.0,S100A.V38A.10,"Inefficiency in Army, Snafu, conflicting orders",1
S100A.V38A.10:2.0,S100A.V38A.10,Not chosen,2
S100A.V38A.11:1.0,S100A.V38A.11,Don't know what's going on,1
S100A.V38A.11:2.0,S100A.V38A.11,Not chosen,2
S100A.V38A.12:1.0,S100A.V38A.12,Bad weather,1
S100A.V38A.12:2.0,S100A.V38A.12,Not chosen,2
S100A.V38A.13:1.0,S100A.V38A.13,"Special advantages of officers, rank pulling",1
S100A.V38A.13:2.0,S100A.V38A.13,Not chosen,2
S100A.V38A.14:1.0,S100A.V38A.14,Too much drill and observation of military forms while in rest period,1
S100A.V38A.14:2.0,S100A.V38A.14,Not chosen,2
S100A.V38A.15:1.0,S100A.V38A.15,Too much drill and observation of military forms (without mention of rest period),1
S100A.V38A.15:2.0,S100A.V38A.15,Not chosen,2
S100A.V38A.16:1.0,S100A.V38A.16,Rumors,1
S100A.V38A.16:2.0,S100A.V38A.16,Not chosen,2
S100A.V38A.17:1.0,S100A.V38A.17,Uncertainty about the future,1
S100A.V38A.17:2.0,S100A.V38A.17,Not chosen,2
S100A.V38A.18:1.0,S100A.V38A.18,All others,1
S100A.V38A.18:2.0,S100A.V38A.18,Not chosen,2
S100A.V38A.19:1.0,S100A.V38A.19,Irrelevant answer (when man is obviously not answering the question),1
S100A.V38A.19:2.0,S100A.V38A.19,Not chosen,2
S100A.V38A.20:1.0,S100A.V38A.20,No answer,1
S100A.V38A.20:2.0,S100A.V38A.20,Not chosen,2
S100A.Q39:1.0,S100A.Q39,Very sure,1
S100A.Q39:2.0,S100A.Q39,Pretty sure,2
S100A.Q39:3.0,S100A.Q39,Not so sure,3
S100A.Q39:4.0,S100A.Q39,Not sure at all,4
S100A.Q39:5.0,S100A.Q39,Undecided,5
S100A.Q39:6.0,S100A.Q39,No answer,6
S100A.Q40:0.0,S100A.Q40,No code or no data,0
S100A.Q40:1.0,S100A.Q40,All the American weapons and equipment are better than those of the German Army,1
S100A.Q40:2.0,S100A.Q40,Some of the German weapons and equipment are better than those of the American Army (weapons written in),2
S100A.Q40:3.0,S100A.Q40,Some German weapons better (no weapons written in),3
S100A.Q40:4.0,S100A.Q40,No answer,4
S100A.Q41:0.0,S100A.Q41,No code or no data,0
S100A.Q41:1.0,S100A.Q41,I really hate them and we should wipe them out completely,1
S100A.Q41:2.0,S100A.Q41,I don't feel much personal hate for them,2
S100A.Q41:3.0,S100A.Q41,We must fight them but they are pretty much like we are,3
S100A.Q41:4.0,S100A.Q41,Some other feeling,4
S100A.Q41:5.0,S100A.Q41,No answer,5
S100A.Q42:0.0,S100A.Q42,No answer,0
S100A.Q42:1.0,S100A.Q42,I really hate them and we should wipe them out completely,1
S100A.Q42:2.0,S100A.Q42,I don't feel much personal hate for them,2
S100A.Q42:3.0,S100A.Q42,We must fight them but they are pretty much like we are,3
S100A.Q42:4.0,S100A.Q42,Some other feeling,4
S100A.Q43A:0.0,S100A.Q43A,No answer,0
S100A.Q43A:1.0,S100A.Q43A,Less than 6 months,1
S100A.Q43A:2.0,S100A.Q43A,6 through 9 months,2
S100A.Q43A:3.0,S100A.Q43A,10 through 12 months,3
S100A.Q43A:4.0,S100A.Q43A,13 through 17 months,4
S100A.Q43A:5.0,S100A.Q43A,18 through 20 months,5
S100A.Q43A:6.0,S100A.Q43A,21 through 23 months,6
S100A.Q43A:7.0,S100A.Q43A,24 months,7
S100A.Q43A:8.0,S100A.Q43A,25 through 29 months,8
S100A.Q43A:9.0,S100A.Q43A,30 through 35 months,9
S100A.Q43A:10.0,S100A.Q43A,36 months,10
S100A.Q43A:11.0,S100A.Q43A,Over 36 months,11
S100A.Q44:0.0,S100A.Q44,No answer,0
S100A.Q44:1.0,S100A.Q44,30 days or less,1
S100A.Q44:2.0,S100A.Q44,31 through 34 days,2
S100A.Q44:3.0,S100A.Q44,35 through 36 days,3
S100A.Q44:4.0,S100A.Q44,37 through 40 days,4
S100A.Q44:5.0,S100A.Q44,41 through 59 days,5
S100A.Q44:6.0,S100A.Q44,60 through 70 days,6
S100A.Q44:7.0,S100A.Q44,75 through 90 days,7
S100A.Q44:8.0,S100A.Q44,91 through 110 days,8
S100A.Q44:9.0,S100A.Q44,111 through 135 days,9
S100A.Q44:10.0,S100A.Q44,Over 135 days,10
S100A.Q44:11.0,S100A.Q44,No active duty,11
S100A.Q45:0.0,S100A.Q45,No code or no data,0
S100A.Q45:1.0,S100A.Q45,We should accept the offer and stop fighting now,1
S100A.Q45:2.0,S100A.Q45,We should consider the offer and try to work out some peace terms with them,2
S100A.Q45:3.0,S100A.Q45,We should turn down the offer and keep on fighting until they give up completely,3
S100A.Q45:4.0,S100A.Q45,Undecided,4
S100A.Q45:5.0,S100A.Q45,No answer,5
S100A.Q46:0.0,S100A.Q46,No answer,0
S100A.Q46:1.0,S100A.Q46,Very often,1
S100A.Q46:2.0,S100A.Q46,Sometimes,2
S100A.Q46:3.0,S100A.Q46,Once in a great while,3
S100A.Q46:4.0,S100A.Q46,Never,4
S100A.Q47:0.0,S100A.Q47,No answer,0
S100A.Q47:1.0,S100A.Q47,Better,1
S100A.Q47:2.0,S100A.Q47,About the same,2
S100A.Q47:3.0,S100A.Q47,Worse,3
S100A.Q47:4.0,S100A.Q47,Undecided,4
S100A.Q48:0.0,S100A.Q48,No answer,0
S100A.Q48:1.0,S100A.Q48,They are trying very hard,1
S100A.Q48:2.0,S100A.Q48,They are trying pretty hard,2
S100A.Q48:3.0,S100A.Q48,They are not trying so hard,3
S100A.Q48:4.0,S100A.Q48,They are not trying at all,4
S100A.Q49:0.0,S100A.Q49,No answer,0
S100A.Q49:1.0,S100A.Q49,All of them,1
S100A.Q49:2.0,S100A.Q49,Most of them,2
S100A.Q49:3.0,S100A.Q49,About half of them,3
S100A.Q49:4.0,S100A.Q49,Few of them,4
S100A.Q49:5.0,S100A.Q49,None of them,5
S100A.Q50:0.0,S100A.Q50,No answer,0
S100A.Q50:1.0,S100A.Q50,All of them do,1
S100A.Q50:2.0,S100A.Q50,Most of them do,2
S100A.Q50:3.0,S100A.Q50,About half of them do,3
S100A.Q50:4.0,S100A.Q50,Few of them do,4
S100A.Q50:5.0,S100A.Q50,None of them do,5
S100A.Q51:0.0,S100A.Q51,No answer,0
S100A.Q51:1.0,S100A.Q51,Gen. Jacob Devers,1
S100A.Q51:2.0,S100A.Q51,Gen. Sir Harold Alexander,2
S100A.Q51:3.0,S100A.Q51,Gen. Mark W. Clark,3
S100A.Q51:4.0,S100A.Q51,Gen. Dwight Eisenhower,4
S100A.Q52:0.0,S100A.Q52,No answer,0
S100A.Q52:1.0,S100A.Q52,No,1
S100A.Q52:2.0,S100A.Q52,"Yes, comment written in",2
S100A.Q52:3.0,S100A.Q52,"Yes, no comment written in",3
S100A.Q53:0.0,S100A.Q53,No answer,0
S100A.Q53:1.0,S100A.Q53,More frightening,1
S100A.Q53:2.0,S100A.Q53,Less frightening,2
S100A.Q53:3.0,S100A.Q53,Frightening all the time,3
S100A.Q53:4.0,S100A.Q53,Never frightening,4
S100A.Q54:1.0,S100A.Q54,Comment written in,1
S100A.Q54:nan,S100A.Q54,Col. 80 not used. Card 3,
S100A.Q54:2.0,S100A.Q54,No comment written in,2
NA.3:1.0,NA.3,S-100a,1
NA.3:2.0,NA.3,S-100b,2
NA.3:3.0,NA.3,S-100c,3
NA.3:4.0,NA.3,S-100d,4
NA.3:5.0,NA.3,S-100e,5
NA.3:6.0,NA.3,S-100f,6
NA.3:7.0,NA.3,S-100g,7
S100A.V54A.1:1.0,S100A.V54A.1,"Prayer, faith in the Lord, read Bible",1
S100A.V54A.1:2.0,S100A.V54A.1,Not chosen,2
S100A.V54A.2:1.0,S100A.V54A.2,"Keep busy, keep doing something",1
S100A.V54A.2:2.0,S100A.V54A.2,Not chosen,2
S100A.V54A.3:1.0,S100A.V54A.3,"Be calm, don't worry, strong will power",1
S100A.V54A.3:2.0,S100A.V54A.3,Not chosen,2
S100A.V54A.4:1.0,S100A.V54A.4,"Think about how important the war is, or how important my job is",1
S100A.V54A.4:2.0,S100A.V54A.4,Not chosen,2
S100A.V54A.5:1.0,S100A.V54A.5,"Keep down, keep under cover, dig a deeper trench",1
S100A.V54A.5:2.0,S100A.V54A.5,Not chosen,2
S100A.V54A.6:1.0,S100A.V54A.6,Thinking or talking about something besides the war and fighting,1
S100A.V54A.6:2.0,S100A.V54A.6,Not chosen,2
S100A.V54A.7:1.0,S100A.V54A.7,"No use worrying (if number is up will get it, if not won't get it)",1
S100A.V54A.7:2.0,S100A.V54A.7,Not chosen,2
S100A.V54A.8:1.0,S100A.V54A.8,"Think of home, girl friend, family; think of getting home",1
S100A.V54A.8:2.0,S100A.V54A.8,Not chosen,2
S100A.V54A.9:1.0,S100A.V54A.9,Think of what I'll do when war is over; think of when war is over,1
S100A.V54A.9:2.0,S100A.V54A.9,Not chosen,2
S100A.V54A.10:1.0,S100A.V54A.10,"Talk to someone; joke, laugh, close contact with buddies",1
S100A.V54A.10:2.0,S100A.V54A.10,Not chosen,2
S100A.V54A.11:1.0,S100A.V54A.11,Think about nothing but fighting and doing my job,1
S100A.V54A.11:2.0,S100A.V54A.11,Not chosen,2
S100A.V54A.12:1.0,S100A.V54A.12,"I'm not the only one in tough spot, think of support I'm getting; it's worse for the enemy",1
S100A.V54A.12:2.0,S100A.V54A.12,Not chosen,2
S100A.V54A.13:1.0,S100A.V54A.13,"Drinking, smoking, chewing gum, eating",1
S100A.V54A.13:2.0,S100A.V54A.13,Not chosen,2
S100A.V54A.14:1.0,S100A.V54A.14,"Thinking that others depend on me, I have to do well, I can't be a coward",1
S100A.V54A.14:2.0,S100A.V54A.14,Not chosen,2
S100A.V54A.15:1.0,S100A.V54A.15,War won't last long; I'll be out of this soon; I'll soon get relief,1
S100A.V54A.15:2.0,S100A.V54A.15,Not chosen,2
S100A.V54A.16:1.0,S100A.V54A.16,"Nothing can be done to keep courage up, always afraid, just sweat it out",1
S100A.V54A.16:2.0,S100A.V54A.16,Not chosen,2
S100A.V54A.17:1.0,S100A.V54A.17,All others,1
S100A.V54A.17:2.0,S100A.V54A.17,Not chosen,2
S100A.V54A.18:1.0,S100A.V54A.18,"Irrelevant answer (when man is obviously not answering the question) rest, sleep - change of atmosphere",1
S100A.V54A.18:2.0,S100A.V54A.18,Not chosen,2
S100A.V54A.19:1.0,S100A.V54A.19,No answer,1
S100A.V54A.19:2.0,S100A.V54A.19,Not chosen,2
S100A.Q55:0.0,S100A.Q55,No answer,0
S100A.Q55:1.0,S100A.Q55,Hatred helps a lot,1
S100A.Q55:2.0,S100A.Q55,Hatred helps some but not a lot,2
S100A.Q55:3.0,S100A.Q55,Hatred helps very little or not at all,3
S100A.Q55:4.0,S100A.Q55,Undecided,4
S100A.Q56:0.0,S100A.Q56,No answer,0
S100A.Q56:1.0,S100A.Q56,Five or six times a week,1
S100A.Q56:2.0,S100A.Q56,Three or four times a week,2
S100A.Q56:3.0,S100A.Q56,Once or twice a week,3
S100A.Q56:4.0,S100A.Q56,Less than once a week,4
S100A.Q57:0.0,S100A.Q57,No answer,0
S100A.Q57:1.0,S100A.Q57,Like it very much,1
S100A.Q57:2.0,S100A.Q57,Like it pretty well,2
S100A.Q57:3.0,S100A.Q57,Don't like it so much,3
S100A.Q57:4.0,S100A.Q57,Don't like it at all,4
S100A.Q58.n:0.0,S100A.Q58.n,No answer,0
S100A.Q58.n:1.0,S100A.Q58.n,Comment written in,1
S100A.Q58.n:2.0,S100A.Q58.n,Comment not written in,2
S100A.Q59.n:0.0,S100A.Q59.n,No answer,0
S100A.Q59.n:nan,S100A.Q59.n,Question 60 not coded.,
S100A.Q59.n:1.0,S100A.Q59.n,Belong to a regiment,1
S100A.Q59.n:2.0,S100A.Q59.n,I don't belong to a regiment,2
S100A.V62:1.0,S100A.V62,"34th and 45th Divisions, 1st Installation",1
S100A.V62:2.0,S100A.V62,"36th Division, 1st Installation",2
S100A.V62:3.0,S100A.V62,"13th, 18th, 71st FA Brigades, 1st Installation",3
S100A.V62:4.0,S100A.V62,"34th and 45th Division, 2nd Installation",4
S100A.V62:5.0,S100A.V62,"36th Division, 2nd Installation",5
S100A.V62:6.0,S100A.V62,"13th, 18th, 71st FA Brigades, 2nd Installation",6
S101E.Q1:1.0,S101E.Q1,Captain,1
S101E.Q1:2.0,S101E.Q1,1st Lieutenant,2
S101E.Q1:3.0,S101E.Q1,2nd Lieutenant,3
S101E.Q2:0.0,S101E.Q2,No answer,0
S101E.Q2:1.0,S101E.Q2,3 months or less,1
S101E.Q2:2.0,S101E.Q2,Over 3 months up to 6 months,2
S101E.Q2:3.0,S101E.Q2,Over 6 months up to 9 months,3
S101E.Q2:4.0,S101E.Q2,Over 9 months up to 1 year,4
S101E.Q2:5.0,S101E.Q2,Over 1 year up to 2 years,5
S101E.Q2:6.0,S101E.Q2,Over 2 years,6
S101E.Q3:1.0,S101E.Q3,Single,1
S101E.Q3:2.0,S101E.Q3,Married and have no children,2
S101E.Q3:3.0,S101E.Q3,Married and do have children,3
S101E.Q3:4.0,S101E.Q3,"Widowed, divorced, or separated",4
S101E.Q4:1.0,S101E.Q4,Six months or less,1
S101E.Q4:2.0,S101E.Q4,More than 6 months but not over 1 year,2
S101E.Q4:3.0,S101E.Q4,More than 1 year but not over 1 1/2 years,3
S101E.Q4:4.0,S101E.Q4,More than 1 1/2 years,4
S101E.Q5.1:0.0,S101E.Q5.1,No answer,0
S101E.Q5.1:1.0,S101E.Q5.1,January,1
S101E.Q5.1:2.0,S101E.Q5.1,February,2
S101E.Q5.1:3.0,S101E.Q5.1,March,3
S101E.Q5.1:4.0,S101E.Q5.1,April,4
S101E.Q5.1:5.0,S101E.Q5.1,May,5
S101E.Q5.1:6.0,S101E.Q5.1,June,6
S101E.Q5.1:7.0,S101E.Q5.1,July,7
S101E.Q5.1:8.0,S101E.Q5.1,August,8
S101E.Q5.1:9.0,S101E.Q5.1,September,9
S101E.Q5.1:10.0,S101E.Q5.1,October,10
S101E.Q5.1:11.0,S101E.Q5.1,November,11
S101E.Q5.1:12.0,S101E.Q5.1,December,12
S101E.Q5.2:2.0,S101E.Q5.2,1941,2
S101E.Q5.2:3.0,S101E.Q5.2,1942,3
S101E.Q5.2:5.0,S101E.Q5.2,1944,5
S101E.Q5.2:nan,S101E.Q5.2,Question 6a not coded.,
S101E.Q5.2:0.0,S101E.Q5.2,No answer,0
S101E.Q5.2:1.0,S101E.Q5.2,1940 or earlier,1
S101E.Q5.2:4.0,S101E.Q5.2,1943,4
S101E.Q6B:0.0,S101E.Q6B,None,0
S101E.Q6B:120.0,S101E.Q6B,120 days,120
S101E.Q6B:nan,S101E.Q6B,Questions 6c and 6d not coded.,
S101E.Q6B:1.0,S101E.Q6B,1 day . . .,1
S101E.Q7:1.0,S101E.Q7,Engineers,1
S101E.Q7:2.0,S101E.Q7,Field Artillery,2
S101E.Q7:3.0,S101E.Q7,Quartermaster Corps,3
S101E.Q7:4.0,S101E.Q7,Infantry,4
S101E.Q7:5.0,S101E.Q7,Medical Department,5
S101E.Q7:6.0,S101E.Q7,Armored Force,6
S101E.Q7:7.0,S101E.Q7,Signal Corps,7
S101E.Q7:8.0,S101E.Q7,Coast Artillery and Anti-aircraft,8
S101E.Q7:9.0,S101E.Q7,Air Corps,9
S101E.Q7:10.0,S101E.Q7,Transportation Corps,10
S101E.Q7:11.0,S101E.Q7,Ordnance Department,11
S101E.Q7:12.0,S101E.Q7,Chemical Warfare Service,12
S101E.Q7:13.0,S101E.Q7,Military Police,13
S101E.Q7:14.0,S101E.Q7,Other,14
S101E.Q8:0.0,S101E.Q8,No answer,0
S101E.Q8:1.0,S101E.Q8,Engineers,1
S101E.Q8:2.0,S101E.Q8,Field Artillery,2
S101E.Q8:3.0,S101E.Q8,Quartermaster Corps,3
S101E.Q8:4.0,S101E.Q8,Infantry,4
S101E.Q8:5.0,S101E.Q8,Medical Department,5
S101E.Q8:6.0,S101E.Q8,Armored Force,6
S101E.Q8:7.0,S101E.Q8,Signal Corps,7
S101E.Q8:8.0,S101E.Q8,Coast Artillery and Anti-aircraft,8
S101E.Q8:9.0,S101E.Q8,Air Corps,9
S101E.Q8:10.0,S101E.Q8,Transportation Corps,10
S101E.Q8:11.0,S101E.Q8,Ordnance Department,11
S101E.Q8:12.0,S101E.Q8,Chemical Warfare Service,12
S101E.Q8:13.0,S101E.Q8,Military Police,13
S101E.Q9A:0.0,S101E.Q9A,No answer,0
S101E.Q9A:1.0,S101E.Q9A,A line officer,1
S101E.Q9A:2.0,S101E.Q9A,A staff officer,2
S101E.Q9B:0.0,S101E.Q9B,No answer,0
