,identifier,parent_id,question
1045,S234BE.Qii60,S234BE,"""Promotions in the Army are not too slow"""
1046,S234BE.Qii61,S234BE,"""My experiences in the Army have made me more self- confident and sure of myself"""
1047,S234BE.Qii62,S234BE,"""An officer will lose the respect of his men if he pals around with them off-duty"""
1048,S234BE.Qii63,S234BE,"""It is all right for a soldier to goldbrick, if he doesn't get caught"""
1049,S234BE.Qii64,S234BE,"""The Army does not place too much importance upon military courtesy"""
1050,S234BE.Qii65,S234BE,"""Most enlisted men in the Army are more interested in doing a good job than in promotions"""
1051,S234BE.Qii66.n,S234BE,"""Most officers in the Army are more interested in doing a good job than in promotions"""
1052,S234BE.Qii67,S234BE,"""The Army has tried its best to keep enlisted men informed about what was going to happen to them"""
1053,S234BE.Qii68,S234BE,"""When a combat soldier is transferred to a non-combat outfit, it doesn't make much difference to him whether he is allowed to wear the shoulder patch of his old division or not"""
1054,S234BE.Qii69,S234BE,"""While the battle is going on, it is very easy to tell how well a man performs as a combat soldier"""
1055,S234BE.Qii70,S234BE,"""It doesn't do much good to see the chaplain if a soldier feels he is getting a raw deal"""
1056,S234BE.Qii71,S234BE,"""Most soldiers don't give a damn what the rest of the men in their outfit think of them"""
1057,S234BE.Qii72,S234BE,"""When a soldier is in combat, the threat of Army punishment is enough by itself to keep him fighting"""
1058,S234BE.Qii73,S234BE,"""It's easy for an enlisted man to take a complaint to the inspector-general (Air inspector)"""
1059,S234BE.Qii74,S234BE,"""It is more important for an enlisted man to be on good terms with his officers than with his non-coms"""
1060,S234BE.Qii75,S234BE,"""My experiences in the Army have decreased my faith in god"""
1061,S234BE.Qii76,S234BE,"""When a replacement comes into an outfit during combat, the veterans usually try to help him out all they can"""
1062,S234BE.Qii77,S234BE,"""There are lots of ways enlisted men can get even with officers who don't treat them right"""
1063,S234BE.Qii78,S234BE,"""My experiences in the Army have made me more bitter and cynical"""
1064,S234BE.Qii79,S234BE,"""Most civilians think that if you're only a private or private first class, it's because you weren't good enough to get a rating"""
1065,S234BE.Qii80,S234BE,"""Most soldiers think that if you're only a private or private first class, it's because you weren't good enough to get a rating"""
1066,S234BE.Qii81,S234BE,"""I am not going to miss the old gang of fellows in my outfit when I leave the Army"""
1067,S234BE.Qii82,S234BE,"""I get angry less quickly now than I did before I came into the Army"""
1068,S234BE.Qii83,S234BE,"""Most of the time I felt that it made a lot of difference whether I did my Army job well or not"""
1069,S234BE.Qii84,S234BE,"""Most soldiers feel guilty about some of the things they did while in the Army"""
1070,S234BE.Qii85,S234BE,"""When the Army says it will do something that the men want, most of the time it ends up by really doing it"""
1071,S234BE.Qii86,S234BE,"""A soldier who has seen a lot of the war has a right to get sore whenever he is annoyed by a person who didn't go through what he did"""
1072,S234BE.Qii87,S234BE,"""I do not drink any more now than I did before I entered the Army"""
1073,S234BE.Qii88,S234BE,"""In the Army it's best to do your job the way you're told, even if you know there is a better way to do it"""
1074,S234BE.Qiii1,S234BE,"In general, how do you think most non-coms tend to look at things - from the officer's point of view or the enlisted man's point of view?"
1075,S234BE.Qiii2,S234BE,Which of the following kinds of outfits would you personally prefer to be in?
1076,S234BE.Qiii3,S234BE,"If while the war was on a sister or girl friend of yours was thinking of joining the WAC's, would you have advised her to join or not to join?"
1077,S234BE.Qiii4,S234BE,"If a sister or girl friend of yours was a nurse and while the war was on was thinking of joining the Army Nurses Corps, would you have advised her to join or not to join?"
1078,S234BE.Qiii5,S234BE,Do you approve or disapprove of having the U.S. government spend money on telling people in other countries what the United States is like?
1079,S234BE.Qiii6,S234BE,"At the present time, do you think most of the people of England have a reasonably full and fair picture of the United States?"
1080,S234BE.Qiii7,S234BE,"At the present time, do you think most of the people of Russia have a reasonably full and fair picture of the United States?"
1081,S234BE.Qiii8,S234BE,"If you have served overseas, in what theater or area did you serve for the longest period of time?"
1082,S234BE.Viii9F,S234BE,Neuropsychiatric inventory score: E. Derived from questions 9a-9e.
1083,S234BE.Qiiii1,S234BE,Have you ever been punished for breaking an Army rule or regulation?
1084,S234BE.Qiiii2,S234BE,Have you ever been AWOL?
1085,S234BE.Qiiii3,S234BE,Have you ever been busted?
1086,S234BE.Qiiii4,S234BE,Have you ever been court-martialed?
1087,S234BE.Qiiii5,S234BE,Have you ever been confined to the guardhouse?
1088,S234BE.Qiiii6,S234BE,"Have you received any military awards, citations, decorations, etc.?"
1089,S234BE.Viiii7,S234BE,Camp and force identification:
1090,S234BE.Viiii8,S234BE,Serial number identification: ANP
1091,S127.Q1,S127,What is your Army rank or grade?
1092,S127.Q2,S127,How old were you on your last birthday?
1093,S127.Q3,S127,How far did you go in school?
1094,S127.Q4,S127,In what state of the United States did you spend most of the last five years of your civilian life before you came into the Army? E. Region:
1095,S127.Q5,S127,Where were you living most of the last five years of your civilian life before you came into the Army?
1096,S127.Q6.x,S127,"Are you single, married, divorced or separated, or widowed? F. If married: Q.7. Were you married before or after entering the Army?"
1097,S127.Q8,S127,How many children do you have?
1098,S127.Q9,S127,How did you come into the Army?
1099,S127.Q10,S127,"How long have you been in the Army? E. If you have been in the Army before, then were out for a while, just check the length of time since you entered this last time. If you were in the National Guard, check the length of time since your outfit came into the Army."
1100,S127.Q11,S127,How long have you been in the China-Burma-India theater?
1101,S127.Q12,S127,How long have you been stationed at this particular place?
1102,S127.Q13,S127,What branch of the Army are you in now?
1103,S127.Q14,S127,"Do you feel proud of your company (battery, squadron, troop)?"
1104,S127.Q15,S127,"How many of the officers in your company (battery, squadron, troop) are the kind you would want to serve under in combat?"
1105,S127.Q16,S127,How many of your officers take a personal interest in their men?
1106,S127.Q17,S127,How do you think your company would show up under combat conditions?
1107,S127.Q18,S127,"Considering everything, including the difficulties, how well would you say your outfit is doing the job which it is supposed to do?"
1108,S127.Q19,S127,Do you think the equipment of the American Army is better or worse than the equipment of the Japanese Army?
1109,S127.Q20.n,S127,What is your main Army job or duty?
1110,S127.Q21.1,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1111,S127.Q21.2,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1112,S127.Q21.3,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1113,S127.Q21.4,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1114,S127.Q21.5,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1115,S127.Q21.6,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1116,S127.Q21.7,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1117,S127.Q21.8,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1118,S127.Q21.9,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1119,S127.Q21.10,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1120,S127.Q21.11,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1121,S127.Q21.12,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1122,S127.Q21.13,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1123,S127.Q21.14,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1124,S127.Q21.15,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1125,S127.Q21.16,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1126,S127.Q21.17,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1127,S127.Q21.18,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1128,S127.Q21.19,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1129,S127.Q21.20,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1130,S127.Q21.21,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1131,S127.Q21.22,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1132,S127.Q21.23,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1133,S127.Q21.24,S127,Are there any school subjects or courses (which you have not studied in the past) that would help you in your present Army job?
1134,S127.Q22,S127,"What kind of work would you like to do after the war? (if you have no idea, just say so.)"
1135,S127.Q23,S127,Do you feel that you need any more formal education in order to do what you want to do after the war?
1136,S127.Q24.1,S127,What courses or school subjects would help you in the work you want to do after the war?
1137,S127.Q24.2,S127,What courses or school subjects would help you in the work you want to do after the war?
1138,S127.Q24.3,S127,What courses or school subjects would help you in the work you want to do after the war?
1139,S127.Q24.4,S127,What courses or school subjects would help you in the work you want to do after the war?
1140,S127.Q24.5,S127,What courses or school subjects would help you in the work you want to do after the war?
1141,S127.Q24.6,S127,What courses or school subjects would help you in the work you want to do after the war?
1142,S127.Q24.7,S127,What courses or school subjects would help you in the work you want to do after the war?
1143,S127.Q24.8,S127,What courses or school subjects would help you in the work you want to do after the war?
1144,S127.Q24.9,S127,What courses or school subjects would help you in the work you want to do after the war?
1145,S127.Q24.10,S127,What courses or school subjects would help you in the work you want to do after the war?
1146,S127.Q24.11,S127,What courses or school subjects would help you in the work you want to do after the war?
1147,S127.Q24.12,S127,What courses or school subjects would help you in the work you want to do after the war?
1148,S127.Q24.13,S127,What courses or school subjects would help you in the work you want to do after the war?
1149,S127.Q24.14,S127,What courses or school subjects would help you in the work you want to do after the war?
1150,S127.Q24.15,S127,What courses or school subjects would help you in the work you want to do after the war?
1151,S127.Q24.16,S127,What courses or school subjects would help you in the work you want to do after the war?
1152,S127.Q24.17,S127,What courses or school subjects would help you in the work you want to do after the war?
1153,S127.Q24.18,S127,What courses or school subjects would help you in the work you want to do after the war?
1154,S127.Q24.19,S127,What courses or school subjects would help you in the work you want to do after the war?
1155,S127.Q24.20,S127,What courses or school subjects would help you in the work you want to do after the war?
1156,S127.Q24.21,S127,What courses or school subjects would help you in the work you want to do after the war?
1157,S127.Q24.22,S127,What courses or school subjects would help you in the work you want to do after the war?
1158,S127.Q25,S127,"If you could take the courses or school subjects you listed in questions 21 and 24 above, while you are in the Army, would you be willing to spend a part of your off-duty free time studying them?"
1159,S127.Q26,S127,"If you were going to take some courses during your free time while you are in the Army, which would you like better: lessons sent to you by mail; or classes for groups of men here at this station?"
1160,S127.Q27,S127,"The Army is planning to set up a C.B.I. branch of the armed forces institute to give lessons by mail to the men in this theater. having a branch here in the theater would mean that the lessons and instructions could be sent to the men much quicker than they could be sent from the United States. if this C.B.I. branch is set up, do you think you would be interested in taking any courses or studying any subjects by mail?"
1161,S127.Q28,S127,"If you could do what you wanted, would you like to go back to school or college after the war?"
1162,S127.Q29,S127,"Regardless of what you want to do, do you think you will actually go back to school or college after the war?"
1163,S127.Q30A,S127,"""After the war the United States should control and dominate the world."""
1164,S127.Q30B,S127,"""After the war the United States should stay out of world affairs and stick to the problems we have in our own country."""
1165,S127.Q30C,S127,"""After the war the nations of the world should set up a strong international organization."""
1166,S127.Q30D,S127,"""After the war the United States should join a strong international organization of nations even if it meant that this organization would have some control over how the United States deals with other countries."""
1167,S127.Q30E,S127,"""After the war there should be an internationally controlled Army to police the world."""
1168,S127.Q31,S127,Which do you think would be the best way for the United States to keep out of war in the future?
1169,S127.Q32,S127,When the war is over do you think the Army should release all soldiers back to civilian life as soon as possible or should it release them only when there are jobs for them?
1170,S127.V33G,S127,Men with dependents:
1171,S127.V33H,S127,Men with longest service:
1172,S127.V33I,S127,Men overseas longest:
1173,S127.V33J,S127,Men over thirty:
1174,S127.Q34,S127,Do you think there is some other group of soldiers besides those listed in question 33 that should be let out of the Army first?
1175,S127.Q35,S127,After the war do you think soldiers should be given first choice of the jobs that are open or do you think everybody should have an equal chance to get jobs?
1176,S127.Q36,S127,"After the war, do you think the United States could have an Army large enough for the country's needs by taking volunteers only?"
1177,S127.Q37,S127,"After the war, do you think the United States should draft all young men for a certain amount of Army training during peacetime or should we go back to the Regular Army system of taking volunteers only?"
1178,S127.Q38,S127,Which of the following reasons comes closest to saying why you think the United States should draft all young men for a certain amount of Army training during peacetime?
1179,S127.Q39,S127,"If all young men in the United States were to be given military training, at about what age do you think this training should begin?"
1180,S127.Q40,S127,"If all young men in the United States were to be given military training, for about how long a time do you think this training should last?"
1181,S127.Q41,S127,Do you think England can be depended upon to cooperate with us after the war?
1182,S127.Q42,S127,"What about Russia, can we depend upon her to cooperate after the war?"
1183,S127.Q43,S127,What about China?
1184,S127.Q44,S127,What about India? Can we depend on India to cooperate with us after the war?
1185,S127.Q45,S127,How good do you think the Chinese are as fighters?
1186,S127.Q46,S127,How about the Russians as fighters?
1187,S127.Q47A,S127,The Germans?
1188,S127.Q47B,S127,The Japanese?
1189,S127.Q47C,S127,The English?
1190,S127.Q47D,S127,The Americans?
1191,S127.Q48,S127,Which of the following comes closest to your own ideas?
1192,S127.Q49A,S127,"""The English are doing as good a job as possible of fighting the war, considering everything."""
1193,S127.Q49B,S127,"""Britain is more interested in dominating or controlling the world than she is in building a truly democratic world."""
1194,S127.Q49C,S127,"""The Russians are doing as good a job as possible of fighting the war, considering everything."""
1195,S127.Q49D,S127,"""Russia is more interested in dominating or controlling the world than she is in building a truly democratic world."""
1196,S127.Q49E,S127,"""The British always try to get other countries to do their fighting for them."""
1197,S127.Q49F,S127,"""The Chinese are doing as good a job as possible of fighting the war, considering everything."""
1198,S127.Q49G,S127,"""We should see to it that the German people suffer plenty for all the trouble they are causing us."""
1199,S127.Q49H,S127,"""We should see to it that the Japanese people suffer plenty for all the trouble they are causing us."""
1200,S127.Q50,S127,"Have you ever seen the Army ""Newsmap"" at this station?"
1201,S127.Q51,S127,Where is the Newsmap hung at this station? (check the one place where you see it most often)
1202,S127.Q52,S127,Do you look at the new Newsmap every time one comes in?
1203,S127.Q53.1,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1204,S127.Q53.2,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1205,S127.Q53.3,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1206,S127.Q53.4,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1207,S127.Q53.5,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1208,S127.Q53.6,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1209,S127.Q53.7,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1210,S127.Q53.8,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1211,S127.Q53.9,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1212,S127.Q53.10,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1213,S127.Q53.11,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1214,S127.Q53.12,S127,What are the main reasons why you don't look at the Newsmap more often than you do?
1215,S127.Q54,S127,Where do you think is the best place to hang up a Newsmap?
1216,S127.Q55,S127,How much help is the Newsmap to you in keeping up with the war news?
1217,S127.Q56,S127,Do your officers or noncoms use the Newsmap when they give talks about the war news?
1218,S127.Q57,S127,"Since you've been at this station, do you ever read or hear a summary of the war news put out by the Army specially for the soldiers at this station?"
1219,S127.Q58,S127,"Since you've been at this station, how do you get this summary of the war news that is put out specially for the soldiers here?"
1220,S127.Q59,S127,"How much help are these war news summaries to you, in keeping up with the war news?"
1221,S127.Q60,S127,How good a job do you think the Army is doing in keeping soldiers at this station up-to-date on the news of the day?
1222,S127.Q61,S127,"Do you think the war news sent out by the Army makes things look better than they really are, worse than they really are, or about the same as they really are?"
1223,S127.Q62,S127,How important is it to you personally to have a clear understanding of why we are fighting this war?
1224,S127.Q63,S127,How would you rate yourself with regard to a knowledge of world events and recent news?
1225,S127.Q64,S127,"If you do not have a fairly complete and up-to-date knowledge of the news, is it mainly because:"
1226,S127.Q65.1,S127,"Since you have been in this theater, where have you been getting your news of the U.S. and the world?"
1227,S127.Q65.2,S127,"Since you have been in this theater, where have you been getting your news of the U.S. and the world?"
1228,S127.Q65.3,S127,"Since you have been in this theater, where have you been getting your news of the U.S. and the world?"
1229,S127.Q65.4,S127,"Since you have been in this theater, where have you been getting your news of the U.S. and the world?"
1230,S127.Q65.5,S127,"Since you have been in this theater, where have you been getting your news of the U.S. and the world?"
1231,S127.Q65.6,S127,"Since you have been in this theater, where have you been getting your news of the U.S. and the world?"
1232,S127.Q65.7,S127,"Since you have been in this theater, where have you been getting your news of the U.S. and the world?"
1233,S127.Q65.8,S127,"Since you have been in this theater, where have you been getting your news of the U.S. and the world?"
1234,S127.Q65.9,S127,"Since you have been in this theater, where have you been getting your news of the U.S. and the world?"
1235,S127.Q65.10,S127,"Since you have been in this theater, where have you been getting your news of the U.S. and the world?"
1236,S127.Q66,S127,"Would you rather get a news report which tells the facts of the news, or one that tells the facts and also explains them?"
1237,S127.Q67,S127,How important is it to you personally to be able to get the news of the day while you are in the China-Burma-India theater?
1238,S127.Q68,S127,"Do you find that the longer you are in the Army, you get more interested or less interested in news of the fighting fronts?"
1239,S127.Q69,S127,"Do you find that the longer you are in the Army, you get more interested or less interested in news of the home front?"
1240,S127.Q70,S127,About how often do the officers in your outfit give talks about the war and discuss the war news with the men?
1241,S127.Q71,S127,How much do these talks and discussions help you to understand the war news and its real meaning?
1242,S127.Q72,S127,"Do you find that the longer you are in the Army, you think more, or less, about why we are fighting this war?"
1243,S127.Q73,S127,"Of all the questions in the list below, which one would you most like to know more about?"
1244,S127.Q74A.x,S127,"Have you ever heard of the ""Four Freedoms""? Q.74b. how many of the ""Four Freedoms"" can you name?"
1245,S127.Q75,S127,Which comes closest to your idea of how hard it is going to be to beat the Germans?
1246,S127.Q76,S127,Which comes closest to your idea of how hard it is going to be to beat the Japanese?
1247,S127.Q77,S127,During your training you probably have seen films about why we are fighting this war. Do you think these films gave you the real facts or do you think they were fixed up to make it look good for our side?
1248,S127.Q78,S127,"When your outfit is shown War Department films about the war, do your officers usually give a talk about the film and discuss it with the men?"
1249,S127.Q79,S127,How clear an idea do you have of why we are fighting this war?
1250,S127.Q80A,S127,"""All the Japanese wanted originally was living space in China, but when we interfered with their plans they decided to conquer the Pacific."""
1251,S127.Q80B,S127,"""Whatever our wishes in the matter, we have to fight now if the United States is to survive."""
1252,S127.Q80C,S127,"""We are in the war to fight until we can guarantee democratic liberties to all people of the world."""
1253,S127.Q80D,S127,"""We are in this war because we refused to give up our Economic and political advantages in Asia."""
1254,S127.Q80E,S127,"""We are actually fighting for the Economic interests of American big business."""
1255,S127.Q80F,S127,"""This war is the old story all over again. Europe and Asia get themselves into a mess and then yell for Uncle Sam to set things straight again."""
1256,S127.Q80G,S127,"""We are not responsible for saving the world. we are in this war solely to defend the United States of America."""
1257,S127.V81,S127,Postwar foreign policy response types:
1258,S127.V82,S127,Region within the China-Burma-India (CBI) theater:
1259,S127.V83,S127,Installation:
1260,S127.V84,S127,Major command:
1261,S127.V85,S127,Branch of service (outfit) within major command: Services of Supply (S.O.S.):
1262,S127.V86,S127,Branch of service (outfit) within major command: theater troops:
1263,S127.V87,S127,Branch of service (outfit) within major command: Air Forces (excluding ATC):
1264,S127.V88,S127,Serial number within each outfit:
1265,S127.V89,S127,Negro-white identification:
1266,S135A.Q1,S135A,"What is your main flying duty? If gunner, what position?"
1267,S135A.Q2A,S135A,Give the approximate date when you went on your first combat mission:
1268,S135A.Q2B,S135A,Give the approximate date when you first came to your present group:
1269,S135A.Q3,S135A,What is your rank or grade?
1270,S135A.Q4,S135A,How old were you on your last birthday?
1271,S135A.Q5A,S135A,"How well satisfied are you with your present assignment, as compared with other types of combat flying assignments? (if would be better satisfied in some other type of combat flying assignment, what type of assignment?)"
1272,S135A.Q5B,S135A,"How well do you think you are now fitted for your present assignment, as compared with other types of combat flying assignments? (if feel better fitted for some other type of combat flying assignment, what type of assignment?)"
1273,S135A.Q6A.1,S135A,How many combat missions have you flown up to now? (do not count practice missions) E. Combat missions completed: ANP (actual number missions)
1274,S135A.Q6A.2,S135A,How many combat missions have you flown up to now? (do not count practice missions) E. Combat missions completed:
1275,S135A.Q6B,S135A,How many combat missions have you completed in the past 30 days?
1276,S135A.Q7,S135A,"If you were doing it over again, do you think you would choose to sign up for combat flying?"
1277,S135A.Q8,S135A,"On the whole, what sort of cooperation is your group getting from the fighter escorts?"
1278,S135A.Q9A,S135A,"As you see it at present, would you willingly take on another series of Heavy Bomber missions in the ETO after spending a 30-day furlough in the U.S.A.?"
1279,S135A.Q9B,S135A,"As you see it at present, would you willingly take on another series of Heavy Bomber missions in some other theater after spending a 30-day furlough in the U.S.A.?"
1280,S135A.Q10,S135A,How important a part do you think your type of outfit will play in winning the war?
1281,S135A.Q11,S135A,"From what you have seen, how well do you feel that higher Headquarters (wing, division, 8th Air Force hq.) under- stand your problems and needs?"
1282,S135A.Q11A.n,S135A,"What, if any, are some of the problems or needs which you feel higher Headquarters are not very well aware of?"
1283,S135A.Q12,S135A,"Do you think you have the best type of airplane for the particular job which you have to do? If no, what type of plane do you think would be better?"
1284,S135A.Q13A,S135A,About how many days in a row do you think a man in your job can fly on combat missions of the sort you've been on and keep his efficiency at a reasonably high level?
1285,S135A.Q13B,S135A,Before being taken off operations for rest and rehabilitation about how many missions do you think a man in your job can fly and keep his efficiency at a reasonably high level? (in answering think of missions of the sort you yourself have been on)
1286,S135A.Q14A.1,S135A,How many missions have you been on in the past ten days? E. Number of combat missions:
1287,S135A.Q14A.2,S135A,How many missions have you been on in the past ten days? E. Number of combat missions:
1288,S135A.Q14B.1,S135A,How many in the past three days? E. Number of combat missions:
1289,S135A.Q14B.2,S135A,How many in the past three days? E. Number of combat missions:
1290,S135A.Q14C,S135A,What is the greatest number of days in a row that you have flown on combat missions?
1291,S135A.Q15A,S135A,Is your crew one of the lead crews for your squadron or group?
1292,S135A.Q15B,S135A,Are you a member of a pathfinder squadron?
1293,S135A.Q16,S135A,"In your opinion are most of the combat missions at the present time more difficult, about the same, or less difficult than they were at about the time when you started flying combat missions in ETO?"
1294,S135A.Q17,S135A,"On the whole, how good a job do you think is done in organizing your combat missions?"
1295,S135A.Q17A.n,S135A,"What, if anything, do you think could be done to improve the planning and organization?"
1296,S135A.Q18,S135A,Do you feel your last raid really did serious damage to an important target?
1297,S135A.Q19,S135A,"In the combat missions you have flown, have you ever felt that the target assigned was not as important to bomb as other targets that could have been selected?"
1298,S135A.Q20,S135A,Have you ever had the feeling that a particular mission wasn't worth the cost?
1299,S135A.Q21,S135A,"In general, what sort of physical condition would you say you are in at the present time?"
1300,S135A.Q22A.1,S135A,"Since you have been flying combat missions, how many furloughs, leaves, and passes (for 24 hours or more) have you had? E. Leaves or passes:"
1301,S135A.Q22A.2,S135A,"S135aq22a. since you have been flying combat missions, how many furloughs, leaves, and passes (for 24 hours or more) have you had? E. Furloughs:"
1302,S135A.Q22B.1,S135A,"During the past four weeks, how many furloughs, leaves, and passes (for 24 hours or more) have you had?"
1303,S135A.Q22B.2,S135A,"During the past four weeks, how many furloughs, leaves, and passes (for 24 hours or more) have you had?"
1304,S135A.Q23,S135A,How do you feel about the present practice in your outfit with respect to the granting of leaves and passes?
1305,S135A.Q23A.n,S135A,"What improvements, if any, do you think could be made?"
1306,S135A.Q24A,S135A,Do you usually know ahead of time when you can count on having a leave or pass?
1307,S135A.Q24B,S135A,How important do you feel it would be to know longer in advance when you are going to get passes or leaves?
1308,S135A.Q25,S135A,"Have you spent any time in a rest home? If yes, how well satisfied were you with your stay at the rest home?"
1309,S135A.Q26,S135A,"If you were to be given seven days off as a furlough after a certain number of missions, do you think you would prefer to spend your furlough time at one of the Air Corps rest homes or somewhere else on your own?"
1310,S135A.Q27A,S135A,How do you feel about the promotion policy for enlisted men in combat crews?
1311,S135A.Q27B,S135A,How do you feel about the promotion policy for officers in combat crews?
1312,S135A.Q28,S135A,How important is it to you to fly your missions with the same crew rather than with different crews?
1313,S135A.Q29,S135A,"Are there any items of equipment for use on missions which you feel the members of your crew need more of than you now have? Indicate what equipment, if any, you think your crew needs more of:"
1314,S135A.Q30,S135A,"On the average, about how many hours sleep per 24 hour day have you had during the last 10 days?"
1315,S135A.Q31,S135A,"In general, how do you feel about the amount of time you have for sleep?"
1316,S135A.Q32,S135A,Do you ever have any difficulty in sleeping when you have the chance?
1317,S135A.Q32A.n,S135A,"If you have difficulty in sleeping, what do you think is the main reason?"
1318,S135A.Q33A,S135A,The mail service you are getting?
1319,S135A.Q33B,S135A,The laundry and dry-cleaning facilities at your base?
1320,S135A.Q33C,S135A,Your shower facilities?
1321,S135A.Q33D,S135A,The medical service you are getting?
1322,S135A.Q33E,S135A,The recreational facilities at your base?
1323,S135A.Q33F,S135A,The food at your base?
1324,S135A.Q34A,S135A,"Of the times when you yourself did not fly a combat mission (but were not on leave or pass), how often have you been told of a ""stand down"" the day before?"
1325,S135A.Q34B,S135A,"In your opinion, is this about as often as it is possible to tell you in advance, or do you feel it would be possible to tell you more often?"
1326,S135A.Q34C,S135A,How much help do you think it is to you personally to know about this the day before?
1327,S135A.Q35,S135A,"Are there any things not asked about in these questions that you think would help the men in Bomber crews or add to their combat efficiency? If yes, what things?"
1328,S135A.Q36A,S135A,Do you feel that you have been given as much information as you would like to have about the kind of assignments men can get at that time?
1329,S135A.Q36B,S135A,"What do you think of the present policy regarding assignment of men at that time? If you think the policy ought to be improved, how?"
1330,S135A.Q36C,S135A,"Considering what you personally can contribute to the war effort, what kind of an Army assignment do you think you ought to have at that time?"
1331,S135A.V37,S135A,Identification of organizations in the 8th Air Force:
1332,S135A.V38,S135A,Identification of schedule numbering: ANP
1333,S215.Q1,S215,What is your Army rank or grade?
1334,S215.Q2,S215,How old were you on your last birthday?
1335,S215.Q3,S215,How far did you go in school?
1336,S215.Q4A.x,S215,"Have you served outside the continental United States in this war? Q.4b. If yes, have you been in actual combat in this war?"
1337,S215.Q5,S215,"How long have you been in the Army? E. If you have been in the Army before, then were out for awhile, just check the length of time since you entered this last time. If you were in the National Guard, check the length of time since your outfit came into the Army."
1338,S215.Q6A,S215,"In general, what do you think of the Army Score Card Plan (the point system)?"
1339,S215.Q6B,S215,How strongly do you feel about this?
1340,S215.Q7A,S215,Do you approve or disapprove of the Army Score Card Plan (the point system)?
1341,S215.Q7B,S215,How strongly do you feel about this?
1342,S215.Q8A,S215,"When the Army Score Card Plan (the point system) gets going, do you think it will really be carried out in the way it is supposed to be?"
1343,S215.Q8B,S215,How strongly do you feel about this?
1344,S215.Q9A,S215,"If the Army Score Card Plan (the point system) is carried out in the way it is supposed to be, do you think it will give the men a square deal?"
1345,S215.Q9B,S215,How strongly do you feel about this?
1346,S215.Q10A,S215,How satisfied are you personally with the Army Score Card Plan?
1347,S215.Q10B,S215,How strongly do you feel about this?
1348,S215.Q11A,S215,The Army Score Card Plan is based on what the soldiers themselves said. do you think it was a good idea or a bad idea to ask the soldiers themselves about which men should get out of the Army first?
1349,S215.Q11B,S215,How strongly do you feel about this?
1350,S215.Q12A,S215,How do you feel about the Army Score Card Plan as compared to some other plan that might have been used?
1351,S215.Q12B,S215,How strongly do you feel about this?
1352,S215.Q13A,S215,"In your opinion, are there any things for which points ought to be given that are not used in the Army Score Card Plan?"
1353,S215.Q13B,S215,How strongly do you feel about this?
1354,S215.Q14A,S215,"In your opinion, is the Army Score Card Plan giving points for anything which you think should not be used?"
1355,S215.Q14B,S215,How strongly do you feel about this?
1356,S215.Q15A,S215,"In your opinion, how fair do you think the Army Score Card Plan is?"
1357,S215.Q15B,S215,How strongly do you feel about this?
1358,S215.Q16A,S215,"Under the Army Score Card Plan, some men will be returned to the states because they have the highest point scores and therefore will be first in turn to get out of the Army. How many of these men who are first in turn to get out of the Army do you think really will be let out soon after they get back to the U.S.?"
1359,S215.Q16B,S215,How sure do you feel about this?
1360,S215.Q17A,S215,"In your opinion, how good a job do you think the Army will do in carrying out the Army Score Card Plan?"
