,CARD,DECK,BALLOT,S193.Q1,S193.Q2,S193.Q3,S193.Q4,S193.Q5,S193.Q6,S193.Q7,S193.Q8,S193.Q9,S193.Q10,S193.Q11A,S193.Q11B,S193.Q12,S193.Q13,S193.Q14,S193.Q15,S193.Q16,S193.Q17,S193.Q18,S193.Q19,S193.Q20,S193.Q21,S193.Q22,S193.Q23,S193.Q24,S193.Q25,S193.Q26,S193.Q27,S193.Q28A,S193.Q28B.1,S193.Q28B.2,S193.Q28B.3,S193.Q28B.4,S193.Q28B.5,S193.Q28B.6,S193.Q28B.7,S193.Q28B.8,S193.Q28B.9,S193.Q28B.10,S193.Q28B.11,S193.Q29,S193.Q30,S193.Q31,S193.Q32.1,S193.Q32.2,S193.Q32.3,S193.Q32.4,S193.Q32.5,S193.Q32.6,S193.Q32.7,S193.Q32.8,S193.Q32.9,S193.Q32.10,S193.Q32.11,S193.Q32.12,S193.Q33A,S193.Q33B.n,S193.Q34,S193.Q35,S193.Q36,S193.Q37,S193.Q38,S193.Q39,S193.Q40,S193.Q41,S193.Q42A,S193.Q42B.n,S193.Q43A,S193.Q43B.n,S193.Q44A,S193.Q44B.n,S193.Q45,CARD..1,DECK..1,BALLOT..1,S193.Q46,S193.Q47,S193.Q48.1,S193.Q48.2,S193.Q48.3,S193.Q48.4,S193.Q48.5,S193.Q48.6,S193.Q48.7,S193.Q48.8,S193.Q48.9,S193.Q48.10,S193.Q48.11,S193.Q48.12,S193.Q49,S193.Q50,S193.Q51,S193.Q52,S193.Q53,S193.Q54,S193.Q55,S193.Q56.n,S193.V57,S193.V58,S193.V59
652,1.0,193.0,653.0,1.0,10.0,8.0,3.0,9.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,,1.0,,1.0,,2.0,2.0,193.0,653.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,,5.0,2133.0,3.0
653,1.0,193.0,654.0,3.0,11.0,7.0,1.0,14.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,6.0,1.0,,1.0,,1.0,,2.0,2.0,193.0,654.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,,5.0,2129.0,3.0
654,1.0,193.0,655.0,1.0,8.0,7.0,2.0,9.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,,3.0,2.0,3.0,1.0,1.0,4.0,0.0,7.0,1.0,,1.0,,1.0,,1.0,2.0,193.0,655.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,5.0,1.0,1.0,,12.0,2120.0,3.0
655,1.0,193.0,656.0,1.0,8.0,7.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,7.0,1.0,,1.0,,1.0,,3.0,2.0,193.0,656.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,,5.0,1117.0,1.0
656,1.0,193.0,657.0,1.0,6.0,6.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,2.0,193.0,657.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0,5.0,1.0,,11.0,1133.0,1.0
657,1.0,193.0,658.0,1.0,7.0,4.0,5.0,13.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,2.0,193.0,658.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,,11.0,1114.0,2.0
658,1.0,193.0,659.0,1.0,9.0,5.0,3.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,3.0,3.0,3.0,1.0,2.0,7.0,2.0,,1.0,,1.0,,3.0,2.0,193.0,659.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,6.0,1165.0,2.0
659,1.0,193.0,660.0,1.0,10.0,5.0,1.0,8.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,3.0,3.0,1.0,2.0,2.0,7.0,2.0,,1.0,,1.0,,2.0,2.0,193.0,660.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,,6.0,2132.0,3.0
660,1.0,193.0,661.0,1.0,10.0,5.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,,1.0,,1.0,,2.0,2.0,193.0,661.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,,7.0,1133.0,2.0
661,1.0,193.0,662.0,1.0,9.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,3.0,1.0,4.0,2.0,7.0,1.0,,1.0,,1.0,,3.0,2.0,193.0,662.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,3.0,5.0,3.0,1.0,,7.0,1122.0,2.0
662,1.0,193.0,663.0,2.0,8.0,5.0,5.0,8.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,,3.0,2.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,,1.0,,1.0,,3.0,2.0,193.0,663.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,,3.0,2141.0,3.0
663,1.0,193.0,664.0,1.0,6.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,6.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,1.0,,1.0,,1.0,,2.0,2.0,193.0,664.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,,4.0,2118.0,3.0
664,1.0,193.0,665.0,1.0,6.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,,1.0,,1.0,,2.0,2.0,193.0,665.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,5.0,4.0,3.0,1.0,,11.0,1162.0,1.0
665,1.0,193.0,666.0,4.0,6.0,5.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,8.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,2.0,2.0,193.0,666.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,,4.0,2107.0,3.0
666,1.0,193.0,667.0,2.0,7.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,,1.0,,1.0,,3.0,2.0,193.0,667.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,4.0,4.0,1.0,,11.0,1103.0,2.0
667,1.0,193.0,668.0,4.0,7.0,6.0,2.0,9.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,3.0,3.0,1.0,2.0,7.0,1.0,,1.0,,1.0,,2.0,2.0,193.0,668.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,5.0,3.0,1.0,1.0,,5.0,1144.0,2.0
668,1.0,193.0,669.0,3.0,9.0,7.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,2.0,2.0,3.0,3.0,1.0,4.0,3.0,7.0,2.0,,1.0,,1.0,,3.0,2.0,193.0,669.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,,10.0,2105.0,3.0
669,1.0,193.0,670.0,1.0,9.0,3.0,4.0,3.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,2.0,2.0,7.0,1.0,,1.0,,1.0,,2.0,2.0,193.0,670.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,,9.0,2106.0,3.0
670,1.0,193.0,671.0,3.0,9.0,5.0,1.0,9.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,,3.0,0.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,,1.0,,1.0,,2.0,2.0,193.0,671.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,,5.0,1242.0,2.0
671,1.0,193.0,672.0,1.0,9.0,5.0,2.0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,3.0,3.0,2.0,2.0,7.0,1.0,,1.0,,1.0,,3.0,2.0,193.0,672.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,,4.0,2124.0,3.0
672,1.0,193.0,673.0,4.0,9.0,5.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,,1.0,,1.0,,2.0,2.0,193.0,673.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,5.0,3.0,3.0,1.0,,12.0,1130.0,1.0
673,1.0,193.0,674.0,4.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,3.0,1.0,3.0,7.0,1.0,,1.0,,1.0,,3.0,2.0,193.0,674.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,,12.0,1106.0,1.0
674,1.0,193.0,675.0,2.0,11.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,,1.0,,1.0,,1.0,2.0,193.0,675.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,,7.0,1102.0,2.0
675,1.0,193.0,676.0,4.0,8.0,7.0,4.0,14.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,,1.0,,1.0,2.0,193.0,676.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,,12.0,1127.0,1.0
676,1.0,193.0,677.0,2.0,10.0,8.0,2.0,9.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,3.0,,1.0,,1.0,,3.0,2.0,193.0,677.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,,9.0,2113.0,3.0
677,1.0,193.0,678.0,1.0,3.0,5.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,0.0,0.0,0.0,3.0,2.0,1.0,2.0,7.0,1.0,,2.0,,1.0,,1.0,2.0,193.0,678.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,3.0,4.0,2.0,,6.0,1211.0,1.0
678,1.0,193.0,679.0,3.0,8.0,5.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,0.0,0.0,3.0,3.0,4.0,2.0,7.0,1.0,,2.0,,1.0,,2.0,2.0,193.0,679.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,5.0,3.0,0.0,,5.0,1234.0,2.0
679,1.0,193.0,680.0,2.0,10.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,0.0,0.0,0.0,3.0,3.0,1.0,0.0,7.0,2.0,,2.0,,1.0,,3.0,2.0,193.0,680.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,,5.0,2121.0,3.0
680,1.0,193.0,681.0,1.0,6.0,7.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,0.0,0.0,0.0,3.0,2.0,4.0,2.0,7.0,2.0,,2.0,,1.0,,3.0,2.0,193.0,681.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,,5.0,1166.0,2.0
681,1.0,193.0,682.0,3.0,7.0,6.0,6.0,13.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,2.0,,1.0,,0.0,2.0,193.0,682.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,2114.0,3.0
682,1.0,193.0,683.0,1.0,9.0,5.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,0.0,0.0,0.0,3.0,1.0,2.0,2.0,7.0,2.0,,2.0,,1.0,,2.0,2.0,193.0,683.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,5.0,3.0,1.0,1.0,,4.0,2113.0,3.0
683,1.0,193.0,684.0,1.0,9.0,4.0,6.0,1.0,3.0,4.0,1.0,0.0,3.0,2.0,2.0,4.0,0.0,3.0,4.0,3.0,2.0,0.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,0.0,2.0,0.0,2.0,3.0,4.0,0.0,7.0,1.0,,2.0,,1.0,,2.0,2.0,193.0,684.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,1146.0,2.0
