,CARD,DECK,BALLOT,FORM,S195A.Q1,S195A.Q2,S195A.Q3,S195A.Q4A,S195A.Q4B,S195A.Q5A,S195A.Q5B,S195A.Q6A,S195A.Q6B,S195A.Q7A,S195A.Q7B,S195A.Q8A,S195A.Q8B,S195A.Q9A,S195A.Q9B,S195A.Q10A,S195A.Q10B,S195A.Q11A,S195A.Q11B,S195A.Q12,S195A.Q13A,S195A.Q13B,S195A.Q14A,S195A.Q14B,S195A.Q15A,S195A.Q15B,S195A.Q16A,S195A.Q16B,S195A.Q17A,S195A.Q17B,S195A.Q18A,S195A.Q18B,S195A.Q19A,S195A.Q19B,S195A.Q20A,S195A.Q20B,S195A.Q21A,S195A.Q21B,S195A.Q22A,S195A.Q22B,S195A.Q23A,S195A.Q23B,S195A.Q24A,S195A.Q24B,S195A.Q25A,S195A.Q25B,S195A.Q26A,S195A.Q26B,S195A.Q27A,S195A.Q27B,S195A.Q28A,S195A.Q28B,S195A.Q29A,S195A.Q29B,S195A.Q30A,S195A.Q30B,S195A.Q31A,S195A.Q31B,S195A.Q32A,S195A.Q32B,S195A.Q33A,S195A.Q33B,S195A.Q34A,S195A.Q34B,S195A.Q35A,S195A.Q35B,S195A.Q35C,S195A.Q35D,S195A.Q35E,S195A.Q35F,S195A.Q35G,CARD..1,DECK..1,BALLOT..1,FORM..1,S195A.Q35H,S195A.Q35I,S195A.Q35J,S195A.Q35K,S195A.Q35L,S195A.Q35M,S195A.Q36A,S195A.Q36B,S195A.Q37A,S195A.Q37B,S195A.Q38.n,S195A.V39A,S195A.V39B,S195A.V40A,S195A.V40B,S195A.V41A,S195A.V42
66,1.0,195.0,67.0,1.0,3.0,3.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,195.0,67.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,,7.0,4.0,7.0,7.0,3.0,2.0
67,1.0,195.0,68.0,1.0,3.0,5.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,195.0,68.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0,0.0,7.0,7.0,9.0,1.0
68,1.0,195.0,69.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,195.0,69.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,1.0,,4.0,0.0,2.0,4.0,0.0,2.0
69,1.0,195.0,70.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,5.0,2.0,0.0,2.0,195.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,,2.0,2.0,7.0,7.0,7.0,2.0
70,1.0,195.0,71.0,1.0,2.0,5.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,195.0,71.0,1.0,1.0,5.0,3.0,5.0,4.0,4.0,3.0,1.0,4.0,1.0,,6.0,6.0,6.0,7.0,1.0,2.0
71,1.0,195.0,72.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,195.0,72.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,,4.0,6.0,7.0,7.0,3.0,2.0
72,1.0,195.0,73.0,1.0,3.0,4.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,5.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,2.0,195.0,73.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,3.0,8.0,6.0,7.0,4.0,2.0
73,1.0,195.0,74.0,1.0,3.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,195.0,74.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,8.0,2.0,7.0,7.0,4.0,2.0
74,1.0,195.0,75.0,1.0,3.0,3.0,8.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,0.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,195.0,75.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,1.0,,5.0,8.0,4.0,2.0,1.0,2.0
75,1.0,195.0,76.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,195.0,76.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,4.0,0.0,2.0,3.0,7.0,1.0
76,1.0,195.0,77.0,1.0,3.0,3.0,8.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,5.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,195.0,77.0,1.0,4.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,,9.0,4.0,6.0,4.0,5.0,2.0
77,1.0,195.0,78.0,1.0,3.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,0.0,2.0,195.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,1.0,6.0,6.0,6.0,2.0
78,1.0,195.0,79.0,1.0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,195.0,79.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,,7.0,2.0,6.0,7.0,3.0,2.0
79,1.0,195.0,80.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,0.0,3.0,2.0,195.0,80.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,1.0,,2.0,4.0,0.0,0.0,1.0,1.0
80,1.0,195.0,81.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,195.0,81.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,,5.0,4.0,5.0,5.0,6.0,2.0
81,1.0,195.0,82.0,1.0,3.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,195.0,82.0,1.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,,8.0,2.0,7.0,5.0,4.0,1.0
82,1.0,195.0,83.0,1.0,1.0,3.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,5.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,3.0,2.0,195.0,83.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,1.0,,1.0,8.0,7.0,7.0,2.0,1.0
83,1.0,195.0,84.0,1.0,3.0,3.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,5.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,195.0,84.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,,1.0,1.0,5.0,5.0,0.0,1.0
84,1.0,195.0,85.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,5.0,1.0,4.0,4.0,2.0,195.0,85.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,,4.0,2.0,1.0,6.0,0.0,2.0
85,1.0,195.0,86.0,1.0,1.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,195.0,86.0,1.0,5.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,,0.0,3.0,7.0,7.0,3.0,2.0
86,1.0,195.0,87.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,195.0,87.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3.0,4.0,1.0,2.0
87,1.0,195.0,88.0,1.0,2.0,4.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,195.0,88.0,1.0,2.0,2.0,4.0,3.0,5.0,2.0,3.0,1.0,3.0,1.0,,2.0,3.0,7.0,7.0,2.0,2.0
88,1.0,195.0,89.0,1.0,3.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,195.0,89.0,1.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,,6.0,3.0,1.0,7.0,9.0,2.0
89,1.0,195.0,90.0,1.0,3.0,3.0,6.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,195.0,90.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,5.0,1.0,,9.0,0.0,5.0,6.0,1.0,2.0
90,1.0,195.0,91.0,1.0,3.0,2.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,195.0,91.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,,0.0,7.0,5.0,7.0,3.0,2.0
91,1.0,195.0,92.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,2.0,195.0,92.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,,4.0,4.0,1.0,7.0,3.0,2.0
92,1.0,195.0,93.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,195.0,93.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,1.0,,7.0,1.0,7.0,7.0,0.0,1.0
93,1.0,195.0,94.0,1.0,3.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,2.0,195.0,94.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,,4.0,1.0,2.0,7.0,3.0,2.0
94,1.0,195.0,95.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,195.0,95.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,,4.0,1.0,1.0,5.0,4.0,1.0
95,1.0,195.0,96.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,195.0,96.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,,5.0,1.0,6.0,7.0,3.0,2.0
96,1.0,195.0,97.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,2.0,195.0,97.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,,5.0,2.0,4.0,3.0,0.0,2.0
97,1.0,195.0,98.0,1.0,3.0,3.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,2.0,2.0,195.0,98.0,1.0,4.0,5.0,4.0,3.0,5.0,2.0,3.0,1.0,3.0,1.0,,4.0,2.0,0.0,6.0,1.0,2.0
98,1.0,195.0,99.0,1.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,195.0,99.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,,1.0,1.0,6.0,7.0,4.0,2.0
99,1.0,195.0,100.0,1.0,3.0,5.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,195.0,100.0,1.0,4.0,1.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,,5.0,2.0,6.0,5.0,3.0,2.0
