,CARD,DECK,BALLOT,FORM,S203B.Qi1,S203B.Qi2,S203B.Qi3,S203B.Qi4,S203B.Qi5,S203B.Qi6,S203B.Qi7,S203B.Qi8,S203B.Qi9,S203B.Qi10,S203B.Qi11,S203B.Qi12A,S203B.Qi12B,S203B.Qi12C,S203B.Qi12D,S203B.Qi12E,S203B.Qi12F,S203B.Qi12G,S203B.Qi12H,S203B.Qi12I,S203B.Qi12J,S203B.Qi13,S203B.Qi14,S203B.Qi15,S203B.Qi16,S203B.Qi17A1,S203B.Qi17A2,S203B.Qi17A3,S203B.Qi17A4,S203B.Qi17A5,S203B.Qi17B,S203B.Qi17C,S203B.Qi18A,S203B.Qi18B,S203B.Qii1,S203B.Qii2,S203B.Qii3,S203B.Qii4,S203B.Qii5,S203B.Qii6,S203B.Qii7A1,S203B.Qii7A2,S203B.Qii7A3,S203B.Qii7A4,S203B.Qii7A5,S203B.Qii7A6,S203B.Qii7A7,S203B.Qii7B,S203B.Qii7C,S203B.Qii8A,S203B.Qii8B,S203B.Qii9,S203B.Qii10A,S203B.Qii10B,S203B.Qii10C,S203B.Qii10D,S203B.Qii10E,S203B.Qii10F,S203B.Qii11,S203B.Qii12A,S203B.Qii13A,S203B.Qii13B,S203B.Qiii1,S203B.Qiii2,S203B.Qiii3A,S203B.Qiii3B,S203B.Qiii3C,S203B.Qiii4,S203B.Qiii5.n,S203B.Qiii6,CARD..1,DECK..1,BALLOT..1,FORM..1,S203B.Qiii7,S203B.Viii8,S203B.Viii9.1,S203B.Viii9.2
226,1.0,203.0,227.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,227.0,2.0,4.0,2.0,71.0,438.0
227,1.0,203.0,228.0,2.0,1.0,2.0,5.0,6.0,7.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,228.0,2.0,4.0,2.0,56.0,62.0
228,1.0,203.0,229.0,2.0,4.0,2.0,7.0,6.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,,1.0,2.0,203.0,229.0,2.0,4.0,2.0,56.0,56.0
229,1.0,203.0,230.0,2.0,1.0,4.0,10.0,5.0,6.0,5.0,4.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,5.0,0.0,0.0,,1.0,2.0,203.0,230.0,2.0,4.0,2.0,52.0,25.0
230,1.0,203.0,231.0,2.0,4.0,5.0,10.0,7.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,5.0,0.0,0.0,,1.0,2.0,203.0,231.0,2.0,4.0,2.0,72.0,170.0
231,1.0,203.0,232.0,2.0,1.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,0.0,0.0,,1.0,2.0,203.0,232.0,2.0,4.0,2.0,55.0,85.0
232,1.0,203.0,233.0,2.0,1.0,1.0,1.0,6.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,,1.0,2.0,203.0,233.0,2.0,4.0,2.0,54.0,59.0
233,1.0,203.0,234.0,2.0,1.0,2.0,3.0,6.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,,1.0,2.0,203.0,234.0,2.0,4.0,2.0,71.0,477.0
234,1.0,203.0,235.0,2.0,1.0,4.0,9.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,,1.0,2.0,203.0,235.0,2.0,4.0,2.0,72.0,248.0
235,1.0,203.0,236.0,2.0,1.0,1.0,5.0,4.0,6.0,3.0,4.0,0.0,5.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,3.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,5.0,1.0,4.0,2.0,5.0,0.0,3.0,,1.0,2.0,203.0,236.0,2.0,4.0,2.0,71.0,356.0
236,1.0,203.0,237.0,2.0,4.0,3.0,10.0,5.0,6.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,,1.0,2.0,203.0,237.0,2.0,4.0,2.0,71.0,514.0
237,1.0,203.0,238.0,2.0,1.0,2.0,7.0,5.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,,1.0,2.0,203.0,238.0,2.0,4.0,2.0,71.0,479.0
238,1.0,203.0,239.0,2.0,1.0,2.0,7.0,7.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,,1.0,2.0,203.0,239.0,2.0,4.0,2.0,56.0,70.0
239,1.0,203.0,240.0,2.0,4.0,3.0,8.0,7.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,3.0,2.0,3.0,,1.0,2.0,203.0,240.0,2.0,4.0,2.0,72.0,220.0
240,1.0,203.0,241.0,2.0,1.0,3.0,5.0,8.0,1.0,5.0,4.0,5.0,5.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,,1.0,2.0,203.0,241.0,2.0,4.0,2.0,51.0,58.0
241,1.0,203.0,242.0,2.0,2.0,2.0,2.0,7.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,,1.0,2.0,203.0,242.0,2.0,4.0,2.0,55.0,90.0
242,1.0,203.0,243.0,2.0,2.0,2.0,5.0,6.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,,1.0,2.0,203.0,243.0,2.0,4.0,2.0,54.0,61.0
243,1.0,203.0,244.0,2.0,4.0,2.0,5.0,6.0,6.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,,1.0,2.0,203.0,244.0,2.0,4.0,2.0,72.0,254.0
244,1.0,203.0,245.0,2.0,1.0,2.0,9.0,3.0,0.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,0.0,4.0,,1.0,2.0,203.0,245.0,2.0,4.0,2.0,72.0,269.0
245,1.0,203.0,246.0,2.0,1.0,3.0,8.0,5.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,2.0,3.0,0.0,4.0,,1.0,2.0,203.0,246.0,2.0,4.0,2.0,71.0,424.0
246,1.0,203.0,247.0,2.0,1.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,3.0,0.0,4.0,,1.0,2.0,203.0,247.0,2.0,4.0,2.0,71.0,412.0
247,1.0,203.0,248.0,2.0,3.0,6.0,8.0,4.0,5.0,5.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,,1.0,2.0,203.0,248.0,2.0,4.0,2.0,71.0,345.0
248,1.0,203.0,249.0,2.0,5.0,6.0,7.0,5.0,6.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,,1.0,2.0,203.0,249.0,2.0,4.0,2.0,71.0,461.0
249,1.0,203.0,250.0,2.0,3.0,4.0,10.0,6.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,,1.0,2.0,203.0,250.0,2.0,4.0,2.0,71.0,578.0
250,1.0,203.0,251.0,2.0,5.0,3.0,6.0,7.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,,1.0,2.0,203.0,251.0,2.0,4.0,2.0,71.0,392.0
251,1.0,203.0,252.0,2.0,3.0,3.0,5.0,6.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,,1.0,2.0,203.0,252.0,2.0,4.0,2.0,71.0,618.0
252,1.0,203.0,253.0,2.0,1.0,3.0,9.0,7.0,4.0,4.0,4.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,0.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,6.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,,1.0,2.0,203.0,253.0,2.0,4.0,2.0,53.0,29.0
253,1.0,203.0,254.0,2.0,1.0,4.0,7.0,7.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,,1.0,2.0,203.0,254.0,2.0,4.0,2.0,62.0,39.0
254,1.0,203.0,255.0,2.0,1.0,4.0,2.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,,1.0,2.0,203.0,255.0,2.0,4.0,2.0,51.0,57.0
255,1.0,203.0,256.0,2.0,1.0,1.0,7.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,,1.0,2.0,203.0,256.0,2.0,4.0,2.0,53.0,36.0
256,1.0,203.0,257.0,2.0,1.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,5.0,,1.0,2.0,203.0,257.0,2.0,4.0,2.0,71.0,383.0
257,1.0,203.0,258.0,2.0,2.0,3.0,9.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,203.0,258.0,2.0,4.0,2.0,71.0,613.0
258,1.0,203.0,259.0,2.0,1.0,2.0,8.0,7.0,7.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,5.0,1.0,1.0,,1.0,2.0,203.0,259.0,2.0,4.0,2.0,56.0,68.0
259,1.0,203.0,260.0,2.0,1.0,3.0,9.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,260.0,2.0,4.0,2.0,54.0,82.0
260,1.0,203.0,261.0,2.0,2.0,6.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,261.0,2.0,4.0,2.0,61.0,33.0
261,1.0,203.0,262.0,2.0,1.0,1.0,12.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,262.0,2.0,4.0,2.0,54.0,68.0
262,1.0,203.0,263.0,2.0,1.0,6.0,9.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,263.0,2.0,4.0,2.0,62.0,43.0
263,1.0,203.0,264.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,264.0,2.0,4.0,2.0,71.0,443.0
264,1.0,203.0,265.0,2.0,1.0,1.0,1.0,6.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,5.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,,3.0,2.0,203.0,265.0,2.0,4.0,2.0,53.0,45.0
265,1.0,203.0,266.0,2.0,1.0,1.0,9.0,6.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,203.0,266.0,2.0,4.0,2.0,55.0,86.0
