"file","qid","new_label"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.9","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.10","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.11","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.12","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.13","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.14","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.15","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.16","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.17","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.18","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.19","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.20","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.21","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.22","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.23","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.24","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.25","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.26","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.27","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.28","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.29","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.30","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.31","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.32","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.33","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.34","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.35","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.36","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.37","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.38","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q17B.39","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q29.2","LISTED BELOW ARE FIVE ABILITIES THAT A GOOD NONCOM IS SUPPOSED TO HAVE. PUT A NUMBER ""1"" IN FRONT OF THE ONE THAT YOU THINK IS MOST IMPORTANT. THEN PUT A NUMBER ""2"" IN FRONT OF THE ONE THAT YOU THINK IS SECOND IN IMPORTANCE. E. SECOND CHOICE:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.7","E. BRITISH IMPERIALISM:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.8","E. BRITISH IMPERIALISM:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.9","E. BRITISH IMPERIALISM:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.10","E. CHARACTER OF THE BRITISH:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.11","E. CHARACTER OF THE BRITISH:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.12","E. CHARACTER OF THE BRITISH:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.13","E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.14","E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.15","E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.16","E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.17","E. HISTORICAL REASONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.18","E. HISTORICAL REASONS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.19","E. MISCELLANEOUS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.20","E. MISCELLANEOUS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.Q38B.21","E. MISCELLANEOUS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.5","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.6","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.7","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.8","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.9","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.10","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.11","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. UNFRIENDLINESS AND SUSPICION BETWEEN RUSSIA AND ALLIES:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.12","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. UNFRIENDLINESS AND SUSPICION BETWEEN RUSSIA AND ALLIES:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.13","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. UNFRIENDLINESS AND SUSPICION BETWEEN RUSSIA AND ALLIES:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.14","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. UNFRIENDLINESS AND SUSPICION BETWEEN RUSSIA AND ALLIES:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.15","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.16","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.17","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.18","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. MISCELLANEOUS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.19","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. MISCELLANEOUS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.20","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. MISCELLANEOUS:"
"AMS40E_CLEAN_NOM_nocounts.sav","S40E.V39C.21","FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. MISCELLANEOUS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.7","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.8","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.9","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.10","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.11","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.12","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.13","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TACTICAL TRAINING FOR VARIOUS UNITS (KINDS):"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.14","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.15","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.16","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.17","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.18","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.19","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.20","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. CONDITIONS OF TRAINING - REALISM:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.21","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.22","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.23","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.24","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.25","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.26","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.27","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.28","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.29","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. TRAINING WITH WEAPONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.30","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.31","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.32","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.33","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.34","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.35","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.36","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.37","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.38","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. SPECIAL TECHNICAL INSTRUCTION:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.39","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. PERSONAL CARE:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.40","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. PERSONAL CARE:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.41","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. PERSONAL CARE:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.42","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. PERSONAL CARE:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.43","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. OTHER - MISCELLANEOUS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.44","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. OTHER - MISCELLANEOUS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.45","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. OTHER - MISCELLANEOUS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q28B.46","IF MORE OF ANY KIND OF DRILL OR INSTRUCTION IS NEEDED, JUST WHAT IS NEEDED? E. OTHER - MISCELLANEOUS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q29B.11","IF SOME OF THE DRILL OR INSTRUCTION NOW GIVEN IS NOT NEEDED, JUST WHAT IS NOT NEEDED? E. OBJECTION IS TO THE WAY DRILL OR INSTRUCTION IS GIVEN OR PLANNED:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q29B.12","IF SOME OF THE DRILL OR INSTRUCTION NOW GIVEN IS NOT NEEDED, JUST WHAT IS NOT NEEDED? E. OBJECTION IS TO THE WAY DRILL OR INSTRUCTION IS GIVEN OR PLANNED:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q29B.13","IF SOME OF THE DRILL OR INSTRUCTION NOW GIVEN IS NOT NEEDED, JUST WHAT IS NOT NEEDED? E. OBJECTION IS TO THE WAY DRILL OR INSTRUCTION IS GIVEN OR PLANNED:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q29B.14","IF SOME OF THE DRILL OR INSTRUCTION NOW GIVEN IS NOT NEEDED, JUST WHAT IS NOT NEEDED? E. OBJECTION IS TO THE WAY DRILL OR INSTRUCTION IS GIVEN OR PLANNED:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q29B.15","IF SOME OF THE DRILL OR INSTRUCTION NOW GIVEN IS NOT NEEDED, JUST WHAT IS NOT NEEDED? E. OBJECTION IS TO THE WAY DRILL OR INSTRUCTION IS GIVEN OR PLANNED:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q29B.16","IF SOME OF THE DRILL OR INSTRUCTION NOW GIVEN IS NOT NEEDED, JUST WHAT IS NOT NEEDED? E. OBJECTION IS TO THE WAY DRILL OR INSTRUCTION IS GIVEN OR PLANNED:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q29B.17","IF SOME OF THE DRILL OR INSTRUCTION NOW GIVEN IS NOT NEEDED, JUST WHAT IS NOT NEEDED? E. OBJECTION IS TO THE WAY DRILL OR INSTRUCTION IS GIVEN OR PLANNED:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q29B.18","IF SOME OF THE DRILL OR INSTRUCTION NOW GIVEN IS NOT NEEDED, JUST WHAT IS NOT NEEDED? E. OBJECTION IS TO THE WAY DRILL OR INSTRUCTION IS GIVEN OR PLANNED:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q29B.19","IF SOME OF THE DRILL OR INSTRUCTION NOW GIVEN IS NOT NEEDED, JUST WHAT IS NOT NEEDED? E. OBJECTION IS TO THE WAY DRILL OR INSTRUCTION IS GIVEN OR PLANNED:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q29B.20","IF SOME OF THE DRILL OR INSTRUCTION NOW GIVEN IS NOT NEEDED, JUST WHAT IS NOT NEEDED? E. OBJECTION IS TO THE WAY DRILL OR INSTRUCTION IS GIVEN OR PLANNED:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.7","E. BRITISH IMPERIALISM:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.8","E. BRITISH IMPERIALISM:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.9","E. BRITISH IMPERIALISM:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.10","E. CHARACTER OF THE BRITISH:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.11","E. CHARACTER OF THE BRITISH:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.12","E. CHARACTER OF THE BRITISH:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.13","E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.14","E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.15","E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.16","E. FAILURE TO MAKE SUITABLE PEACE TERMS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.17","E. HISTORICAL REASONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.18","E. HISTORICAL REASONS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.19","E. MISCELLANEOUS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.20","E. MISCELLANEOUS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q54B.21","E. MISCELLANEOUS:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q55B.6","E. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q55B.7","E. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES:"
"AMS40O_CLEAN_NOM_nocounts.sav","S40O.Q55B.8","E. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES:"
