identifier,question_id,label,position
S83.Q6.1:5.0,S83.Q6.1,SOUTH ATLANTIC,5
S83.Q6.1:6.0,S83.Q6.1,EAST SOUTH CENTRAL,6
S83.Q6.1:7.0,S83.Q6.1,WEST SOUTH CENTRAL,7
S83.Q6.1:8.0,S83.Q6.1,MOUNTAIN,8
S83.Q6.1:9.0,S83.Q6.1,PACIFIC,9
S83.Q6.1:10.0,S83.Q6.1,FOREIGN - U.S. POSSESSION,10
S83.Q6.1:11.0,S83.Q6.1,FOREIGN - NOT U.S.,11
S83.Q6.1:12.0,S83.Q6.1,U.S. - STATE NOT SPECIFIED,12
S83.Q6.2:0.0,S83.Q6.2,NO ANSWER,0
S83.Q6.2:1.0,S83.Q6.2,U.S. (STATE NOT SPECIFIED),1
S83.Q6.2:2.0,S83.Q6.2,ALASKA,2
S83.Q6.2:3.0,S83.Q6.2,PUERTO RICO,3
S83.Q6.2:4.0,S83.Q6.2,FOREIGN,4
S83.Q6.2:11.0,S83.Q6.2,MAINE,11
S83.Q6.2:12.0,S83.Q6.2,NEW HAMPSHIRE,12
S83.Q6.2:13.0,S83.Q6.2,VERMONT,13
S83.Q6.2:14.0,S83.Q6.2,MASSACHUSETTS,14
S83.Q6.2:15.0,S83.Q6.2,RHODE ISLAND 3,15
S83.Q6.2:16.0,S83.Q6.2,CONNECTICUT,16
S83.Q6.2:21.0,S83.Q6.2,NEW YORK,21
S83.Q6.2:22.0,S83.Q6.2,NEW JERSEY,22
S83.Q6.2:23.0,S83.Q6.2,PENNSYLVANIA,23
S83.Q6.2:31.0,S83.Q6.2,OHIO,31
S83.Q6.2:32.0,S83.Q6.2,INDIANA,32
S83.Q6.2:33.0,S83.Q6.2,ILLINOIS,33
S83.Q6.2:34.0,S83.Q6.2,MICHIGAN,34
S83.Q6.2:35.0,S83.Q6.2,WISCONSIN 13,35
S83.Q6.2:41.0,S83.Q6.2,MINNESOTA,41
S83.Q6.2:42.0,S83.Q6.2,IOWA,42
S83.Q6.2:43.0,S83.Q6.2,MISSOURI,43
S83.Q6.2:44.0,S83.Q6.2,NORTH DAKOTA,44
S83.Q6.2:45.0,S83.Q6.2,SOUTH DAKOTA,45
S83.Q6.2:46.0,S83.Q6.2,NEBRASKA,46
S83.Q6.2:47.0,S83.Q6.2,KANSAS,47
S83.Q6.2:51.0,S83.Q6.2,DELAWARE,51
S83.Q6.2:52.0,S83.Q6.2,MARYLAND 12,52
S83.Q6.2:53.0,S83.Q6.2,DISTRICT OF COLUMBIA,53
S83.Q6.2:54.0,S83.Q6.2,VIRGINIA,54
S83.Q6.2:55.0,S83.Q6.2,WEST VIRGINIA,55
S83.Q6.2:56.0,S83.Q6.2,NORTH CAROLINA,56
S83.Q6.2:57.0,S83.Q6.2,SOUTH CAROLINA,57
S83.Q6.2:58.0,S83.Q6.2,GEORGIA,58
S83.Q6.2:59.0,S83.Q6.2,FLORIDA,59
S83.Q6.2:61.0,S83.Q6.2,KENTUCKY,61
S83.Q6.2:62.0,S83.Q6.2,TENNESSEE,62
S83.Q6.2:63.0,S83.Q6.2,ALABAMA,63
S83.Q6.2:64.0,S83.Q6.2,MISSISSIPPI,64
S83.Q6.2:71.0,S83.Q6.2,ARKANSAS,71
S83.Q6.2:72.0,S83.Q6.2,LOUISIANA,72
S83.Q6.2:73.0,S83.Q6.2,OKLAHOMA,73
S83.Q6.2:74.0,S83.Q6.2,TEXAS,74
S83.Q6.2:81.0,S83.Q6.2,MONTANA,81
S83.Q6.2:82.0,S83.Q6.2,IDAHO,82
S83.Q6.2:83.0,S83.Q6.2,WYOMING,83
S83.Q6.2:84.0,S83.Q6.2,COLORADO,84
S83.Q6.2:85.0,S83.Q6.2,NEW MEXICO,85
S83.Q6.2:86.0,S83.Q6.2,ARIZONA,86
S83.Q6.2:87.0,S83.Q6.2,UTAH,87
S83.Q6.2:88.0,S83.Q6.2,NEVADA,88
S83.Q6.2:91.0,S83.Q6.2,WASHINGTON,91
S83.Q6.2:92.0,S83.Q6.2,OREGON,92
S83.Q6.2:93.0,S83.Q6.2,CALIFORNIA,93
S83.Q7:0.0,S83.Q7,NO ANSWER,0
S83.Q7:1.0,S83.Q7,LESS THAN 8TH GRADE,1
S83.Q7:2.0,S83.Q7,FINISHED 8TH GRADE,2
S83.Q7:3.0,S83.Q7,SOME HIGH SCHOOL OR TRADE SCHOOL,3
S83.Q7:4.0,S83.Q7,GRADUATED FROM HIGH SCHOOL,4
S83.Q7:5.0,S83.Q7,SOME COLLEGE,5
S83.Q7:6.0,S83.Q7,GRADUATED FROM COLLEGE,6
S83.Q7:7.0,S83.Q7,GRADUATE STUDY IN COLLEGE,7
S83.Q8:0.0,S83.Q8,NO ANSWER,0
S83.Q8:1.0,S83.Q8,SINGLE,1
S83.Q8:2.0,S83.Q8,MARRIED,2
S83.Q8:3.0,S83.Q8,DIVORCED,3
S83.Q8:4.0,S83.Q8,WIDOWED,4
S83.Q8:5.0,S83.Q8,SEPARATED,5
S83.Q9:0.0,S83.Q9,NO ANSWER,0
S83.Q9:1.0,S83.Q9,I AM NOT MARRIED,1
S83.Q9:2.0,S83.Q9,MARRIED BEFORE ENTERING THE ARMY,2
S83.Q9:3.0,S83.Q9,MARRIED AFTER ENTERING THE ARMY,3
S83.Q10:0.0,S83.Q10,NO ANSWER,0
S83.Q10:1.0,S83.Q10,I AM NOT MARRIED,1
S83.Q10:2.0,S83.Q10,NONE,2
S83.Q10:3.0,S83.Q10,ONE CHILD,3
S83.Q10:4.0,S83.Q10,TWO CHILDREN,4
S83.Q10:5.0,S83.Q10,THREE OR MORE,5
S83.Q11:0.0,S83.Q11,NO ANSWER,0
S83.Q11:1.0,S83.Q11,MEDICAL,1
S83.Q11:2.0,S83.Q11,INFANTRY,2
S83.Q11:3.0,S83.Q11,TRANSPORTATION,3
S83.Q11:4.0,S83.Q11,QUARTERMASTER,4
S83.Q11:5.0,S83.Q11,ORDNANCE,5
S83.Q11:6.0,S83.Q11,FIELD ARTILLERY,6
S83.Q11:7.0,S83.Q11,ADJUTANT GENERAL'S DEPT.,7
S83.Q11:8.0,S83.Q11,CORPS OF ENGINEERS,8
S83.Q11:9.0,S83.Q11,SIGNAL,9
S83.Q11:10.0,S83.Q11,OTHER,10
S83.Q11:11.0,S83.Q11,CHEMICAL WARFARE,11
S83.Q11:12.0,S83.Q11,"AUS, BI, NMB, ETC.",12
S83.Q12:0.0,S83.Q12,NO ANSWER,0
S83.Q12:1.0,S83.Q12,FROM OFFICER CANDIDATE SCHOOL,1
S83.Q12:2.0,S83.Q12,FROM R.O.T.C. OR C.M.T.C.,2
S83.Q12:3.0,S83.Q12,FROM WEST POINT,3
S83.Q12:4.0,S83.Q12,THROUGH EXTENSION COURSES,4
S83.Q12:5.0,S83.Q12,COMMISSIONED DIRECT FROM ENLISTED STATUS,5
S83.Q12:6.0,S83.Q12,COMMISSIONED DIRECT FROM CIVILIAN LIFE,6
S83.Q12:7.0,S83.Q12,ALL OTHER ANSWERS,7
S83.Q13:0.0,S83.Q13,NO ANSWER,0
S83.Q13:1.0,S83.Q13,IN BUSINESS OR PROFESSION FOR MYSELF,1
S83.Q13:2.0,S83.Q13,WORKING AT A PAID JOB,2
S83.Q13:nan,S83.Q13,CODES AND DATA NOT PROVIDED FOR Q.14-Q.17.,
S83.Q13:3.0,S83.Q13,GOING TO SCHOOL,3
S83.Q13:4.0,S83.Q13,LOOKING FOR WORK,4
S83.Q18:0.0,S83.Q18,NO ANSWER,0
S83.Q18:1.0,S83.Q18,NONE,1
S83.Q18:2.0,S83.Q18,"SOME, BUT NOT ENOUGH",2
S83.Q18:3.0,S83.Q18,ABOUT THE RIGHT AMOUNT,3
S83.Q18:4.0,S83.Q18,MORE THAN NECESSARY,4
S83.Q18:5.0,S83.Q18,ENTIRELY TOO MUCH,5
S83.Q19:0.0,S83.Q19,NO ANSWER,0
S83.Q19:1.0,S83.Q19,I HAVE PLENTY OF SUGGESTIONS,1
S83.Q19:2.0,S83.Q19,I HAVE A FEW SUGGESTIONS,2
S83.Q19:3.0,S83.Q19,NOTHING TO SUGGEST,3
S83.Q20:0.0,S83.Q20,NO ANSWER,0
S83.Q20:1.0,S83.Q20,VERY EASY,1
S83.Q20:2.0,S83.Q20,QUITE EASY,2
S83.Q20:3.0,S83.Q20,NOT VERY EASY,3
S83.Q20:4.0,S83.Q20,VERY DIFFICULT,4
S83.Q20:5.0,S83.Q20,DON'T KNOW,5
S83.Q21:0.0,S83.Q21,NO ANSWER,0
S83.Q21:1.0,S83.Q21,ADMINISTRATIVE WORK,1
S83.Q21:2.0,S83.Q21,TECHNICAL WORK,2
S83.Q21:3.0,S83.Q21,COMBINATION OF BOTH,3
S83.Q22:0.0,S83.Q22,NO CODE OR NO DATA,0
S83.Q22:1.0,S83.Q22,YES,1
S83.Q22:2.0,S83.Q22,NO,2
S83.Q22:3.0,S83.Q22,NO ANSWER,3
S83.Q23A:0.0,S83.Q23A,NO ANSWER,0
S83.Q23A:1.0,S83.Q23A,YES,1
S83.Q23A:2.0,S83.Q23A,NO,2
S83.Q23A:3.0,S83.Q23A,MY ARMY ASSIGNMENT DOES NOT REQUIRE ANY SPECIALIZED CIVILIAN TRAINING,3
S83.Q23B:0.0,S83.Q23B,NO ANSWER,0
S83.Q23B:1.0,S83.Q23B,I USE THIS TRAINING ALL THE TIME,1
S83.Q23B:2.0,S83.Q23B,I USE THIS TRAINING MOST OF THE TIME,2
S83.Q23B:3.0,S83.Q23B,I USE THIS TRAINING ABOUT HALF THE TIME,3
S83.Q23B:4.0,S83.Q23B,I SELDOM USE THIS TRAINING,4
S83.Q23B:5.0,S83.Q23B,I NEVER USE THIS TRAINING,5
S83.Q23B:6.0,S83.Q23B,MY ARMY ASSIGNMENT DOES NOT REQUIRE ANY SPECIALIZED CIVILIAN TRAINING,6
S83.Q24:0.0,S83.Q24,NO ANSWER,0
S83.Q24:1.0,S83.Q24,FROM CIVILIAN SCHOOL,1
S83.Q24:2.0,S83.Q24,FROM EXPERIENCE ON MY CIVILIAN JOB,2
S83.Q24:3.0,S83.Q24,FROM BOTH CIVILIAN SCHOOL AND CIVILIAN EMPLOYMENT,3
S83.Q24:4.0,S83.Q24,MY ARMY ASSIGNMENT DOES NOT REQUIRE ANY SPECIALIZED CIVILIAN TRAINING,4
S83.Q25A.1:1.0,S83.Q25A.1,"YES, LEGAL TRAINING",1
S83.Q25A.1:2.0,S83.Q25A.1,NOT CHOSEN,2
S83.Q25A.2:1.0,S83.Q25A.2,"YES, BUSINESS TRAINING",1
S83.Q25A.2:2.0,S83.Q25A.2,NOT CHOSEN,2
S83.Q25A.3:1.0,S83.Q25A.3,"YES, TECHNICAL TRAINING (ENGINEERING, ETC.)",1
S83.Q25A.3:2.0,S83.Q25A.3,NOT CHOSEN,2
S83.Q25A.4:1.0,S83.Q25A.4,"YES, MEDICAL TRAINING",1
S83.Q25A.4:2.0,S83.Q25A.4,NOT CHOSEN,2
S83.Q25A.5:1.0,S83.Q25A.5,"YES, ADMINISTRATIVE TRAINING",1
S83.Q25A.5:2.0,S83.Q25A.5,NOT CHOSEN,2
S83.Q25A.6:1.0,S83.Q25A.6,"YES, TEACHING",1
S83.Q25A.6:2.0,S83.Q25A.6,NOT CHOSEN,2
S83.Q25A.7:1.0,S83.Q25A.7,"YES, SOCIAL SERVICE TRAINING",1
S83.Q25A.7:2.0,S83.Q25A.7,NOT CHOSEN,2
S83.Q25A.8:1.0,S83.Q25A.8,"YES, OTHER",1
S83.Q25A.8:2.0,S83.Q25A.8,NOT CHOSEN,2
S83.Q25A.9:1.0,S83.Q25A.9,"NO, HAVE NO SPECIALIZED CIVILIAN TRAINING",1
S83.Q25A.9:2.0,S83.Q25A.9,NOT CHOSEN,2
S83.Q25A.10:1.0,S83.Q25A.10,NO ANSWER,1
S83.Q25A.10:2.0,S83.Q25A.10,NOT CHOSEN,2
S83.Q25B:0.0,S83.Q25B,NO ANSWER,0
S83.Q25B:1.0,S83.Q25B,FROM CIVILIAN SCHOOL,1
S83.Q25B:2.0,S83.Q25B,FROM EXPERIENCE ON MY CIVILIAN JOB,2
S83.Q25B:3.0,S83.Q25B,FROM BOTH CIVILIAN SCHOOL AND CIVILIAN EMPLOYMENT,3
S83.Q25B:4.0,S83.Q25B,I HAVE NO SUCH SPECIALIZED CIVILIAN TRAINING,4
S83.Q26:0.0,S83.Q26,NO ANSWER,0
S83.Q26:1.0,S83.Q26,"YES, I WOULD TRANSFER",1
S83.Q26:2.0,S83.Q26,"NO, I WOULD NOT TRANSFER",2
S83.Q26:3.0,S83.Q26,UNDECIDED ABOUT SUCH TRANSFER,3
S83.Q26:4.0,S83.Q26,I USE MY SPECIALIZED CIVILIAN TECHNICAL TRAINING ON MY PRESENT ASSIGNMENT,4
S83.Q26:5.0,S83.Q26,I DO NOT HAVE ANY SPECIALIZED CIVILIAN TECHNICAL TRAINING,5
S83.Q27:0.0,S83.Q27,NO ANSWER,0
S83.Q27:1.0,S83.Q27,YES,1
S83.Q27:2.0,S83.Q27,NO,2
S83.Q28:0.0,S83.Q28,NO ANSWER,0
S83.Q28:1.0,S83.Q28,I USE THIS TRAINING ALL THE TIME,1
S83.Q28:2.0,S83.Q28,I USE THIS TRAINING MOST OF THE TIME,2
S83.Q28:3.0,S83.Q28,I USE THIS TRAINING ABOUT HALF OF THE TIME,3
S83.Q28:4.0,S83.Q28,I HARDLY EVER USE THIS TRAINING,4
S83.Q28:5.0,S83.Q28,I NEVER USE THIS TRAINING,5
S83.Q28:6.0,S83.Q28,I DID NOT GO TO ANY SPECIALIZED SCHOOL OR COURSE,6
S83.Q29:0.0,S83.Q29,NO ANSWER,0
S83.Q29:1.0,S83.Q29,YES,1
S83.Q29:2.0,S83.Q29,NO,2
S83.Q29:3.0,S83.Q29,UNDECIDED,3
S83.Q29:4.0,S83.Q29,I HAVE NO SUCH SPECIALIZED ARMY TRAINING,4
S83.Q29:5.0,S83.Q29,I USE MY SPECIALIZED ARMY TRAINING ON MY PRESENT ASSIGNMENT,5
S83.Q30:0.0,S83.Q30,NO ANSWER,0
S83.Q30:1.0,S83.Q30,NONE OF IT COULD BE DONE BY ANOTHER OFFICER WITH LESS TRAINING,1
S83.Q30:2.0,S83.Q30,A LITTLE OF IT COULD,2
S83.Q30:3.0,S83.Q30,MUCH OF IT COULD,3
S83.Q30:4.0,S83.Q30,ALMOST ALL OF IT COULD,4
S83.Q30:5.0,S83.Q30,ALL OF IT COULD,5
S83.Q31:0.0,S83.Q31,NO ANSWER,0
S83.Q31:1.0,S83.Q31,NONE OF IT COULD BE DONE BY AN OFFICER WITH LESS ABILITY,1
S83.Q31:2.0,S83.Q31,A LITTLE OF IT COULD,2
S83.Q31:3.0,S83.Q31,MUCH OF IT COULD,3
S83.Q31:4.0,S83.Q31,ALMOST ALL OF IT COULD,4
S83.Q31:5.0,S83.Q31,ALL OF IT COULD,5
S83.Q32:0.0,S83.Q32,NO ANSWER,0
S83.Q32:1.0,S83.Q32,NONE OF IT COULD BE DONE BY A WARRANT OFFICER,1
S83.Q32:2.0,S83.Q32,A LITTLE OF IT COULD,2
S83.Q32:3.0,S83.Q32,MUCH OF IT COULD,3
S83.Q32:4.0,S83.Q32,ALMOST ALL OF IT COULD,4
S83.Q32:5.0,S83.Q32,ALL OF IT COULD,5
S83.Q33:0.0,S83.Q33,NO ANSWER,0
S83.Q33:1.0,S83.Q33,NONE OF IT COULD BE DONE BY AN ENLISTED MAN,1
S83.Q33:2.0,S83.Q33,A LITTLE OF IT COULD,2
S83.Q33:3.0,S83.Q33,MUCH OF IT COULD,3
S83.Q33:4.0,S83.Q33,ALMOST ALL OF IT COULD,4
S83.Q33:5.0,S83.Q33,ALL OF IT COULD,5
S83.Q34:0.0,S83.Q34,NO ANSWER,0
S83.Q34:1.0,S83.Q34,NONE OF IT COULD BE DONE BY A CIVILIAN,1
S83.Q34:2.0,S83.Q34,A LITTLE OF IT COULD,2
S83.Q34:3.0,S83.Q34,MUCH OF IT COULD,3
S83.Q34:4.0,S83.Q34,ALMOST ALL OF IT COULD,4
S83.Q34:5.0,S83.Q34,ALL OF IT COULD,5
S83.Q35:0.0,S83.Q35,NO ANSWER,0
S83.Q35:1.0,S83.Q35,IT REALLY REQUIRES AN OFFICER,1
S83.Q35:2.0,S83.Q35,AN OFFICER WOULD NOT REALLY BE REQUIRED,2
S83.Q36:0.0,S83.Q36,NO ANSWER,0
S83.Q36:1.0,S83.Q36,SOME OF IT COULD,1
S83.Q36:2.0,S83.Q36,ABOUT HALF OF IT COULD,2
S83.Q36:3.0,S83.Q36,MOST OF IT COULD,3
S83.Q36:4.0,S83.Q36,ALL OF IT COULD,4
S83.Q36:5.0,S83.Q36,"NO, NONE",5
S83.Q37:0.0,S83.Q37,NO ANSWER,0
S83.Q37:1.0,S83.Q37,BY HAVING A DIFFERENT ASSIGNMENT IN THE ZONE OF THE INTERIOR,1
S83.Q37:2.0,S83.Q37,BY HAVING AN ASSIGNMENT IN A COMBAT ZONE,2
S83.Q37:3.0,S83.Q37,BY REMAINING ON MY PRESENT ASSIGNMENT,3
S83.Q37:4.0,S83.Q37,AS A CIVILIAN WORKING ON A WAR JOB,4
S83.Q37:5.0,S83.Q37,BOTH 1 AND 2 CODES CHECKED,5
S83.Q37:6.0,S83.Q37,BOTH 2 AND 3 CODES CHECKED,6
S83.Q38:0.0,S83.Q38,NO ANSWER,0
S83.Q38:1.0,S83.Q38,USUALLY MORE THAN ENOUGH TO DO,1
S83.Q38:2.0,S83.Q38,USUALLY ABOUT ENOUGH TO DO FOR A FULL DAY'S WORK,2
S83.Q38:3.0,S83.Q38,USUALLY LESS THAN ENOUGH TO DO,3
S83.Q39:0.0,S83.Q39,NO ANSWER,0
S83.Q39:1.0,S83.Q39,NO,1
S83.Q39:2.0,S83.Q39,UNDECIDED,2
S83.Q39:3.0,S83.Q39,"YES, DEPENDING ON THE ASSIGNMENT, AN ASSIGNMENT WRITTEN IN",3
S83.Q39:4.0,S83.Q39,"YES, TO ALMOST ANY OTHER ASSIGNMENT",4
S83.Q39:5.0,S83.Q39,"YES, NO ASSIGNMENT WRITTEN IN",5
S83.Q40:0.0,S83.Q40,NO ANSWER,0
S83.Q40:1.0,S83.Q40,YES,1
S83.Q40:2.0,S83.Q40,NO,2
S83.Q40:3.0,S83.Q40,UNDECIDED,3
S83.Q41:0.0,S83.Q41,NO ANSWER,0
S83.Q41:1.0,S83.Q41,VERY SATISFIED,1
S83.Q41:2.0,S83.Q41,SATISFIED,2
S83.Q41:3.0,S83.Q41,IT DOES NOT MAKE ANY DIFFERENCE TO ME,3
S83.Q41:4.0,S83.Q41,DISSATISFIED,4
S83.Q41:5.0,S83.Q41,VERY DISSATISFIED,5
S83.Q42:0.0,S83.Q42,NO ANSWER,0
S83.Q42:1.0,S83.Q42,I AM SURE I COULD,1
S83.Q42:2.0,S83.Q42,I THINK I COULD,2
S83.Q42:3.0,S83.Q42,I DO NOT KNOW WHETHER I COULD OR NOT,3
S83.Q42:4.0,S83.Q42,I DO NOT THINK I COULD,4
S83.Q42:5.0,S83.Q42,I COULD NOT,5
S83.Q43:0.0,S83.Q43,NO ANSWER,0
S83.Q43:1.0,S83.Q43,VERY ENTHUSIASTIC,1
S83.Q43:2.0,S83.Q43,ENTHUSIASTIC,2
S83.Q43:3.0,S83.Q43,FAIRLY ENTHUSIASTIC,3
S83.Q43:4.0,S83.Q43,NOT VERY ENTHUSIASTIC,4
S83.Q43:5.0,S83.Q43,NOT AT ALL ENTHUSIASTIC,5
S83.Q44:0.0,S83.Q44,NO ANSWER,0
S83.Q44:1.0,S83.Q44,TIME ALWAYS PASSES QUICKLY,1
S83.Q44:2.0,S83.Q44,TIME USUALLY PASSES QUICKLY,2
S83.Q44:3.0,S83.Q44,SOME HOURS DRAG WHILE OTHERS PASS QUICKLY,3
S83.Q44:4.0,S83.Q44,TIME USUALLY DRAGS,4
S83.Q44:5.0,S83.Q44,TIME ALWAYS DRAGS,5
S83.Q45:0.0,S83.Q45,NO ANSWER,0
S83.Q45:1.0,S83.Q45,YES,1
S83.Q45:2.0,S83.Q45,NO (NO ANSWER AS TO WHY; UNDECIDED OR DON'T KNOW),2
S83.Q45:3.0,S83.Q45,"NO, BECAUSE OF TABLE OF ORGANIZATION (OR TABLE OF ORGANIZATION AND SOMETHING ELSE MENTIONED)",3
S83.Q45:4.0,S83.Q45,"NO, BECAUSE OF FAVORITISM (AND TABLE OF ORGANIZATION IS NOT MENTIONED AT ALL)",4
S83.Q46:0.0,S83.Q46,NO ANSWER,0
S83.Q46:1.0,S83.Q46,A VERY GOOD CHANCE,1
S83.Q46:2.0,S83.Q46,A FAIRLY GOOD CHANCE,2
S83.Q46:3.0,S83.Q46,NOT MUCH OF A CHANCE,3
S83.Q46:4.0,S83.Q46,NO CHANCE AT ALL,4
S83.Q47:0.0,S83.Q47,NO ANSWER,0
S83.Q47:1.0,S83.Q47,MY GRADE IS HIGHER THAN THAT OF OTHERS I KNOW,1
S83.Q47:2.0,S83.Q47,MY GRADE IS ABOUT THE SAME AS THAT OF OTHERS I KNOW,2
S83.Q47:3.0,S83.Q47,MY GRADE IS LOWER THAN THAT OF OTHERS I KNOW,3
S83.Q48:0.0,S83.Q48,NO ANSWER,0
S83.Q48:1.0,S83.Q48,I'M REALLY BUSY AT LEAST 8 HOURS A DAY,1
S83.Q48:2.0,S83.Q48,SOMETIMES THERE'S NOT MUCH TO DO,2
S83.Q48:3.0,S83.Q48,OFTEN THERE IS NOT MUCH TO DO,3
S83.Q49:0.0,S83.Q49,NO ANSWER,0
S83.Q49:1.0,S83.Q49,GENERAL SERVICE,1
S83.Q49:2.0,S83.Q49,LIMITED SERVICE,2
S83.V50:0.0,S83.V50,NO CODE OR NO DATA,0
S83.V50:1.0,S83.V50,SCORE OF 1,1
S83.V50:2.0,S83.V50,SCORE OF 2,2
S83.V50:3.0,S83.V50,SCORE OF 3,3
S83.V51:0.0,S83.V51,NO CODE OR NO DATA,0
S83.V51:1.0,S83.V51,SCORE OF 1,1
S83.V51:2.0,S83.V51,SCORE OF 2,2
S83.V51:3.0,S83.V51,SCORE OF 3,3
S83.V52:0.0,S83.V52,NO CODE OR NO DATA,0
S83.V52:1.0,S83.V52,SCORE OF 1,1
S83.V52:2.0,S83.V52,SCORE OF 2,2
S83.V52:3.0,S83.V52,SCORE OF 3,3
S83.V52:4.0,S83.V52,SCORE OF 4,4
S83.V52:5.0,S83.V52,SCORE OF 5,5
S83.V52:6.0,S83.V52,SCORE OF 6,6
S83.V52:7.0,S83.V52,SCORE OF 7,7
S83.V53:0.0,S83.V53,NO CODE OR NO DATA,0
S83.V53:1.0,S83.V53,SCORE OF 1,1
S83.V53:nan,S83.V53,,
S83.V53:2.0,S83.V53,SCORE OF 2.,2
S83.V53:3.0,S83.V53,SCORE OF 3,3
S83.V53:4.0,S83.V53,SCORE OF 4,4
S83.V53:5.0,S83.V53,SCORE OF 5,5
S83.V55:1.0,S83.V55,COLUMBUS OHIO DEPOT (N=171),1
S83.V55:2.0,S83.V55,FORT BENNING (N=149),2
S83.V55:4.0,S83.V55,FORT JACKSON (N=138),4
S83.V55:nan,S83.V55,FIRST COLUMN OF V.55 IDENTIFIED AS FOLLOWS:,
S83.V55:3.0,S83.V55,FOURTH SERVICE COMMAND (N=153),3
S83.V55:5.0,S83.V55,FORT BRAGG (N=174),5
S194.Q1:0.0,S194.Q1,NO ANSWER,0
S194.Q1:1.0,S194.Q1,PRIVATE,1
S194.Q1:2.0,S194.Q1,PRIVATE FIRST CLASS,2
S194.Q1:3.0,S194.Q1,TECHNICIAN 5TH GRADE,3
S194.Q1:4.0,S194.Q1,CORPORAL,4
S194.Q1:5.0,S194.Q1,TECHNICIAN 4TH GRADE,5
S194.Q1:6.0,S194.Q1,BUCK SERGEANT,6
S194.Q1:7.0,S194.Q1,TECHNICIAN 3RD GRADE,7
S194.Q1:8.0,S194.Q1,STAFF SERGEANT,8
S194.Q1:9.0,S194.Q1,TECHNICAL SERGEANT,9
S194.Q1:10.0,S194.Q1,MASTER SERGEANT OR 1ST SERGEANT,10
S194.Q1:11.0,S194.Q1,OTHER,11
S194.Q2:0.0,S194.Q2,NO ANSWER,0
S194.Q2:1.0,S194.Q2,1 MONTH OR LESS,1
S194.Q2:2.0,S194.Q2,OVER 1 MONTH UP TO AND INCLUDING 3 MONTHS,2
S194.Q2:3.0,S194.Q2,OVER 3 MONTHS UP TO AND INCLUDING 6 MONTHS,3
S194.Q2:4.0,S194.Q2,OVER 6 MONTHS UP TO AND INCLUDING 9 MONTHS,4
S194.Q2:5.0,S194.Q2,OVER 9 MONTHS UP TO AND INCLUDING 1 YEAR,5
S194.Q2:6.0,S194.Q2,OVER 1 YEAR UP TO AND INCLUDING 18 MONTHS,6
S194.Q2:7.0,S194.Q2,OVER 18 MONTHS UP TO AND INCLUDING 2 YEARS,7
S194.Q2:8.0,S194.Q2,OVER 2 YEARS,8
S194.Q3:0.0,S194.Q3,NO ANSWER,0
S194.Q3:nan,S194.Q3,QUESTIONS 4 AND 5 CODED TOGETHER.,
S194.Q3:1.0,S194.Q3,20 YEARS,1
S194.Q3:2.0,S194.Q3,21 YEARS,2
S194.Q3:3.0,S194.Q3,22 YEARS,3
S194.Q3:4.0,S194.Q3,23 YEARS,4
S194.Q3:5.0,S194.Q3,24 YEARS,5
S194.Q3:6.0,S194.Q3,25 YEARS,6
S194.Q3:7.0,S194.Q3,26-29 YEARS,7
S194.Q3:8.0,S194.Q3,30-34 YEARS,8
S194.Q3:9.0,S194.Q3,35-39 YEARS,9
S194.Q3:10.0,S194.Q3,40 YEARS AND OVER,10
S194.Q4:0.0,S194.Q4,NO ANSWER,0
S194.Q4:1.0,S194.Q4,"SINGLE, AND ENGAGED TO BE MARRIED",1
S194.Q4:2.0,S194.Q4,"SINGLE, AND NOT ENGAGED TO BE MARRIED",2
S194.Q4:3.0,S194.Q4,"DIVORCED, SEPARATED, OR WIDOWED",3
S194.Q4:4.0,S194.Q4,MARRIED BEFORE,4
S194.Q4:5.0,S194.Q4,MARRIED AFTER,5
S194.Q4:6.0,S194.Q4,"MARRIED, NO INDICATION WHEN",6
S194.Q6:0.0,S194.Q6,NO ANSWER,0
S194.Q6:1.0,S194.Q6,MY HUSBAND IS STATIONED OVERSEAS,1
S194.Q6:2.0,S194.Q6,"MY HUSBAND IS STATIONED OVERSEAS, LESS THAN 18 MONTHS",2
S194.Q6:3.0,S194.Q6,"MY HUSBAND IS STATIONED OVERSEAS, 18 MONTHS OR MORE",3
S194.Q6:4.0,S194.Q6,MY HUSBAND IS STATIONED ON THIS POST,4
S194.Q6:5.0,S194.Q6,MY HUSBAND IS STATIONED ON SOME OTHER POST IN THE UNITED STATES,5
S194.Q6:6.0,S194.Q6,MY HUSBAND IS STATIONED SOMEWHERE ELSE,6
S194.Q6:7.0,S194.Q6,MY HUSBAND IS NOT IN THE MILITARY SERVICE,7
S194.Q6:8.0,S194.Q6,I'M NOT MARRIED,8
S194.Q7:0.0,S194.Q7,NO ANSWER,0
S194.Q7:1.0,S194.Q7,YES,1
S194.Q7:2.0,S194.Q7,NO,2
S194.Q7:3.0,S194.Q7,I'M NOT MARRIED,3
S194.Q8:0.0,S194.Q8,NO ANSWER,0
S194.Q8:1.0,S194.Q8,CLOSE ENOUGH TO GO HOME OVERNIGHT,1
S194.Q8:2.0,S194.Q8,CLOSE ENOUGH TO GO HOME OVER THE WEEK-END,2
S194.Q8:3.0,S194.Q8,CLOSE ENOUGH TO GO HOME ON A THREE DAY PASS,3
S194.Q8:4.0,S194.Q8,NEED MORE THAN A THREE DAY PASS IN ORDER TO GO HOME,4
