,identifier,parent_id,question
808,S194.Q47,S194, HAVE YOU EVER DONE ANY KIND OF WORK BEFORE LIKE YOU PLAN TO DO RIGHT AFTER THE WAR?
809,S194.Q48,S194, HOW SURE DO YOU FEEL THAT AFTER THE WAR YOU WILL DO THE KIND OF WORK YOU DESCRIBED IN QUESTION 46?
810,S194.Q49,S194," WHAT TYPE OF WORK WOULD YOU BE MOST LIKELY TO CONSIDER AS A SECOND CHOICE, IF YOU CANNOT GET ANY JOB IN THE TYPE OF WORK YOU JUST DESCRIBED IN QUESTION 46?"
811,S194.Q50,S194, DO YOU FEEL THAT YOU HAVE HAD AS MUCH SCHOOL OR COLLEGE AS YOU WANT OR WOULD YOU LIKE TO GO BACK TO SCHOOL OR COLLEGE AFTER THE WAR?
812,S194.Q51,S194," REGARDLESS OF WHAT YOU WOULD LIKE TO DO, DO YOU THINK YOU WILL ACTUALLY GO BACK TO SCHOOL OR COLLEGE AFTER THE WAR?"
813,S194.Q52,S194,IT HAS BEEN PLANNED THAT THE FEDERAL GOVERNMENT WILL PAY TUITION AND OTHER EDUCATIONAL EXPENSES PLUS A LIVING ALLOWANCE OF $50 PER MONTH TO VETERANS WHO QUALIFY AND WANT TO CONTINUE THEIR SCHOOLING. DO YOU THINK YOU WOULD GO BACK TO FULL-TIME SCHOOL OR COLLEGE AFTER THE WAR?
814,S194.Q53A.1,S194, WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
815,S194.Q53A.2,S194,WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
816,S194.Q53A.3,S194,WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
817,S194.Q53A.4,S194,WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
818,S194.Q53A.5,S194,WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
819,S194.Q53A.6,S194,WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
820,S194.Q53A.7,S194,WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
821,S194.Q53A.8,S194,WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
822,S194.Q53A.9,S194,WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
823,S194.Q53A.10,S194,WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
824,S194.Q53A.11,S194,WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WAR?
825,S194.Q53B.n,S194, JUST WHAT COURSE OR TYPE OF COURSE DO YOU PLAN TO TAKE?
826,S194.Q53C.n,S194, HOW LONG DO YOU EXPECT TO GO TO SCHOOL OR COLLEGE?
827,S194.Q54,S194, DO YOU FEEL YOU NEED INFORMATION OR ADVICE ABOUT EDUCATIONAL OR VOCATIONAL OPPORTUNITIES AFTER THE WAR?
828,S194.Q54A.n,S194," IF YES, WHAT INFORMATION OR ADVICE DO YOU THINK YOU NEED?"
829,S194.Q55,S194, HOW MUCH MORE DO YOU FEEL YOU HAVE CONTRIBUTED TO THE WAR EFFORT BY HAVING SERVED AS A WAC THAN YOU WOULD HAVE CONTRIBUTED HAD YOU SERVED AS A CIVILIAN?
830,S194.Q56,S194," IN THE EVENT OF FUTURE WARS, DO YOU KNOW ANY WAY IN WHICH WOMEN CAN CONTRIBUTE MORE TO THE WAR EFFORT THAN BY JOINING ONE OF THE WOMENS' MILITARY SERVICES?"
831,S194.Q56A.n,S194," IF YES, PLEASE EXPLAIN HOW WOMEN CAN CONTRIBUTE MORE."
832,S194.Q57,S194, ARE YOU EVER WORRIED AND UPSET?
833,S194.Q58,S194, DO YOU EVER FEEL LONESOME?
834,S194.Q59,S194," IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY?"
835,S194.Q60,S194," ON THE WHOLE, WOULD YOU SAY YOU ARE WELL ADJUSTED OR POORLY ADJUSTED TO ARMY LIFE?"
836,S194.Q61,S194," IS ARMY LIFE, IN GENERAL, BETTER OR WORSE THAN YOU EXPECTED IT TO BE?"
837,S194.Q62,S194," IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS?"
838,S194.Q63.n,S194," IF SOMETHING IS WORRYING YOU AT THE PRESENT TIME, PLEASE EXPLAIN IT BRIEFLY."
839,S194.Q64,S194," IN GENERAL, HOW WOULD YOU SAY THE MORALE OF YOUR COMPANY HAS BEEN IN THE LAST MONTH?"
840,S194.Q65,S194," IN GENERAL, HOW WOULD YOU SAY YOUR OWN MORALE HAS BEEN IN THE LAST MONTH?"
841,S194.Q66,S194, DO YOU FEEL PROUD OF YOUR COMPANY OR NOT?
842,S194.Q67.1,S194, TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEMS?
843,S194.Q67.2,S194,TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEMS?
844,S194.Q67.3,S194,TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEMS?
845,S194.Q67.4,S194,TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEMS?
846,S194.Q67.5,S194,TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEMS?
847,S194.Q67.6,S194,TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEMS?
848,S194.Q67.7,S194,TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEMS?
849,S194.Q68,S194," IF YOU WANTED TO DO SO, WOULD YOU FEEL FREE TO TALK TO YOUR WAC CO ABOUT YOUR PERSONAL PROBLEMS?"
850,S194.Q69,S194, HOW INTERESTED IS YOUR WAC CO IN YOUR LIVING CONDITIONS?
851,S194.Q70,S194, HOW INTERESTED IS YOUR WAC CO IN YOUR WORKING CONDITIONS?
852,S194.Q71,S194, HOW INTERESTED IS YOUR WAC CO IN YOUR RECREATIONAL ACTIVITIES?
853,S194.Q72,S194, DO YOU FEEL THAT YOUR PRESENT WAC CO RECOGNIZES YOUR ABILITIES AND WHAT YOU ARE ABLE TO DO?
854,S194.Q73,S194, IS YOUR WAC CO THE KIND WHO WOULD GO TO BAT FOR THE WAC?
855,S194.Q74,S194, IS YOUR WAC CO FAIR MINDED ENOUGH TO TREAT ALL THE ENLISTED WOMEN IN THE COMPANY ALIKE?
856,S194.Q75.n,S194," REGARDLESS OF YOUR OVERALL OPINION OF YOUR WAC CO, WHAT ARE THE TWO THINGS YOU LIKE BEST ABOUT HER?"
857,S194.Q76.n,S194, WHAT ARE THE TWO THINGS YOU LIKE LEAST ABOUT HER?
858,S194.Q77.n,S194," IF YOU HAVE ANY FURTHER COMMENTS ABOUT YOUR COMPANY OFFICERS, PLEASE WRITE THEM HERE."
859,S194.Q78,S194, HOW DO YOU FEEL ABOUT THE AMOUNT OF OFF-DUTY TIME THAT YOU HAVE TO YOURSELF WHEN YOU ARE FREE FROM OFFICIAL DUTIES?
860,S194.Q79,S194, ARE YOUR HOUSING AND SANITARY FACILITIES ABOUT AS GOOD AS THEY COULD BE?
861,S194.Q79A.n,S194, HOW COULD THEY BE BETTER?
862,S194.Q80A,S194," IN GENERAL, ARE THERE ANY DISCOMFORTS IN WAC LIFE WHICH ARE NOT NECESSARY?"
863,S194.Q80B.n,S194," IF YES, PLEASE TELL WHAT THEY ARE:"
864,S194.Q81,S194, HOW DO YOU FEEL ABOUT THE MEDICAL ATTENTION THAT THE WAC ON THIS POST RECEIVES?
865,S194.Q81A.n,S194," IF YOU THINK IT IS POOR, EXPLAIN WHY?"
866,S194.Q82,S194, HOW DO YOU FEEL ABOUT THE DAILY PHYSICAL TRAINING PROGRAM FOR THE WAC AT THIS POST?
867,S194.Q83,S194, HOW SATISFACTORY ARE THE RECREATIONAL FACILITIES AVAILABLE TO YOUR UNIT ON THE POST?
868,S194.Q84,S194, DURING YOUR OFF-DUTY FREE TIME HOW OFTEN DO YOU USUALLY GO INTO TOWN?
869,S194.Q85.1,S194," IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOING?"
870,S194.Q85.2,S194,"IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOING?"
871,S194.Q85.3,S194,"IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOING?"
872,S194.Q85.4,S194,"IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOING?"
873,S194.Q85.5,S194,"IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOING?"
874,S194.Q85.6,S194,"IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOING?"
875,S194.Q85.7,S194,"IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOING?"
876,S194.Q85.8,S194,"IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOING?"
877,S194.Q86,S194, HOW DO YOU THINK THE ENLISTED WOMEN ARE TREATED ON THIS POST IN COMPARISON WITH THE ENLISTED MEN?
878,S194.Q87,S194, HOW DO THE MALE OFFICERS ON THIS POST TREAT THE WAC?
879,S194.Q88,S194, SINCE YOU JOINED THE WAC (WAAC) HAVE YOU EVER BEEN PROMISED THINGS WHICH YOU HAVEN'T RECEIVED?
880,S194.Q88A.n,S194," IF YOU HAVE SOME EXAMPLES, WRITE THEM HERE:"
881,S194.Q89,S194," IF WAC'S WERE NEEDED TO SERVE WITH THE ARMY OF OCCUPATION IN GERMANY, WOULD YOU BE WILLING TO VOLUNTEER YOUR SERVICES?"
882,S194.Q89A.n,S194, WHAT WOULD BE YOUR MAIN REASONS FOR WANTING OR NOT WANTING TO SERVE IN GERMANY?
883,S194.Q90,S194," IF WAC'S WERE NEEDED TO SERVE WITH THE ARMY OF OCCUPATION IN JAPAN, WOULD YOU BE WILLING TO VOLUNTEER YOUR SERVICES?"
884,S194.Q90A.n,S194, WHAT WOULD BE YOUR MAIN REASONS FOR WANTING OR NOT WANTING TO SERVE IN JAPAN?
885,S194.Q91,S194, HAVE YOU EVER APPLIED FOR OFFICER CANDIDATE SCHOOL?
886,S194.Q92,S194," IF AT THE END OF TWO YEARS OF SERVICE IN THE WAC, YOU WERE GIVEN THE CHANCE OF AN HONORABLE DISCHARGE OR REENLISTMENT IN THE WAC, WHICH WOULD YOU CHOOSE?"
887,S194.Q93,S194," IF YOU HAD IT TO DO ALL OVER AGAIN, DO YOU THINK YOU WOULD DECIDE TO JOIN THE WAC, JOIN SOME OTHER WOMEN'S MILITARY SERVICE, OR REMAIN IN CIVILIAN LIFE?"
888,S194.V94,S194," EVALUATION OF JOB SCALE SCORE E. DERIVED FROM QUESTIONS 24, 26, 27"
889,S194.V95,S194," ATTITUDE TOWARD OFFICERS, SCALE SCORE E. DERIVED FROM QUESTIONS 69, 70, 71, 72, 73"
890,S194.V96,S194," JOB SATISFACTION SCALE SCORE E. DERIVED FROM QUESTIONS 36, 37, 38, 39, 40"
891,S194.V97,S194," ATTITUDE TOWARD SECTION CHIEFS, SCALE SCORE E. DERIVED FROM QUESTIONS 28, 29, 30, 31"
892,S194.V98,S194," PERSONAL ADJUSTMENT SCALE SCORE E. DERIVED FROM QUESTIONS 57, 59, 62"
893,S194.V99,S194, CAMP IDENTIFICATION:
894,S194.V100,S194, FORCE IDENTIFICATION:
895,S194.V101,S194, NEGRO IDENTIFICATION:
896,S194.V102,S194, SUB-SAMPLE CROSS-SECTION IDENTIFICATION:
897,S194.V103,S194, SUB-SAMPLE OVER-ALL CROSS-SECTION IDENTIFICATION:
898,S160A.Q1,S160A, WHAT IS YOUR RANK OR GRADE?
899,S160A.Q2,S160A, WHAT BRANCH OF THE ARMY ARE YOU IN NOW?
900,S160A.Q3,S160A," WHAT IS YOUR MAIN ARMY JOB AT THE PRESENT TIME? (TELL EXACTLY WHAT IT IS, AS ""SQUAD LEADER IN RIFLE COMPANY"", ""DRIVER IN HEAVY TRUCKING COMPANY"", ""TANK COMMANDER (MEDIUM TANKS)"", ""COOK IN REGIMENTAL MESS"", ""CLERK IN DIVISION CP"", OR WHATEVER YOUR JOB IS."
901,S160A.Q4,S160A, HOW LONG HAVE YOU BEEN OVERSEAS?
902,S160A.Q5A,S160A, HOW LONG HAVE YOU HAD YOUR FIELD JACKET?
903,S160A.Q5B,S160A, WHAT KIND OF CONDITION WOULD YOU SAY IT IS IN NOW?
904,S160A.Q5C,S160A, ABOUT HOW MUCH LONGER DO YOU EXPECT IT WILL WEAR?
905,S160A.Q6A,S160A," IF YOU HAD YOUR CHOICE, WHICH OF THE FOLLOWING WOULD YOU RATHER HAVE?"
906,S160A.Q6B.n,S160A, WHAT ARE THE REASONS FOR YOUR ANSWER?
907,S160A.Q7,S160A," DO YOU THINK THE PRESENT FIELD JACKET IS THE RIGHT COLOR? IF NO, WHAT COLOR WOULD YOU RECOMMEND?"
908,S160A.Q8,S160A," HAVE YOU SEEN A GERMAN GARMENT USED FOR THE SAME PURPOSE AS OUR FIELD JACKET THAT YOU THINK IS BETTER THAN OURS? IF YES, DESCRIBE IT BRIEFLY."
909,S160A.Q9A1,S160A, FIELD JACKET?
910,S160A.Q9A2,S160A, COMBAT JACKET?
911,S160A.Q9A3,S160A, MACKINAW?
912,S160A.Q9A4,S160A, SWEATER?
913,S160A.Q9A5,S160A, LIGHT UNDERWEAR TOP?
914,S160A.Q9A6,S160A, HEAVY UNDERWEAR TOP?
915,S160A.Q9A7,S160A, EXTRA LINER FOR FIELD JACKET?
916,S160A.Q9A8,S160A, OVERCOAT?
917,S160A.Q9B,S160A," WOULD YOU HAVE WORN OTHER PIECES OF CLOTHING IF YOU COULD HAVE GOTTEN THEM? IF YES, WHAT ARTICLES OF CLOTHING WERE NEEDED?"
918,S160A.Q10A,S160A, HOW LONG HAVE YOU HAD YOUR RAINCOAT?
919,S160A.Q10B,S160A, WHAT KIND OF CONDITION WOULD YOU SAY IT IS IN NOW?
920,S160A.Q10C,S160A, ABOUT HOW MUCH LONGER DO YOU EXPECT IT WILL WEAR?
921,S160A.Q11A.n,S160A," WHAT ARE THE BEST FEATURES, OR THE THINGS YOU LIKE MOST, ABOUT THIS RAINCOAT?"
922,S160A.Q11B.n,S160A," WHAT ARE THE MAIN DISADVANTAGES, OR THINGS YOU DON'T LIKE ABOUT THE RAINCOAT?"
923,S160A.Q11C.n,S160A," WHAT IMPROVEMENTS, IF ANY, DO YOU THINK SHOULD BE MADE?"
924,S160A.Q12A,S160A," HAVE YOU SEEN A GERMAN GARMENT THAT YOU THINK IS BETTER THAN OUR GI RAINCOAT? IF YES, DESCRIBE IT BRIEFLY."
925,S160A.Q13,S160A, WHICH WOULD YOU RATHER WEAR IN VERY COLD WEATHER - AN ISSUE OVERCOAT OR A MACKINAW?
926,S160A.Q14A,S160A, IS YOUR GI OVERCOAT WARM ENOUGH FOR VERY COLD WEATHER?
927,S160A.Q14B,S160A, WHICH OF THE FOLLOWING WOULD YOU SAY BEST TELLS ABOUT THE LENGTH OF THE COAT?
928,S160A.Q15.n,S160A, WHAT IMPROVEMENTS IN THE MATERIAL OR DESIGN OF THE OVERCOAT WOULD YOU SUGGEST?
929,S160A.Q16,S160A, WHICH ONE OF THE FOLLOWING WOULD YOU RATHER HAVE FOR GENERAL ALL-ROUND WINTER WEAR?
930,S160A.Q17A,S160A, ARE YOU NOW WEARING LONG WOOLEN UNDERWEAR?
931,S160A.Q17B,S160A," IF YOU ARE NOT WEARING THIS UNDERWEAR, WHAT IS THE REASON?"
932,S160A.Q18A,S160A, HOW MANY BLANKETS DO YOU ORDINARILY USE AT PRESENT?
933,S160A.Q18B,S160A, IS THIS ENOUGH TO KEEP YOU WARM?
934,S160A.Q19,S160A, HOW DO YOU USUALLY CARRY YOUR BLANKETS?
935,S160A.Q20.n,S160A," WHAT IMPROVEMENTS, IF ANY, WOULD YOU SUGGEST IN THE MATERIAL OR DESIGN OF THE BLANKETS?"
936,S160A.Q21A,S160A, DO YOU HAVE AN INFANTRY FIELD PACK (HAVERSACK)?
937,S160A.Q21B,S160A, DO YOU NEED ONE?
938,S160A.Q23,S160A," DO WE HAVE SOME OTHER PACK OR CARRYING BAG THAT YOU THINK IS BETTER THAN THE INFANTRY PACK? IF YES, WHAT IS IT?"
939,S160A.Q24A,S160A," HAVE YOU SEEN A GERMAN PACK OR CARRYING BAG THAT YOU THINK IS BETTER THAN OUR INFANTRY PACK? IF YES, DESCRIBE IT BRIEFLY."
940,S160A.Q24C.n,S160A, WHAT ARE ITS MAIN ADVANTAGES?
941,S160A.Q25A,S160A," DO YOU HAVE A MUSETTE BAG (""BAG, CANVAS, FIELD"")?"
942,S160A.Q25B,S160A, DO YOU NEED ONE?
943,S160A.Q27,S160A," DO WE HAVE SOME OTHER CARRYING BAG OR PACK THAT YOU THINK IS BETTER THAN THE MUSETTE BAG? IF YES, WHAT?"
944,S160A.Q28A,S160A," HAVE YOU SEEN A GERMAN CARRYING BAG OR PACK THAT YOU THINK IS BETTER THAN THE MUSETTE BAG? IF YES, DESCRIBE IT BRIEFLY."
945,S160A.Q28C.n,S160A, WHAT ARE ITS MAIN ADVANTAGES?
946,S160A.Q29,S160A," WITH YOUR PRESENT PACK OR CARRYING BAG, DO YOU HAVE ENOUGH POCKETS IN YOUR CLOTHES FOR CARRYING THINGS?"
947,S160A.Q30,S160A," IF AN ADDITIONAL POCKET, OR POCKETS, WERE TO BE INCLUDED IN THE UNIFORM, WHERE DO YOU THINK THE POCKET OR POCKETS SHOULD BE PUT? (CHECK THE STATEMENT THAT BEST TELLS WHAT YOU WOULD RECOMMEND.)"
948,S160A.Q31,S160A, THE SPACE BELOW IS FOR ANY OTHER COMMENTS OR SUGGESTIONS YOU WANT TO MAKE ABOUT QUARTERMASTER SUPPLIES OR EQUIPMENT.
949,S160A.Q32,S160A, AT THE PRESENT WHERE DO YOU KEEP YOUR GAS MASK?
950,S160A.Q33A,S160A, HAVE YOU EVER KNOWN ANYONE TO THROW AWAY OR DISCARD THEIR GAS MASK?
951,S160A.Q33B,S160A, HAVE YOU YOURSELF EVER THROWN AWAY OR DISCARDED YOUR GAS MASK?
952,S160A.Q33C.n,S160A," IF YOU HAVE ANY COMMENTS, WRITE THEM HERE:"
953,S160A.V34,S160A, CAMP AND OUTFIT IDENTIFICATION:
954,S234BE.Q1,S234BE, WHAT IS YOUR ARMY RANK OR GRADE?
955,S234BE.Q2,S234BE, HOW LONG HAVE YOU BEEN IN YOUR PRESENT GRADE?
956,S234BE.Q3,S234BE, HOW OLD WERE YOU ON YOUR LAST BIRTHDAY?
957,S234BE.Q4,S234BE, HOW FAR DID YOU GO IN SCHOOL?
958,S234BE.Q5,S234BE," HOW LONG HAVE YOU BEEN IN THE ARMY? E. IF YOU HAVE BEEN IN THE ARMY BEFORE, THEN WERE OUT FOR A WHILE, JUST CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT CAME INTO THE ARMY. "
959,S234BE.Q6,S234BE, IN WHAT BRANCH OF THE ARMY DID YOU SERVE FOR THE LONGEST PERIOD OF TIME?
960,S234BE.Q7,S234BE, IN WHICH OF THE ARMY FORCES DID YOU SERVE FOR THE LONGEST PERIOD OF TIME?
961,S234BE.Q8A,S234BE, ARE YOU:
962,S234BE.Q8B,S234BE, HOW MANY CHILDREN DO YOU HAVE?
963,S234BE.Q9,S234BE, HOW DID YOU COME INTO THE ARMY?
964,S234BE.Q10A,S234BE, HAVE YOU SERVED OUTSIDE THE CONTINENTAL UNITED STATES IN THIS WAR?
965,S234BE.Q10B,S234BE," IF YES, HOW LONG DID YOU SERVE OVERSEAS?"
966,S234BE.Q10C,S234BE," IF YES, HAVE YOU BEEN IN ACTUAL COMBAT IN THIS WAR?"
967,S234BE.Q11A.n,S234BE, WHAT WAS YOUR MAIN ARMY JOB OR ASSIGNMENT?
968,S234BE.Q11B.n,S234BE, JUST WHAT KIND OF WORK DID YOU DO?
969,S234BE.Q12,S234BE, HOW MANY POINTS TOWARD DISCHARGE DO YOU HAVE OFFICIALLY?  ANP
970,S234BE.Q13,S234BE, HAS THE ARMY AT ANY TIME CLASSIFIED YOU AS A LIMITED SERVICE MAN?
971,S234BE.Q14A,S234BE," AS FAR AS YOU KNOW, ARE YOU NOW CLASSIFIED BY THE ARMY AS PHYSICALLY FIT FOR OVERSEAS DUTY?"
972,S234BE.Q14B,S234BE," IN YOUR OWN OPINION, ARE YOU PHYSICALLY FIT FOR OVERSEAS DUTY?"
973,S234BE.Q15,S234BE," IN GENERAL, WHAT SORT OF PHYSICAL CONDITION WOULD YOU SAY YOU ARE IN AT THE PRESENT TIME?"
974,S234BE.Q16.n,S234BE, IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY?
975,S234BE.Q17,S234BE, WHERE WERE YOU LIVING MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY?
976,S234BE.Q18,S234BE, WHICH OF THE FOLLOWING WERE YOU DOING JUST BEFORE YOU CAME INTO THE ARMY? (CHECK AS MANY AS YOU WERE DOING JUST BEFORE YOU CAME INTO THE ARMY.)
977,S234BE.Q19.n,S234BE, ON THE AVERAGE HOW MUCH MONEY WERE YOU EARNING IN YOUR LAST JOB YOU HAD BEFORE COMING INTO THE ARMY?
978,S234BE.Q20,S234BE," WHETHER YOU ARE A CHURCH MEMBER OR NOT, DO YOU CONSIDER YOURSELF:"
979,S234BE.Qi21,S234BE," IN GENERAL, WHAT DO YOU THINK OF THE ARMY SCORE CARD PLAN (THE POINT SYSTEM)?"
980,S234BE.Qi22,S234BE," IN YOUR OPINION, IS THE ARMY SCORE CARD PLAN (THE POINT SYSTEM) BEING CARRIED OUT THE WAY IT WAS SUPPOSED TO BE?"
981,S234BE.Qi23,S234BE, HERE ARE FOUR STATEMENTS OF OPINION ABOUT THE POINT SYSTEM. CHECK THE ONE WHICH COMES CLOSEST TO YOUR OPINION.
982,S234BE.Qi24,S234BE," IN YOUR OPINION, HOW HARD IS THE ARMY TRYING TO SPEED UP THE DISCHARGE OF ENLISTED MEN?"
983,S234BE.Qi25,S234BE," HAVE YOU HEARD OR READ ANYTHING ABOUT THE POSSIBILITY OF THE FOLLOWING CHANGE BEING MADE IN THE ARMY SCORE CARD PLAN - ALL ENLISTED MEN WITH TWO YEARS OR MORE SERVICE TO BE DISCHARGED IN THE NEAR FUTURE, REGARDLESS OF HOW MANY POINTS THEY HAVE?"
984,S234BE.Qi26,S234BE," AS FAR AS YOU KNOW, DOES THE ARMY AIR FORCES HAVE EXACTLY THE SAME DISCHARGE PLAN AS THE GROUND AND SERVICE FORCES?"
985,S234BE.Qi27,S234BE," IN THE FUTURE, DO YOU THINK EVERY ABLE-BODIED YOUNG MAN SHOULD BE REQUIRED TO TAKE MILITARY OR NAVAL TRAINING FOR ONE YEAR?"
986,S234BE.Qii1,S234BE," ""TOO MANY ARMY RULES AND REGULATIONS ARE UNNECESSARY"""
987,S234BE.Qii2,S234BE," ""PROMOTION IN THE ARMY IS BASED ON WHO YOU KNOW AND NOT WHAT YOU KNOW"""
988,S234BE.Qii3,S234BE," ""IT IS WRONG FOR A SOLDIER TO 'GOLDBRICK' IF IT MAKES MORE WORK FOR THE REST OF THE MEN"""
989,S234BE.Qii4,S234BE," ""THE LONGER A MAN STAYS IN THE FIGHTING, THE BETTER HE BECOMES AS A COMBAT SOLDIER"""
990,S234BE.Qii5,S234BE," ""IT IS ALL RIGHT FOR A SOLDIER TO BREAK ARMY RULES AND REGULATIONS IF HE DOESN'T GET CAUGHT"""
991,S234BE.Qii6,S234BE," ""ON THE WHOLE, I THINK THE ARMY HAS HELPED ME MORE THAN IT HAS HURT ME"""
992,S234BE.Qii7,S234BE," ""THE AIR FORCE HAS RECEIVED TOO GREAT A SHARE OF CREDIT FROM THE PUBLIC"""
993,S234BE.Qii8,S234BE," ""THERE IS TOO MUCH FAVORITISM AND POLITICS IN THE ARMY"""
994,S234BE.Qii9,S234BE," ""TOO MUCH TIME IS WASTED IN THE ARMY, WAITING AROUND AND DOING NOTHING"""
995,S234BE.Qii10,S234BE," ""THE ARMY WOULD BE A LOT BETTER IF OFFICERS AND ENLISTED MEN WERE MORE FRIENDLY WITH EACH OTHER"""
996,S234BE.Qii11,S234BE," ""DISCIPLINE IN THE ARMY IS TOO STRICT AND A LOT OF IT IS UNNECESSARY"""
997,S234BE.Qii12,S234BE," ""THE ARMY SHOULD HOLD MORE MILITARY PARADES AND CEREMONIES"""
998,S234BE.Qii13,S234BE," ""ON THE WHOLE, THE ARMY HAS NOT AWARDED DECORATIONS FAIRLY"""
999,S234BE.Qii14,S234BE," ""MILITARY COURTESY BUILDS UP A SOLDIER'S RESPECT FOR HIS OFFICERS"""
1000,S234BE.Qii15,S234BE," ""THE LONGER A MAN HAS BEEN IN COMBAT, THE MORE PRIDE HE HAS IN HIS OUTFIT"""
1001,S234BE.Qii16,S234BE," ""FEW OFFICERS TAKE UNFAIR ADVANTAGE OF THEIR RANK AND PRIVILEGES"""
1002,S234BE.Qii17,S234BE," ""MOST SOLDIERS DO NOT LOSE RESPECT FOR A MAN WHO IS ALWAYS BUCKING FOR PROMOTION"""
1003,S234BE.Qii18,S234BE," ""SOLDIERS SHOULD NOT BE GIVEN UNNECESSARY WORK TO DO, EVEN IF THEY HAVE NOTHING ELSE TO DO"""
1004,S234BE.Qii19,S234BE," ""TRAINING IN MILITARY COURTESY IS OF LITTLE USE TO A COMBAT SOLDIER"""
1005,S234BE.Qii20,S234BE," ""AN ENLISTED MAN IS USUALLY MORE CONCERNED WITH WHAT THE OTHER ENLISTED MEN IN HIS OUTFIT THINK OF HIM THAN WITH WHAT HIS OFFICERS THINK"""
1006,S234BE.Qii21,S234BE," ""YOU CAN TRUST THE ARMY TO KEEP A PROMISE"""
1007,S234BE.Qii22,S234BE," ""THE ARMY IS NOT TOO UNDEMOCRATIC"""
1008,S234BE.Qii23,S234BE," ""MOST MP'S TREAT SOLDIERS FAIRLY"""
1009,S234BE.Qii24,S234BE," ""I'D RATHER HAVE A LOUSY JOB IN A GOOD OUTFIT THAN A GOOD JOB IN A LOUSY OUTFIT"""
1010,S234BE.Qii25,S234BE," ""THE ARMY PLACES TOO MUCH IMPORTANCE ON 'SPIT AND POLISH'"""
1011,S234BE.Qii26,S234BE," ""MY EXPERIENCES IN THE ARMY HAVE PUT ME IN BETTER HEALTH"""
1012,S234BE.Qii27,S234BE," ""MY EXPERIENCES IN THE ARMY HAVE GIVEN ME A LOT OF GOOD HABITS"""
