,CARD,DECK,BALLOT,S157O.FORM,S157O.Q1,S157O.Q2,S157O.Q3,S157O.Q4,S157O.Q5,S157O.Q6,S157O.Q7,S157O.Q8,S157O.Q9,S157O.Q10,S157O.Q11,S157O.Q12,S157O.Q13,S157O.Q14,S157O.Q15,S157O.Q16,S157O.Q17,S157O.Q18,S157O.V18,S157O.Q19,S157O.Q20,S157O.Q21,S157O.Q22,S157O.Q23,S157O.Q24A,S157O.Q24B.1,S157O.Q24B.2,S157O.Q25,S157O.Q26,S157O.Q27A,S157O.Q27B.1,S157O.Q27B.2,S157O.Q28,S157O.Q29,S157O.Q30A,S157O.Q30B,S157O.Q31,S157O.Q32,S157O.Q33,S157O.Q34,S157O.Q35,S157O.Q36,S157O.Q37,S157O.Q38,S157O.Q39.n,S157O.Q40A.n,S157O.Q40B,S157O.Q41,S157O.Q42,S157O.Q43,S157O.Q44,S157O.Q45,S157O.Q46,S157O.Q47,S157O.Q48,S157O.Q49,S157O.Q50,S157O.Q51A.n,S157O.Q51B,CARD..1,DECK..1,BALLOT..1,FORM..1,S157O.Q52,S157O.Q53,S157O.Q54,S157O.Q55,S157O.Q56,S157O.Q57,S157O.Q58,S157O.Q59A,S157O.Q59B,S157O.Q60A,S157O.Q60B,S157O.Q60C,S157O.Q60D,S157O.Q60E,S157O.Q60F,S157O.Q60G,S157O.Q60H,S157O.V61,S157O.V62,S157O.V63,S157O.V64,S157O.V65,S157O.V66,S157O.V67,S157O.V68,S157O.V69,S157O.V70,S157O.V71
1231,1.0,157.0,1232.0,2.0,2.0,6.0,5.0,2.0,4.0,1.0,7.0,5.0,4.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,13.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,1.0,,,3.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,157.0,1232.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,3.0,30.0,67.0
1232,1.0,157.0,1233.0,2.0,2.0,9.0,5.0,2.0,1.0,1.0,6.0,5.0,4.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,1.0,13.0,4.0,5.0,1.0,0.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,,,1.0,1.0,6.0,4.0,4.0,3.0,1.0,4.0,1.0,2.0,1.0,,4.0,2.0,157.0,1233.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,15.0,4.0,4.0,1.0,3.0,30.0,29.0
1233,1.0,157.0,1234.0,2.0,2.0,7.0,4.0,2.0,4.0,1.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,2.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,,,4.0,4.0,6.0,6.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,,8.0,2.0,157.0,1234.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,76.0
1234,1.0,157.0,1235.0,2.0,2.0,7.0,4.0,2.0,4.0,1.0,6.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,6.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,,,3.0,5.0,6.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,6.0,2.0,157.0,1235.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,42.0
1235,1.0,157.0,1236.0,2.0,1.0,5.0,5.0,2.0,4.0,1.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,2.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,6.0,1.0,,,1.0,4.0,6.0,6.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,,5.0,2.0,157.0,1236.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,64.0
1236,1.0,157.0,1237.0,2.0,2.0,7.0,3.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,1.0,13.0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,,,5.0,4.0,6.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,,1.0,2.0,157.0,1237.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,24.0
1237,1.0,157.0,1238.0,2.0,2.0,6.0,5.0,1.0,5.0,3.0,6.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,13.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,,,3.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,,2.0,2.0,157.0,1238.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,75.0
1238,1.0,157.0,1239.0,2.0,2.0,6.0,5.0,1.0,5.0,3.0,6.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,3.0,6.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,,,2.0,1.0,6.0,6.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,,2.0,2.0,157.0,1239.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,66.0
1239,1.0,157.0,1240.0,2.0,2.0,8.0,2.0,1.0,5.0,3.0,5.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,1.0,13.0,1.0,5.0,1.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,6.0,1.0,,,1.0,2.0,6.0,6.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,,3.0,2.0,157.0,1240.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,43.0
1240,1.0,157.0,1241.0,2.0,2.0,7.0,5.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,13.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,5.0,2.0,6.0,1.0,,,3.0,0.0,4.0,6.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,,3.0,2.0,157.0,1241.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,73.0
1241,1.0,157.0,1242.0,2.0,2.0,7.0,3.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,8.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,,,3.0,5.0,0.0,4.0,4.0,2.0,1.0,0.0,2.0,2.0,2.0,,4.0,2.0,157.0,1242.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,39.0
1242,1.0,157.0,1243.0,2.0,2.0,7.0,3.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,2.0,13.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,,,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,,4.0,2.0,157.0,1243.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,26.0
1243,1.0,157.0,1244.0,2.0,2.0,7.0,4.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,2.0,13.0,2.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,,,4.0,1.0,6.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,4.0,2.0,157.0,1244.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,47.0
1244,1.0,157.0,1245.0,2.0,1.0,7.0,7.0,1.0,5.0,3.0,5.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,1.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,1.0,,,3.0,4.0,6.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,,4.0,2.0,157.0,1245.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,7.0
1245,1.0,157.0,1246.0,2.0,2.0,5.0,4.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,13.0,13.0,2.0,5.0,1.0,0.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,,,1.0,3.0,6.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,,4.0,2.0,157.0,1246.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,14.0
1246,1.0,157.0,1247.0,2.0,2.0,5.0,3.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,4.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,,,2.0,3.0,6.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,,4.0,2.0,157.0,1247.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,51.0
1247,1.0,157.0,1248.0,2.0,2.0,7.0,3.0,1.0,5.0,3.0,6.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,1.0,13.0,2.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,,,2.0,6.0,6.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,,4.0,2.0,157.0,1248.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,3.0,30.0,21.0
1248,1.0,157.0,1249.0,2.0,2.0,6.0,4.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,2.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,6.0,2.0,,,2.0,4.0,6.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,,4.0,2.0,157.0,1249.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,10.0,58.0,13.0
1249,1.0,157.0,1250.0,2.0,2.0,7.0,5.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,1.0,13.0,1.0,5.0,1.0,0.0,1.0,4.0,2.0,2.0,2.0,4.0,6.0,3.0,,,4.0,4.0,6.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,4.0,2.0,157.0,1250.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,62.0
1250,1.0,157.0,1251.0,2.0,2.0,7.0,5.0,1.0,5.0,3.0,6.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,1.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,6.0,2.0,,,4.0,4.0,6.0,6.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,,4.0,2.0,157.0,1251.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,8.0
1251,1.0,157.0,1252.0,2.0,2.0,7.0,5.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,13.0,13.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,,,3.0,1.0,6.0,5.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,,5.0,2.0,157.0,1252.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,38.0
1252,1.0,157.0,1253.0,2.0,2.0,7.0,4.0,1.0,5.0,3.0,7.0,5.0,4.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,2.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,1.0,,,3.0,5.0,6.0,4.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,,5.0,2.0,157.0,1253.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,69.0
1253,1.0,157.0,1254.0,2.0,2.0,6.0,3.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,2.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,1.0,,,2.0,3.0,6.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,,6.0,2.0,157.0,1254.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,26.0
1254,1.0,157.0,1255.0,2.0,3.0,7.0,8.0,4.0,4.0,3.0,7.0,5.0,6.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,9.0,14.0,12.0,9.0,5.0,1.0,0.0,2.0,3.0,2.0,4.0,3.0,3.0,6.0,2.0,,,3.0,1.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,,7.0,2.0,157.0,1255.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,4.0
1255,1.0,157.0,1256.0,2.0,2.0,6.0,4.0,1.0,5.0,3.0,6.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,13.0,13.0,1.0,5.0,1.0,0.0,1.0,2.0,2.0,3.0,5.0,2.0,6.0,1.0,,,3.0,4.0,6.0,6.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,,7.0,2.0,157.0,1256.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,3.0,30.0,45.0
1256,1.0,157.0,1257.0,2.0,2.0,7.0,4.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,13.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,,,3.0,3.0,6.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,8.0,2.0,157.0,1257.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,42.0
1257,1.0,157.0,1258.0,2.0,2.0,7.0,4.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,1.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,2.0,,,3.0,5.0,6.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,,8.0,2.0,157.0,1258.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,56.0
1258,1.0,157.0,1259.0,2.0,2.0,7.0,4.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,1.0,13.0,1.0,5.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,,,3.0,5.0,5.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,,8.0,2.0,157.0,1259.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,15.0,4.0,4.0,1.0,3.0,30.0,6.0
1259,1.0,157.0,1260.0,2.0,2.0,6.0,5.0,1.0,5.0,3.0,6.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,4.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,,,2.0,5.0,6.0,6.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,,8.0,2.0,157.0,1260.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,22.0
1260,1.0,157.0,1261.0,2.0,2.0,7.0,3.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,2.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,,,3.0,4.0,6.0,4.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,,9.0,2.0,157.0,1261.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,2.0,48.0,52.0
1261,1.0,157.0,1262.0,2.0,2.0,7.0,3.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,12.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,,,2.0,4.0,6.0,6.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,,9.0,2.0,157.0,1262.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,3.0,30.0,40.0
1262,1.0,157.0,1263.0,2.0,1.0,6.0,4.0,1.0,5.0,3.0,6.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,4.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,,,4.0,2.0,6.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,,9.0,2.0,157.0,1263.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,4.0,31.0,31.0
1263,1.0,157.0,1264.0,2.0,1.0,7.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,2.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,3.0,1.0,,11.0,2.0,157.0,1264.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,3.0,30.0,14.0
1264,1.0,157.0,1265.0,2.0,2.0,6.0,7.0,2.0,4.0,2.0,5.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,1.0,2.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,3.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,,11.0,2.0,157.0,1265.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,3.0,30.0,34.0
1265,1.0,157.0,1266.0,2.0,1.0,6.0,5.0,1.0,5.0,3.0,6.0,5.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,2.0,99.0,99.0,9.0,9.0,99.0,9.0,15.0,14.0,9.0,9.0,2.0,4.0,13.0,1.0,5.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,,,2.0,4.0,6.0,6.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,,10.0,2.0,157.0,1266.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,4.0,4.0,1.0,10.0,58.0,8.0
