,CARD,DECK,BALLOT,S159.Q1,S159.Q2,S159.Q3.x,S159.Q5,S159.Q6,S159.Q7,S159.Q8,S159.Q9,S159.Q10,S159.Q11,S159.Q12,S159.Q13,S159.Q14A,S159.Q14B,S159.Q14C,S159.Q15A.1,S159.Q15A.2,S159.Q15A.3,S159.Q15A.4,S159.Q15A.5,S159.Q15A.6,S159.Q15A.7,S159.Q15A.8,S159.V15A1,S159.Q15B,S159.Q15C,S159.Q16,S159.Q17,S159.Q18,S159.Q19,S159.Q20,S159.Q21,S159.Q22,S159.Q23,S159.Q24,S159.Q25A,S159.Q25B,S159.Q25C,S159.Q26,S159.Q27,S159.Q28,S159.Q29A,S159.Q29B,S159.Q30,S159.Q31,S159.Q32,S159.Q33,S159.Q34,S159.Q35,S159.Q36,S159.Q37,S159.Q38,S159.Q39,S159.Q40,S159.Q41,S159.Q42,S159.Q43,S159.Q44,S159.Q45,S159.Q46,S159.Q47,S159.Q48,CARD..1,DECK..1,BALLOT..1,S159.Q49,S159.Q50,S159.Q51,S159.Q52A,S159.Q52B,S159.Q52C,S159.Q52D,S159.Q52E,S159.Q52F,S159.Q53,S159.Q54,S159.Q55,S159.Q56.n,S159.Q57.n,S159.Q57A.n,S159.Q57B.n,S159.V58,S159.V59,S159.V60,S159.V61,S159.V62,S159.V63
917,1.0,159.0,918.0,6.0,5.0,6.0,2.0,7.0,4.0,5.0,1.0,4.0,5.0,10.0,3.0,6.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,1.0,1.0,4.0,1.0,3.0,3.0,8.0,7.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,7.0,8.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,159.0,918.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,,,,,0.0,1.0,6.0,2.0,3.0,0.0
918,1.0,159.0,919.0,1.0,11.0,6.0,5.0,4.0,7.0,5.0,1.0,5.0,5.0,10.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,4.0,3.0,2.0,2.0,3.0,5.0,3.0,1.0,8.0,2.0,2.0,159.0,919.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,1.0,,,,,0.0,0.0,5.0,0.0,3.0,0.0
919,1.0,159.0,920.0,2.0,5.0,6.0,2.0,5.0,6.0,5.0,5.0,5.0,5.0,10.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,7.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,2.0,9.0,3.0,2.0,159.0,920.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,,0.0,1.0,8.0,0.0,4.0,0.0
920,1.0,159.0,921.0,1.0,11.0,5.0,2.0,5.0,2.0,5.0,1.0,2.0,1.0,10.0,3.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,9.0,10.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,159.0,921.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,,,,,2.0,3.0,5.0,0.0,4.0,0.0
921,1.0,159.0,922.0,4.0,10.0,1.0,1.0,8.0,7.0,5.0,1.0,6.0,5.0,10.0,3.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,9.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,6.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,7.0,7.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,11.0,3.0,2.0,159.0,922.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,,,,,4.0,5.0,5.0,0.0,2.0,0.0
922,1.0,159.0,923.0,8.0,5.0,1.0,1.0,6.0,2.0,6.0,1.0,1.0,5.0,10.0,3.0,11.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,5.0,9.0,1.0,3.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,7.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,7.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,159.0,923.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,4.0,3.0,4.0,0.0,2.0,0.0
923,1.0,159.0,924.0,8.0,11.0,1.0,1.0,5.0,7.0,6.0,1.0,6.0,5.0,16.0,3.0,10.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,6.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,8.0,7.0,5.0,0.0,0.0,0.0,3.0,2.0,3.0,8.0,1.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,159.0,924.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,0.0,0.0,7.0,0.0,5.0,0.0
924,1.0,159.0,925.0,4.0,3.0,1.0,1.0,6.0,2.0,5.0,1.0,5.0,5.0,10.0,3.0,6.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,8.0,7.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,8.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,6.0,2.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,159.0,925.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,4.0,2.0,3.0,0.0,3.0,0.0
925,1.0,159.0,926.0,2.0,1.0,1.0,1.0,6.0,2.0,4.0,5.0,4.0,5.0,10.0,3.0,0.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,8.0,5.0,3.0,3.0,7.0,2.0,3.0,2.0,8.0,7.0,5.0,0.0,0.0,0.0,2.0,4.0,2.0,7.0,1.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,7.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,159.0,926.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,,,,,3.0,5.0,5.0,0.0,5.0,0.0
926,1.0,159.0,927.0,4.0,1.0,1.0,1.0,6.0,2.0,3.0,5.0,6.0,5.0,10.0,3.0,6.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,9.0,1.0,2.0,5.0,1.0,3.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,7.0,1.0,6.0,5.0,2.0,2.0,3.0,3.0,3.0,7.0,8.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,159.0,927.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,1.0,3.0,5.0,0.0,4.0,0.0
927,1.0,159.0,928.0,2.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,2.0,5.0,10.0,3.0,7.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,7.0,8.0,9.0,2.0,3.0,7.0,1.0,2.0,4.0,1.0,8.0,5.0,5.0,0.0,1.0,2.0,4.0,2.0,7.0,1.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,8.0,8.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,10.0,2.0,2.0,159.0,928.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,,,,,3.0,0.0,2.0,0.0,4.0,0.0
928,1.0,159.0,929.0,2.0,6.0,1.0,1.0,6.0,3.0,6.0,2.0,5.0,5.0,10.0,3.0,6.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,8.0,9.0,1.0,3.0,5.0,2.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,6.0,1.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,11.0,3.0,2.0,159.0,929.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,,,,,1.0,4.0,1.0,0.0,3.0,0.0
929,1.0,159.0,930.0,1.0,4.0,1.0,1.0,7.0,4.0,4.0,2.0,6.0,5.0,10.0,3.0,6.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,9.0,6.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,6.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,159.0,930.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,4.0,3.0,3.0,0.0,5.0,0.0
930,1.0,159.0,931.0,4.0,3.0,1.0,1.0,5.0,3.0,5.0,2.0,6.0,2.0,10.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,5.0,2.0,1.0,3.0,1.0,3.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,7.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,1.0,4.0,3.0,2.0,159.0,931.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,,,,0.0,2.0,8.0,0.0,5.0,0.0
931,1.0,159.0,932.0,4.0,7.0,1.0,1.0,5.0,6.0,6.0,2.0,4.0,4.0,10.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,6.0,9.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,8.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,159.0,932.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,,,,,0.0,3.0,6.0,0.0,4.0,0.0
932,1.0,159.0,933.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,5.0,4.0,5.0,10.0,3.0,6.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,3.0,3.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,5.0,1.0,4.0,3.0,3.0,3.0,2.0,7.0,7.0,4.0,2.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,159.0,933.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,,,,,1.0,5.0,1.0,0.0,4.0,0.0
933,1.0,159.0,934.0,1.0,10.0,1.0,1.0,5.0,7.0,6.0,1.0,6.0,5.0,10.0,3.0,11.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,10.0,0.0,0.0,3.0,3.0,7.0,3.0,3.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,6.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,7.0,8.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,159.0,934.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,,,,,5.0,3.0,4.0,0.0,3.0,0.0
934,1.0,159.0,935.0,2.0,3.0,1.0,1.0,6.0,2.0,5.0,2.0,6.0,5.0,10.0,3.0,7.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,1.0,2.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,11.0,3.0,2.0,159.0,935.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,6.0,1.0,0.0,5.0,0.0
935,1.0,159.0,936.0,1.0,2.0,1.0,1.0,6.0,1.0,4.0,5.0,6.0,5.0,10.0,3.0,6.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,2.0,7.0,8.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,159.0,936.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,,,,,1.0,0.0,7.0,0.0,5.0,0.0
936,1.0,159.0,937.0,4.0,4.0,1.0,1.0,6.0,2.0,5.0,2.0,6.0,3.0,10.0,3.0,10.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,0.0,0.0,3.0,1.0,3.0,4.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,7.0,8.0,2.0,2.0,1.0,2.0,3.0,5.0,3.0,2.0,10.0,3.0,2.0,159.0,937.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,2.0,4.0,1.0,0.0,3.0,0.0
937,1.0,159.0,938.0,2.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,6.0,5.0,10.0,3.0,3.0,0.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,7.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,8.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,159.0,938.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,2.0,3.0,5.0,2.0,5.0,0.0
938,1.0,159.0,939.0,2.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,5.0,1.0,10.0,3.0,11.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,0.0,0.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,6.0,1.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,8.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,2.0,159.0,939.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,6.0,0.0,4.0,0.0
939,1.0,159.0,940.0,1.0,4.0,5.0,3.0,5.0,5.0,6.0,2.0,6.0,5.0,10.0,3.0,6.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,0.0,0.0,2.0,1.0,9.0,3.0,3.0,2.0,4.0,3.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,11.0,3.0,2.0,159.0,940.0,5.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,4.0,5.0,1.0,0.0,4.0,0.0
940,1.0,159.0,941.0,2.0,3.0,1.0,1.0,5.0,2.0,6.0,5.0,6.0,5.0,10.0,3.0,5.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,7.0,8.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,159.0,941.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,5.0,2.0,0.0,5.0,0.0
941,1.0,159.0,942.0,2.0,2.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0,4.0,9.0,1.0,1.0,4.0,1.0,1.0,4.0,8.0,7.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,159.0,942.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,6.0,1.0,7.0,3.0,1.0,98.0
942,1.0,159.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,159.0,943.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,4.0,1.0,8.0,3.0,9.0,98.0
943,1.0,159.0,944.0,9.0,6.0,6.0,2.0,6.0,4.0,5.0,1.0,1.0,5.0,4.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,3.0,9.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,5.0,1.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,5.0,7.0,3.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,8.0,3.0,2.0,159.0,944.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,,,,,0.0,3.0,5.0,3.0,4.0,98.0
944,1.0,159.0,945.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,7.0,4.0,9.0,3.0,3.0,7.0,1.0,2.0,3.0,8.0,7.0,5.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,4.0,7.0,2.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,5.0,3.0,2.0,159.0,945.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,,,,,6.0,1.0,6.0,4.0,5.0,98.0
945,1.0,159.0,946.0,1.0,7.0,1.0,1.0,5.0,2.0,8.0,3.0,6.0,5.0,4.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,159.0,946.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,4.0,0.0,6.0,7.0,5.0,98.0
946,1.0,159.0,947.0,2.0,5.0,3.0,2.0,7.0,4.0,3.0,1.0,1.0,5.0,13.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,11.0,5.0,9.0,1.0,1.0,4.0,1.0,1.0,3.0,8.0,7.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,2.0,7.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,159.0,947.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,6.0,3.0,3.0,2.0,4.0,90.0
947,1.0,159.0,948.0,4.0,10.0,1.0,1.0,2.0,7.0,6.0,1.0,1.0,5.0,16.0,2.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,11.0,6.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,159.0,948.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,,6.0,5.0,5.0,2.0,3.0,30.0
948,1.0,159.0,949.0,1.0,10.0,5.0,4.0,7.0,7.0,3.0,1.0,3.0,5.0,3.0,2.0,11.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,11.0,6.0,9.0,1.0,1.0,4.0,1.0,0.0,3.0,8.0,7.0,3.0,2.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,159.0,949.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,6.0,3.0,2.0,2.0,5.0,90.0
949,1.0,159.0,950.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,159.0,950.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,5.0,1.0,8.0,0.0,9.0,98.0
950,1.0,159.0,951.0,2.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,8.0,7.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,0.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,159.0,951.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,6.0,3.0,8.0,7.0,2.0,98.0
951,1.0,159.0,952.0,2.0,7.0,6.0,2.0,4.0,7.0,8.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,8.0,7.0,5.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,1.0,7.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,9.0,3.0,2.0,159.0,952.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,,,,,6.0,3.0,3.0,0.0,3.0,98.0
952,1.0,159.0,953.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,4.0,8.0,1.0,1.0,4.0,1.0,1.0,3.0,8.0,7.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,1.0,7.0,7.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,159.0,953.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,6.0,1.0,8.0,0.0,9.0,98.0
953,1.0,159.0,954.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,2.0,6.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,9.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,7.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,1.0,1.0,3.0,0.0,0.0,7.0,0.0,2.0,3.0,0.0,2.0,159.0,954.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,3.0,0.0,8.0,0.0,9.0,98.0
954,1.0,159.0,955.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,5.0,4.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,11.0,3.0,9.0,1.0,1.0,4.0,0.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,5.0,3.0,2.0,4.0,3.0,2.0,159.0,955.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,6.0,2.0,4.0,2.0,4.0,98.0
