CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22A.,Q.22B.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48A.,Q.48B.,Q.48B..1,Q.49.,Q.50.,V.51.,V.52.
1,186,597,4,6,2,7,6,5,14,3,1,4,5,1,2,1,6,1,2,3,2,3,1,1,2,1,2,1,4,1,3,4,2,3,3,3,2,2,2,2,1,2,2,1,2,2,7,1,2,2,8,99,0,0,7,21
1,186,598,4,6,2,1,6,5,12,3,2,2,3,2,1,1,2,1,2,4,1,2,1,1,2,2,2,1,2,2,3,4,1,3,2,3,2,1,2,1,2,2,2,1,9,9,6,3,2,2,5,99,2,2,7,34
1,186,599,4,6,2,2,6,6,10,3,1,5,7,2,2,2,4,1,3,4,2,3,2,3,2,1,3,1,3,2,0,2,1,3,2,3,1,1,2,2,3,1,3,1,9,9,6,5,1,2,3,99,3,2,10,18
1,186,600,4,6,1,8,6,6,10,3,2,3,4,1,2,2,4,1,2,3,1,2,1,1,1,2,1,1,2,2,2,4,1,4,1,3,2,1,2,2,2,1,2,1,9,9,7,1,1,2,2,99,3,2,9,70
1,186,601,4,6,1,5,6,6,10,3,1,5,6,1,1,2,2,2,2,4,1,2,1,1,1,1,3,1,3,1,3,4,2,1,2,2,9,1,2,1,3,2,2,1,9,9,7,0,1,2,0,99,3,3,3,36
1,186,602,4,6,1,4,6,6,10,3,2,4,5,2,2,2,6,1,2,3,2,2,1,1,2,1,3,1,3,1,3,4,2,2,2,2,6,1,2,1,3,2,3,1,9,9,8,7,1,2,2,99,4,2,3,23
1,186,603,4,6,2,9,6,6,10,3,2,3,3,2,2,1,2,1,2,3,1,3,1,1,1,3,3,1,3,4,3,4,2,2,1,3,9,1,2,1,2,2,2,1,9,9,9,1,1,2,8,99,3,3,3,17
1,186,604,4,4,1,2,6,6,10,2,2,3,4,2,2,1,2,2,1,3,3,2,1,1,1,1,1,2,3,1,3,4,2,1,1,3,2,2,2,1,3,1,2,1,9,9,10,5,1,2,2,99,3,1,3,31
1,186,605,4,6,1,2,6,5,5,3,2,3,4,2,1,2,4,1,2,4,2,2,1,1,2,2,2,1,3,3,2,3,2,2,2,3,9,1,2,1,2,2,2,1,9,9,5,2,1,2,0,99,6,2,6,3
1,186,606,4,6,1,7,6,5,10,2,2,4,5,2,2,1,2,2,3,4,1,3,1,1,2,1,1,1,3,1,4,4,2,1,1,2,9,1,2,1,3,2,2,1,9,9,5,6,1,2,0,99,3,3,3,25
1,186,607,4,6,2,3,6,5,5,3,1,5,9,3,1,3,2,1,3,2,3,2,1,1,2,3,1,1,2,2,2,3,2,2,3,2,9,2,3,2,3,2,1,1,9,9,7,4,1,2,5,99,3,2,6,54
1,186,608,3,6,2,1,6,5,10,3,1,7,8,1,1,3,2,1,3,2,2,4,1,2,2,1,1,1,3,3,3,3,2,3,1,4,1,2,2,2,2,2,2,1,9,9,9,1,1,2,3,99,4,2,7,8
1,186,609,2,6,1,3,6,6,10,2,1,3,8,2,2,2,2,1,2,3,1,3,3,1,2,1,1,1,3,2,1,2,2,1,2,2,9,1,2,2,3,2,1,1,9,9,2,1,2,2,2,99,3,1,10,60
1,186,610,2,5,1,2,6,5,5,3,2,3,5,2,2,1,9,2,2,2,1,3,2,2,2,1,2,2,3,2,2,2,2,3,2,3,7,2,2,2,2,2,1,1,9,9,9,5,1,2,7,99,5,2,6,139
1,186,611,1,5,2,5,6,6,4,2,2,3,4,2,2,1,1,2,1,2,3,4,1,2,2,3,2,2,3,1,1,3,1,1,1,2,9,3,1,1,2,0,1,1,9,9,1,3,0,5,99,99,0,0,14,135
1,186,612,2,5,1,9,6,7,4,3,1,4,5,1,1,2,2,2,2,3,2,3,1,1,2,1,1,1,2,1,3,2,2,2,2,3,2,1,1,2,4,2,2,1,9,9,1,3,2,2,0,99,1,2,13,27
1,186,613,2,5,1,3,6,7,4,2,2,3,4,2,2,1,2,1,3,3,2,2,1,2,1,1,1,1,3,2,3,4,2,3,1,4,1,1,2,2,2,1,2,1,9,9,1,3,2,3,6,99,2,3,13,36
1,186,614,2,6,2,7,6,7,4,3,1,5,10,2,1,1,2,1,2,2,3,1,1,1,1,3,1,1,2,2,3,4,2,2,3,2,2,1,2,2,3,2,2,1,9,9,1,3,2,4,99,7,1,3,12,151
1,186,615,2,6,2,4,6,7,4,3,1,7,7,1,1,2,6,1,2,1,3,4,1,2,2,2,2,1,2,2,1,2,1,3,1,3,2,2,2,1,2,2,1,1,9,9,1,3,2,4,99,1,2,3,12,108
1,186,616,2,4,2,9,6,8,4,3,1,5,6,2,1,1,2,1,1,3,2,2,1,1,2,2,1,1,3,2,2,3,2,2,1,4,1,1,2,1,2,2,3,1,9,9,1,3,2,3,6,99,2,2,13,109
1,186,617,2,5,1,4,6,8,4,3,2,3,3,2,1,2,6,1,2,2,3,4,1,3,2,0,2,1,2,1,3,4,1,3,1,3,1,1,2,2,3,2,3,1,9,9,1,3,2,3,0,99,1,2,13,52
1,186,618,2,4,1,9,6,7,4,3,1,4,6,2,1,1,2,3,2,4,1,2,1,1,1,1,3,1,1,2,3,4,2,3,1,3,1,1,2,1,3,2,2,1,9,9,1,0,1,3,6,99,1,3,13,60
1,186,619,1,6,2,4,6,4,4,3,1,9,9,1,1,2,1,3,3,1,3,5,3,2,3,1,2,1,2,3,2,3,1,2,2,3,9,3,2,2,2,2,1,1,9,9,9,7,1,4,99,5,1,3,12,89
1,186,620,1,5,2,3,6,3,4,3,2,0,3,2,2,1,4,2,3,2,3,4,1,2,3,3,2,1,2,3,1,3,2,2,2,2,1,3,2,0,0,0,0,2,9,9,99,99,9,9,99,99,9,9,12,114
1,186,621,2,5,2,5,6,2,4,2,1,4,5,2,2,1,4,3,3,2,2,4,2,2,2,3,2,3,3,2,1,3,1,2,2,1,9,3,1,3,5,2,3,2,4,2,99,99,9,9,99,99,9,9,12,23
1,186,622,2,4,2,3,6,8,4,3,2,3,5,2,2,2,2,2,1,2,2,3,3,2,1,3,2,2,1,2,2,3,1,4,1,3,1,0,2,1,2,0,3,2,4,2,99,99,9,9,99,99,9,9,12,45
1,186,623,2,6,1,3,6,7,16,3,1,5,8,2,2,2,1,1,2,1,3,3,1,3,1,1,1,1,3,1,2,3,2,3,1,3,1,1,2,2,3,2,2,2,1,1,99,99,9,9,99,99,9,9,12,145
1,186,624,2,4,2,1,6,6,4,3,2,3,5,2,2,1,2,2,2,3,3,3,1,1,2,1,2,1,0,1,3,4,1,2,2,0,0,0,0,0,0,0,0,2,9,9,99,99,9,9,99,99,9,9,12,90
1,186,625,2,5,2,6,6,6,4,3,2,3,4,1,2,1,2,1,1,4,2,3,1,2,1,3,3,1,1,3,3,4,2,1,2,4,9,2,2,2,3,2,2,2,4,1,99,99,9,9,99,99,9,9,12,47
1,186,626,2,4,1,2,6,6,4,2,2,3,5,1,2,1,2,1,1,4,3,4,3,2,2,2,2,1,2,2,2,3,1,3,2,4,2,1,2,1,2,1,1,2,4,3,99,99,9,9,99,99,9,9,12,146
1,186,627,1,4,2,3,6,6,4,3,2,3,5,2,2,2,2,1,2,2,2,3,3,2,1,1,3,1,3,1,3,4,1,3,1,4,2,1,2,2,3,1,3,2,2,2,99,99,9,9,99,99,9,9,12,153
1,186,628,4,6,2,3,6,2,4,2,2,5,9,2,2,2,2,1,4,4,1,2,1,1,2,3,2,1,3,1,3,3,2,4,2,3,2,1,1,1,3,2,2,2,3,3,99,99,9,9,99,99,9,9,12,0
1,186,629,4,6,2,2,6,4,4,3,1,5,10,1,2,2,9,1,2,2,3,4,1,3,2,2,3,1,2,1,3,3,2,1,3,2,9,3,2,1,2,2,3,2,2,1,99,99,9,9,99,99,9,9,12,6
1,186,630,3,5,1,1,6,4,4,3,2,2,3,2,2,2,2,1,3,1,2,4,1,2,2,3,2,1,1,1,3,2,1,3,2,2,4,2,2,3,3,1,3,2,4,6,99,99,9,9,99,99,9,9,12,55
1,186,631,3,5,2,7,6,4,4,1,2,2,3,2,2,2,2,2,1,1,2,4,1,2,2,3,2,2,2,1,1,2,1,3,1,3,2,1,2,0,0,0,0,2,9,9,99,99,9,9,99,99,9,9,12,99
1,186,632,3,6,1,2,6,4,4,2,2,2,3,3,2,2,2,1,2,2,2,2,1,3,2,3,2,2,2,3,3,3,2,5,2,3,1,3,2,2,3,1,1,2,4,2,99,99,9,9,99,99,9,9,12,82
1,186,633,4,6,2,1,6,5,4,2,2,3,4,1,1,1,2,1,3,3,2,1,1,1,1,1,1,1,0,1,3,4,1,2,1,2,9,1,2,1,4,1,3,2,2,3,99,99,9,9,99,99,9,9,12,54
1,186,634,4,5,1,1,6,5,4,3,2,3,3,1,1,2,6,1,3,2,2,3,1,3,2,2,3,1,2,2,3,3,1,4,1,4,1,1,2,2,3,2,2,2,2,3,99,99,9,9,99,99,9,9,12,68
1,186,635,4,6,2,4,6,5,4,3,1,5,7,2,1,2,2,1,2,4,1,2,1,1,2,3,1,2,3,2,4,4,1,3,1,2,1,1,2,1,2,2,3,2,2,1,99,99,9,9,99,99,9,9,12,160
1,186,636,4,4,2,4,6,5,5,2,1,8,9,1,1,2,6,1,2,4,1,2,1,1,1,2,1,1,3,1,2,2,2,1,2,3,1,3,2,2,3,2,3,2,1,2,99,99,9,9,99,99,9,9,12,124
1,186,637,3,6,1,2,6,5,4,3,1,4,4,1,1,2,1,1,2,3,1,3,1,3,2,1,1,1,3,2,3,4,2,2,1,4,9,1,2,1,3,2,3,2,2,1,99,99,9,9,99,99,9,9,12,46
1,186,638,3,6,2,5,6,5,4,3,2,3,4,2,2,1,2,3,2,4,1,3,1,1,2,3,3,3,1,2,3,3,2,1,3,3,9,1,2,2,4,2,2,2,3,1,99,99,9,9,99,99,9,9,14,95
1,186,639,3,5,2,1,6,5,4,3,2,3,5,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,3,2,3,4,2,3,2,2,4,1,2,2,3,2,2,2,2,2,99,99,9,9,99,99,9,9,12,128
1,186,640,3,6,1,2,6,5,4,3,1,6,7,1,1,2,2,3,3,3,2,3,1,3,2,0,2,3,2,2,3,4,1,3,2,2,1,1,2,2,3,2,3,2,2,1,99,99,9,9,99,99,9,9,12,129
1,186,641,3,4,2,2,6,5,4,3,2,2,4,2,1,2,9,1,3,1,2,3,1,2,2,2,2,1,2,2,2,3,2,2,1,4,1,2,2,1,2,1,3,2,2,2,99,99,9,9,99,99,9,9,12,138
1,186,642,3,3,2,7,6,5,4,2,2,3,3,2,2,1,2,2,2,4,2,3,1,2,2,3,2,1,2,2,1,2,2,1,1,4,1,1,2,1,2,2,1,2,4,6,99,99,9,9,99,99,9,9,12,77
1,186,643,3,5,1,4,6,8,4,3,2,3,4,2,1,2,2,2,1,1,3,2,3,3,1,3,2,2,2,2,1,3,2,2,1,3,1,3,2,1,3,1,1,2,4,2,99,99,9,9,99,99,9,9,12,119
1,186,644,4,5,1,1,6,7,4,3,2,3,4,1,0,1,2,1,2,2,2,3,1,0,1,2,3,2,2,1,3,4,2,3,1,3,1,1,2,2,3,1,1,2,4,1,99,99,9,9,99,99,9,9,12,69
1,186,645,4,5,2,2,6,7,0,2,2,2,3,2,2,2,2,1,2,1,3,4,1,3,3,1,2,1,1,2,2,4,2,3,1,3,9,3,2,2,1,1,3,2,4,2,99,99,9,9,99,99,9,9,12,22
1,186,646,4,5,2,2,6,7,4,3,1,5,9,0,2,3,1,2,3,1,1,3,1,1,3,2,2,1,2,3,3,4,2,3,4,1,2,2,3,1,5,2,2,2,1,2,99,99,9,9,99,99,9,9,12,35
1,186,647,4,6,1,7,6,6,4,3,2,3,3,1,1,2,2,1,2,1,2,4,1,2,3,1,2,1,2,2,1,4,2,1,4,4,9,3,2,3,5,2,3,2,1,9,99,99,9,9,99,99,9,9,12,65
1,186,648,4,6,1,1,6,6,4,3,1,5,7,2,1,3,2,1,2,4,1,2,1,1,1,2,2,1,3,1,3,3,2,2,1,3,1,1,2,2,2,1,2,2,2,1,99,99,9,9,99,99,9,9,14,6
1,186,649,4,6,2,1,6,6,4,2,2,3,4,2,1,1,6,1,3,3,2,3,1,1,2,2,2,1,2,2,2,3,2,2,2,2,1,1,2,2,3,2,2,2,3,3,99,99,9,9,99,99,9,9,12,74
1,186,650,4,6,2,1,6,6,4,2,2,2,4,2,2,2,9,1,3,3,3,4,1,2,2,2,2,1,3,1,2,2,2,1,1,3,1,1,2,2,2,1,1,2,4,4,99,99,9,9,99,99,9,9,12,9
1,186,651,4,6,2,2,6,6,4,3,2,3,4,2,2,2,2,1,2,2,1,2,1,1,2,3,2,3,3,2,3,3,1,4,1,4,1,1,2,2,2,1,2,2,3,2,99,99,9,9,99,99,9,9,12,158
1,186,652,3,5,2,1,5,7,10,1,1,10,10,4,2,1,2,1,3,4,2,1,1,1,1,3,2,1,3,2,3,3,2,2,4,2,9,3,2,2,4,2,3,2,4,3,99,99,9,9,99,99,9,9,4,80
1,186,653,4,5,2,2,5,8,5,3,2,3,4,1,1,2,2,1,2,1,2,3,1,2,2,3,3,2,3,2,3,4,1,4,1,4,1,2,2,2,2,1,2,2,2,3,99,99,9,9,99,99,9,9,6,119
1,186,654,3,5,2,3,5,8,10,2,2,3,3,2,1,2,2,2,1,2,2,2,1,1,1,3,1,2,3,2,3,4,1,2,2,3,1,1,2,3,2,1,2,2,2,3,99,99,9,9,99,99,9,9,6,123
1,186,655,4,5,2,9,5,7,5,2,2,4,5,1,2,2,2,1,3,3,1,1,1,1,1,3,2,1,3,2,3,4,2,3,3,2,6,1,2,1,3,1,2,2,4,3,99,99,9,9,99,99,9,9,6,76
1,186,656,4,5,2,2,5,7,10,3,2,3,3,1,2,1,2,1,2,4,1,1,1,1,1,3,3,1,3,2,2,2,1,2,1,4,9,1,2,2,3,1,2,2,2,2,99,99,9,9,99,99,9,9,9,18
1,186,657,4,5,2,4,5,7,10,2,2,3,10,2,1,2,2,3,2,3,2,3,1,1,1,3,3,1,3,2,3,3,1,4,1,4,1,1,2,2,3,1,2,2,2,2,99,99,9,9,99,99,9,9,10,44
1,186,658,4,5,1,4,5,6,5,3,2,2,3,1,2,1,6,1,2,3,1,2,1,1,1,1,1,1,3,1,3,4,2,4,2,3,1,3,2,2,3,2,2,2,2,3,99,99,9,9,99,99,9,9,6,94
1,186,659,4,5,1,1,5,6,10,3,1,5,5,2,1,1,9,3,2,4,1,2,1,1,1,0,1,3,3,1,3,4,0,0,2,4,2,1,2,1,3,2,3,2,2,3,99,99,9,9,99,99,9,9,9,31
1,186,660,4,5,1,3,5,6,10,3,2,2,4,1,1,1,9,1,1,4,1,2,1,1,1,2,3,1,3,3,3,4,2,2,1,3,2,1,2,2,3,2,3,2,2,3,99,99,9,9,99,99,9,9,9,84
1,186,661,4,5,1,3,5,6,10,2,1,4,6,3,2,2,2,3,2,2,1,3,1,1,2,1,3,1,3,3,3,4,2,3,2,3,2,1,2,2,3,2,2,2,2,3,99,99,9,9,99,99,9,9,10,32
1,186,662,4,5,1,9,5,6,10,3,2,3,5,2,1,2,2,3,1,4,1,3,1,2,2,2,3,3,2,2,3,4,2,3,1,4,1,2,2,2,3,1,2,2,2,3,99,99,9,9,99,99,9,9,10,47
1,186,663,4,5,1,2,5,6,10,3,1,5,7,1,1,2,2,1,1,4,1,1,1,1,1,1,3,1,3,2,3,4,2,2,2,2,2,1,2,2,3,2,3,2,2,2,99,99,9,9,99,99,9,9,10,50
1,186,664,4,6,2,2,5,5,10,3,0,3,5,1,2,1,2,2,3,4,2,2,1,1,2,2,1,1,2,1,1,4,2,2,2,4,2,2,2,1,3,2,2,2,2,1,99,99,9,9,99,99,9,9,7,40
1,186,665,4,6,1,6,5,5,10,3,1,5,6,2,2,1,2,1,2,4,2,1,1,1,2,1,3,1,3,1,3,4,1,3,2,2,1,1,1,1,3,1,2,2,2,2,99,99,9,9,99,99,9,9,10,45
1,186,666,4,6,2,2,5,5,10,3,1,5,3,2,1,1,2,1,2,2,1,1,1,1,1,3,3,1,3,2,3,4,2,1,2,2,6,1,1,1,3,2,2,2,2,2,99,99,9,9,99,99,9,9,4,42
1,186,667,3,6,1,2,5,5,10,2,1,4,2,1,1,1,1,1,2,2,3,2,1,1,1,1,2,1,4,1,3,4,1,5,4,2,8,2,1,4,3,2,3,2,1,1,99,99,9,9,99,99,9,9,9,23
1,186,668,4,5,2,2,5,5,14,2,2,3,5,3,1,1,2,1,2,4,2,2,1,1,1,1,1,2,4,2,3,4,2,1,1,3,1,1,2,2,2,1,2,2,2,1,99,99,9,9,99,99,9,9,7,18
1,186,669,4,5,1,3,5,4,5,3,2,3,4,1,2,1,6,2,2,3,2,3,1,1,2,2,2,1,2,2,3,4,1,3,1,2,9,3,2,1,3,1,2,2,4,3,99,99,9,9,99,99,9,9,6,162
1,186,670,3,5,2,2,5,4,5,3,1,10,5,2,1,1,6,3,3,4,1,2,1,1,2,3,1,3,1,1,3,2,1,4,2,2,5,1,2,2,3,1,2,2,2,2,99,99,9,9,99,99,9,9,6,157
1,186,671,3,5,1,2,5,4,10,2,1,6,6,2,1,1,2,1,2,4,2,2,1,1,1,1,2,1,3,1,3,3,1,4,2,3,1,1,2,1,2,2,3,2,2,3,99,99,9,9,99,99,9,9,8,18
1,186,672,3,5,1,1,5,1,5,2,1,5,7,2,1,2,2,1,2,2,1,3,1,2,2,3,1,1,3,1,3,3,2,4,0,2,9,1,1,2,4,2,2,2,4,2,99,99,9,9,99,99,9,9,6,43
1,186,673,3,5,2,4,5,7,1,2,2,3,5,2,2,1,2,2,1,3,2,4,1,2,3,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,2,1,3,2,1,2,99,99,9,9,99,99,9,9,5,13
1,186,674,3,5,2,3,5,5,10,3,1,3,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,2,3,2,2,1,1,6,1,3,8,1,2,1,5,2,2,2,2,2,99,99,9,9,99,99,9,9,2,143
1,186,675,4,5,2,3,5,5,10,2,2,3,5,2,2,1,2,1,2,2,1,2,1,1,1,3,3,1,3,1,3,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,99,99,9,9,99,99,9,9,11,52
1,186,676,4,6,2,7,5,5,10,3,1,6,7,1,1,1,2,1,2,4,1,2,1,1,1,1,1,1,1,2,3,4,1,4,1,4,1,1,2,1,2,2,3,2,2,3,99,99,9,9,99,99,9,9,11,10
1,186,677,4,6,2,2,5,5,10,2,2,2,4,1,1,2,6,1,2,4,2,2,1,1,2,1,1,3,3,1,3,4,2,4,2,4,1,1,1,1,3,1,2,2,2,1,99,99,9,9,99,99,9,9,11,43
1,186,678,3,4,2,2,5,7,10,3,0,3,5,1,1,2,1,1,2,2,2,2,1,1,1,3,2,2,3,2,1,4,2,2,1,3,1,1,2,1,3,2,3,2,4,1,99,99,9,9,99,99,9,9,2,23
1,186,679,3,4,2,9,5,6,10,3,2,4,5,2,1,2,2,1,3,2,3,1,1,1,1,1,2,1,3,3,3,4,2,3,1,3,1,2,2,2,2,1,3,2,2,1,99,99,9,9,99,99,9,9,2,124
1,186,680,3,5,2,2,5,6,10,2,2,3,10,3,2,2,11,2,1,3,2,3,1,1,2,3,3,2,3,1,1,4,1,4,2,3,9,1,2,1,4,1,1,2,2,1,99,99,9,9,99,99,9,9,2,203
1,186,681,3,5,2,4,5,6,10,2,2,2,3,1,1,1,6,2,2,4,1,3,1,1,1,1,2,1,0,2,3,4,2,4,2,2,2,1,1,4,3,2,3,2,3,1,99,99,9,9,99,99,9,9,2,118
1,186,682,3,6,2,2,5,7,10,3,1,4,8,1,1,2,2,1,2,3,2,2,1,1,1,3,2,1,3,1,3,4,1,4,2,3,1,1,2,1,2,1,2,2,3,1,99,99,9,9,99,99,9,9,2,10
1,186,683,4,6,2,2,5,7,10,3,1,0,0,0,0,2,0,1,3,2,1,2,1,1,2,1,0,1,3,2,3,2,1,0,4,2,0,1,0,1,2,1,3,2,2,2,99,99,9,9,99,99,9,9,2,26
1,186,684,3,6,2,7,5,7,10,2,1,6,7,3,0,2,2,3,2,2,2,3,1,1,1,1,1,1,3,2,3,4,1,4,1,4,1,2,3,1,2,1,0,2,2,2,99,99,9,9,99,99,9,9,2,6
1,186,685,4,6,2,4,5,6,10,3,2,3,3,2,1,2,2,1,1,4,2,3,1,1,2,3,2,2,3,1,2,2,1,3,2,3,2,2,2,1,3,1,2,2,2,1,99,99,9,9,99,99,9,9,2,178
1,186,686,4,6,2,2,5,6,10,3,1,6,7,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,3,4,1,2,1,3,2,2,2,1,3,2,3,2,2,1,99,99,9,9,99,99,9,9,2,16
1,186,687,4,6,2,12,5,6,10,3,1,3,5,1,2,2,4,1,2,3,1,2,1,1,1,3,1,1,3,2,3,3,1,5,1,2,1,1,2,2,3,1,1,2,2,2,99,99,9,9,99,99,9,9,11,39
1,186,688,4,5,2,4,5,6,1,2,2,2,2,2,2,3,2,1,3,2,3,1,1,1,1,1,2,1,3,2,3,4,1,4,1,4,1,1,2,1,1,1,3,2,1,1,99,99,9,9,99,99,9,9,5,9
1,186,689,4,5,2,1,5,6,1,3,2,3,5,2,1,2,9,2,2,3,1,3,3,1,2,3,1,1,3,1,2,4,2,4,2,2,2,1,2,2,2,1,2,2,4,3,99,99,9,9,99,99,9,9,5,364
1,186,690,4,5,1,5,5,6,1,3,2,2,3,2,2,2,1,3,1,4,1,2,1,1,1,2,2,3,3,1,1,2,2,3,3,2,2,3,2,1,2,2,2,2,2,6,99,99,9,9,99,99,9,9,5,121
1,186,691,4,5,1,4,5,6,1,3,2,3,3,2,2,1,2,1,2,2,2,3,2,2,1,3,2,2,3,2,3,4,2,3,2,2,9,1,2,1,3,1,2,2,2,4,99,99,9,9,99,99,9,9,5,214
1,186,692,4,5,1,4,5,6,1,2,2,3,3,1,2,1,6,2,2,4,1,3,2,3,2,3,1,1,2,2,3,3,2,4,1,3,2,2,1,1,3,2,2,2,2,3,99,99,9,9,99,99,9,9,5,222
1,186,693,4,5,1,4,5,6,1,2,2,2,3,1,1,1,2,2,2,3,1,2,1,1,1,1,3,1,2,2,3,4,1,4,2,3,2,1,2,1,3,1,3,2,2,3,99,99,9,9,99,99,9,9,5,155
1,186,694,4,5,1,3,5,6,1,3,2,2,3,2,2,1,1,2,1,3,3,2,1,1,1,1,2,1,2,1,4,3,1,6,1,4,2,1,2,1,3,1,3,2,1,2,99,99,9,9,99,99,9,9,5,12
1,186,695,3,5,1,5,6,1,4,3,2,2,2,2,2,1,2,2,2,3,2,3,2,2,3,3,2,2,2,3,1,1,1,5,3,3,9,2,2,2,1,1,1,1,9,9,1,3,2,4,99,1,1,3,14,60
1,186,696,4,6,2,6,6,2,4,2,2,2,3,2,1,1,2,1,3,4,2,2,1,0,0,3,3,1,2,2,3,2,2,2,2,3,1,3,2,2,3,1,1,1,9,9,1,3,2,3,5,99,1,4,14,171
1,186,697,3,5,1,5,6,3,4,3,2,3,4,2,1,2,2,2,3,3,2,4,1,2,3,3,2,1,3,2,1,3,1,2,3,2,9,1,2,1,4,2,2,1,9,9,1,3,2,3,6,99,1,3,14,4
1,186,698,4,6,1,5,6,3,4,3,2,2,4,1,1,2,2,1,2,3,2,1,1,1,1,3,1,1,2,1,3,4,1,2,2,2,1,1,2,2,3,2,2,1,9,9,2,7,2,3,6,99,2,2,13,29
1,186,699,4,6,2,2,6,3,4,3,2,3,4,2,1,1,1,1,2,1,1,3,1,3,3,2,2,1,1,2,1,2,2,3,4,2,2,3,2,4,4,2,1,1,9,9,10,4,2,2,2,99,1,3,12,95
1,186,700,4,6,1,4,6,4,1,3,2,4,5,1,2,1,6,1,2,4,1,3,1,1,1,2,3,1,3,1,2,3,1,3,2,2,9,1,2,2,3,2,2,1,9,9,2,7,2,2,0,99,2,2,5,351
1,186,701,3,6,2,7,6,4,1,2,2,3,4,2,1,1,2,1,2,4,2,3,3,2,2,3,2,1,3,2,1,3,2,2,2,2,4,1,2,2,3,2,1,1,9,9,2,5,1,4,99,5,6,3,5,31
1,186,702,3,6,3,4,6,4,1,2,2,3,3,2,1,2,2,1,3,3,2,3,3,2,2,3,3,0,3,1,1,3,2,3,2,2,9,3,2,2,3,2,1,1,9,9,3,5,1,4,99,1,3,3,5,23
1,186,703,4,6,2,4,6,5,1,3,1,4,10,1,1,3,1,1,1,4,1,1,3,1,1,3,2,1,2,1,2,2,1,2,1,1,9,1,2,1,5,2,1,1,9,9,2,5,1,4,99,2,2,2,5,32
1,186,704,4,6,2,3,6,5,1,3,2,5,5,4,2,2,2,1,2,4,1,2,2,2,2,3,1,1,3,1,3,2,2,2,2,2,9,1,2,1,5,1,2,1,9,9,2,5,1,4,99,2,4,3,5,436
1,186,705,4,6,2,4,6,6,1,3,2,3,5,2,2,2,6,1,2,4,1,3,1,3,2,3,3,1,3,2,2,2,1,3,1,3,2,1,2,1,3,2,1,1,9,9,2,5,1,4,99,2,3,3,5,241
1,186,706,3,6,2,7,6,7,1,3,1,3,5,1,1,2,2,1,2,3,2,4,2,2,2,1,3,1,2,2,3,2,2,2,1,3,2,1,2,1,3,2,2,1,9,9,2,5,1,4,99,3,4,2,5,414
1,186,707,4,6,2,4,6,7,1,3,1,5,9,1,1,2,1,2,2,4,2,2,1,2,3,3,2,2,1,2,2,2,2,2,1,3,9,3,2,1,3,2,1,1,4,3,2,5,1,4,99,6,3,3,5,329
1,186,708,4,6,2,5,6,8,1,3,1,7,7,1,1,2,3,1,2,4,1,1,1,1,1,1,1,1,4,1,4,1,2,2,1,4,1,1,2,1,1,2,2,1,9,9,2,4,1,2,2,99,3,2,5,408
1,186,709,3,5,3,9,6,4,1,2,2,3,4,2,2,1,2,1,3,2,2,3,1,1,2,2,1,2,3,2,3,4,1,5,2,2,9,2,2,2,4,1,2,1,9,9,2,7,2,4,99,2,2,2,5,53
1,186,710,4,5,2,6,6,4,1,2,1,5,5,1,2,1,2,3,2,2,2,3,3,2,2,3,3,1,2,2,2,3,2,3,2,3,9,1,1,1,3,1,2,1,9,9,3,2,2,3,0,99,2,3,5,20
1,186,711,4,6,2,4,6,4,1,2,2,3,3,1,2,3,2,2,2,4,2,3,1,1,2,2,2,1,2,3,3,3,2,2,3,3,9,2,2,2,3,1,2,1,9,9,3,7,2,4,99,2,6,3,5,153
1,186,712,3,6,2,4,6,5,1,1,2,4,6,4,2,2,2,1,3,3,1,2,1,1,1,3,2,1,3,1,1,4,2,2,2,3,9,1,2,2,2,1,0,1,9,9,3,7,2,0,99,99,3,3,5,203
1,186,713,4,6,1,4,6,4,1,2,2,3,5,2,1,2,9,3,1,3,2,3,2,3,1,3,3,1,3,1,2,3,1,3,1,4,1,1,2,1,2,1,2,1,9,9,1,3,2,4,99,1,3,3,5,170
1,186,714,4,5,1,8,6,6,1,3,2,3,5,2,2,2,6,1,1,4,2,2,1,1,1,3,2,1,3,2,3,4,1,4,1,2,2,2,2,1,1,2,2,1,9,9,2,7,2,4,99,5,6,3,5,343
1,186,715,4,6,3,4,6,6,1,2,2,3,4,1,1,2,2,1,3,1,1,3,1,2,1,3,3,1,3,1,2,4,2,1,2,3,2,2,2,2,3,2,1,1,9,9,2,5,2,4,99,1,3,3,5,201
