CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22A.,Q.22B.,Q.23.,Q.24A.,Q.24B.,Q.24C.,Q.24D.,Q.24E.,Q.24F.,Q.24G.,Q.24H.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.36B.,Q.36C.,Q.36D.,Q.36E.,Q.36F.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41A.,Q.41B.,Q.42.,Q.44A.,Q.44B.,Q.44C.,Q.44D.,V.45.,V.46.,V.47.,V.48.
1,219,99,3,3,3,1,8,2,1,3,6,2,1,3,3,4,2,1,2,2,2,1,1,2,5,4,3,1,1,1,3,1,2,1,3,1,2,1,2,5,4,3,2,2,3,2,1,1,2,1,1,5,2,4,2,2,2,1,3,4,7,4,3,5,8,37
1,219,100,3,4,5,2,8,2,6,6,6,2,2,1,4,6,1,1,3,3,5,2,1,2,5,3,4,3,3,1,1,1,3,1,3,5,6,1,3,2,3,3,2,1,1,1,2,2,1,2,2,4,3,3,3,3,4,2,2,1,1,1,3,5,8,727
1,219,101,3,3,3,1,8,2,2,4,6,2,1,1,3,5,1,1,2,2,10,1,2,2,5,3,3,1,1,1,3,1,3,1,2,5,6,5,3,3,5,1,2,5,2,1,1,1,2,2,2,4,3,3,3,2,2,3,2,1,1,1,3,5,8,47
1,219,102,3,2,3,2,8,2,6,3,6,2,1,3,4,5,1,1,3,3,5,2,1,1,5,3,3,1,1,1,2,1,2,1,1,2,3,2,2,3,4,3,1,2,2,1,2,1,1,2,2,5,3,3,4,2,2,2,2,2,3,2,3,5,8,707
1,219,103,3,3,5,3,8,2,6,4,8,2,3,2,3,5,1,2,3,3,4,1,1,1,5,2,3,1,1,1,1,1,3,1,2,2,6,4,2,3,4,3,2,6,3,1,1,1,2,2,2,5,3,2,4,1,2,2,2,1,2,1,3,5,3,407
1,219,104,3,1,6,1,8,1,6,4,6,1,4,3,3,3,2,1,3,2,2,2,1,1,5,4,4,3,1,1,3,1,3,1,3,4,7,6,4,1,4,3,3,2,3,1,2,1,1,1,1,1,1,4,1,1,2,1,2,3,3,2,3,5,8,17
1,219,105,3,3,4,1,8,1,6,6,6,0,4,1,1,2,1,1,3,3,3,2,3,2,5,5,4,3,2,1,1,3,3,1,2,4,5,4,5,3,5,1,1,2,2,1,1,1,2,2,1,1,2,2,3,3,2,2,2,1,1,1,3,5,8,311
1,219,106,3,3,4,1,8,2,6,3,6,2,4,3,4,5,2,1,3,4,5,2,2,2,5,4,3,1,1,1,3,1,2,1,3,2,5,2,3,3,3,3,1,1,1,1,2,2,1,1,2,5,3,2,4,2,2,2,1,1,3,2,3,5,8,321
1,219,107,3,2,5,1,7,2,1,4,8,1,3,1,3,3,1,3,3,2,3,1,2,2,5,2,3,1,1,1,1,1,1,1,3,5,7,1,2,4,3,2,2,1,2,1,1,2,1,2,2,4,3,4,2,2,2,1,2,1,1,1,3,5,3,411
1,219,108,3,3,4,2,8,2,1,4,6,2,3,3,3,4,1,1,2,2,3,1,2,2,5,5,3,1,2,1,3,1,2,1,3,2,8,5,4,2,4,1,2,2,4,1,1,1,2,2,2,4,1,2,3,1,2,3,2,1,3,1,3,5,8,731
1,219,109,3,2,2,2,8,1,6,3,6,1,1,3,4,5,2,1,2,3,5,2,1,2,4,2,2,1,1,1,2,1,2,1,2,5,2,2,1,2,3,2,1,1,1,1,2,1,1,1,2,5,2,2,5,3,2,1,1,1,3,2,3,5,8,711
1,219,110,3,2,2,1,8,2,1,3,6,2,1,3,3,3,3,2,3,2,5,2,2,2,5,4,3,3,1,3,3,1,2,1,3,2,3,3,2,2,4,3,2,1,1,1,2,2,1,2,2,5,2,2,3,2,2,2,1,2,3,2,3,5,8,51
1,219,111,3,1,5,3,8,1,6,4,6,1,3,2,3,5,1,1,2,2,4,2,1,1,5,4,3,1,1,3,3,1,2,1,2,2,6,3,2,2,4,3,2,1,1,1,1,2,1,2,2,4,3,3,3,2,2,2,2,1,2,2,3,5,8,1
1,219,112,3,3,4,1,8,2,2,6,6,1,1,1,4,6,3,2,1,2,3,1,3,1,5,5,4,1,3,3,1,3,3,1,2,5,5,3,5,1,5,2,2,2,1,1,1,1,2,2,2,5,3,3,3,1,3,4,2,1,1,1,3,5,8,41
1,219,113,3,2,4,3,6,2,6,2,1,3,3,4,4,6,2,1,3,5,9,2,2,2,5,3,4,2,1,2,1,2,1,2,2,5,7,2,3,1,1,3,1,2,5,1,1,1,2,1,1,4,1,5,2,1,3,2,1,1,5,3,3,1,3,604
1,219,114,3,1,4,3,7,1,6,2,1,3,2,3,3,4,2,2,3,2,3,1,2,1,5,5,4,3,1,1,3,1,1,1,3,5,6,1,3,2,4,1,2,2,5,1,2,1,2,2,2,4,3,3,5,2,3,2,1,2,6,2,3,1,3,734
1,219,115,3,2,6,3,7,2,6,3,1,3,4,1,1,2,1,1,2,4,5,1,3,2,5,5,4,3,1,3,1,1,3,3,3,0,11,1,5,0,0,3,1,1,1,1,2,2,1,2,2,5,3,3,3,1,4,3,2,1,1,1,3,1,3,704
1,219,116,3,3,4,2,8,2,1,3,1,3,2,4,4,8,4,1,3,3,5,2,1,2,5,3,3,3,1,1,1,1,3,1,3,3,14,1,3,3,3,3,1,1,1,1,2,2,1,2,2,5,3,2,5,1,1,2,1,1,5,3,3,5,8,714
1,219,117,3,2,6,3,6,2,6,3,1,3,3,2,0,4,3,1,2,3,4,2,2,0,5,3,4,2,1,1,3,3,2,1,2,5,14,2,2,3,3,3,2,2,1,1,2,1,2,2,2,2,3,3,3,1,2,2,2,1,2,2,3,1,3,714
1,219,118,3,2,5,3,7,2,6,3,1,3,4,4,4,8,1,1,3,4,7,1,3,1,4,4,3,1,1,1,2,2,1,1,1,3,10,1,2,5,3,1,1,5,1,1,2,2,2,1,2,5,1,4,2,1,3,4,3,4,7,4,3,1,3,724
1,219,119,3,1,4,3,7,1,6,2,1,3,1,2,2,3,2,1,3,4,5,2,2,2,5,4,3,3,1,1,1,1,1,1,2,5,4,5,4,3,4,3,2,2,2,1,1,1,1,2,2,5,3,5,1,1,2,2,2,1,2,2,3,1,3,654
1,219,120,3,3,5,3,7,2,6,3,1,3,1,2,2,5,2,1,3,5,7,2,1,2,5,5,4,2,1,1,1,1,1,1,3,5,5,1,3,3,3,1,1,2,1,1,2,1,1,2,2,5,1,2,4,1,2,2,2,3,2,2,3,1,3,614
1,219,121,3,1,2,3,7,1,6,2,1,3,2,2,1,4,2,1,3,3,3,2,1,2,5,2,3,1,1,1,2,1,2,1,2,2,5,2,2,3,3,3,1,1,1,1,2,2,1,2,2,5,3,3,3,2,2,2,2,2,2,1,3,1,3,624
1,219,122,3,1,4,3,6,1,6,2,1,3,2,1,1,2,2,1,3,2,3,2,1,2,5,4,3,1,1,3,1,3,3,1,3,5,5,1,2,3,3,3,1,2,4,1,1,1,2,1,2,5,3,2,4,2,2,2,1,2,2,1,3,1,3,644
1,219,123,3,2,6,3,7,1,6,3,1,3,1,3,3,4,1,1,3,3,5,2,2,2,5,4,3,3,2,1,1,1,2,1,2,5,7,3,4,4,4,2,2,2,1,2,1,1,1,1,1,4,2,2,3,2,3,2,1,2,3,2,3,1,0,512
1,219,124,3,2,4,1,8,2,6,3,2,3,4,2,3,4,1,1,3,2,4,2,2,2,5,5,3,2,1,2,3,3,3,1,2,5,7,2,4,5,3,3,1,2,1,1,2,1,1,2,2,5,3,2,4,1,2,2,2,1,2,2,3,1,0,508
1,219,125,3,2,6,1,7,1,6,2,2,3,4,3,3,4,2,1,2,3,4,2,1,2,5,4,3,2,1,1,1,1,2,1,2,3,7,1,4,3,4,3,1,2,1,1,2,1,2,2,2,5,3,2,4,2,3,1,2,2,3,1,3,1,0,28
1,219,126,3,1,6,1,7,1,6,2,2,3,2,3,3,4,3,1,2,2,4,2,2,2,5,4,3,1,1,1,3,1,3,1,3,4,6,3,4,3,5,2,2,2,5,1,2,1,2,1,1,4,2,4,2,1,3,3,1,1,3,1,3,1,0,318
1,219,127,3,2,5,1,7,1,6,3,2,3,2,4,3,6,2,1,2,4,5,1,2,1,3,3,2,1,1,3,1,1,2,1,3,2,6,2,3,3,4,3,1,1,1,1,2,2,1,1,2,4,3,1,4,1,2,1,1,1,5,3,3,1,0,308
1,219,128,3,2,5,1,6,2,6,3,2,3,1,3,4,6,2,2,2,3,4,1,1,1,3,3,3,1,1,3,3,1,3,3,2,2,5,2,3,3,3,1,1,1,1,1,2,1,1,2,2,4,3,2,4,3,2,2,1,1,3,2,3,1,0,333
1,219,129,3,2,4,1,7,2,1,3,2,3,2,3,3,3,1,1,2,2,3,1,1,1,5,5,2,1,1,2,2,1,2,2,2,2,6,2,4,3,5,2,2,2,1,1,2,2,2,2,2,5,1,2,4,1,3,2,2,2,3,1,3,1,0,331
1,219,130,3,3,5,1,8,1,6,3,2,3,3,3,3,5,1,3,3,4,5,2,1,2,5,4,3,3,1,1,1,2,2,1,2,4,9,2,2,2,4,3,2,1,1,1,2,1,2,1,2,5,2,1,5,1,2,2,1,1,2,1,3,1,0,511
1,219,131,3,2,4,2,7,1,6,3,2,3,3,1,3,4,3,1,3,3,9,1,1,2,5,5,4,1,1,1,1,1,1,1,2,5,7,2,4,4,5,4,2,2,3,1,1,1,1,2,2,5,4,4,5,1,3,4,2,1,1,1,3,1,0,321
1,219,132,3,2,6,1,6,1,6,3,2,3,2,1,2,4,3,1,3,3,3,1,1,2,5,4,3,0,1,2,1,1,1,2,2,5,7,2,3,4,5,3,2,1,1,2,2,2,1,1,1,2,3,3,3,1,2,1,2,1,1,2,3,1,0,301
1,219,133,3,3,5,1,7,1,6,3,2,3,2,3,3,4,2,2,2,2,3,2,1,2,4,2,3,1,1,3,3,1,1,1,3,2,6,2,2,2,4,3,2,2,3,2,1,1,2,2,2,4,3,3,3,1,2,3,1,2,3,1,3,1,0,311
1,219,134,3,5,6,1,6,2,6,3,2,3,1,4,4,8,3,1,1,2,3,1,1,1,3,1,3,1,1,1,2,2,1,2,2,5,6,4,6,2,3,5,6,6,6,3,3,0,3,0,0,0,0,0,0,0,0,5,3,4,7,4,3,1,0,41
1,219,135,3,3,5,1,8,2,6,3,2,3,1,3,4,6,1,1,3,3,5,2,1,1,4,1,3,3,1,1,1,1,1,1,3,1,4,6,1,3,3,2,1,5,2,1,1,2,1,1,1,4,2,2,4,1,1,2,1,1,3,2,3,1,0,323
1,219,136,3,3,5,1,7,1,6,3,2,3,2,4,3,5,1,1,3,3,5,2,2,1,5,5,2,3,1,1,1,1,1,1,2,2,6,2,2,2,5,3,2,5,2,1,2,1,1,1,2,4,3,3,3,2,2,2,1,3,5,4,3,1,0,305
1,219,137,3,2,4,1,7,2,6,2,2,3,1,3,3,8,2,3,2,2,4,1,1,2,4,3,4,2,1,1,1,1,2,1,2,5,4,3,3,3,3,3,1,2,5,1,2,2,1,2,2,3,3,2,4,2,2,2,1,1,3,2,3,1,0,335
1,219,138,3,2,4,1,7,1,6,2,2,3,1,3,4,6,2,1,2,3,5,2,1,1,4,3,3,1,3,1,1,1,1,1,2,3,3,1,3,4,4,3,2,2,1,1,2,1,1,1,2,5,3,3,4,2,2,2,1,2,3,2,3,1,0,325
1,219,139,3,3,6,2,7,2,1,3,2,3,2,2,2,3,1,1,3,2,4,2,1,1,4,4,3,3,1,1,3,1,2,1,2,3,8,2,2,3,4,2,2,1,1,1,2,2,2,1,2,5,2,2,3,3,3,2,2,3,2,1,3,1,0,315
1,219,140,3,2,6,3,8,2,1,3,2,3,4,1,4,8,1,1,3,4,5,2,1,0,5,5,4,3,1,3,1,1,3,1,3,5,12,1,2,0,0,1,1,1,1,1,2,2,1,2,2,5,2,2,3,1,4,4,2,1,6,2,3,1,0,307
1,219,141,3,2,4,1,8,1,6,3,2,3,4,2,3,4,1,1,2,3,4,1,2,2,4,4,4,1,1,1,1,1,1,1,2,0,6,1,2,3,5,3,2,3,2,2,2,2,1,1,1,5,2,2,5,1,3,2,2,2,2,2,3,1,0,327
1,219,142,3,2,4,1,8,1,6,2,2,3,1,3,4,5,1,1,3,3,5,2,2,1,5,3,3,1,2,1,1,1,3,1,2,5,4,5,3,2,4,3,3,3,2,1,1,2,1,1,2,5,3,3,6,1,4,3,2,1,1,1,3,1,0,337
1,219,143,3,1,4,1,7,2,6,2,2,3,2,3,4,4,1,1,2,3,4,1,1,1,5,4,3,1,1,1,2,1,2,1,2,1,4,2,4,4,3,3,1,1,2,1,2,2,1,2,2,5,3,1,5,1,1,2,2,1,5,1,3,1,0,317
1,219,144,3,2,7,2,6,2,1,3,2,3,6,1,3,3,3,1,2,3,3,1,2,2,5,5,4,3,1,1,1,3,3,1,3,5,11,1,2,3,3,3,2,2,3,1,1,1,1,1,2,4,3,2,3,1,4,2,2,2,1,1,3,1,0,329
1,219,145,3,1,7,2,6,2,6,6,2,3,6,4,4,7,2,1,3,3,4,2,2,2,5,4,4,3,3,3,3,3,3,3,3,5,13,2,3,3,5,2,2,2,2,1,2,2,1,2,2,4,1,3,2,1,2,3,1,1,5,3,3,1,0,19
1,219,146,3,3,7,1,6,2,6,2,2,3,2,0,3,4,2,1,0,5,5,1,1,2,5,5,3,1,3,2,2,1,2,3,3,5,7,2,2,2,4,2,2,2,1,1,2,1,2,1,1,5,3,4,5,1,4,2,1,1,3,2,3,1,0,309
1,219,147,3,2,4,1,7,2,6,2,2,3,2,2,3,4,2,3,3,2,5,1,1,2,5,5,4,3,1,1,2,1,2,1,1,5,5,7,5,2,5,1,3,2,2,2,1,1,2,2,2,2,1,3,3,1,2,3,2,1,2,1,3,1,0,319
1,219,148,3,5,7,1,5,2,1,5,2,3,2,4,4,7,4,1,3,3,7,2,1,1,3,3,5,1,1,1,1,1,3,1,2,2,9,7,3,2,4,3,2,2,1,1,2,1,3,2,2,4,0,0,0,1,4,4,1,1,5,4,3,1,0,328
1,219,149,3,4,6,1,8,1,6,3,2,3,6,1,1,4,1,2,3,4,4,2,2,1,1,3,1,1,1,1,1,1,2,1,2,2,11,1,5,5,5,4,1,2,4,1,1,1,2,2,2,1,4,5,1,1,4,1,2,1,1,2,3,1,0,32
1,219,150,3,3,7,3,7,2,6,3,2,3,5,1,2,3,1,1,3,3,4,1,1,1,4,2,2,1,1,1,2,1,2,1,2,2,12,2,2,3,3,3,1,1,1,1,2,2,1,2,2,4,3,2,4,2,1,2,2,3,5,2,3,1,0,302
1,219,151,3,2,4,1,8,1,6,3,2,3,4,1,4,6,2,1,3,4,4,2,2,2,5,5,4,3,3,3,3,3,3,3,3,5,5,2,3,2,5,3,2,2,1,1,2,1,2,2,2,5,3,3,6,1,4,1,2,1,1,1,3,1,0,322
1,219,152,3,2,4,3,8,2,1,3,13,2,2,3,4,5,1,1,3,3,5,1,1,1,4,2,2,3,1,2,2,1,2,1,2,1,6,4,2,2,3,3,2,2,1,1,2,1,2,1,1,5,3,3,3,2,2,1,1,1,3,2,3,3,2,709
1,219,153,3,5,4,2,6,1,6,2,14,2,3,3,4,6,1,1,3,3,5,2,1,1,4,2,2,1,1,1,3,1,1,1,3,2,6,5,1,3,3,3,2,2,4,1,1,1,1,1,2,5,2,2,6,5,2,1,3,4,7,4,3,3,4,619
1,219,154,3,2,6,3,6,1,6,3,14,1,5,1,4,3,2,3,1,2,3,1,1,2,0,5,4,3,3,1,3,1,2,1,3,5,10,7,5,0,0,2,3,2,6,3,3,0,3,0,0,5,2,4,3,2,4,2,2,2,6,2,3,3,4,19
1,219,155,3,2,5,3,7,2,6,4,15,1,3,3,3,4,2,2,3,2,4,1,1,2,5,2,3,3,1,1,1,1,3,1,2,2,7,4,2,3,5,3,2,1,1,1,2,2,1,1,2,4,3,3,3,1,4,2,2,2,3,2,3,3,5,709
1,219,156,3,2,7,3,6,1,6,3,13,1,4,3,3,4,2,1,3,2,5,0,1,2,5,4,3,1,3,1,1,3,1,2,1,5,9,5,6,3,3,3,3,2,5,1,1,1,1,1,1,4,3,2,4,2,4,2,2,3,5,2,3,3,2,729
1,219,157,3,2,6,3,6,1,6,3,14,1,5,2,4,5,1,1,3,4,6,2,1,2,5,4,3,1,2,1,2,1,2,1,1,2,9,4,4,2,3,4,2,3,3,1,1,1,2,1,1,4,4,5,2,2,1,1,2,2,2,2,3,3,4,9
1,219,158,3,2,6,1,7,1,6,3,13,0,2,3,3,3,2,2,2,2,2,1,1,1,5,4,3,1,1,1,2,1,2,1,3,2,6,2,4,3,5,3,2,2,1,1,2,1,1,1,1,5,3,3,5,1,2,2,2,2,2,2,3,3,2,19
1,219,159,3,2,6,2,6,2,6,2,14,1,4,1,3,4,2,1,3,3,5,1,1,1,4,2,2,1,1,1,3,1,2,1,2,2,8,2,4,2,4,3,1,2,5,1,1,1,2,2,2,5,3,4,4,2,2,1,2,1,1,1,3,3,4,609
1,219,160,3,1,4,2,7,1,6,2,13,1,2,3,4,6,2,1,3,3,5,2,1,1,4,2,2,1,1,2,2,1,2,1,2,3,5,4,2,3,3,2,3,2,2,2,1,1,1,1,1,5,2,4,5,1,2,2,1,1,3,3,3,3,2,739
1,219,161,3,2,6,3,6,2,6,3,15,1,5,1,3,6,2,1,3,5,7,2,2,2,5,2,2,1,1,1,1,1,2,1,2,2,10,1,2,2,4,1,2,2,2,1,1,1,2,2,2,5,1,3,3,3,2,2,2,1,1,2,3,3,5,718
1,219,162,3,2,6,3,7,2,6,3,13,1,5,2,2,4,2,1,2,4,6,2,1,2,5,4,2,3,1,1,1,1,2,1,3,2,10,3,2,3,3,2,2,2,3,1,2,1,2,2,1,4,2,2,4,1,2,2,2,1,1,2,3,3,2,728
1,219,163,3,3,5,3,8,2,6,5,13,1,5,1,2,4,1,2,3,5,9,2,1,1,5,2,3,3,1,1,2,1,3,1,2,3,10,4,2,4,3,2,2,2,5,1,1,1,2,1,1,5,2,2,3,1,4,2,2,1,1,1,3,3,2,738
1,219,164,3,4,6,2,8,2,6,4,14,2,6,3,2,6,1,1,3,4,5,2,1,2,5,3,4,3,1,1,3,3,3,1,3,5,11,2,3,3,3,3,1,2,4,1,1,1,2,1,1,4,3,4,1,4,1,1,1,2,3,3,3,3,4,18
1,219,165,3,2,3,1,8,1,6,3,14,2,1,3,4,5,1,1,3,3,3,2,1,2,5,4,3,1,3,1,1,1,3,3,3,5,3,7,6,2,0,2,2,2,3,1,1,1,0,1,1,4,2,4,6,4,4,1,2,3,3,2,3,3,4,28
1,219,166,3,2,4,3,7,1,6,2,13,1,2,3,4,7,2,1,3,4,5,2,1,2,3,1,3,1,1,2,2,1,2,1,3,1,4,2,1,3,3,3,2,1,2,1,2,1,2,1,2,2,3,3,3,2,2,2,1,1,3,2,3,3,2,708
1,219,167,3,2,5,3,6,2,6,4,15,1,5,1,3,4,1,1,1,3,3,2,1,1,3,4,2,2,1,1,2,1,2,1,1,2,10,1,2,3,3,1,4,2,4,1,1,1,1,1,1,5,4,5,1,1,1,1,2,3,2,2,3,3,5,722
1,219,168,3,3,6,3,8,1,6,3,13,2,5,1,2,3,2,1,2,4,7,2,1,1,4,2,2,1,1,1,2,1,1,1,2,0,10,4,4,4,3,4,2,5,4,1,1,1,2,1,1,5,2,4,2,1,1,1,2,3,6,2,3,3,2,722
1,219,169,3,3,6,1,8,2,6,3,13,1,1,3,4,5,2,1,3,4,6,2,1,2,5,3,3,3,1,1,1,1,3,1,3,2,6,1,3,1,3,3,1,2,5,1,2,1,1,1,1,4,3,4,3,1,2,1,2,1,1,2,3,3,2,3
1,219,170,3,3,7,1,4,2,6,5,15,1,2,4,4,8,4,1,3,0,0,0,1,2,0,3,4,3,1,1,3,3,1,1,2,5,6,4,2,3,3,1,2,1,1,3,1,2,1,2,2,4,1,0,5,1,4,2,1,1,5,3,3,3,5,3
1,219,171,3,1,4,1,7,1,6,2,13,1,1,2,3,4,1,1,3,3,3,1,1,2,5,2,3,3,1,1,1,1,2,1,3,5,3,2,2,2,3,2,2,2,1,1,2,1,2,1,1,5,1,3,3,2,2,1,2,1,3,2,3,3,2,13
1,219,172,3,2,4,3,7,1,6,2,15,1,3,2,3,5,1,2,3,4,5,2,1,1,5,4,3,3,1,1,2,1,2,1,2,5,7,4,2,4,4,2,2,1,5,1,1,1,2,1,1,4,2,2,4,2,3,2,2,2,2,2,3,3,5,723
1,219,173,3,2,5,1,7,2,6,2,14,2,4,3,4,6,1,1,3,3,5,2,1,1,5,2,3,1,0,1,1,1,2,1,2,2,7,2,2,2,2,2,2,2,4,2,1,1,2,2,2,2,3,3,3,1,3,2,2,1,1,1,3,3,4,13
1,219,174,3,3,5,3,8,2,2,4,15,2,2,2,1,3,1,1,2,3,4,1,2,1,4,1,2,1,1,1,2,1,2,1,2,1,9,1,2,3,3,3,1,1,1,2,1,1,2,1,2,5,0,0,0,0,0,5,3,4,7,4,3,3,5,705
1,219,175,3,3,6,3,8,1,6,3,13,2,6,1,3,6,2,1,3,5,7,2,2,1,4,5,2,2,1,1,2,1,1,1,3,2,11,4,5,3,5,3,4,2,1,1,1,1,2,2,1,5,4,5,2,1,2,1,2,1,1,1,3,3,2,715
1,219,176,3,2,6,3,6,1,6,4,13,1,4,1,4,5,2,3,3,4,10,2,1,0,5,5,4,0,0,0,1,0,0,0,0,4,9,5,5,1,5,5,3,2,5,1,1,1,2,2,1,1,1,5,1,1,3,3,2,1,1,3,3,3,2,705
1,219,177,3,2,6,3,8,2,1,3,14,1,6,2,2,4,2,1,2,3,5,1,3,2,4,2,3,1,3,3,3,3,3,3,3,5,11,1,4,3,4,3,2,2,3,1,1,1,2,2,1,3,3,1,3,3,2,2,2,2,2,2,3,3,4,5
1,219,178,3,2,6,3,8,2,6,3,15,1,5,1,2,3,2,3,3,4,5,2,2,2,5,4,3,1,1,1,1,1,2,1,3,3,9,4,4,2,4,2,2,1,1,1,2,1,1,2,2,4,2,1,5,1,2,1,2,1,1,1,3,3,5,715
1,219,179,3,2,5,3,6,2,1,3,13,1,3,1,2,4,1,1,3,4,5,1,1,2,4,4,2,1,1,1,1,1,3,1,3,1,9,2,1,4,3,3,2,2,4,1,1,1,2,2,1,5,3,2,3,2,4,3,2,1,1,1,3,3,2,725
1,219,180,3,2,5,2,7,1,6,4,14,1,4,2,3,4,4,3,3,4,6,2,1,2,4,2,2,1,1,1,1,1,2,1,3,2,7,2,2,3,4,3,1,2,1,1,2,1,3,2,2,5,3,1,4,2,2,1,2,2,2,2,3,3,4,605
1,219,181,3,3,6,2,8,2,6,4,14,1,4,1,4,7,2,1,3,4,4,2,3,2,5,5,4,1,2,1,2,2,2,1,2,4,8,7,5,2,5,4,1,2,1,2,1,1,2,2,1,2,4,5,1,1,2,3,2,3,1,1,3,3,4,15
1,219,182,3,2,5,1,7,2,6,3,14,2,5,2,4,4,1,3,1,2,2,1,2,2,5,4,3,1,1,1,2,1,1,1,2,3,8,1,4,3,4,4,2,2,2,1,1,1,2,2,1,1,4,5,2,3,3,1,2,2,2,1,3,3,4,25
1,219,183,3,2,5,3,8,1,6,4,13,1,5,2,2,4,2,1,3,4,5,2,2,2,5,5,4,3,3,3,3,3,3,3,3,5,9,6,5,4,4,1,3,2,4,2,1,1,2,1,1,2,1,5,1,2,3,1,2,3,6,2,3,3,2,735
1,219,184,3,2,5,1,7,2,1,3,13,0,1,3,4,4,2,3,3,3,4,1,1,2,4,2,2,1,1,1,2,1,1,1,2,2,1,5,6,2,3,3,1,1,1,1,2,2,1,1,1,5,3,3,3,1,1,2,2,1,1,1,3,3,2,5
1,219,185,3,4,6,1,8,2,2,6,13,2,1,1,3,6,1,2,3,3,8,2,3,1,5,4,3,1,1,1,1,1,1,1,1,5,8,6,4,3,3,3,2,1,1,1,2,2,1,2,2,5,3,3,4,3,2,1,2,2,6,2,3,3,2,15
1,219,186,3,3,6,3,8,1,6,4,14,2,5,2,2,3,1,1,2,3,5,1,2,1,3,2,2,1,1,1,1,1,2,1,2,2,9,2,2,4,3,2,2,1,2,1,1,2,1,1,2,4,2,2,4,2,2,2,2,1,1,2,3,3,4,607
1,219,187,3,3,5,3,8,2,1,5,13,2,5,1,2,3,1,1,2,4,5,2,1,1,4,2,3,3,1,1,2,1,2,1,3,5,10,4,2,2,3,3,2,1,1,1,2,1,1,2,2,5,2,2,5,1,4,1,2,1,6,1,3,3,2,737
1,219,188,3,2,6,3,7,2,6,3,13,1,5,1,2,2,1,1,3,3,5,2,1,2,4,2,3,3,1,1,2,1,1,1,2,5,10,4,4,3,4,3,3,2,3,2,1,1,2,2,2,5,4,4,2,2,3,3,2,1,1,1,3,3,2,727
1,219,189,3,2,5,3,8,1,6,3,15,1,3,3,4,6,1,1,3,3,5,1,2,2,5,4,3,3,3,3,3,1,3,3,3,5,7,2,2,2,4,1,5,5,3,1,1,2,2,1,1,4,1,4,2,1,4,3,1,1,3,2,3,3,5,711
1,219,190,3,2,6,3,7,1,6,4,14,1,4,2,3,4,2,1,1,3,7,1,1,2,5,4,3,3,3,1,3,1,2,1,2,5,8,4,4,2,5,3,3,2,3,1,1,1,2,1,1,4,4,5,6,2,2,1,2,3,2,2,3,3,4,11
1,219,191,3,2,5,1,7,2,2,3,15,1,3,1,3,3,1,2,1,1,2,1,1,2,5,4,3,3,3,3,1,3,2,1,3,5,8,1,4,2,4,3,2,2,2,1,2,1,1,1,1,4,2,3,3,2,2,3,2,2,2,1,3,3,5,1
1,219,192,3,2,5,3,6,2,1,3,14,1,3,1,2,3,1,2,3,2,2,2,1,2,5,4,3,1,1,1,1,1,2,1,2,3,8,4,4,2,3,3,3,2,1,1,2,1,2,1,1,5,3,4,2,2,2,2,2,1,1,1,3,3,4,611
1,219,193,3,2,4,1,8,2,6,2,14,2,2,3,4,6,2,1,3,3,3,1,1,2,5,3,3,3,1,1,3,1,3,1,3,5,4,4,5,5,3,3,1,2,4,2,1,1,2,2,2,4,4,4,2,3,4,1,2,2,6,2,3,3,4,21
1,219,194,3,2,5,3,7,2,6,3,14,2,4,3,3,4,1,1,2,2,3,1,1,2,5,4,4,3,3,3,3,3,3,3,3,5,6,2,4,3,3,3,1,2,1,1,1,1,1,1,2,5,3,4,4,1,4,2,2,3,3,2,3,3,4,401
1,219,195,3,2,4,1,8,2,6,4,13,1,1,3,4,4,1,1,3,3,4,2,2,1,5,5,4,3,3,3,3,3,3,3,3,5,3,3,3,3,4,3,2,2,1,1,1,1,2,1,1,4,3,4,2,2,2,2,2,1,3,1,3,3,2,11
1,219,196,3,1,4,3,7,1,6,2,13,1,2,3,4,2,1,1,3,4,5,1,1,1,5,4,2,1,1,1,1,1,2,1,1,2,4,5,4,3,5,2,1,2,4,1,2,1,2,1,2,5,2,3,3,1,2,3,2,1,3,2,3,3,2,711
1,219,197,3,5,6,2,6,2,6,3,13,2,5,2,2,3,1,1,3,5,7,2,1,1,4,2,2,1,1,3,2,1,3,3,3,2,9,2,2,2,4,3,2,2,5,1,2,1,1,1,1,2,3,2,4,2,2,2,2,1,2,2,3,3,2,733
1,219,198,3,3,5,3,8,2,1,4,13,2,5,2,2,4,1,1,2,4,5,2,1,1,4,2,2,1,1,2,2,1,2,1,2,2,10,1,2,4,4,3,1,1,1,1,2,2,1,2,2,5,3,1,5,1,2,1,2,1,1,2,3,3,2,723
1,219,199,3,2,6,3,7,1,6,4,15,1,5,2,2,3,1,1,3,3,5,2,2,1,4,2,3,3,1,1,3,1,2,1,2,5,10,4,4,2,4,2,2,1,1,1,2,1,1,2,2,5,2,2,4,1,2,1,2,2,2,2,3,3,5,713
