CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23A.,Q.23B.,Q.23C.,Q.24A.,Q.24B.,Q.25A.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31A.,Q.31B.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.36B.,Q.37.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.41.,Q.42.,Q.43.,Q.44A.,Q.44B.,Q.44C.,Q.45.,Q.47.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.54.,Q.54..1,Q.1A.,Q.1B.,Q.1C.,Q.1D.,Q.1E.,Q.1F.,Q.1G.,Q.1H.,Q.2A.,Q.2B.,Q.2C.,Q.2D.,Q.3..1,Q.4..1,Q.5..1,Q.5..2,Q.6.,Q.7A.,Q.7B.,Q.7C.,Q.7D.,Q.7E.,Q.9.,V.10.,V.12.,V.13.
1,198,1443,2,3,4,4,1,4,9,1,6,34,2,3,9,3,3,3,2,2,1,1,1,1,4,2,4,99,5,2,8,4,7,99,9,9,9,99,9,9,0,0,1,4,9,5,9,9,8,4,1,1,1,2,0,0,1,4,2,1,2,5,3,2,198,1443,2,9,3,2,1,1,1,2,1,1,1,1,1,2,1,3,3,9,2,9,9,9,9,9,9,9,6,31,1
1,198,1444,2,3,4,4,1,4,9,1,6,34,2,3,9,3,3,3,2,2,1,1,1,1,4,2,4,99,5,2,8,4,7,99,9,9,9,99,9,9,0,0,1,4,9,5,9,9,8,4,1,1,1,2,0,0,1,4,2,1,2,5,3,2,198,1444,2,9,3,2,1,1,1,2,1,1,1,1,1,2,1,3,3,9,2,9,9,9,9,9,9,9,6,31,1
1,198,1445,2,3,4,4,1,3,4,3,6,24,2,3,1,6,4,3,3,2,1,2,6,6,4,2,2,4,9,2,3,2,9,5,3,2,3,11,2,3,2,2,1,2,2,3,11,11,1,4,1,1,1,2,0,0,1,2,1,2,2,5,2,2,198,1445,2,9,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,9,2,9,9,9,9,9,9,9,4,40,1
1,198,1446,2,3,4,4,1,3,4,3,6,24,2,3,1,6,4,3,3,2,1,2,6,6,4,2,2,4,9,2,3,2,9,5,3,2,3,11,2,3,2,2,1,2,2,3,11,11,1,4,1,1,1,2,0,0,1,2,1,2,2,5,2,2,198,1446,2,9,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,9,2,9,9,9,9,9,9,9,4,40,1
1,198,1447,2,3,4,4,1,3,4,3,6,24,2,3,1,6,4,3,3,2,1,2,6,6,4,2,2,4,9,2,3,2,9,5,3,2,3,11,2,3,2,2,1,2,2,3,11,11,1,4,1,1,1,2,0,0,1,2,1,2,2,5,2,2,198,1447,2,9,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,9,2,9,9,9,9,9,9,9,4,40,1
1,198,1448,2,3,4,4,1,3,4,3,6,24,2,3,1,6,4,3,3,2,1,2,6,6,4,2,2,4,9,2,3,2,9,5,3,2,3,11,2,3,2,2,1,2,2,3,11,11,1,4,1,1,1,2,0,0,1,2,1,2,2,5,2,2,198,1448,2,9,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,9,2,9,9,9,9,9,9,9,4,40,1
1,198,1449,2,3,4,4,1,3,4,3,6,24,2,3,1,6,4,3,3,2,1,2,6,6,4,2,2,4,9,2,3,2,9,5,3,2,3,11,2,3,2,2,1,2,2,3,11,11,1,4,1,1,1,2,0,0,1,2,1,2,2,5,2,2,198,1449,2,9,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,9,2,9,9,9,9,9,9,9,4,40,1
1,198,1450,2,3,3,4,1,3,1,1,5,28,1,1,2,6,1,1,2,1,1,3,1,4,4,4,1,5,9,1,2,2,9,8,4,1,2,11,2,2,1,2,1,2,2,2,11,11,6,4,1,1,1,2,0,0,1,2,1,2,1,12,1,2,198,1450,2,9,1,2,2,2,1,2,1,1,1,3,2,1,2,1,1,9,2,9,9,9,9,9,9,9,2,31,1
1,198,1451,2,3,3,4,1,3,1,1,5,28,1,1,2,6,1,1,2,1,1,3,1,4,4,4,1,5,9,1,2,2,9,8,4,1,2,11,2,2,1,2,1,2,2,2,11,11,6,4,1,1,1,2,0,0,1,2,1,2,1,12,1,2,198,1451,2,9,1,2,2,2,1,2,1,1,1,3,2,1,2,1,1,9,2,9,9,9,9,9,9,9,2,31,1
1,198,1452,2,3,3,4,1,3,1,1,5,28,1,1,2,6,1,1,2,1,1,3,1,4,4,4,1,5,9,1,2,2,9,8,4,1,2,11,2,2,1,2,1,2,2,2,11,11,6,4,1,1,1,2,0,0,1,2,1,2,1,12,1,2,198,1452,2,9,1,2,2,2,1,2,1,1,1,3,2,1,2,1,1,9,2,9,9,9,9,9,9,9,2,31,1
1,198,1453,2,3,3,4,1,3,1,1,5,28,1,1,2,6,1,1,2,1,1,3,1,4,4,4,1,5,9,1,2,2,9,8,4,1,2,11,2,2,1,2,1,2,2,2,11,11,6,4,1,1,1,2,0,0,1,2,1,2,1,12,1,2,198,1453,2,9,1,2,2,2,1,2,1,1,1,3,2,1,2,1,1,9,2,9,9,9,9,9,9,9,2,31,1
1,198,1454,2,3,3,4,1,4,9,1,7,35,2,5,1,6,3,1,3,2,1,5,6,6,1,2,1,5,9,1,2,1,9,5,4,1,2,11,1,1,0,0,1,1,1,1,11,11,5,4,1,1,1,2,0,1,1,3,1,2,3,3,1,2,198,1454,2,9,1,2,1,2,2,2,1,2,2,4,4,4,4,4,4,9,1,9,9,9,9,9,9,9,1,41,1
1,198,1455,2,3,3,4,1,4,9,1,7,35,2,5,1,6,3,1,3,2,1,5,6,6,1,2,1,5,9,1,2,1,9,5,4,1,2,11,1,1,0,0,1,1,1,1,11,11,5,4,1,1,1,2,0,1,1,3,1,2,3,3,1,2,198,1455,2,9,1,2,1,2,2,2,1,2,2,4,4,4,4,4,4,9,1,9,9,9,9,9,9,9,1,41,1
1,198,1456,2,3,3,4,1,4,9,1,7,35,2,5,1,6,3,1,3,2,1,5,6,6,1,2,1,5,9,1,2,1,9,5,4,1,2,11,1,1,0,0,1,1,1,1,11,11,5,4,1,1,1,2,0,1,1,3,1,2,3,3,1,2,198,1456,2,9,1,2,1,2,2,2,1,2,2,4,4,4,4,4,4,9,1,9,9,9,9,9,9,9,1,41,1
1,198,1457,2,3,3,4,1,4,9,1,7,35,2,5,1,6,3,1,3,2,1,5,6,6,1,2,1,5,9,1,2,1,9,5,4,1,2,11,1,1,0,0,1,1,1,1,11,11,5,4,1,1,1,2,0,1,1,3,1,2,3,3,1,2,198,1457,2,9,1,2,1,2,2,2,1,2,2,4,4,4,4,4,4,9,1,9,9,9,9,9,9,9,1,41,1
1,198,1458,2,3,3,4,1,4,9,1,7,35,2,5,1,6,3,1,3,2,1,5,6,6,1,2,1,5,9,1,2,1,9,5,4,1,2,11,1,1,0,0,1,1,1,1,11,11,5,4,1,1,1,2,0,1,1,3,1,2,3,3,1,2,198,1458,2,9,1,2,1,2,2,2,1,2,2,4,4,4,4,4,4,9,1,9,9,9,9,9,9,9,1,41,1
1,198,1459,2,3,1,1,1,4,9,1,7,34,2,2,9,6,1,2,2,2,1,2,2,3,4,2,2,5,9,1,2,2,9,8,4,1,2,20,2,2,0,0,1,1,2,2,19,20,8,1,1,1,1,2,0,0,1,3,1,2,1,12,1,2,198,1459,2,9,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,9,1,9,9,9,9,9,9,9,4,32,1
1,198,1460,1,3,4,6,1,3,4,3,6,27,1,1,7,4,1,1,3,2,3,6,6,6,4,4,1,2,9,1,3,1,9,1,4,2,3,11,2,3,2,2,1,1,2,1,11,11,8,5,2,1,1,2,0,0,1,2,1,2,1,5,1,2,198,1460,1,1,9,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,9,1,1,1,1,2,1,2,1,40,1
1,198,1461,1,3,4,6,1,3,4,3,6,27,1,1,7,4,1,1,3,2,3,6,6,6,4,4,1,2,9,1,3,1,9,1,4,2,3,11,2,3,2,2,1,1,2,1,11,11,8,5,2,1,1,2,0,0,1,2,1,2,1,5,1,2,198,1461,1,1,9,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,9,1,1,1,1,2,1,2,1,40,1
1,198,1462,1,3,4,6,1,3,4,3,6,27,1,1,7,4,1,1,3,2,3,6,6,6,4,4,1,2,9,1,3,1,9,1,4,2,3,11,2,3,2,2,1,1,2,1,11,11,8,5,2,1,1,2,0,0,1,2,1,2,1,5,1,2,198,1462,1,1,9,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,9,1,1,1,1,2,1,2,1,40,1
1,198,1463,1,3,4,6,1,3,4,3,6,27,1,1,7,4,1,1,3,2,3,6,6,6,4,4,1,2,9,1,3,1,9,1,4,2,3,11,2,3,2,2,1,1,2,1,11,11,8,5,2,1,1,2,0,0,1,2,1,2,1,5,1,2,198,1463,1,1,9,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,9,1,1,1,1,2,1,2,1,40,1
1,198,1464,1,3,4,6,1,3,4,3,6,27,1,1,7,4,1,1,3,2,3,6,6,6,4,4,1,2,9,1,3,1,9,1,4,2,3,11,2,3,2,2,1,1,2,1,11,11,8,5,2,1,1,2,0,0,1,2,1,2,1,5,1,2,198,1464,1,1,9,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,9,1,1,1,1,2,1,2,1,40,1
1,198,1465,2,3,1,2,1,4,9,1,7,27,2,2,6,6,1,1,3,0,4,0,0,0,0,0,3,99,1,2,3,4,1,99,9,9,9,99,9,9,0,0,2,4,9,6,19,20,8,2,1,1,3,2,0,0,1,7,1,2,1,12,3,2,198,1465,2,9,3,1,2,1,1,2,1,2,2,1,1,1,1,2,1,9,2,9,9,9,9,9,9,9,6,47,3
1,198,1466,2,3,4,4,1,3,4,3,7,29,2,3,5,4,4,3,3,2,3,3,3,4,2,3,4,99,1,2,8,4,0,99,9,9,9,99,9,9,0,0,3,4,9,5,2,2,6,5,1,1,3,2,0,0,1,7,1,2,3,9,1,2,198,1466,2,9,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,9,2,9,9,9,9,9,9,9,6,48,3
1,198,1467,1,3,4,4,1,3,4,3,6,33,2,5,5,4,3,1,5,2,2,3,5,5,4,4,3,99,5,2,4,3,6,99,9,9,9,99,9,9,0,0,9,0,0,9,16,4,1,1,2,1,3,2,0,0,1,5,1,2,2,4,2,2,198,1467,1,1,9,1,1,2,1,2,2,1,2,1,1,1,1,3,2,1,9,1,1,3,3,1,1,1,6,37,3
1,198,1468,2,3,3,3,1,4,9,2,5,27,2,3,3,6,1,1,5,2,1,2,5,5,4,1,1,2,0,1,3,4,4,99,9,9,9,99,9,9,2,2,3,1,3,3,2,2,8,3,1,1,3,2,0,1,1,8,1,3,1,12,2,2,198,1468,2,9,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,9,1,9,9,9,9,9,9,9,3,48,3
1,198,1469,2,3,4,2,1,4,9,1,7,25,1,1,2,6,3,1,3,2,1,3,6,6,0,3,3,99,5,2,8,3,0,99,9,9,9,99,9,9,0,0,9,0,0,9,8,8,8,2,1,1,3,2,0,0,1,5,2,2,2,11,3,2,198,1469,2,9,1,1,1,1,1,2,2,1,2,2,2,3,1,2,2,9,1,9,9,9,9,9,9,9,6,48,3
1,198,1470,2,3,3,4,1,3,10,3,7,30,2,2,5,6,2,2,5,2,1,3,5,1,4,0,4,99,5,2,8,4,5,99,9,9,9,99,9,9,0,0,1,4,9,5,8,8,8,3,1,1,3,2,0,0,1,0,3,1,3,3,1,2,198,1470,2,9,2,1,1,1,1,2,1,1,1,2,2,2,1,3,3,9,2,9,9,9,9,9,9,9,6,47,3
1,198,1471,1,3,3,3,1,4,9,3,7,31,2,3,12,6,1,1,3,2,1,3,5,5,3,1,4,99,1,2,4,4,1,99,9,9,9,99,9,9,0,0,2,4,9,5,8,8,8,3,1,1,3,2,0,0,1,7,1,2,3,12,1,2,198,1471,1,1,9,1,1,1,2,2,2,2,2,2,1,2,1,2,1,3,9,3,1,4,4,1,1,1,6,35,2
1,198,1472,1,3,2,3,1,4,3,1,6,25,2,2,3,4,1,1,2,2,1,1,1,2,3,2,1,5,9,1,2,3,2,99,9,9,9,99,9,9,0,0,3,4,9,3,4,4,1,3,1,2,3,2,0,0,1,0,1,2,1,1,1,2,198,1472,1,1,9,1,1,1,2,2,2,2,2,2,1,2,1,1,1,3,9,3,1,3,2,1,1,2,3,37,3
1,198,1473,2,3,4,5,1,4,11,2,7,33,1,1,9,6,3,1,2,2,1,1,1,1,4,2,1,5,9,2,3,4,1,99,9,9,9,99,9,9,0,0,1,4,9,3,6,6,8,5,1,0,2,2,0,0,1,7,3,2,2,5,1,2,198,1473,2,9,1,2,2,2,2,2,1,0,2,1,1,2,2,2,2,9,2,9,9,9,9,9,9,9,3,45,2
1,198,1474,2,3,1,3,1,4,3,1,7,27,1,1,2,3,1,1,2,2,1,3,1,1,4,2,2,5,9,3,3,3,2,99,9,9,9,99,9,9,0,0,2,3,9,3,9,9,3,3,1,1,2,2,0,0,1,5,2,1,2,12,1,2,198,1474,2,9,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,9,1,9,9,9,9,9,9,9,5,37,3
1,198,1475,1,3,4,4,1,4,9,1,7,33,1,1,3,6,2,3,2,2,1,1,1,1,3,2,4,99,1,2,8,3,1,99,9,9,9,99,9,9,0,0,1,4,9,5,9,9,8,4,1,1,2,2,0,0,1,0,2,1,3,1,3,2,198,1475,1,2,9,2,1,1,2,2,1,2,1,2,1,1,1,3,2,1,9,1,1,3,2,1,1,3,6,65,2
1,198,1476,2,3,4,4,1,4,9,3,7,34,2,3,2,6,2,1,2,2,1,3,1,4,4,3,4,99,5,2,5,4,5,99,9,9,9,99,9,9,0,0,1,4,9,5,8,8,1,4,1,1,2,2,0,0,1,9,1,1,4,5,2,2,198,1476,2,9,1,2,1,2,2,2,2,1,1,2,2,1,1,3,2,9,1,9,9,9,9,9,9,9,6,53,2
1,198,1477,1,3,3,3,1,4,9,1,7,12,0,1,7,5,1,1,3,2,1,4,4,4,1,2,2,1,9,2,4,4,2,99,9,9,9,99,9,9,0,0,9,0,9,9,8,8,8,3,1,1,2,2,0,0,1,7,1,2,2,11,3,2,198,1477,1,1,9,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,9,1,1,3,3,1,1,2,5,65,2
1,198,1478,2,3,3,3,1,4,9,1,7,25,2,2,2,6,4,3,3,2,1,2,1,4,3,4,2,0,9,2,5,4,6,99,9,9,9,99,9,9,0,0,1,2,3,6,8,8,4,3,1,1,2,2,0,0,1,7,1,1,2,3,1,2,198,1478,2,9,3,2,1,0,0,2,0,0,1,2,2,2,2,2,2,9,3,9,9,9,9,9,9,9,5,38,3
1,198,1479,1,3,3,4,1,4,9,1,7,25,2,3,8,6,1,1,5,2,1,3,5,5,4,3,2,2,9,3,4,2,9,8,1,2,4,7,2,3,0,0,3,4,9,3,7,7,1,3,2,1,2,2,0,0,1,9,2,2,3,5,3,2,198,1479,1,1,9,2,1,1,2,2,2,2,2,3,1,2,2,2,2,1,9,1,1,3,2,2,2,3,4,48,3
1,198,1480,1,3,3,3,1,4,9,1,7,29,2,2,1,6,3,1,5,2,1,3,5,5,4,1,1,5,9,2,4,4,5,99,9,9,9,99,9,9,0,0,2,3,9,3,7,7,8,3,1,1,2,2,0,0,1,7,1,2,2,8,1,2,198,1480,1,1,9,2,1,2,2,2,2,1,2,2,1,3,2,2,2,2,9,1,1,3,1,1,1,3,3,36,3
1,198,1481,2,3,3,3,1,4,9,1,7,26,2,3,3,6,3,1,5,2,1,3,1,3,3,3,3,99,5,2,7,4,1,99,9,9,9,99,9,9,0,0,2,4,9,5,7,7,8,3,1,1,2,2,0,0,1,7,1,1,3,2,1,2,198,1481,2,9,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,9,1,9,9,9,9,9,9,9,6,55,2
1,198,1482,2,3,3,3,1,4,9,1,7,26,2,2,2,6,2,1,2,2,1,3,5,5,4,1,2,1,9,3,4,4,1,99,9,9,9,99,9,9,0,0,2,4,9,6,8,8,8,3,1,1,2,2,0,0,1,7,1,1,3,5,1,2,198,1482,2,9,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,9,3,9,9,9,9,9,9,9,5,38,3
1,198,1483,1,3,2,2,1,4,9,1,7,30,2,4,3,5,2,1,2,2,1,1,1,1,4,2,2,1,9,1,4,3,2,99,9,9,9,99,9,9,0,0,2,4,9,3,8,8,1,2,1,1,2,2,0,0,1,7,1,2,1,12,4,2,198,1483,1,1,9,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,9,1,1,3,2,2,1,4,5,34,2
1,198,1484,2,3,2,2,1,4,9,3,7,29,2,5,4,6,4,1,3,2,1,1,1,1,1,2,3,99,1,2,5,4,2,99,9,9,9,99,9,9,0,0,3,4,9,3,8,8,8,2,1,1,2,2,0,0,1,9,2,2,2,11,3,2,198,1484,2,9,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,9,2,9,9,9,9,9,9,9,6,34,2
1,198,1485,2,3,2,2,1,4,9,1,7,35,2,4,2,4,3,1,5,2,1,3,5,5,4,1,1,0,9,2,4,4,2,99,9,9,9,99,9,9,0,0,1,4,9,3,8,8,8,2,1,0,2,2,0,0,1,0,1,2,1,11,1,2,198,1485,2,9,1,2,1,1,2,2,1,2,1,3,1,2,1,2,1,9,2,9,9,9,9,9,9,9,3,65,2
1,198,1486,1,3,2,2,1,4,9,3,7,25,2,3,9,6,4,2,3,2,1,2,1,3,1,2,4,99,5,2,5,4,2,99,9,9,9,99,9,9,0,0,3,4,9,5,8,8,1,2,1,1,2,2,0,0,1,7,2,2,2,12,3,2,198,1486,1,2,9,2,1,2,2,2,1,1,2,3,1,1,3,2,1,1,9,1,1,3,3,1,1,3,6,53,2
1,198,1487,1,3,2,2,1,4,9,1,7,24,1,1,3,6,1,1,3,2,1,3,6,6,4,3,1,5,9,2,3,2,9,9,4,2,3,7,3,1,0,0,2,2,2,3,7,7,1,2,1,1,2,2,0,0,1,9,2,1,3,11,1,2,198,1487,1,1,9,2,1,2,2,2,1,1,1,1,3,2,2,1,1,2,9,1,1,2,2,1,1,2,2,48,3
1,198,1488,1,3,2,2,1,4,9,1,7,37,2,3,2,6,4,2,5,2,1,3,5,5,3,1,4,99,1,2,8,4,0,99,9,9,9,99,9,9,0,0,1,4,9,5,8,8,8,2,1,1,2,2,0,0,1,6,2,1,4,11,1,2,198,1488,1,2,9,2,1,1,1,1,2,2,2,2,2,2,2,3,2,3,9,1,1,3,3,1,1,3,6,48,3
1,198,1489,2,3,2,2,1,4,9,1,7,30,2,3,1,6,3,1,3,2,1,1,2,1,1,2,2,1,9,2,8,4,2,99,9,9,9,99,9,9,0,0,2,3,9,3,8,8,1,2,1,1,2,2,0,1,1,7,1,1,2,12,4,2,198,1489,2,9,3,2,1,1,2,2,2,1,2,3,1,2,2,1,1,9,3,9,9,9,9,9,9,9,5,63,2
1,198,1490,2,3,2,1,1,4,9,1,7,27,2,2,2,6,1,1,3,2,1,3,0,0,4,3,2,5,9,1,2,3,2,99,9,9,9,99,9,9,0,0,1,3,9,3,8,8,2,1,1,1,2,2,0,0,1,7,1,2,1,12,1,2,198,1490,2,9,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,9,2,9,9,9,9,9,9,9,5,63,2
1,198,1491,2,3,1,1,1,4,9,3,7,24,2,2,4,6,2,3,3,2,1,4,1,1,1,2,1,1,9,2,4,3,2,99,9,9,9,99,9,9,0,0,3,3,9,3,8,8,8,1,1,1,2,2,0,0,1,9,1,1,2,12,3,2,198,1491,2,9,3,2,1,1,1,2,2,2,2,2,3,2,2,1,1,9,2,9,9,9,9,9,9,9,3,37,3
1,198,1492,1,3,1,1,1,4,9,1,7,37,2,3,5,6,4,1,2,2,1,3,2,3,4,3,2,5,9,3,4,3,0,99,9,9,9,99,9,9,0,0,3,2,2,6,8,8,8,1,1,1,2,2,0,0,1,7,1,1,3,12,1,2,198,1492,1,1,9,2,1,1,2,2,1,2,2,3,2,2,1,2,1,1,9,1,1,3,2,2,2,3,5,34,2
1,198,1493,1,3,1,1,1,4,4,4,7,35,2,3,5,6,1,1,3,2,1,4,5,4,4,4,3,99,1,2,5,3,1,99,9,9,9,99,9,9,0,0,1,3,9,9,8,8,2,1,1,1,2,2,0,0,1,7,1,2,2,12,2,2,198,1493,1,1,9,2,2,2,2,2,1,0,2,3,1,3,2,2,1,3,9,1,1,4,1,1,1,3,6,34,2
1,198,1494,1,3,4,4,1,3,4,3,5,35,2,2,2,4,4,2,5,2,2,3,1,1,4,4,1,0,9,1,2,1,9,0,4,1,2,4,1,1,0,0,1,1,1,1,4,10,8,4,1,1,2,2,0,0,1,9,1,2,1,12,1,2,198,1494,1,1,9,2,2,1,2,2,2,2,2,2,2,1,2,1,2,3,9,3,2,2,2,2,2,3,1,45,2
1,198,1495,2,3,4,4,1,4,10,3,5,37,2,4,6,5,1,1,5,2,0,2,5,5,4,2,1,5,9,1,3,4,6,99,9,9,9,99,9,9,0,0,1,4,9,3,17,1,1,2,2,1,2,2,0,0,1,8,1,2,3,4,1,2,198,1495,2,9,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,9,2,9,9,9,9,9,9,9,3,54,2
1,198,1496,2,3,4,6,1,3,4,4,6,29,2,2,4,6,3,1,2,2,2,3,1,4,4,3,1,5,9,2,4,1,9,11,4,2,4,13,2,2,0,0,1,3,9,2,4,13,6,5,2,1,2,2,0,0,1,7,1,1,2,1,1,2,198,1496,2,9,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,9,2,9,9,9,9,9,9,9,1,37,3
1,198,1497,2,3,4,5,1,3,4,3,6,26,2,3,5,4,4,1,3,2,3,6,0,0,4,2,3,99,5,2,8,3,7,99,9,9,9,99,9,9,0,0,2,3,9,5,18,18,8,5,1,1,2,2,0,0,1,7,2,2,3,5,3,2,198,1497,2,9,3,2,1,1,2,1,2,2,2,3,1,2,2,2,3,9,2,9,9,9,9,9,9,9,6,44,2
1,198,1498,2,3,3,4,1,3,4,3,6,26,2,3,3,5,4,1,2,2,2,1,1,2,2,2,1,2,9,1,3,2,9,1,4,1,3,14,3,2,0,0,1,2,2,3,14,14,1,4,2,1,2,2,0,0,1,8,1,2,1,6,1,2,198,1498,2,9,1,2,2,1,2,2,0,2,2,2,1,2,2,2,2,9,1,9,9,9,9,9,9,9,2,54,2
1,198,1499,1,3,2,2,1,4,9,1,7,37,2,4,2,5,3,1,5,2,1,3,5,5,3,1,4,99,1,2,5,4,5,99,9,9,9,99,9,9,0,0,1,4,9,5,8,8,8,2,1,1,2,2,0,0,1,7,1,1,2,11,2,2,198,1499,1,1,9,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,6,38,3
1,198,1500,2,3,3,4,1,4,1,1,6,29,2,3,1,5,4,1,2,2,3,6,1,4,4,4,1,2,9,3,3,2,9,1,4,3,3,11,3,2,3,3,1,2,2,2,11,11,6,4,1,1,1,2,0,0,1,2,1,1,1,5,1,2,198,1500,2,9,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,9,1,9,9,9,9,9,9,9,2,32,1
1,198,1501,2,3,3,4,1,4,1,1,6,29,2,3,1,5,4,1,2,2,3,6,1,4,4,4,1,2,9,3,3,2,9,1,4,3,3,11,3,2,3,3,1,2,2,2,11,11,6,4,1,1,1,2,0,0,1,2,1,1,1,5,1,2,198,1501,2,9,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,9,1,9,9,9,9,9,9,9,2,32,1
1,198,1502,2,3,3,4,1,4,1,1,6,29,2,3,1,5,4,1,2,2,3,6,1,4,4,4,1,2,9,3,3,2,9,1,4,3,3,11,3,2,3,3,1,2,2,2,11,11,6,4,1,1,1,2,0,0,1,2,1,1,1,5,1,2,198,1502,2,9,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,9,1,9,9,9,9,9,9,9,2,32,1
1,198,1503,2,3,3,4,1,4,1,1,6,29,2,3,1,5,4,1,2,2,3,6,1,4,4,4,1,2,9,3,3,2,9,1,4,3,3,11,3,2,3,3,1,2,2,2,11,11,6,4,1,1,1,2,0,0,1,2,1,1,1,5,1,2,198,1503,2,9,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,9,1,9,9,9,9,9,9,9,2,32,1
1,198,1504,2,3,3,3,1,4,9,1,7,36,2,2,4,5,1,2,2,2,1,3,1,4,4,1,2,0,9,2,4,3,5,99,9,9,9,99,9,9,0,0,9,0,0,9,7,7,4,3,1,1,2,2,0,0,5,7,1,2,2,11,1,2,198,1504,2,9,2,0,0,0,0,0,0,0,0,4,4,4,4,4,4,9,3,9,9,9,9,9,9,9,5,38,3
1,198,1505,1,3,3,3,1,4,9,2,7,38,2,2,9,6,1,1,3,2,1,3,5,5,4,1,2,6,9,1,4,2,9,6,2,2,4,7,2,2,0,0,1,1,2,1,7,7,4,3,1,1,2,2,0,0,1,9,1,2,3,12,3,2,198,1505,1,1,9,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,36,3
1,198,1506,1,3,4,4,1,4,9,1,2,39,2,3,3,5,2,1,2,2,1,1,1,1,4,2,4,99,5,4,8,5,0,0,0,0,0,21,0,0,0,0,9,0,0,9,1,15,8,4,1,1,2,2,0,0,1,0,4,0,6,12,4,2,198,1506,1,0,9,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,9,2,2,3,1,1,2,3,6,55,2
1,198,1507,1,3,2,4,1,4,9,1,2,42,2,4,2,6,1,1,2,2,1,1,1,1,4,2,1,0,9,2,4,3,0,99,9,9,9,99,9,9,0,0,1,3,9,3,19,20,8,4,1,1,2,2,0,0,1,7,1,2,2,5,1,2,198,1507,1,1,9,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,9,1,4,1,4,4,1,2,3,36,3
1,198,1508,1,3,1,4,1,3,4,3,5,25,1,1,4,4,1,1,3,2,1,4,6,6,1,2,2,6,9,3,2,2,9,10,2,3,2,2,3,2,0,0,2,3,9,3,2,2,8,4,1,1,2,2,0,0,1,9,1,2,4,12,1,2,198,1508,1,1,9,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,9,1,1,1,1,1,1,2,4,53,2
1,198,1509,2,3,4,4,1,3,11,1,6,43,2,3,2,6,2,2,5,2,1,1,1,1,4,4,3,99,5,2,5,3,7,99,9,9,9,99,9,9,0,0,1,4,9,5,1,1,8,6,1,1,2,2,0,0,1,0,2,2,3,7,2,2,198,1509,2,9,2,1,1,1,2,2,1,1,1,2,2,1,2,2,3,9,2,9,9,9,9,9,9,9,6,54,2
1,198,1510,2,3,2,3,1,4,8,2,6,49,2,3,7,6,2,2,2,1,1,5,4,1,4,2,1,4,9,2,4,1,9,0,0,1,2,4,1,1,0,0,1,1,1,1,4,4,3,3,1,2,2,2,0,0,1,7,1,2,1,4,2,2,198,1510,2,9,2,1,1,1,1,1,2,2,1,1,2,1,1,3,3,9,2,9,9,9,9,9,9,9,1,54,2
1,198,1511,2,3,1,1,1,4,9,3,6,33,1,1,4,6,3,2,5,2,1,3,5,5,4,2,4,99,1,2,8,4,1,99,9,9,9,99,9,9,0,0,1,4,9,5,8,8,8,1,2,1,2,2,0,0,1,9,2,1,5,12,1,2,198,1511,2,9,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,9,2,9,9,9,9,9,9,9,6,48,3
