CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.14.,Q.15.,Q.16A.,Q.17A.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38A.,Q.39A.,Q.39A..1,Q.39A..2,Q.39A..3,Q.39A..4,Q.39A..5,Q.39B.,Q.39B..1,Q.39B..2,Q.39B..3,Q.39B..4,Q.39B..5,Q.39C.,Q.39C..1,Q.39C..2,Q.39C..3,Q.39C..4,Q.39C..5,Q.40.,Q.40..1,Q.40..2,Q.40..3,Q.40..4,Q.40..5,Q.40..6,Q.40..7,Q.40..8,Q.40..9,Q.40..10,Q.40..11,Q.40..12,CARD..1,DECK..1,BALLOT..1,FORM..1,X.,X..1,X..2,X..3,X..4,X..5,X..6,X..7,Q.41.,Q.42.,Q.43.,Q.45.,Q.46.,Q.46..1,Q.46..2,Q.46..3,Q.46..4,Q.46..5,Q.46..6,Q.46..7,Q.46..8,Q.46..9,Q.46..10,Q.46..11,Q.46..12,Q.46..13,Q.46..14,Q.46..15,Q.46..16,Q.46..17,Q.46..18,Q.46..19,Q.47A.,Q.47A..1,Q.47A..2,Q.47A..3,Q.47A..4,Q.47A..5,Q.47B.,Q.47B..1,Q.47B..2,Q.47B..3,Q.47B..4,Q.47B..5,Q.47C.,Q.47C..1,Q.47C..2,Q.47C..3,Q.47C..4,Q.47C..5,Q.48.,Q.48..1,Q.48..2,Q.48..3,Q.48..4,Q.48..5,Q.48..6,Q.48..7,Q.48..8,Q.48..9,Q.48..10,Q.48..11,Q.48..12,Q.48..13,Q.48..14,Q.48..15,Q.48..16,Q.48..17,Q.48..18,Q.48..19,Q.48..20,CARD..2,DECK..2,BALLOT..2,FORM..2,Q.49A.,Q.49C.,Q.50.,Q.51A.,Q.52.,Q.53.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.54F.,Q.54G.,Q.54H.,Q.54I.,Q.55.,Q.56.,Q.57.,Q.58.,Q.60A.,Q.60A..1,Q.60A..2,Q.60A..3,Q.60A..4,Q.60A..5,Q.60A..6,Q.60A..7,Q.60A..8,Q.60A..9,Q.60A..10,Q.60A..11,Q.61.,Q.62.,Q.62..1,Q.62..2,Q.62..3,Q.62..4,Q.62..5,Q.62..6,Q.62..7,Q.62..8,Q.62..9,Q.62..10,Q.62..11,Q.62..12,Q.62..13,Q.62..14,Q.62..15,Q.62..16,Q.62..17,Q.62..18,Q.62..19,Q.62..20,Q.62..21,Q.62..22,Q.62..23,Q.62..24,Q.62..25,Q.62..26,Q.62..27,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.73.,CARD..3,DECK..3,BALLOT..3,FORM..3,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.82.,Q.83A.,Q.83B.,Q.83C.,Q.83D.,Q.83E.,Q.83F.,Q.83G.,Q.86A.,Q.86B.,Q.86C.,Q.86D.,Q.86E.,Q.86F.,Q.86G.,Q.86H.,Q.86I.,Q.86J.,V.87.
1,63,338,3,1,11,3,2,5,1,5,3,1,3,2,3,6,2,2,1,3,11,1,2,2,1,1,2,1,1,1,1,1,3,4,8,4,7,4,4,4,2,2,4,2,4,2,2,4,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,63,338,3,2,2,2,2,1,2,2,2,2,3,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,1,4,1,4,2,1,2,1,1,4,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,63,338,3,2,2,2,3,1,2,1,2,1,1,1,1,1,2,1,4,2,3,5,2,2,2,2,2,2,2,2,2,2,1,2,4,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,8,5,5,5,8,3,3,1,4,63,338,3,1,7,1,1,1,4,2,1,1,2,1,2,2,2,2,1,1,3,1,1,1,1,1,7
1,63,339,3,3,4,5,6,5,4,4,2,1,3,2,1,5,1,3,1,3,6,2,1,1,3,1,1,1,1,2,1,1,3,2,4,2,4,4,2,4,2,1,4,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,63,339,3,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,63,339,3,1,1,1,3,2,2,1,2,2,1,1,1,1,2,1,2,2,1,3,2,1,2,1,2,2,2,2,2,2,2,2,7,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,8,2,3,4,63,339,3,1,6,1,2,7,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,7
1,63,340,3,1,3,5,3,1,4,4,1,1,3,2,1,3,2,2,1,3,9,2,1,1,1,1,1,2,2,2,1,3,3,3,5,3,4,4,2,4,2,1,4,1,3,2,1,1,1,2,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,63,340,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,3,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,63,340,3,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,3,3,1,4,2,1,2,2,2,1,2,2,2,2,2,2,6,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,4,1,3,1,6,3,3,3,4,63,340,3,1,2,1,1,1,3,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,7
1,63,341,3,2,3,7,1,5,1,5,3,1,3,2,1,7,3,1,1,3,7,2,1,2,1,1,1,1,1,1,1,1,1,6,8,1,3,5,4,2,1,1,1,3,2,2,1,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,63,341,3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,3,3,1,3,3,3,2,2,2,1,2,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,63,341,3,3,3,2,4,5,1,2,2,2,1,1,1,1,2,1,3,4,2,5,2,1,1,2,2,2,2,2,2,2,2,2,7,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,3,1,7,3,3,4,4,63,341,3,1,7,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,7
1,63,342,3,2,9,5,7,5,1,5,3,1,3,2,3,6,1,2,1,3,8,1,2,2,1,2,3,3,2,2,2,3,1,2,4,5,7,4,1,2,2,1,4,2,3,3,1,2,1,1,4,2,2,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,63,342,3,2,2,2,2,2,2,2,2,2,3,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,1,4,2,3,3,1,2,1,1,4,1,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,63,342,3,4,4,3,4,2,3,1,2,3,1,1,1,1,2,1,3,3,2,4,2,2,2,2,2,2,2,2,2,2,1,2,4,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,5,4,2,3,5,6,1,3,4,63,342,3,1,1,2,3,5,3,3,3,3,3,3,1,3,3,1,1,1,1,1,1,3,3,1,7
1,63,343,3,2,5,6,1,3,1,5,3,1,3,2,3,3,2,2,1,3,9,1,1,1,1,1,1,1,1,2,1,1,3,2,4,1,3,4,2,1,2,1,2,4,3,2,1,2,2,2,4,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,63,343,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,4,3,2,1,2,1,1,4,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,63,343,3,2,2,2,3,5,1,1,3,2,1,1,1,1,2,1,2,4,1,2,2,1,2,2,1,2,2,2,2,2,2,2,4,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,7,1,2,2,7,8,8,3,4,63,343,3,1,5,2,3,3,4,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,7
1,63,344,3,3,4,7,2,3,1,5,3,1,3,2,1,3,1,2,1,3,3,2,2,1,3,1,1,2,1,2,3,1,3,6,8,3,5,4,4,2,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,63,344,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,3,3,1,2,2,2,2,2,2,1,1,3,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,63,344,3,4,4,2,3,2,3,1,2,2,1,1,1,1,2,1,3,3,1,4,2,2,2,2,2,1,2,1,2,2,2,2,5,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,4,2,2,2,4,8,8,3,4,63,344,3,1,6,1,1,2,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,7
1,63,345,3,2,10,5,3,2,1,5,3,2,3,2,2,6,3,2,2,3,9,2,1,2,1,2,2,2,1,1,1,2,2,4,8,6,8,4,3,3,1,1,3,3,2,4,1,1,2,1,4,3,2,2,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,63,345,3,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,3,2,3,1,1,1,1,4,2,1,1,1,3,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,63,345,3,4,4,2,4,1,1,1,2,2,1,1,1,1,2,1,3,3,3,5,1,1,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,8,5,3,5,1,3,8,3,4,63,345,3,1,6,2,2,4,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,7
1,63,346,3,3,9,6,1,5,4,4,2,1,3,1,1,6,2,2,1,3,11,2,1,1,1,2,2,1,1,2,3,2,3,1,7,1,2,4,2,1,3,4,4,4,2,2,1,1,2,3,3,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,63,346,3,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,4,2,2,1,1,2,3,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,63,346,3,1,2,2,3,1,2,2,2,2,1,3,3,1,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,4,1,3,2,4,2,3,4,4,63,346,3,1,6,2,2,2,3,3,1,1,2,1,2,2,1,3,1,1,2,1,1,1,1,1,7
1,63,347,3,3,6,4,2,2,1,5,3,1,3,2,1,4,3,3,2,3,10,7,4,1,1,1,1,2,2,2,3,3,2,1,4,5,7,4,4,4,2,3,4,2,2,1,2,2,3,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,63,347,3,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,63,347,3,4,4,3,0,1,2,1,2,1,1,2,2,2,2,2,5,5,3,5,2,1,2,2,2,2,1,2,2,2,2,2,4,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,7,3,3,3,4,63,347,3,1,7,1,1,2,3,2,1,1,2,1,2,2,1,1,1,1,3,1,1,3,3,1,7
1,63,348,3,2,5,5,9,5,4,4,2,1,3,2,1,4,3,2,1,3,9,4,3,1,1,2,3,3,3,2,3,3,1,4,5,5,7,4,1,3,2,2,3,2,3,1,3,2,2,3,2,3,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,63,348,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,3,1,3,2,2,1,1,1,1,1,2,1,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,63,348,3,1,3,2,4,3,2,2,2,1,3,1,2,1,3,1,3,4,2,3,2,2,2,2,2,2,2,2,2,1,1,2,6,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,6,1,3,2,6,2,2,2,4,63,348,3,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,3,1,1,1,2,1,1,7
1,63,349,3,2,10,4,1,5,4,4,2,1,3,2,1,6,2,2,1,3,5,2,3,3,1,2,2,3,3,3,3,2,1,4,5,5,7,4,4,2,4,4,4,2,4,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,63,349,3,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,2,4,1,4,2,3,3,1,2,1,3,3,3,2,3,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,63,349,3,1,3,2,4,4,2,1,2,1,2,2,2,1,2,2,5,5,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,8,8,3,5,4,63,349,3,1,7,2,7,7,5,2,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,7
1,63,350,3,1,0,4,2,1,1,5,3,1,3,3,2,6,2,2,1,3,11,7,2,2,1,2,2,2,2,3,3,2,1,1,2,5,7,5,4,4,4,4,4,2,4,4,2,2,3,2,4,1,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,63,350,3,1,2,2,2,2,2,2,2,1,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,4,3,2,2,4,2,2,2,1,1,1,1,4,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,63,350,3,2,3,2,4,5,2,1,2,1,1,1,2,2,1,2,4,3,4,5,1,1,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,8,5,5,5,11,8,2,3,4,63,350,3,1,7,2,7,7,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,7
1,63,351,3,3,4,5,2,4,1,5,3,1,3,2,2,3,2,2,1,3,9,2,1,1,3,1,1,2,2,2,1,1,2,4,6,4,3,1,2,4,2,1,4,1,3,2,2,2,2,2,2,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,63,351,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3,1,4,1,3,2,1,2,1,1,2,3,3,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,63,351,3,4,4,2,3,3,5,1,2,2,1,1,1,1,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,7,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,2,3,1,1,4,3,3,4,63,351,3,1,7,1,2,2,3,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,7
1,63,352,3,1,11,6,1,5,4,4,1,1,3,3,1,6,1,3,1,3,15,7,4,2,1,2,2,3,3,3,3,2,2,6,7,5,7,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,63,352,3,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,63,352,3,6,3,3,4,3,5,1,2,1,1,2,1,2,2,2,3,3,4,5,2,1,1,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,7,2,3,2,7,2,2,3,4,63,352,3,1,6,1,1,2,3,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,7
1,63,353,3,1,3,5,3,1,1,5,3,1,3,2,2,3,2,2,1,3,9,3,1,1,1,1,1,1,2,1,1,2,3,4,6,4,6,2,2,2,1,1,4,1,2,3,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,63,353,3,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,4,1,2,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,63,353,3,4,4,3,2,2,2,1,2,0,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,5,2,2,2,2,2,3,1,4,63,353,3,1,6,2,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,7
1,63,354,3,1,4,5,1,2,4,4,1,1,3,2,3,6,2,2,1,3,4,2,1,2,1,1,2,1,1,1,1,1,3,1,3,4,9,4,3,4,2,2,4,2,3,4,2,4,1,2,4,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,63,354,3,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,3,2,2,4,2,3,3,2,2,1,1,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,63,354,3,2,2,2,2,2,2,1,3,1,1,3,1,1,2,1,3,3,3,1,2,1,2,2,1,2,2,2,2,2,2,2,4,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,3,2,7,2,2,2,4,63,354,3,1,5,2,2,3,3,3,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,7
1,63,355,3,2,7,5,2,3,5,4,2,1,3,2,1,6,2,2,1,3,3,3,3,2,1,3,3,2,2,2,2,3,4,3,4,5,7,4,4,1,4,1,4,1,3,2,1,1,2,4,4,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,63,355,3,2,2,2,2,2,2,2,2,1,2,1,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,4,1,4,1,3,2,1,1,2,3,4,3,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,63,355,3,2,2,1,3,2,2,1,2,1,1,1,1,1,2,2,3,3,1,4,2,2,2,2,2,2,2,2,2,2,1,2,4,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,4,2,2,3,4,3,3,4,4,63,355,3,1,2,2,1,3,4,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,7
1,63,356,3,1,4,5,6,4,1,5,3,1,3,2,3,3,2,2,1,3,11,1,2,2,1,1,2,2,2,2,1,1,2,1,8,6,8,5,4,4,2,2,2,2,4,2,2,2,4,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,63,356,3,2,2,2,2,2,2,2,2,1,1,2,4,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,63,356,3,1,2,2,2,5,2,1,2,1,1,1,1,1,1,2,4,4,3,4,2,2,2,2,2,2,2,2,2,1,1,2,5,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,4,2,2,2,6,8,3,2,4,63,356,3,1,6,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,7
1,63,357,3,3,5,5,1,4,4,4,2,1,3,2,1,5,1,2,1,3,7,2,1,1,1,1,1,2,2,2,2,2,3,1,4,1,7,4,4,4,1,1,3,1,1,1,1,1,1,2,1,3,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,63,357,3,2,2,2,2,2,2,2,2,2,3,2,0,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,63,357,3,1,2,2,3,2,2,1,2,1,1,1,1,1,2,1,4,3,1,4,2,1,1,2,2,2,2,2,2,2,2,2,7,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,7,1,3,2,7,3,3,3,4,63,357,3,1,2,1,2,3,3,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,7
1,63,358,3,4,8,4,2,3,1,5,3,1,5,2,3,6,3,2,1,3,3,4,2,2,3,2,2,2,2,2,2,3,3,5,7,5,3,4,2,4,3,1,4,3,3,2,1,2,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,63,358,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,1,3,3,3,2,1,2,2,2,3,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,63,358,3,1,2,2,4,1,1,1,3,1,1,1,2,1,2,3,2,4,3,1,2,1,2,2,2,1,2,2,2,2,2,2,6,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,4,2,5,2,6,2,3,3,4,63,358,3,1,7,1,2,3,4,3,1,3,1,1,2,3,2,1,1,1,1,1,1,1,1,1,7
1,63,359,3,1,4,4,3,5,1,5,3,1,3,2,1,6,1,2,1,3,9,3,2,1,1,1,2,1,3,3,2,2,4,2,8,6,8,4,2,1,4,1,4,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,63,359,3,2,2,2,2,1,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,2,2,2,1,1,1,1,2,2,1,3,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,63,359,3,2,3,2,3,1,1,1,2,1,0,2,2,1,2,1,2,5,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,5,2,3,1,2,3,3,2,4,63,359,3,1,1,2,3,3,4,2,1,1,1,1,2,0,1,1,1,1,1,1,1,0,0,1,7
1,63,360,3,2,9,3,0,4,1,5,3,1,3,2,2,6,2,2,1,3,9,1,1,2,3,2,1,2,1,1,1,1,4,3,5,3,5,5,4,2,2,2,0,2,2,4,1,1,2,2,2,4,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,63,360,3,2,2,2,2,2,2,2,2,1,2,1,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,1,1,1,1,2,2,0,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,63,360,3,2,2,2,4,1,1,1,2,2,1,1,1,1,2,1,2,4,2,5,2,1,2,1,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,8,5,5,5,11,8,8,5,4,63,360,3,1,7,2,2,4,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,7
1,63,361,3,1,6,4,2,3,1,5,3,1,3,2,1,6,1,2,1,3,10,1,3,3,1,2,2,3,3,3,1,2,4,2,2,5,7,4,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,63,361,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,63,361,3,2,3,2,3,3,2,1,2,2,1,1,2,1,1,2,5,5,1,1,2,2,2,2,2,2,2,2,2,1,1,2,4,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,2,3,2,4,2,6,5,4,63,361,3,1,5,1,1,4,5,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,7
1,63,362,3,2,10,7,2,5,1,5,3,1,3,2,2,6,2,2,1,3,9,4,3,3,1,2,0,2,2,2,3,1,4,5,8,5,7,4,2,3,1,3,3,1,3,1,2,1,2,3,3,3,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,63,362,3,2,1,2,2,2,2,2,2,2,3,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,2,1,2,1,3,1,1,1,2,2,3,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,63,362,3,4,4,3,3,2,3,1,2,2,1,1,1,1,2,1,3,4,2,1,2,1,1,2,2,2,2,2,2,2,2,2,4,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,4,2,3,3,4,2,3,1,4,63,362,3,1,2,1,2,3,1,2,1,1,3,1,2,2,1,1,1,1,1,2,1,2,2,2,7
