CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39J.,Q.40.,Q.40A.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.44.,Q.45.,Q.46.,Q.46A.,Q.46B.,Q.46C.,Q.46D.,Q.46E.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.47F.,Q.47G.,Q.47H.,Q.48.,Q.49.,CARD..1,DECK..1,BALLOT..1,V.50.,V.51.,V.52.,V.53.
1,47,335,6,2,2,1,3,7,2,3,3,5,4,3,1,1,4,1,3,2,3,1,4,2,3,0,2,2,3,3,4,1,1,1,1,1,4,2,2,5,3,1,3,4,3,2,1,4,2,2,2,1,9,99,99,99,9,3,1,3,3,1,1,3,1,3,1,2,47,335,6,2,6,4176
1,47,336,6,2,2,1,2,9,4,5,2,5,1,2,2,1,5,4,3,3,2,2,3,2,0,1,2,6,2,3,1,3,1,1,1,4,2,2,5,2,4,3,5,5,3,1,3,2,1,2,2,3,9,99,99,99,9,3,3,3,3,3,1,3,1,2,1,2,47,336,4,2,4,4075
1,47,337,6,2,1,1,1,2,1,5,2,1,1,3,3,3,2,4,2,1,2,2,0,1,1,1,2,3,2,3,3,4,4,4,4,4,3,3,3,2,5,1,4,3,3,2,2,3,1,1,3,3,9,99,99,99,9,1,1,3,3,3,1,3,1,1,1,2,47,337,4,7,6,4074
1,47,338,6,2,1,1,2,5,5,4,2,2,1,1,3,2,2,4,2,1,2,2,1,2,1,2,2,6,3,3,1,3,3,1,1,1,2,1,2,7,3,1,4,2,3,1,2,2,1,2,2,1,9,99,99,99,9,3,1,3,1,1,1,1,1,2,2,2,47,338,8,4,6,4063
1,47,339,6,2,1,1,0,0,7,2,0,3,5,3,3,1,1,4,2,1,3,2,1,1,1,1,2,3,1,3,1,1,4,4,1,3,3,2,5,3,5,3,0,5,3,2,2,2,1,2,3,3,9,99,99,99,9,2,1,3,2,2,1,3,1,1,1,2,47,339,4,4,5,4111
1,47,340,6,2,2,2,8,8,4,5,1,5,1,2,3,3,2,2,2,3,3,2,1,2,1,1,3,3,2,1,1,3,3,2,1,1,1,2,3,5,1,4,4,2,3,2,4,3,1,3,1,3,9,99,99,99,9,3,0,3,0,0,0,0,0,3,1,2,47,340,9,99,6,4168
1,47,341,6,2,2,2,1,4,5,5,5,2,1,3,2,3,1,4,3,1,3,2,1,2,1,2,1,3,2,3,1,4,4,1,4,1,3,2,3,3,5,1,4,2,3,1,5,5,1,3,3,3,9,99,99,99,9,3,1,3,3,3,1,2,3,2,1,2,47,341,4,7,6,4201
1,47,342,6,2,3,2,1,1,6,5,1,1,1,3,3,2,1,4,2,2,3,2,3,0,3,2,2,6,2,2,1,1,1,1,1,1,1,2,2,6,1,3,4,2,3,2,5,4,2,3,3,3,9,99,99,99,9,3,1,0,1,1,1,1,1,1,1,2,47,342,8,3,6,4097
1,47,343,6,2,2,2,1,2,4,2,2,2,1,1,3,3,1,4,1,1,2,1,1,1,1,1,2,3,2,3,1,4,4,4,4,1,2,2,5,6,2,1,4,2,3,1,1,2,1,3,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,343,8,7,6,4096
1,47,344,6,2,2,2,10,10,7,3,2,2,1,3,2,1,3,4,3,2,3,2,4,2,1,10,3,3,2,3,1,1,1,1,1,1,2,1,5,6,1,1,2,3,3,1,1,1,1,2,3,1,9,99,99,99,9,3,1,3,1,1,1,3,1,2,1,2,47,344,7,3,5,4085
1,47,345,6,2,2,2,2,1,5,4,2,2,1,2,2,1,3,4,3,3,2,2,2,2,1,2,2,3,2,2,1,3,3,1,1,1,3,2,2,5,2,3,4,2,3,2,1,3,1,2,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,345,8,3,6,4011
1,47,346,6,2,2,2,2,9,7,5,2,5,1,2,2,1,5,4,3,3,2,2,4,2,1,1,2,4,2,3,1,3,1,1,1,4,2,2,5,3,4,3,5,5,3,1,3,2,1,2,2,3,9,99,99,99,9,3,3,3,3,3,1,3,1,2,1,2,47,346,4,2,4,4179
1,47,347,6,2,2,2,4,1,2,4,2,2,2,2,4,3,1,4,2,3,1,2,4,2,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,0,2,1,4,2,3,1,2,3,1,2,3,1,9,99,99,99,9,3,3,3,3,1,1,1,1,1,1,2,47,347,6,4,6,4169
1,47,348,6,2,2,2,4,4,2,5,2,2,3,3,2,1,2,4,3,3,3,2,4,2,3,4,3,5,2,3,1,2,2,1,1,3,2,1,1,2,4,1,4,2,3,1,1,2,1,1,1,1,9,99,99,99,9,3,1,3,3,1,1,1,1,2,1,2,47,348,7,5,4,4160
1,47,349,6,2,1,2,0,0,6,3,4,4,2,3,1,1,2,4,3,2,3,2,4,2,3,3,2,3,3,3,1,2,1,1,1,1,3,3,3,3,4,3,3,4,3,1,1,1,1,2,3,1,9,99,99,99,9,3,1,3,1,1,2,1,1,2,3,2,47,349,7,3,6,4140
1,47,350,6,2,1,0,2,3,7,4,1,1,1,1,1,1,1,4,3,2,3,2,5,2,1,1,2,3,1,1,4,4,4,4,4,4,1,1,1,6,1,4,2,4,3,1,3,3,2,3,1,1,9,99,99,99,9,0,0,0,0,0,0,0,0,0,0,2,47,350,9,99,5,4106
1,47,351,6,3,1,1,10,10,3,5,5,2,2,3,3,3,3,5,3,1,3,2,1,1,1,2,2,3,2,1,4,1,1,1,1,1,2,1,3,1,3,1,0,4,3,2,2,4,1,3,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,351,8,6,5,4215
1,47,352,6,2,2,1,4,4,5,4,2,5,5,3,1,2,3,5,2,2,2,2,2,2,2,4,2,1,2,1,2,2,1,1,2,3,3,2,1,7,1,3,5,5,3,3,3,2,2,3,3,1,9,99,99,99,9,3,3,3,3,1,1,1,3,1,1,2,47,352,5,3,5,4250
1,47,353,6,2,1,1,4,7,7,4,1,1,1,2,3,3,1,5,2,3,2,2,3,3,0,3,2,3,2,1,2,4,4,0,0,0,3,2,2,3,4,1,0,4,3,1,1,1,1,3,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,1,3,2,47,353,8,3,6,4225
1,47,354,6,2,2,1,2,3,3,4,5,2,2,2,2,3,1,5,2,1,1,2,1,3,2,3,1,4,2,3,2,3,3,1,2,2,3,2,2,2,5,1,2,4,3,2,2,3,1,3,3,3,9,99,99,99,9,3,1,3,1,1,1,2,1,1,1,2,47,354,7,4,4,4090
1,47,355,6,2,2,1,1,4,7,4,2,2,1,2,3,2,1,5,2,2,3,2,1,2,3,10,3,3,3,3,1,2,1,1,1,1,2,2,3,9,2,2,3,2,3,1,1,1,3,3,2,1,9,99,99,99,9,3,3,3,3,1,1,1,3,2,1,2,47,355,5,6,6,4061
1,47,356,6,2,1,1,2,4,5,4,2,2,3,2,4,1,2,5,2,2,3,2,4,2,2,8,3,3,3,3,1,3,1,2,2,1,2,3,3,7,3,3,2,3,3,2,2,2,1,3,3,1,9,99,99,99,9,1,1,1,3,3,1,3,1,3,1,2,47,356,3,4,6,4060
1,47,357,6,2,1,1,3,4,7,3,2,2,3,3,2,2,2,6,3,3,3,2,1,2,1,1,2,3,4,3,1,1,1,1,1,1,1,1,2,6,2,2,0,0,3,1,2,2,1,3,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,357,8,7,4,4243
1,47,358,6,2,2,1,2,4,5,4,1,1,1,2,3,2,1,6,1,3,3,2,4,1,2,2,2,5,1,1,1,1,1,1,1,4,3,2,1,2,5,1,1,3,3,2,3,4,1,1,1,1,9,99,99,99,9,3,1,3,1,1,1,3,1,1,1,2,47,358,7,3,6,4015
1,47,359,6,2,2,2,10,10,5,3,5,1,2,2,4,1,3,5,3,2,3,2,4,2,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,1,5,3,2,3,3,2,3,3,3,2,2,3,9,99,99,99,9,3,3,3,3,3,1,3,3,2,2,2,47,359,3,2,5,4010
1,47,360,6,2,3,2,8,1,1,4,1,1,1,2,2,1,3,5,1,1,2,2,1,2,2,10,3,5,2,1,1,1,2,1,1,1,2,1,1,3,4,2,0,2,3,1,5,4,1,3,3,3,9,99,99,99,9,2,1,3,2,1,1,1,1,1,1,2,47,360,6,4,6,4108
1,47,361,6,3,2,2,6,7,1,4,2,1,1,2,1,1,1,6,1,3,3,2,5,2,2,10,2,4,3,1,3,4,3,3,3,3,2,2,1,6,5,3,3,4,3,1,2,2,1,1,3,1,9,99,99,99,9,3,1,3,1,1,1,3,3,3,1,2,47,361,6,4,6,4120
1,47,362,6,2,2,2,1,2,7,4,4,3,1,2,4,1,4,6,2,2,3,2,4,2,3,2,2,3,1,2,4,4,4,1,1,4,1,4,1,9,5,1,0,4,3,1,3,3,1,1,2,1,9,99,99,99,9,3,3,1,3,1,1,3,1,2,3,2,47,362,4,5,6,4017
1,47,363,6,2,0,3,2,4,7,4,2,4,1,3,4,1,1,6,3,1,3,2,4,2,3,4,1,4,3,3,1,1,4,1,1,1,3,3,3,3,5,3,2,4,3,1,2,1,2,1,3,1,9,99,99,99,9,3,1,3,1,1,1,3,1,3,1,2,47,363,7,1,6,4049
1,47,364,6,2,3,4,4,7,4,4,2,2,1,2,3,2,2,6,1,1,1,1,1,1,1,1,2,3,3,2,1,4,3,1,1,3,3,3,1,6,2,3,2,4,3,1,1,4,1,3,2,1,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,364,8,5,6,4051
1,47,365,6,2,1,0,0,0,6,4,4,4,1,2,1,1,1,5,3,1,3,2,1,2,1,3,3,3,1,2,2,1,1,1,1,4,3,2,1,0,2,1,2,4,3,2,2,4,1,3,3,3,9,99,99,99,9,3,1,0,1,3,1,1,1,2,1,2,47,365,6,4,6,4036
1,47,366,6,2,1,1,10,10,4,4,2,2,1,2,3,2,2,7,2,1,2,2,5,1,1,1,2,3,2,2,1,3,2,2,1,1,2,2,4,3,1,3,4,2,3,1,1,2,1,2,1,1,9,99,99,99,9,3,1,3,1,1,1,3,3,2,1,2,47,366,6,3,6,4055
1,47,367,6,2,3,1,3,5,5,4,2,4,1,3,1,1,4,7,3,1,3,2,4,2,1,8,2,2,3,2,1,1,1,1,2,1,3,2,2,8,5,1,2,3,3,1,1,2,2,3,3,2,9,99,99,99,9,3,1,3,3,1,1,3,1,3,1,2,47,367,6,4,5,4105
1,47,368,4,2,2,2,4,6,7,4,2,4,1,2,2,1,1,7,3,2,3,2,1,1,1,1,2,3,3,2,1,3,4,1,1,4,3,3,3,6,5,1,3,4,3,2,1,2,2,1,0,1,9,99,99,99,9,3,0,3,0,3,1,1,1,3,0,2,47,368,6,7,4,4238
1,47,369,6,2,2,2,1,2,7,3,2,4,1,2,2,2,2,7,2,1,3,2,2,2,3,4,3,3,1,2,1,3,1,1,1,1,1,4,2,4,3,3,2,4,3,1,3,2,1,3,3,3,9,99,99,99,9,3,3,3,3,1,1,1,3,1,2,2,47,369,5,5,6,4139
1,47,370,6,1,2,1,11,9,7,4,1,4,1,2,3,2,2,1,3,1,3,2,1,2,1,2,1,2,3,3,2,3,4,1,1,1,2,1,4,5,2,1,4,2,3,1,2,2,0,2,3,1,9,99,99,99,9,3,1,3,1,1,1,0,1,3,1,2,47,370,8,2,5,4031
1,47,371,4,1,1,1,1,3,7,5,5,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,3,2,2,2,2,2,2,2,2,3,3,3,0,1,1,4,2,3,2,2,4,1,2,3,1,9,99,99,99,9,3,1,3,1,0,1,1,1,1,1,2,47,371,8,1,3,4177
1,47,372,3,1,3,1,0,3,7,4,2,2,1,3,1,3,2,2,3,2,1,2,5,3,1,2,2,3,3,3,2,4,3,3,2,1,0,4,2,0,4,2,4,2,3,1,2,2,1,3,3,0,9,99,99,99,9,3,2,3,2,1,1,1,1,2,1,2,47,372,6,3,2,4194
1,47,373,6,1,0,1,10,10,5,3,2,2,1,2,2,1,3,3,2,2,2,2,2,2,2,3,2,6,2,2,2,1,2,1,2,2,2,2,2,2,4,2,4,2,3,1,2,3,1,1,3,1,9,99,99,99,9,2,1,2,1,3,1,3,3,2,1,2,47,373,3,4,5,4053
1,47,374,3,1,2,1,2,4,1,4,2,2,1,3,2,4,2,3,3,3,3,2,3,2,3,3,3,4,2,3,1,1,3,1,1,1,4,3,3,2,2,1,4,2,3,2,3,3,1,3,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,3,1,2,47,374,8,6,2,4136
1,47,375,2,1,0,1,2,4,7,4,4,4,2,3,4,3,2,4,3,3,3,2,2,2,3,3,3,3,2,2,1,2,1,1,3,1,2,1,1,0,1,1,4,2,3,1,3,4,1,3,2,3,9,99,99,99,9,3,3,3,3,3,1,1,3,2,1,2,47,375,4,5,2,4047
1,47,376,5,1,1,1,11,2,7,0,2,2,1,3,2,4,3,4,2,3,3,2,1,1,1,2,2,4,3,3,3,3,3,3,3,2,3,3,2,5,3,1,4,2,3,1,3,3,1,3,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,376,8,2,3,4196
1,47,377,4,1,2,1,1,2,7,4,4,5,1,3,4,4,1,4,2,1,1,2,5,2,3,2,3,7,1,2,1,3,1,1,1,1,2,2,3,2,1,1,4,3,3,2,3,4,1,3,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,377,8,8,3,4182
1,47,378,6,1,2,1,1,3,8,5,2,2,5,2,3,1,5,4,3,2,3,2,5,2,3,4,3,3,3,3,2,1,1,1,1,1,1,1,1,4,1,3,5,5,3,1,3,1,1,2,2,3,9,99,99,99,9,1,1,3,1,1,2,2,1,1,1,2,47,378,5,6,3,4124
1,47,379,4,1,2,1,4,6,7,3,2,2,1,3,3,1,3,4,3,1,3,2,2,2,1,2,2,5,2,3,1,4,1,2,2,1,1,1,2,1,2,1,1,4,3,1,2,1,1,1,3,1,9,99,99,99,9,3,1,3,3,1,1,1,1,2,1,2,47,379,7,7,3,4205
1,47,380,0,1,2,2,2,3,4,5,5,3,3,3,1,4,5,1,3,2,3,2,4,2,3,4,3,3,0,1,1,1,1,1,1,1,3,2,1,7,4,1,5,5,3,2,5,5,5,3,3,3,9,99,99,99,9,3,1,3,1,0,1,0,1,3,1,2,47,380,8,5,0,4167
1,47,381,6,1,2,2,3,8,6,2,2,1,2,2,3,3,6,1,3,2,3,2,1,2,3,4,3,4,2,1,2,0,1,3,3,1,3,2,3,10,1,4,4,2,3,2,5,5,1,3,3,3,9,99,99,99,9,0,0,0,0,0,0,0,0,0,0,2,47,381,9,99,4,4162
1,47,382,3,1,2,2,0,0,5,4,5,3,1,2,3,1,2,2,3,3,3,2,2,2,3,10,0,6,1,2,1,1,3,1,2,1,4,4,2,5,2,4,5,0,3,1,2,2,3,3,3,3,9,99,99,99,9,3,1,3,1,1,1,2,1,3,1,2,47,382,7,99,2,4050
1,47,383,6,1,2,2,1,1,3,4,2,2,1,2,4,1,3,3,2,3,3,2,1,2,0,7,1,3,2,1,1,2,1,1,1,1,2,2,2,2,1,2,4,2,3,1,2,4,1,3,3,1,9,99,99,99,9,3,1,3,3,1,1,3,2,3,1,2,47,383,5,5,4,4226
1,47,384,6,1,2,2,7,7,7,1,4,4,2,3,3,1,4,3,3,2,3,2,4,2,3,6,2,7,3,3,1,1,4,4,2,1,3,3,2,6,1,1,4,1,3,1,4,4,1,2,2,2,9,99,99,99,9,3,3,3,1,1,1,1,1,3,1,2,47,384,7,8,4,4211
1,47,385,6,1,2,2,1,3,7,3,2,1,1,2,3,1,3,3,2,1,2,2,2,2,3,3,2,7,1,1,2,1,4,1,4,4,4,1,1,2,4,1,4,2,3,2,2,0,1,2,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,385,8,1,4,4073
1,47,386,6,2,2,1,1,1,4,2,1,1,1,1,3,3,1,3,1,2,2,2,1,1,1,1,2,3,2,2,1,3,4,2,2,1,1,1,1,2,3,2,4,5,5,5,4,4,1,3,3,3,9,99,99,99,9,3,1,3,1,1,2,1,1,1,1,2,47,386,7,7,9,1513
1,47,387,6,2,2,1,11,11,7,4,2,1,1,1,3,4,1,5,2,3,1,3,1,2,1,1,2,3,1,2,1,4,3,1,1,1,1,4,1,2,5,1,4,2,3,1,4,4,1,3,1,1,9,99,99,99,9,3,1,3,3,1,1,1,1,1,1,2,47,387,7,4,6,4026
1,47,388,6,2,3,2,4,6,4,3,2,2,4,3,1,1,3,5,3,3,3,2,3,2,3,10,3,2,3,3,1,3,1,1,1,4,3,3,3,2,4,1,4,2,3,1,1,3,1,3,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,388,8,3,4,4207
1,47,389,6,2,2,2,1,3,7,5,2,2,1,2,3,1,5,6,2,1,2,2,2,3,1,1,2,3,2,1,1,2,3,2,2,2,3,2,2,2,5,1,4,2,3,2,4,4,2,3,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,1,2,2,47,389,8,8,6,4082
1,47,390,6,2,2,2,1,2,1,4,3,4,5,3,2,1,2,6,3,2,3,1,4,2,0,10,3,3,1,1,1,1,1,1,1,4,3,2,5,1,4,1,4,3,3,2,2,3,1,3,2,2,9,99,99,99,9,3,1,3,1,1,1,1,1,3,3,2,47,390,8,6,6,4171
1,47,391,2,1,2,1,1,3,2,3,2,2,1,2,4,3,2,3,2,1,2,2,2,2,2,4,2,5,2,2,0,1,2,2,3,2,3,2,2,2,3,1,2,4,3,1,2,2,1,3,3,2,2,98,98,1,1,1,1,3,3,2,1,3,1,3,1,2,47,391,5,6,9,3002
1,47,392,3,1,2,1,0,0,6,2,3,2,1,2,3,2,3,3,3,2,3,2,3,2,3,4,3,4,2,2,2,1,1,1,0,4,1,1,1,4,1,4,4,3,3,2,1,2,1,3,3,3,2,98,98,2,1,2,1,0,0,2,1,0,1,2,1,2,47,392,5,99,9,3070
1,47,393,3,1,2,1,2,3,7,3,1,2,1,2,3,2,1,4,1,2,2,2,1,2,1,2,2,3,3,3,4,2,2,2,2,3,2,1,1,10,1,1,2,4,3,1,2,3,1,1,3,1,2,98,98,3,1,3,1,3,1,1,1,1,1,1,1,2,47,393,8,4,9,3425
1,47,394,2,1,2,1,11,11,3,2,4,4,4,3,1,1,5,4,3,3,3,2,4,3,3,10,2,4,2,2,2,2,2,2,2,4,3,3,2,2,5,1,4,1,3,2,2,4,1,3,3,3,2,98,98,1,2,3,1,3,1,1,1,1,1,2,1,2,47,394,8,5,9,3038
1,47,395,1,1,2,0,0,0,2,2,2,2,1,1,3,1,2,6,2,2,2,2,3,2,1,2,2,3,1,1,4,2,4,2,4,4,3,3,3,0,3,1,4,2,3,1,1,2,1,3,3,1,2,98,98,2,2,3,1,1,1,1,1,1,1,2,1,2,47,395,7,3,9,3118
1,47,396,2,1,2,0,2,11,2,4,2,2,1,2,1,1,1,1,2,2,2,2,1,2,3,3,2,6,3,2,1,1,1,1,3,4,4,2,3,5,3,4,4,2,3,1,2,2,1,3,3,3,2,98,98,98,4,3,1,3,2,1,1,2,1,1,1,2,47,396,6,7,9,3034
1,47,397,2,1,2,1,2,5,5,4,2,5,1,2,4,4,5,5,3,3,3,2,3,2,3,4,2,7,3,3,1,3,2,2,1,1,3,3,2,2,5,1,2,1,3,5,2,5,2,1,3,1,1,3,1,2,1,2,3,2,3,2,1,1,2,2,1,2,47,397,2,7,9,3068
1,47,398,2,1,2,1,11,11,4,2,2,5,1,2,3,1,1,3,2,2,2,2,3,2,3,4,2,7,2,2,1,3,3,1,2,3,2,1,1,6,1,1,5,2,3,1,1,4,1,3,3,3,2,98,98,1,1,3,1,3,1,1,1,1,1,1,1,2,47,398,8,9,9,3213
1,47,399,3,1,2,1,2,4,2,2,2,2,2,3,1,1,2,5,3,2,2,2,3,2,3,3,2,7,3,2,3,4,2,1,3,4,3,2,2,4,1,1,2,3,3,2,2,3,1,1,3,1,2,98,98,2,1,3,1,3,1,1,1,1,1,2,1,2,47,399,8,7,9,3180
1,47,400,6,1,2,1,4,4,4,4,5,2,1,2,1,3,3,8,2,1,1,2,1,2,2,6,2,6,3,3,1,1,1,1,1,3,3,1,2,4,5,1,2,3,3,2,1,2,1,2,2,1,9,99,99,99,9,3,1,3,1,3,1,3,1,1,1,2,47,400,6,6,9,3346
1,47,401,2,1,2,1,4,2,4,4,2,4,1,2,3,2,2,4,2,3,2,2,1,3,1,1,2,6,3,1,2,3,3,4,4,4,4,2,2,2,3,1,2,3,3,1,2,3,1,3,3,3,2,98,98,1,2,3,2,3,2,1,1,2,1,2,1,2,47,401,5,4,9,3275
1,47,402,2,1,0,1,11,11,4,4,2,3,1,2,3,1,1,3,3,1,1,2,1,2,3,10,1,6,3,2,1,2,1,1,1,1,3,1,2,2,5,3,4,3,3,1,1,3,1,2,2,3,2,98,98,1,2,1,1,2,3,1,1,3,3,2,1,2,47,402,3,2,9,3278
1,47,403,2,1,2,1,4,6,3,5,2,3,3,3,2,1,2,4,2,2,3,2,2,2,3,4,2,6,3,3,1,1,2,1,1,1,4,3,3,1,5,2,4,3,3,2,1,1,1,3,3,3,2,98,98,3,2,1,3,1,3,3,2,3,3,1,1,2,47,403,0,2,9,3300
1,47,404,4,1,2,1,1,3,3,3,2,1,3,2,4,2,1,4,2,1,2,2,3,2,3,3,2,6,2,2,1,1,1,1,1,1,3,2,1,2,3,1,4,5,3,2,2,3,1,1,1,3,1,10,4,2,1,3,1,3,1,1,1,1,1,2,1,2,47,404,8,6,9,3015
1,47,405,1,1,1,1,2,10,4,2,1,1,1,1,4,2,2,6,2,1,2,2,1,1,3,2,2,6,2,3,1,1,1,1,1,1,4,4,1,1,4,3,4,3,3,1,2,4,1,3,2,1,2,98,98,2,1,3,1,3,1,1,1,1,1,1,1,2,47,405,8,2,9,3339
1,47,406,2,1,1,3,3,5,4,5,2,1,1,2,3,3,1,5,2,1,2,2,1,1,1,2,2,6,3,3,2,3,4,3,2,2,2,2,2,2,3,1,4,1,3,2,2,2,1,2,2,1,2,98,98,1,2,3,1,3,1,1,1,1,1,3,1,2,47,406,8,6,9,3240
1,47,407,2,1,3,5,10,10,4,5,2,5,1,2,2,1,3,4,2,1,2,2,2,1,1,1,2,6,2,2,2,4,4,1,4,2,2,1,1,2,5,1,4,2,3,1,5,5,1,1,1,1,2,98,98,2,1,3,3,3,3,3,1,3,1,2,1,2,47,407,4,7,9,3402
1,47,408,1,1,1,1,1,3,4,5,1,2,1,2,3,2,2,6,2,1,2,2,3,2,3,3,2,2,2,2,2,2,1,1,2,2,3,2,1,1,3,1,4,2,3,1,2,2,1,1,3,1,2,98,98,2,1,3,1,3,1,1,1,1,1,1,1,2,47,408,8,6,9,3366
1,47,409,1,1,1,1,1,1,4,3,5,2,3,2,2,3,1,6,2,3,2,1,4,1,3,3,2,2,1,1,3,3,3,2,3,3,2,2,1,2,5,1,5,5,3,3,2,3,2,3,3,3,2,98,98,2,1,2,1,3,1,2,1,3,1,1,1,2,47,409,5,7,9,3044
1,47,410,1,1,1,1,1,3,4,3,1,1,1,2,3,1,1,6,2,1,1,2,3,1,2,2,2,2,1,2,2,4,1,2,4,1,1,2,2,0,1,1,4,2,3,1,3,2,1,1,1,1,2,98,98,2,1,3,3,3,1,1,1,3,1,1,1,2,47,410,6,6,9,3035
1,47,411,1,1,3,1,4,6,2,2,4,2,2,3,2,1,5,1,3,2,2,2,2,3,3,4,2,3,3,3,3,1,1,3,1,1,5,5,5,2,5,1,4,1,3,2,2,5,1,3,3,3,2,98,98,1,1,3,1,3,1,1,1,1,1,4,1,2,47,411,8,4,9,3194
1,47,412,1,1,1,1,0,0,4,3,1,3,1,2,3,3,1,6,2,1,1,2,2,1,1,2,2,3,3,3,2,3,3,2,2,3,2,2,2,0,5,1,0,2,3,3,2,2,2,1,3,3,2,98,98,2,1,1,1,3,3,3,1,3,1,1,1,2,47,412,4,7,9,3356
1,47,413,1,1,1,1,1,1,4,3,1,2,1,2,3,3,2,4,2,1,2,2,1,1,3,3,2,3,2,2,1,1,2,1,2,1,1,1,3,5,3,1,4,5,3,3,5,4,2,3,3,3,2,98,98,2,1,3,1,3,1,1,1,1,1,2,1,2,47,413,8,7,9,3335
1,47,414,1,1,2,1,1,1,3,2,2,1,1,2,3,1,2,6,1,1,2,2,3,2,1,1,2,4,2,2,1,1,1,1,3,3,2,2,3,5,4,1,4,2,3,2,1,2,1,1,3,1,1,3,1,1,2,3,1,0,1,1,1,1,1,1,1,2,47,414,7,6,9,3281
1,47,415,1,1,1,1,1,2,3,2,2,2,3,2,1,1,3,6,2,1,2,2,4,2,2,3,2,4,3,1,1,4,1,1,1,1,2,2,1,2,3,1,3,2,3,2,3,3,1,2,2,1,2,98,98,1,2,1,3,1,3,3,3,3,3,3,1,2,47,415,0,4,9,3294
1,47,416,1,1,2,1,1,2,4,4,2,2,1,2,2,1,1,6,2,1,3,2,4,2,3,3,2,4,3,2,1,1,1,1,1,1,1,2,2,3,5,1,2,4,3,1,1,2,1,3,1,1,2,98,98,2,1,3,1,3,1,1,1,1,1,3,0,2,47,416,8,3,9,3359
1,47,417,1,1,1,1,0,0,4,4,2,1,1,2,2,1,1,4,2,1,2,2,1,1,3,2,2,5,2,3,3,1,4,3,3,4,3,1,3,2,5,3,4,2,3,1,2,3,1,1,0,1,2,98,98,1,1,3,3,3,3,1,1,3,1,2,1,2,47,417,5,5,9,3309
1,47,418,6,1,1,1,2,2,4,4,2,1,1,1,3,1,1,0,1,1,1,2,1,2,1,2,2,4,2,3,1,3,3,1,3,3,3,3,2,3,1,3,4,3,3,1,1,2,1,3,3,3,1,7,9,2,1,3,1,3,1,1,1,1,1,1,1,2,47,418,8,3,9,3349
1,47,419,2,2,2,1,4,4,4,5,2,1,1,1,3,3,1,5,2,1,2,2,3,1,1,2,2,1,3,2,2,2,2,1,4,1,3,2,2,9,5,3,1,2,3,3,3,3,3,1,3,1,2,98,98,2,1,3,1,3,1,1,1,3,1,0,2,2,47,419,9,8,9,3244
1,47,420,2,1,1,1,2,3,5,3,2,4,1,2,1,1,2,5,3,3,3,2,1,1,1,2,2,2,3,2,1,1,1,1,1,1,3,2,1,2,5,3,4,0,3,2,2,2,2,2,2,3,2,98,98,1,1,3,1,3,1,1,1,1,1,2,1,2,47,420,8,2,9,3112
1,47,421,1,1,1,2,3,5,4,4,2,3,1,2,1,2,2,6,2,1,2,2,3,2,3,3,2,3,2,3,2,2,1,1,1,3,3,2,2,4,2,1,4,5,3,2,3,2,2,1,3,3,2,98,98,2,1,3,1,3,1,1,1,1,1,2,1,2,47,421,8,6,9,3357
1,47,422,4,1,0,2,2,2,2,5,4,4,2,2,1,1,3,4,2,3,3,2,4,2,1,1,2,4,2,3,1,1,1,1,1,2,1,1,1,4,1,1,3,4,3,1,2,2,2,1,1,1,1,10,2,1,1,3,1,3,1,1,1,1,1,2,1,2,47,422,8,9,9,3063
1,47,423,2,1,1,2,1,1,4,5,1,2,1,3,2,1,3,3,2,1,3,2,3,2,3,4,2,7,1,1,1,1,1,1,1,4,3,3,3,10,5,3,2,4,3,1,3,3,1,1,1,1,2,98,98,1,1,3,1,3,1,1,1,1,1,2,1,2,47,423,8,4,9,3316
