S100A.Q39. HOW SURE DO YOU FEEL THAT YOUR TRAINING AND EXPERIENCE HAS FITTED YOU TO DO YOUR PART WELL IN COMBAT OPERATION?  1. VERY SURE 2. PRETTY SURE 3. NOT SO SURE 4. NOT SURE AT ALL 5. UNDECIDED 6. NO ANSWER 
"S100A.Q40. IN GENERAL, HOW DO YOU THINK THE WEAPONS AND EQUIPMENT OF THE AMERICAN ARMY COMPARE WITH THOSE OF THE GERMAN ARM?  1. ALL THE AMERICAN WEAPONS AND EQUIPMENT ARE BETTER THAN THOSE OF THE GERMAN ARMY 2. SOME OF THE GERMAN WEAPONS AND EQUIPMENT ARE BETTER THAN THOSE OF THE AMERICAN ARMY (WEAPONS WRITTEN IN) 3. SOME GERMAN WEAPONS BETTER (NO WEAPONS WRITTEN IN) 4. NO ANSWER 0. NO CODE OR NO DATA "
S100A.Q41. CHECK THE ONE STATEMENT BELOW THAT COMES CLOSEST TO EXPRESSING HOW YOU FEEL TOWARD GERMAN SOLDIERS.  1. I REALLY HATE THEM AND WE SHOULD WIPE THEM OUT COMPLETELY 2. I DON'T FEEL MUCH PERSONAL HATE FOR THEM 3. WE MUST FIGHT THEM BUT THEY ARE PRETTY MUCH LIKE WE ARE 4. SOME OTHER FEELING 5. NO ANSWER 0. NO CODE OR NO DATA 
S100A.Q42. CHECK THE ONE STATEMENT BELOW THAT COMES CLOSEST TO EXPRESSING HOW YOU FEEL TOWARD JAPANESE SOLDIERS.  1. I REALLY HATE THEM AND WE SHOULD WIPE THEM OUT COMPLETELY 2. I DON'T FEEL MUCH PERSONAL HATE FOR THEM 3. WE MUST FIGHT THEM BUT THEY ARE PRETTY MUCH LIKE WE ARE 4. SOME OTHER FEELING 0. NO ANSWER 
S100A.Q43A. HOW MANY MONTHS HAVE YOU BEEN IN YOUR PRESENT COMPANY OR BATTER?  01. LESS THAN 6 MONTHS 02. 6 THROUGH 9 MONTHS 03. 10 THROUGH 12 MONTHS 04. 13 THROUGH 17 MONTHS 05. 18 THROUGH 20 MONTHS 06. 21 THROUGH 23 MONTHS 07. 24 MONTHS 08. 25 THROUGH 29 MONTHS 09. 30 THROUGH 35 MONTHS 10. 36 MONTHS 11. OVER 36 MONTHS 00. NO ANSWER 
S100A.Q43B. HOW MANY MEN WERE IN YOUR COMPANY OR BATTERY WHEN YOU JOINED I?  ANP (ACTUAL NUMBER MEN) 01. 1 MAN . . . 98. 98-99 MEN 99.NONE 00.NO ANSWER X. QUESTION 43C NOT CODED. 
"S100A.Q44. BEFORE YOU WERE RELIEVED FROM DUTY AT THE FRONT THIS TIME, HOW LONG HAD YOU BEEN ON CONTINUOUS ACTIVE DUTY IN THE FRONT LINE? (WE MEAN BY CONTINUOUS, WITHOUT ANY BREAKS LIKE REST CAMPS, BEING IN THE HOSPITAL, ETC.)  01. 30 DAYS OR LESS 02. 31 THROUGH 34 DAYS 03. 35 THROUGH 36 DAYS 04. 37 THROUGH 40 DAYS 05. 41 THROUGH 59 DAYS 06. 60 THROUGH 70 DAYS 07. 75 THROUGH 90 DAYS 08. 91 THROUGH 110 DAYS 09. 111 THROUGH 135 DAYS 10. OVER 135 DAYS 11. NO ACTIVE DUTY 00. NO ANSWER "
"S100A.Q45. IF THE GERMANS WERE TO OFFER TO STOP FIGHTING NOW, AND GIVE UP ALL THE COUNTRIES AND TERRITORY THEY HAVE TAKEN OVER, WHAT DO YOU THINK WE SHOULD D?  1. WE SHOULD ACCEPT THE OFFER AND STOP FIGHTING NOW 2. WE SHOULD CONSIDER THE OFFER AND TRY TO WORK OUT SOME PEACE TERMS WITH THEM 3. WE SHOULD TURN DOWN THE OFFER AND KEEP ON FIGHTING UNTIL THEY GIVE UP COMPLETELY 4. UNDECIDED 5. NO ANSWER 0. NO CODE OR NO DATA "
S100A.Q46. DO YOU EVER GET THE FEELING THAT THIS WAR IS NOT WORTH FIGHTIN?  1. VERY OFTEN 2. SOMETIMES 3. ONCE IN A GREAT WHILE 4. NEVER 0. NO ANSWER 
"S100A.Q47. AFTER THE WAR IS OVER, DO YOU THINK THE UNITED STATES WILL BE A BETTER PLACE OR A WORSE PLACE TO LIVE IN THAN IT WAS BEFORE THE WA?  1. BETTER 2. ABOUT THE SAME 3. WORSE 4. UNDECIDED 0. NO ANSWER "
S100A.Q48. HOW HARD DO YOU THINK THE MEN IN THE REAR ECHELONS ARE TRYING TO SEE THAT YOUR DIVISION OR BRIGADE GETS THE SUPPLIES IT NEED?  1. THEY ARE TRYING VERY HARD 2. THEY ARE TRYING PRETTY HARD 3. THEY ARE NOT TRYING SO HARD 4. THEY ARE NOT TRYING AT ALL 0. NO ANSWER 
S100A.Q49. HOW MANY OF YOUR OFFICERS DO YOU HAVE CONFIDENCE IN AS LEADERS UNDER COMBAT CONDITION?  1. ALL OF THEM 2. MOST OF THEM 3. ABOUT HALF OF THEM 4. FEW OF THEM 5. NONE OF THEM 0. NO ANSWER 
S100A.Q50. HOW MANY OF YOUR OFFICERS TAKE A PERSONAL INTEREST IN THEIR ME?  1. ALL OF THEM DO 2. MOST OF THEM DO 3. ABOUT HALF OF THEM DO 4. FEW OF THEM DO 5. NONE OF THEM DO 0. NO ANSWER 
S100A.Q51. CHECK THE NAME OF THE COMMANDING GENERAL OF THE FIFTH ARMY.  1. GEN. JACOB DEVERS 2. GEN. SIR HAROLD ALEXANDER 3. GEN. MARK W. CLARK 4. GEN. DWIGHT EISENHOWER 0. NO ANSWER 
"S100A.Q52. SINCE YOU HAVE BEEN OVERSEAS, HAVE YOU SEEN OR HEARD NEWS FROM THE STATES ABOUT THINGS THE MEN OVERSEAS WERE GETTING OR WERE SUPPOSED TO GET, BUT WHICH YOU WERE PRETTY SURE THEY WERE NOT GETTIN?  1. NO 2. YES, COMMENT WRITTEN IN 3. YES, NO COMMENT WRITTEN IN 0. NO ANSWER "
"S100A.Q53. IN GENERAL, WOULD YOU SAY THAT COMBAT BECOMES MORE FRIGHTENING OR LESS FRIGHTENING THE MORE YOU SEE OF I?  1. MORE FRIGHTENING 2. LESS FRIGHTENING 3. FRIGHTENING ALL THE TIME 4. NEVER FRIGHTENING 0. NO ANSWER "
"S100A.Q54. UNDER COMBAT CONDITIONS, IF YOU FIND YOURSELF GETTING AFRAID, WHAT THINGS HELP YOU MOST TO KEEP YOUR COURAGE U?  1. COMMENT WRITTEN IN 2. NO COMMENT WRITTEN IN X. COL. 80 NOT USED. CARD 3 "
S100A.CARD.  3. CARD THREE 
S100A.DECK.  100. SURVEY NUMBER 
S100A.BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
S100A.FORM:  1. S-100A 2. S-100B 3. S-100C 4. S-100D 5. S-100E 6. S-100F 7. S-100G 
"S100A.V54A. COMMENTS ON Q.54.  1. PRAYER, FAITH IN THE LORD, READ BIBLE 2. NOT CHOSEN "
"S100A.V54A. COMMENTS ON Q.54.  57 1. KEEP BUSY, KEEP DOING SOMETHING 1090 2. NOT CHOSEN "
"S100A.V54A. COMMENTS ON Q.54.  79 1. BE CALM, DON'T WORRY, STRONG WILL POWER 1068 2. NOT CHOSEN "
"S100A.V54A. COMMENTS ON Q.54.  40 1. THINK ABOUT HOW IMPORTANT THE WAR IS, OR HOW IMPORTANT MY JOB IS 1107 2. NOT CHOSEN "
"S100A.V54A. COMMENTS ON Q.54.  75 1. KEEP DOWN, KEEP UNDER COVER, DIG A DEEPER TRENCH 1072 2. NOT CHOSEN "
S100A.V54A. COMMENTS ON Q.54.  76 1. THINKING OR TALKING ABOUT SOMETHING BESIDES THE WAR AND FIGHTING 1071 2. NOT CHOSEN 
"S100A.V54A. COMMENTS ON Q.54.  36 1. NO USE WORRYING (IF NUMBER IS UP WILL GET IT, IF NOT WON'T GET IT) 1111 2. NOT CHOSEN "
"S100A.V54A. COMMENTS ON Q.54.  172 1. THINK OF HOME, GIRL FRIEND, FAMILY; THINK OF GETTING HOME 975 2. NOT CHOSEN "
S100A.V54A. COMMENTS ON Q.54.  10 1. THINK OF WHAT I'LL DO WHEN WAR IS OVER; THINK OF WHEN WAR IS OVER 1137 2. NOT CHOSEN 
"S100A.V54A. COMMENTS ON Q.54.  137 1. TALK TO SOMEONE; JOKE, LAUGH, CLOSE CONTACT WITH BUDDIES 1010 2. NOT CHOSEN "
S100A.V54A. COMMENTS ON Q.54.  39 1. THINK ABOUT NOTHING BUT FIGHTING AND DOING MY JOB 1108 2. NOT CHOSEN 
"S100A.V54A. COMMENTS ON Q.54.  57 1. I'M NOT THE ONLY ONE IN TOUGH SPOT, THINK OF SUPPORT I'M GETTING; IT'S WORSE FOR THE ENEMY 1090 2. NOT CHOSEN "
"S100A.V54A. COMMENTS ON Q.54.  59 1. DRINKING, SMOKING, CHEWING GUM, EATING 1088 2. NOT CHOSEN "
"S100A.V54A. COMMENTS ON Q.54.  34 1. THINKING THAT OTHERS DEPEND ON ME, I HAVE TO DO WELL, I CAN'T BE A COWARD 1113 2. NOT CHOSEN "
S100A.V54A. COMMENTS ON Q.54.  52 1. WAR WON'T LAST LONG; I'LL BE OUT OF THIS SOON; I'LL SOON GET RELIEF 1095 2. NOT CHOSEN 
"S100A.V54A. COMMENTS ON Q.54.  16 1. NOTHING CAN BE DONE TO KEEP COURAGE UP, ALWAYS AFRAID, JUST SWEAT IT OUT 1131 2. NOT CHOSEN "
S100A.V54A. COMMENTS ON Q.54.  14 1. ALL OTHERS 1133 2. NOT CHOSEN 
"S100A.V54A. COMMENTS ON Q.54.  21 1. IRRELEVANT ANSWER (WHEN MAN IS OBVIOUSLY NOT ANSWERING THE QUESTION) REST, SLEEP - CHANGE OF ATMOSPHERE 1126 2. NOT CHOSEN "
S100A.V54A. COMMENTS ON Q.54.  183 1. NO ANSWER 964 2. NOT CHOSEN 
S100A.Q55. DO YOU THINK THAT HATRED FOR ENEMY SOLDIERS HELPS YOU PERSONALLY TO FIGHT BETTER OR NO?  1. HATRED HELPS A LOT 2. HATRED HELPS SOME BUT NOT A LOT 3. HATRED HELPS VERY LITTLE OR NOT AT ALL 4. UNDECIDED 0. NO ANSWER 
"S100A.Q56. HOW OFTEN DO YOU SEE THE ARMY NEWSPAPER, ""STARS AND STRIPES""*  1. FIVE OR SIX TIMES A WEEK 2. THREE OR FOUR TIMES A WEEK 3. ONCE OR TWICE A WEEK 4. LESS THAN ONCE A WEEK 0. NO ANSWER "
"S100A.Q57. WHAT DO YOU THINK OF ""STARS AND STRIPES""*  1. LIKE IT VERY MUCH 2. LIKE IT PRETTY WELL 3. DON'T LIKE IT SO MUCH 4. DON'T LIKE IT AT ALL 0. NO ANSWER "
"S100A.Q58. DO YOU HAVE ANY SUGGESTIONS FOR IMPROVING ""STARS AND STRIPES""*  1. COMMENT WRITTEN IN 2. COMMENT NOT WRITTEN IN 0. NO ANSWER "
S100A.Q59. WHAT IS YOUR REGIMEN?  1. BELONG TO A REGIMENT 2. I DON'T BELONG TO A REGIMENT 0. NO ANSWER X. QUESTION 60 NOT CODED. 
S100A.V61. SERIAL NUMBER OF QUESTIONNAIRE: X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS.  ANP 0000.NO CODE OR NO DATA 
"S100A.V62. OUTFIT IDENTIFICATION:  1. 34TH AND 45TH DIVISIONS, 1ST INSTALLATION 2. 36TH DIVISION, 1ST INSTALLATION 3. 13TH, 18TH, 71ST FA BRIGADES, 1ST INSTALLATION 4. 34TH AND 45TH DIVISION, 2ND INSTALLATION 5. 36TH DIVISION, 2ND INSTALLATION 6. 13TH, 18TH, 71ST FA BRIGADES, 2ND INSTALLATION "
