CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.25.,Q.26A.,Q.26B.,Q.26C.,Q.26D.,Q.26E.,Q.26F.,Q.26G.,Q.26H.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.38C.,Q.38D.,Q.38E.,Q.38F.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48A.,Q.48B.,Q.48C.,Q.48D.,Q.48E.,V.49.,V.50.,CARD..1,DECK..1,BALLOT..1,FORM..1,V.51.,V.52.
1,219,85,2,3,5,3,8,1,6,3,13,1,5,1,1,3,1,1,3,5,5,2,3,5,1,1,5,5,3,1,1,1,3,1,3,1,3,5,11,4,2,4,3,3,2,1,1,1,2,2,1,2,2,5,3,1,4,2,1,1,1,5,2,1,1,2,3,2,2,3,2,219,85,2,2,421
1,219,86,2,3,5,3,8,1,6,2,15,1,5,1,2,4,1,1,2,3,4,1,3,4,1,1,5,5,3,1,1,2,3,1,2,1,2,2,11,1,2,2,4,2,2,1,1,1,2,2,1,2,2,5,3,2,5,2,2,2,1,2,2,3,2,2,1,2,2,3,2,219,86,2,3,212
1,219,87,2,3,7,3,4,2,2,5,12,2,2,3,1,2,2,1,2,3,5,1,3,5,1,1,4,2,3,1,1,1,2,1,1,1,3,2,11,2,1,3,3,3,3,1,1,1,2,2,1,1,2,5,3,3,4,2,4,1,1,3,1,2,3,2,1,2,2,3,2,219,87,2,1,4
1,219,88,2,2,5,3,8,2,6,3,12,2,5,1,1,2,2,1,2,4,5,1,3,4,1,1,5,4,3,1,1,1,2,1,2,1,2,1,11,2,2,3,4,3,2,1,1,1,2,2,1,2,2,5,2,2,4,3,4,1,1,2,1,1,2,2,1,2,2,3,2,219,88,2,0,705
1,219,89,2,2,7,3,6,2,2,4,12,1,2,4,4,0,0,1,2,2,3,1,1,3,1,1,4,2,3,1,1,1,2,1,2,1,3,1,11,2,2,3,3,2,1,1,5,1,2,2,1,1,1,5,2,3,3,2,2,2,1,3,1,2,3,3,2,2,2,3,2,219,89,2,2,738
1,219,90,2,2,6,3,7,1,6,4,13,1,4,1,1,2,2,2,2,3,4,1,3,4,1,1,5,2,3,1,1,1,2,1,2,1,2,1,11,4,2,4,3,3,2,2,1,1,2,2,1,2,2,2,3,1,4,1,4,1,1,5,2,2,2,2,1,2,2,3,2,219,90,2,2,424
1,219,91,2,2,5,3,7,1,6,2,15,1,5,2,2,4,2,1,2,4,7,1,3,4,2,1,4,4,3,1,1,1,2,1,2,3,3,5,11,4,2,3,3,3,2,1,2,1,1,2,1,1,1,5,3,2,3,1,1,3,1,1,4,0,0,0,0,0,2,3,2,219,91,2,3,201
1,219,92,2,3,7,3,8,1,6,4,13,2,4,4,1,3,2,1,3,7,9,2,1,3,1,1,5,5,3,1,3,1,2,1,1,1,3,2,11,5,3,4,1,3,3,2,1,1,2,2,1,2,2,5,3,1,5,2,3,1,1,5,2,1,2,2,1,2,2,3,2,219,92,2,2,414
1,219,93,2,4,4,2,8,2,2,6,6,2,5,1,1,3,1,1,2,4,5,1,2,4,1,1,5,3,3,1,1,1,3,1,2,1,3,2,11,2,2,3,3,3,1,1,1,1,2,2,1,2,2,4,3,3,3,2,1,1,1,2,1,2,2,2,1,2,2,5,2,219,93,2,1,220
1,219,94,2,3,4,2,8,2,2,6,0,0,4,1,2,3,1,1,3,4,7,2,3,4,3,1,5,5,3,2,1,1,1,2,1,1,2,3,11,2,4,4,5,2,1,1,1,1,2,2,1,1,2,5,2,4,5,2,3,2,1,4,1,2,2,1,1,2,2,1,2,219,94,2,1,104
1,219,95,2,4,6,1,8,2,6,4,3,3,4,2,2,4,1,2,3,5,8,2,3,4,1,1,4,2,3,1,1,1,2,1,1,1,1,2,11,6,2,3,5,3,3,1,1,1,2,2,1,1,2,3,3,2,4,2,2,2,1,3,1,1,2,2,1,2,2,1,2,219,95,2,1,109
1,219,96,2,3,4,2,6,2,6,2,1,3,3,2,2,3,2,1,2,3,3,2,3,4,2,1,5,2,3,3,1,1,1,1,1,1,2,2,11,4,2,3,3,2,2,1,2,2,2,1,1,2,2,5,2,2,4,3,2,2,1,3,1,3,2,2,2,1,2,1,2,219,96,2,0,107
1,219,97,2,3,5,3,8,1,6,3,3,0,4,1,2,4,2,1,3,4,7,1,3,4,1,1,4,2,3,3,1,1,2,1,3,1,3,2,11,1,2,4,4,3,1,1,1,1,2,2,1,1,2,5,2,1,6,2,2,2,1,4,1,1,1,2,1,3,2,1,2,219,97,2,1,6
1,219,98,2,2,5,3,6,1,6,3,1,3,3,2,3,4,1,1,3,3,5,2,2,3,1,1,5,4,3,3,1,1,1,1,2,1,3,5,11,1,4,3,3,3,2,1,2,1,2,2,1,2,2,2,3,2,4,2,4,3,1,5,3,1,2,3,1,3,2,1,2,219,98,2,0,306
1,219,99,2,2,4,3,6,2,1,3,0,1,3,4,1,4,1,1,3,3,5,2,3,5,1,1,4,3,3,1,1,1,1,1,3,1,3,1,11,2,2,2,3,2,1,2,1,1,1,2,2,1,1,5,2,4,5,1,3,1,1,3,1,1,1,1,3,2,2,1,2,219,99,2,0,905
1,219,100,2,4,7,2,8,2,1,3,14,2,5,4,4,0,3,1,2,4,5,2,1,3,1,1,5,1,4,1,1,1,3,1,3,1,3,2,12,2,3,3,3,2,2,1,1,1,2,1,1,1,2,4,2,2,5,2,3,2,1,4,1,1,2,2,3,2,2,3,2,219,100,2,0,611
1,219,101,2,3,7,3,6,2,1,2,12,1,2,1,2,2,2,2,3,3,4,1,3,4,1,1,5,2,4,1,1,1,1,1,2,1,3,1,12,2,1,3,4,2,2,1,1,1,2,1,1,1,2,5,2,2,4,2,3,2,1,1,1,1,2,2,1,2,2,3,2,219,101,2,0,708
1,219,102,2,3,6,3,6,2,1,3,1,3,2,1,1,3,1,1,2,4,5,1,3,4,1,1,5,4,4,1,1,1,1,1,2,1,2,5,12,1,5,3,3,3,2,5,1,1,2,2,1,2,2,5,2,3,4,2,2,4,1,3,1,1,2,2,1,1,2,1,2,219,102,2,0,754
1,219,103,2,4,4,3,8,1,6,3,1,3,4,4,4,0,1,1,3,3,5,2,1,4,1,1,5,2,4,3,1,1,1,1,1,1,1,3,13,2,2,3,3,1,1,2,1,1,2,1,1,2,2,5,1,4,5,3,2,1,1,5,1,1,1,1,1,2,2,1,2,219,103,2,0,402
1,219,104,2,3,5,3,7,1,6,3,12,1,3,2,4,5,2,2,2,2,3,2,2,1,2,1,5,5,4,2,1,2,2,2,2,2,2,4,10,1,5,5,5,1,2,2,1,1,2,1,1,1,1,1,2,3,4,2,2,2,1,2,1,1,2,2,1,2,2,3,2,219,104,2,2,906
1,219,105,2,2,6,1,7,3,6,3,9,2,4,1,3,6,3,1,3,4,5,1,1,4,2,1,5,5,4,1,2,2,1,1,1,1,2,5,10,1,4,2,5,1,2,1,2,1,2,2,1,2,2,4,2,3,3,2,2,2,1,4,2,1,1,3,3,1,2,1,2,219,105,2,1,13
1,219,106,2,2,6,1,7,1,6,2,2,3,3,1,4,6,1,1,3,5,7,2,2,3,1,1,5,4,4,3,2,1,1,1,2,1,2,5,10,5,2,3,3,1,3,1,1,1,2,2,1,1,2,2,1,2,5,2,2,1,1,5,2,3,1,2,1,2,2,1,2,219,106,2,1,7
1,219,107,2,3,6,2,6,1,6,3,14,2,5,4,4,7,0,1,2,3,5,2,1,1,1,1,5,3,4,2,1,1,1,1,2,1,2,1,11,1,3,5,3,3,2,1,1,1,1,2,1,1,1,5,4,1,5,1,3,1,1,1,2,1,2,2,1,2,2,3,2,219,107,2,1,413
1,219,108,2,2,6,3,7,1,6,4,14,1,5,1,1,2,1,2,2,3,3,1,3,4,1,1,5,3,4,1,2,1,2,3,1,1,3,5,11,2,3,3,3,3,1,1,1,1,2,2,1,2,2,5,3,3,6,3,1,1,1,5,1,1,2,2,2,2,2,3,2,219,108,2,1,402
1,219,109,2,1,7,3,5,1,6,3,12,1,4,4,2,4,3,1,3,2,3,1,3,3,1,1,5,5,4,1,1,1,1,1,2,1,2,5,11,2,2,2,5,2,4,3,2,1,1,1,2,2,2,4,2,4,6,2,4,3,1,5,3,3,1,2,1,2,2,3,2,219,109,2,1,916
1,219,110,2,2,5,3,6,1,6,2,1,3,3,3,1,6,3,1,3,5,9,2,2,3,1,1,5,3,4,2,1,1,1,1,2,1,2,5,11,5,3,2,1,2,3,2,5,1,1,2,2,1,2,5,2,2,3,4,4,3,1,5,3,2,3,1,2,3,2,1,2,219,110,2,0,303
1,219,111,2,2,6,2,6,2,6,4,15,1,3,1,2,3,2,3,3,2,5,1,3,4,2,1,4,4,2,1,1,1,3,1,1,1,1,2,14,5,2,4,4,2,1,1,1,1,1,2,1,1,2,4,2,3,3,2,4,2,1,5,1,2,3,2,2,2,2,3,2,219,111,2,2,802
1,219,112,2,1,4,3,6,2,1,2,1,3,1,3,3,5,2,1,2,3,4,1,1,4,1,1,4,1,2,2,1,1,1,1,1,1,2,1,5,2,1,3,4,3,2,1,2,1,2,2,1,1,1,5,3,4,1,3,1,1,1,3,1,1,1,1,1,2,2,1,2,219,112,2,0,714
1,219,113,2,2,4,3,7,1,6,2,1,3,1,3,3,4,1,1,2,2,4,2,1,3,2,1,4,2,2,1,1,1,1,1,2,1,3,2,5,1,2,3,4,2,2,2,1,1,2,1,1,1,1,3,3,3,4,3,2,3,1,4,2,1,1,1,1,1,2,1,2,219,113,2,0,721
1,219,114,2,1,4,3,5,1,6,2,1,3,1,3,3,4,2,1,2,2,3,1,3,3,1,1,3,2,2,0,2,1,3,1,1,1,2,2,5,5,2,4,3,4,2,2,5,1,2,1,1,1,1,4,2,4,6,2,2,1,1,4,1,3,1,2,1,1,2,1,2,219,114,2,0,704
1,219,115,2,2,4,3,7,1,6,2,1,3,1,3,3,4,2,1,2,2,3,1,1,2,1,1,3,2,2,1,1,1,2,2,2,1,3,3,5,2,2,2,3,3,1,1,3,2,1,1,1,1,1,4,3,2,4,3,4,2,1,4,2,2,2,1,2,2,2,1,2,219,115,2,0,819
1,219,116,2,1,4,3,7,1,6,2,1,3,1,3,3,4,2,3,3,2,4,2,2,4,1,1,4,3,2,1,1,1,1,1,1,1,1,2,5,2,3,4,3,3,1,5,2,1,2,2,1,1,2,4,3,1,4,3,2,1,1,2,1,2,2,2,2,2,2,1,2,219,116,2,0,707
1,219,117,2,3,5,1,8,1,0,3,3,3,4,2,1,3,1,1,3,3,5,1,0,4,1,0,4,2,2,1,1,1,3,1,1,1,2,2,9,1,2,3,5,3,2,1,1,1,2,2,1,2,2,5,3,0,5,2,2,1,1,1,1,2,0,3,1,2,2,1,2,219,117,2,1,113
1,219,118,2,2,6,3,6,2,1,3,13,1,4,1,1,2,2,1,3,2,4,2,3,4,1,2,5,4,4,3,1,1,2,1,2,1,3,5,11,1,4,4,3,3,1,1,1,1,2,2,1,2,2,4,2,2,5,1,2,2,1,3,1,3,2,2,3,2,2,3,2,219,118,2,2,312
1,219,119,2,3,6,3,8,2,1,3,13,2,4,1,2,3,3,1,3,3,7,2,3,3,2,2,5,4,3,1,2,1,1,1,3,1,2,3,11,1,4,2,5,3,1,1,1,1,2,2,1,1,2,5,3,1,5,1,3,1,1,5,1,2,2,2,2,2,2,3,2,219,119,2,2,416
1,219,120,2,2,6,3,8,1,6,4,14,1,5,1,2,3,1,1,2,4,5,2,3,3,2,2,5,4,3,1,1,1,3,1,2,1,1,5,11,2,2,3,3,3,2,1,1,1,2,2,1,1,2,5,3,2,4,2,4,1,1,5,1,2,2,2,1,2,2,3,2,219,120,2,1,403
1,219,121,2,3,5,3,8,2,1,3,12,1,4,1,1,2,2,1,3,5,5,1,3,4,1,2,5,4,3,1,1,1,1,1,2,1,2,2,11,2,4,3,3,3,1,1,1,1,2,2,1,2,2,5,3,3,5,1,1,1,1,2,1,2,2,2,1,2,2,3,2,219,121,2,0,108
1,219,122,2,2,7,3,6,2,6,3,13,1,4,0,3,4,2,1,1,1,2,2,0,4,3,2,5,4,3,3,1,3,3,3,3,3,3,5,11,1,4,3,5,3,2,2,2,1,2,2,2,2,2,4,3,2,4,1,3,2,1,4,2,1,2,2,1,2,2,3,2,219,122,2,2,310
1,219,123,2,2,6,3,7,1,6,4,13,1,4,4,4,6,1,1,2,4,5,1,1,2,1,2,5,3,3,3,1,1,1,1,2,1,1,5,11,2,2,4,3,3,1,1,1,1,2,2,1,2,2,4,3,1,5,2,1,1,1,5,1,2,1,2,1,2,2,3,2,219,123,2,2,301
1,219,124,2,4,5,1,7,2,1,6,5,2,4,2,2,3,1,2,3,3,4,1,2,2,1,1,4,2,3,3,2,1,1,1,2,1,3,1,7,2,2,2,4,3,2,5,1,2,2,1,1,1,1,4,2,3,5,3,3,3,1,1,3,3,2,2,1,2,2,5,2,219,124,2,1,817
1,219,125,2,2,3,2,6,1,6,3,17,1,3,1,3,0,2,1,3,3,5,2,2,3,1,1,5,5,3,1,1,1,3,1,1,1,3,5,7,1,5,0,0,3,1,1,4,1,1,1,1,1,1,5,2,1,5,2,2,1,1,2,1,1,2,2,3,2,2,3,2,219,125,2,3,107
1,219,126,2,2,5,2,6,2,6,4,5,1,4,1,2,3,2,1,2,3,4,1,3,4,2,1,4,4,3,1,2,3,3,1,3,1,2,3,7,3,4,2,4,3,3,3,1,2,2,1,1,1,2,1,2,4,3,1,4,1,2,2,1,2,2,2,1,2,2,3,2,219,126,2,1,512
1,219,127,2,2,6,3,7,2,1,4,6,2,2,1,4,6,3,2,2,3,5,1,1,1,1,1,4,4,3,2,1,1,2,1,2,1,2,2,7,4,4,3,2,3,3,3,2,1,2,1,1,2,2,1,2,2,4,1,2,2,1,6,2,1,1,2,1,2,2,5,2,219,127,2,0,527
1,219,128,2,2,5,1,8,2,6,4,4,1,4,1,4,7,3,1,3,5,7,2,3,1,2,1,4,4,3,3,2,1,2,1,0,1,3,3,7,5,4,2,4,4,3,3,2,1,2,2,1,2,2,2,3,4,3,4,1,1,1,2,1,2,2,2,1,2,2,5,2,219,128,2,0,701
1,219,129,2,1,6,1,7,2,1,5,6,1,2,3,3,4,1,1,3,3,5,1,2,2,1,1,4,4,3,3,1,1,3,1,3,1,3,5,7,1,2,3,4,3,2,5,2,1,2,1,1,2,2,5,3,4,4,2,4,2,1,6,2,1,3,2,3,2,2,5,2,219,129,2,1,707
1,219,130,2,2,4,3,7,1,6,2,1,0,2,3,3,5,2,1,2,3,5,2,1,3,1,1,4,3,3,3,1,1,3,1,3,1,3,5,7,2,2,2,3,2,5,5,2,1,2,2,1,1,1,4,1,3,3,2,4,3,1,3,1,3,3,3,3,3,2,1,2,219,130,2,0,760
1,219,131,2,2,4,3,6,1,6,2,1,3,2,2,2,3,2,1,2,3,5,1,2,4,2,1,4,4,3,1,2,1,1,1,3,1,2,2,7,2,3,3,3,2,1,1,1,1,2,2,1,1,2,5,2,3,3,2,3,3,1,7,2,3,2,2,1,3,2,1,2,219,131,2,0,411
1,219,132,2,2,4,3,6,1,6,2,1,3,2,3,3,5,2,1,3,2,3,2,2,3,2,1,5,3,3,1,1,1,2,1,2,3,2,5,7,2,2,3,3,3,1,2,2,1,1,1,1,1,2,5,2,2,4,4,2,2,1,5,1,3,2,1,1,2,2,1,2,219,132,2,0,771
1,219,133,2,2,4,3,6,2,1,2,1,3,2,2,3,4,2,1,3,3,5,2,3,4,1,1,5,5,3,1,1,1,1,1,2,1,2,2,7,3,2,4,3,2,2,1,2,1,2,1,1,1,1,5,2,2,4,2,2,2,1,5,1,3,2,1,1,1,2,1,2,219,133,2,0,109
1,219,134,2,1,4,3,6,1,6,2,1,3,2,4,3,7,1,1,3,4,5,2,1,4,1,1,4,1,3,1,1,1,3,3,2,1,3,2,7,2,2,4,5,2,1,1,2,2,2,2,1,1,1,4,2,2,3,3,1,2,1,4,1,3,1,1,2,3,2,1,2,219,134,2,0,408
1,219,135,2,1,4,1,7,2,1,3,1,3,1,1,3,0,1,1,3,3,3,1,1,4,2,1,5,3,3,2,1,3,3,1,1,1,2,5,7,3,4,4,3,1,2,1,1,1,2,2,1,2,2,4,1,3,3,2,1,2,1,3,1,2,1,1,1,2,2,1,2,219,135,2,0,728
1,219,136,2,2,5,3,8,3,6,3,1,3,2,1,2,3,1,1,3,3,6,1,1,2,1,1,5,4,3,1,1,1,1,1,1,1,1,5,7,2,2,2,4,3,1,1,1,1,2,2,1,2,2,5,3,1,5,2,2,2,1,3,1,3,1,2,3,2,2,1,2,219,136,2,0,801
1,219,137,2,1,5,3,8,1,6,2,12,1,2,0,4,3,1,3,3,3,6,2,3,3,2,1,5,5,3,3,3,3,1,1,3,1,3,3,5,4,3,2,4,3,3,2,2,1,2,2,2,1,1,4,3,4,4,1,2,3,1,3,1,3,2,2,1,2,2,3,2,219,137,2,2,711
1,219,138,2,2,4,3,7,2,6,2,12,1,1,4,3,6,2,1,2,3,5,2,1,2,1,1,5,3,3,1,1,1,2,1,2,1,2,2,5,4,3,3,3,3,3,2,2,1,2,2,1,1,1,5,3,3,4,1,3,2,1,4,2,1,2,0,1,3,2,3,2,219,138,2,1,908
1,219,139,2,1,4,3,8,1,6,2,13,1,2,3,4,5,1,1,2,4,6,1,2,3,2,1,4,3,3,1,2,1,1,1,2,1,2,3,5,4,3,3,4,3,2,2,2,1,2,2,1,1,1,4,3,4,4,2,2,2,1,2,1,1,2,2,1,2,2,3,2,219,139,2,2,506
1,219,140,2,2,4,3,8,2,1,2,15,1,1,4,4,7,2,2,3,4,6,2,2,3,1,1,4,5,3,1,1,1,1,1,1,1,3,1,5,1,4,2,3,3,1,1,1,1,2,2,1,2,1,4,3,3,4,2,2,2,1,4,1,1,2,2,1,3,2,3,2,219,140,2,3,702
1,219,141,2,1,3,3,8,2,1,2,13,2,1,1,3,4,2,2,2,2,2,2,1,5,3,1,5,4,3,1,1,1,1,1,1,1,1,4,5,5,5,3,5,3,3,2,1,1,2,2,2,2,2,5,1,2,5,1,2,1,1,5,2,1,1,2,2,2,2,3,2,219,141,2,1,615
1,219,142,2,2,5,1,8,1,6,5,6,1,2,2,3,5,1,1,3,4,5,2,2,1,1,1,5,4,3,1,1,1,3,1,1,1,2,2,5,5,2,3,4,3,2,2,1,1,2,1,1,1,2,4,2,3,4,1,2,2,1,3,1,2,2,2,2,2,2,5,2,219,142,2,0,902
1,219,143,2,5,3,1,6,2,1,3,8,1,2,3,3,6,2,3,3,6,9,2,1,1,2,1,5,4,3,3,1,1,1,1,1,1,3,5,5,1,4,2,4,3,2,1,2,1,2,1,1,1,2,4,3,3,3,1,2,2,1,5,2,2,1,1,2,2,2,5,2,219,143,2,0,906
1,219,144,2,2,4,3,8,1,6,2,10,1,1,4,4,7,0,1,3,4,5,2,2,1,1,1,4,3,2,1,1,1,2,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,219,144,2,2,905
1,219,145,2,3,3,1,8,2,6,6,6,0,2,3,3,4,1,1,1,2,3,1,1,1,1,1,3,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,5,3,2,1,1,1,2,2,1,1,2,5,3,3,6,2,2,2,1,6,2,3,3,3,3,3,2,5,2,219,145,2,0,541
1,219,146,2,1,4,1,6,2,6,4,12,1,1,3,4,6,2,1,2,3,8,1,2,1,1,1,4,3,2,2,1,2,2,1,2,1,2,2,3,1,2,3,4,2,2,1,1,1,2,2,2,1,2,2,2,3,4,2,3,2,1,5,1,1,2,1,2,2,2,3,2,219,146,2,2,101
1,219,147,2,2,3,1,6,1,6,2,8,1,2,4,3,5,1,1,3,2,3,2,1,1,1,1,4,4,2,3,1,1,1,1,2,1,3,2,3,2,2,3,4,3,1,1,1,1,2,2,1,1,1,5,3,3,6,2,2,1,1,7,1,3,2,2,1,2,2,5,2,219,147,2,0,919
1,219,148,2,3,3,1,8,2,6,3,6,2,2,3,4,5,2,1,2,3,5,1,2,1,2,1,4,2,2,1,2,1,1,1,2,1,2,3,3,6,4,2,5,3,3,1,2,1,2,2,1,1,2,5,2,3,4,4,2,2,1,3,1,2,1,2,2,2,2,5,2,219,148,2,0,540
1,219,149,2,1,3,1,6,1,6,2,8,1,2,3,4,6,3,1,3,3,3,2,1,1,1,1,4,2,2,2,2,1,2,1,0,1,3,2,3,1,2,3,4,3,2,1,2,1,2,2,1,1,2,2,2,2,3,2,2,2,0,1,4,2,2,2,2,2,2,5,2,219,149,2,1,401
1,219,150,2,2,3,1,6,1,6,2,6,2,2,3,4,5,2,3,3,2,2,1,1,1,1,1,3,3,2,1,1,1,3,1,2,1,2,1,3,3,2,3,3,3,1,1,1,1,2,2,1,1,2,5,3,4,3,2,4,3,1,7,1,1,2,2,1,2,2,5,2,219,150,2,0,905
1,219,151,2,1,4,3,7,1,6,2,12,1,1,2,3,3,3,2,2,2,3,1,2,3,2,1,4,4,2,3,1,3,3,1,3,1,2,2,4,4,4,3,4,3,3,2,1,1,2,1,1,2,2,5,2,3,5,2,3,1,1,1,4,1,2,2,3,2,2,3,2,219,151,2,0,728
1,219,152,2,1,4,1,7,2,6,2,12,1,2,3,3,6,2,1,2,3,7,1,1,2,1,1,4,2,2,3,3,1,1,1,3,1,2,2,4,4,2,4,4,3,2,1,1,1,2,2,1,2,2,5,3,4,5,2,2,1,1,4,1,2,2,2,1,2,2,3,2,219,152,2,1,924
1,219,153,2,2,5,1,7,1,6,3,4,1,2,3,3,5,2,1,3,3,5,2,1,1,1,1,3,2,2,2,1,1,1,1,2,1,2,2,4,2,1,3,3,2,2,1,2,2,2,2,2,1,1,4,2,4,4,3,2,2,2,1,4,0,0,0,0,0,2,5,2,219,153,2,1,822
1,219,154,2,2,3,1,5,2,1,3,8,2,2,3,4,4,1,1,3,3,4,1,1,1,1,1,3,1,2,1,1,1,3,2,2,1,2,1,4,5,1,2,3,3,2,2,1,1,2,1,1,1,2,5,3,4,3,2,4,2,1,6,2,1,3,2,2,2,2,5,2,219,154,2,0,936
1,219,155,2,3,5,1,8,2,6,3,6,1,2,3,4,4,1,1,2,2,5,2,2,1,1,1,1,3,2,3,2,1,1,1,3,1,2,1,4,2,2,3,5,3,1,1,1,1,2,2,1,1,2,5,3,3,3,3,4,1,3,7,1,3,2,3,1,2,2,5,2,219,155,2,1,721
1,219,156,2,3,3,1,8,2,1,3,17,2,2,3,4,6,1,1,3,5,5,2,2,1,1,1,4,2,2,1,1,1,2,1,2,1,2,2,4,3,2,3,4,2,2,5,2,1,2,2,2,2,2,5,2,3,4,2,2,2,1,5,3,3,2,2,3,2,2,5,2,219,156,2,1,727
1,219,157,2,3,4,1,8,1,6,5,17,2,2,3,4,6,1,1,3,3,5,1,2,1,1,1,4,1,2,1,2,1,1,1,2,1,2,1,4,3,1,4,3,3,2,1,1,1,0,2,1,2,2,4,3,3,3,3,4,0,2,1,1,0,0,0,0,0,2,5,2,219,157,2,0,529
1,219,158,2,2,4,1,7,1,6,2,5,1,2,3,4,5,2,1,3,3,7,1,2,1,1,1,5,4,2,1,1,1,3,1,3,3,2,4,4,4,4,2,4,3,3,2,1,1,2,2,1,2,2,5,3,2,5,5,4,1,2,2,1,1,3,2,1,2,2,3,2,219,158,2,1,311
1,219,159,2,5,4,1,7,1,6,2,8,1,2,3,4,6,1,1,3,5,7,2,0,1,2,1,5,4,2,1,1,1,1,1,2,1,2,3,4,5,4,2,5,3,2,2,1,2,2,1,1,1,2,4,3,4,3,2,3,2,1,2,1,2,2,2,2,2,2,5,2,219,159,2,0,928
1,219,160,2,2,3,1,7,3,1,5,8,1,2,3,4,6,2,1,3,4,6,2,1,1,2,1,3,3,2,1,2,1,3,0,0,1,2,2,4,1,2,4,5,3,2,1,1,1,2,2,1,1,1,4,3,3,4,2,2,1,2,1,4,1,2,2,1,2,2,5,2,219,160,2,1,405
1,219,161,2,1,4,1,7,1,6,2,1,3,1,3,4,4,2,1,3,3,4,2,1,1,1,1,3,1,2,1,3,1,3,1,2,1,3,1,4,2,1,3,3,4,1,1,1,1,2,2,2,1,1,5,3,2,4,3,4,4,1,5,1,3,1,3,1,2,2,1,2,219,161,2,0,816
1,219,162,2,1,4,3,6,2,6,2,1,3,1,3,3,6,3,3,3,5,9,2,0,1,2,1,3,2,2,1,2,1,1,1,3,1,3,2,4,6,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,3,4,4,2,2,1,5,1,0,0,0,0,0,2,1,2,219,162,2,0,818
1,219,163,2,1,4,3,6,1,6,2,1,3,1,3,3,5,2,1,2,3,4,1,1,3,2,1,3,3,2,3,1,1,3,1,2,1,1,2,4,1,3,0,3,3,2,1,2,1,2,2,1,2,1,4,3,3,4,3,4,3,1,5,1,3,3,3,3,3,2,1,2,219,163,2,0,738
1,219,164,2,1,4,3,7,1,6,2,1,0,1,3,3,3,3,1,3,2,3,1,1,2,1,1,3,2,2,1,1,1,1,1,2,1,3,1,4,2,1,3,3,3,1,1,1,1,2,2,1,2,2,4,3,2,4,3,4,2,1,3,1,3,3,3,1,3,2,1,2,219,164,2,0,817
1,219,165,2,3,6,3,6,2,1,3,12,1,3,3,2,4,2,1,3,2,5,2,1,4,1,1,4,2,2,1,1,3,3,1,3,1,2,1,5,5,2,3,3,1,4,3,2,1,2,2,1,2,2,4,2,5,2,5,2,1,1,2,1,2,2,2,1,2,2,3,2,219,165,2,1,105
1,219,166,2,1,3,3,7,1,6,2,12,1,2,3,4,6,2,1,3,3,5,2,1,1,1,1,4,2,2,1,1,1,1,1,3,1,3,2,5,4,2,2,3,2,2,1,2,1,2,1,1,1,2,5,2,3,4,1,2,1,1,3,1,1,2,2,3,2,2,3,2,219,166,2,0,703
1,219,167,2,2,4,3,7,1,6,2,12,1,1,3,4,6,1,1,3,3,4,1,1,2,1,1,4,2,2,3,1,1,1,1,2,1,3,2,5,2,2,5,3,2,1,1,1,1,2,2,1,2,2,5,2,1,5,2,2,2,1,3,1,1,2,3,1,3,2,3,2,219,167,2,1,901
1,219,168,2,1,4,1,8,2,6,4,15,2,1,3,4,6,1,1,3,3,5,2,1,1,2,1,4,4,2,1,1,1,3,1,2,1,2,2,5,5,3,3,3,2,2,1,1,1,2,2,2,1,1,4,2,2,5,3,2,2,1,5,1,1,1,1,1,1,2,3,2,219,168,2,3,701
1,219,169,2,1,4,3,6,3,6,4,15,1,1,3,4,6,1,1,3,3,4,2,1,2,1,1,4,3,2,1,1,1,3,1,2,1,3,2,5,5,3,3,3,3,3,3,2,1,2,1,1,2,2,1,3,3,4,1,4,1,1,5,3,1,2,2,1,2,2,3,2,219,169,2,3,703
1,219,170,2,3,4,3,8,1,6,3,12,1,1,3,4,5,1,1,2,3,5,2,1,1,1,1,4,3,2,1,1,1,1,1,1,1,2,2,5,5,3,4,3,2,2,1,2,1,2,2,1,1,1,5,2,3,4,2,2,2,1,5,1,2,2,2,1,2,2,3,2,219,170,2,1,905
1,219,171,2,3,5,1,8,2,6,5,6,2,2,2,3,6,1,1,3,4,5,2,3,1,2,1,4,2,2,1,1,1,1,1,2,1,1,2,5,1,2,3,3,3,2,1,4,2,1,1,2,1,1,2,2,4,2,3,3,2,1,6,2,1,1,1,1,1,2,5,2,219,171,2,0,507
