Q.43. WHICH ONE OF THESE BRANCHES WOULD YOU SAY GIVES THE SOLDIERS THE LEAST AMOUNT OF WORK TO DO*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. UNDECIDED 15. NO ANSWER 00. NO CODE OR NO DATA 
Q.44. WHICH ONE OF THESE BRANCHES DO YOU THINK HAS THE MOST DANGEROUS JOBS*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. UNDECIDED 15. NO ANSWER 00. NO CODE OR NO DATA 
Q.45. WHICH ONE OF THESE BRANCHES DO YOU THINK HAS THE LEAST DANGEROUS JOBS*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. UNDECIDED 15. NO ANSWER 00. NO CODE OR NO DATA 
Q.46. WHICH ONE OF THESE BRANCHES WILL BE NEEDED THE MOST TO WIN THE WAR*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. UNDECIDED 15. NO ANSWER 00. NO CODE OR NO DATA 
Q.47. WHICH ONE OF THESE BRANCHES WOULD YOU SAY WILL BE LEAST IMPORTANT IN WINNING THE WAR*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. UNDECIDED 15. NO ANSWER 00. NO CODE OR NO DATA 
Q.48. WRITE IN THE NAME OF THE ARMY BRANCH TO THE RIGHT OF EACH PICTURE OF THE INSIGNIA SHOWN. THE FOLLOWING LIST GIVES YOU THE NAMES OF THE DIFFERENT BRANCHES WHOSE INSIGNIA ARE SHOWN. ENGINEERS FIELD ARTILLERY QUARTERMASTER CORPS INFANTRY MEDICAL DEPARTMENT ARMORED FORCE SIGNAL CORPS FINANCE COAST ARTILLERY AIR CORPS TRANSPORTATION CORPS ORDNANCE DEPARTMENT CHEMICAL WARFARE SERVICE MILITARY POLICE X. TOTAL NUMBER OF CORRECT RETURNS.  01. ONE OR TWO RIGHT 02. THREE RIGHT 03. FOUR RIGHT 04. FIVE RIGHT 05. SIX RIGHT 06. SEVEN RIGHT 07. EIGHT RIGHT 08. NINE RIGHT 09. TEN RIGHT 10. ELEVEN RIGHT 11. TWELVE RIGHT 12. THIRTEEN RIGHT 13. NO ANSWER 
Q.49. WHICH BRANCH OF THE ARMY DO YOU THINK MOST HIGHLY OF*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. UNDECIDED 15. NO ANSWER 00. NO CODE OR NO DATA 
Q.49B. WHY DO YOU THINK MOST HIGHLY OF THIS BRANCH* E. ALTRUISTIC MOTIVATION:  1. MOST IMPORTANT WORK; MOST IMPORTANT IN WINNING THE WAR (EMPHASIS ON MOST) 2. NOT CHOSEN 
"Q.49B. WHY DO YOU THINK MOST HIGHLY OF THIS BRANCH* E. ALTRUISTIC MOTIVATION:  517 1. IMPORTANT (NO ""MOST""); OTHERS DEPEND ON IT; SPECIFIC DUTIES ARE NECESSARY; IT IS NECESSARY 3934 2. NOT CHOSEN "
"Q.49B. WHY DO YOU THINK MOST HIGHLY OF THIS BRANCH* E. ALTRUISTIC MOTIVATION:  79 1. BECAUSE OF WHAT IT HAS DONE UP TO NOW; BEST RECORD SO FAR (EMPHASIS ON ""SO FAR"") 4372 2. NOT CHOSEN "
Q.49B. WHY DO YOU THINK MOST HIGHLY OF THIS BRANCH* E. ALTRUISTIC MOTIVATION:  353 1. SIMPLE STATEMENT OF FUNCTIONS WITHOUT ANY REFERENCE TO IMPORTANCE 4098 2. NOT CHOSEN 
"Q.49B. WHY DO YOU THINK MOST HIGHLY OF THIS BRANCH* E. ALTRUISTIC MOTIVATION:  125 1. IT IS HIGHEST OR BEST OR SUPERIOR (NO REASON GIVEN SUCH AS ""IMPORTANT"" OR ""I LIKE IT"") 4326 2. NOT CHOSEN "
Q.49B. WHY DO YOU THINK MOST HIGHLY OF THIS BRANCH* E. ALTRUISTIC MOTIVATION:  392 1. MOST DANGEROUS; HAS MOST COMBAT 4059 2. NOT CHOSEN 
"Q.49B. WHY DO YOU THINK MOST HIGHLY OF THIS BRANCH* E. ALTRUISTIC MOTIVATION:  170 1. DOES THE HARDEST WORK; HARD WORK; ROUGH LIFE (BUT NO WORDS ""DANGER"" OR ""COMBAT"" OR ""FIGHTING"") 4281 2. NOT CHOSEN "
"Q.49B. WHY DO YOU THINK MOST HIGHLY OF THIS BRANCH* E. ALTRUISTIC MOTIVATION:  45 1. RUNS MOST EFFICIENTLY; ""SATISFIED WITH WAY THINGS ARE REGULATED AND PUT IN ORDER""; ""LIKES THE WAY THEY WORK"" (EMPHASIS ON ORGANIZATION) 4406 2. NOT CHOSEN "
"Q.49B. WHY DO YOU THINK MOST HIGHLY OF THIS BRANCH* E. ALTRUISTIC MOTIVATION:  118 1. MOST ADVANCED; UP-TO-DATE, MODERN (IN EQUIPMENT OR ACTIVITY, NOT ORGANIZATION) 4333 2. NOT CHOSEN "
Q.49B. WHY DO YOU THINK MOST HIGHLY OF THIS BRANCH* E. ALTRUISTIC MOTIVATION:  32 1. COOPERATION BETWEEN MEN AND OFFICERS; MEN OR UNITS WORK TOGETHER 4419 2. NOT CHOSEN 
Q.0. NOT USED  Y. COL. 65 NOT USED. E. PERSONAL MOTIVATION: 
Q.0. NOT USED  216 1. I AM IN IT; I PICKED IT 4235 2. NOT CHOSEN 
Q.0. NOT USED  303 1. LIKES THE WORK; HAS MOST INTERESTING WORK; I LIKE IT THE BEST; I WOULD LIKE TO BE IN IT 4148 2. NOT CHOSEN 
Q.0. NOT USED  142 1. USEFUL IN PEACE TIME OR IN CIVILIAN LIFE; LEARN THE MOST 4309 2. NOT CHOSEN 
Q.0. NOT USED  53 1. RAPID PROMOTION; PAYS MOST MONEY; CHANCE FOR ADVANCEMENT 4398 2. NOT CHOSEN 
Q.0. NOT USED  26 1. I COULD DO MORE THERE; I AM BEST FITTED FOR IT 4425 2. NOT CHOSEN 
Q.0. NOT USED  87 1. KNOW MORE ABOUT IT 4364 2. NOT CHOSEN E. OTHER MOTIVATION: 
Q.0. NOT USED  426 1. BEST MEN; BETTER CLASS MEN; MOST INTELLIGENT MEN; STRICTEST REQUIREMENTS; BEST TRAINED MEN (EMPHASIS ON MEN) 4025 2. NOT CHOSEN 
Q.0. NOT USED  23 1. IT IS THOUGHT MOST HIGHLY OF; MOST LIIKED UP TO 4428 2. NOT CHOSEN E. GENERAL: 
Q.0. NOT USED  24 1. UNINTELLIGIBLE OR IRRELEVANT COMMENT 4427 2. NOT CHOSEN 
"Q.0. NOT USED  27 1. DON,T KNOW; UNDECIDED; CAN,T SEE WHY 4424 2. NOT CHOSEN "
Q.0. NOT USED  346 1. OTHER COMMENTS 4105 2. NOT CHOSEN 
Q.0. NOT USED  Y. COL. 77 NOT USED. 
Q.50. WHICH BRANCH OF THE ARMY DO YOU LIKE THE LEAST*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. UNDECIDED 15. NO ANSWER 00. NO CODE OR NO DATA X. COL. 80 NOT USED. CARD 3 
CARD.  3. CARD THREE 
DECK.  044. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. S-044T - TOTAL SAMPLE 2. S-044X - CROSS SECTION 3. S-044I - INFANTRY Q.50XXXXXX DO YOU LIKE THIS BRANCH THE LEAST* E. UNDESIRABLE WORK: 
"FORM.  608 1. UNPLEASANT DUTIES; DIRTIEST JOBS; DISLIKES THE DUTIES (INCLUDING SPECIFIC DUTIES, SUCH AS MARCHING, CARING FOR WOUNDED); LIVES TOO ROUGH 3843 2. NOT CHOSEN "
FORM.  152 1. UNINTERESTED IN WORK; NOT INTERESTED 4299 2. NOT CHOSEN 
FORM.  225 1. TOO TOUGH WORK; WORKS TOO HARD 4226 2. NOT CHOSEN 
FORM.  51 1. NO PROMOTIONS; NO FUTURE 4402. NOT CHOSEN 
FORM.  71 1. DANGEROUS; TOO MUCH COMBAT 4382. NOT CHOSEN 
FORM.  91 1. NO FIGHTING; NO COMBAT; NO ACTION 4362. NOT CHOSEN 
"FORM.  63 1. CAN,T LEARN ANYTHING (IMPLYING NOTHING USEFUL FOR CIVILIAN LIFE) 4388 2. NOT CHOSEN E. UNDESIRABLE PERSONNEL: "
"FORM.  501 1. ARROGANT; ""SHOW OFF""; ATTITUDE OF PERSONNEL UNFAIR; ABUSE THEIR POWER; BULLIES (BAD MEN) 3952. NOT CHOSEN "
"FORM.  122 1. MAKES ENEMIES; BAD RELATIONS WITH OTHER SOLDIERS; HARD TO KEEP FRIENDS; YOU CAN,T KEEP YOUR FRIENDS (AS PART OF JOB, NOT NECESSARILY BAD MEN) 4329 2. NOT CHOSEN "
FORM.  175 1. LOW QUALITY PERSONNEL; LEAST TRAINING 4276 2. NOT CHOSEN 
"FORM.  10 1. ""CHICKEN SHIT""; OBEYS LETTER OF LAW RATHER THAN SPIRIT 4441 2. NOT CHOSEN "
FORM.  13 1. HAS POOREST DISCIPLINE 4438 2. NOT CHOSEN 
Q.0. NOT USED  Y. COL. 22 NOT USED. E. OTHER: 
Q.0. NOT USED  40 1. NO ONE LIKES IT; IT IS LOOKED DOWN UPON 4411 2. NOT CHOSEN 
Q.0. NOT USED  204 1. UNIMPORTANT OR UNNECESSARY 4247 2. NOT CHOSEN 
"Q.0. NOT USED  53 1. TOO MUCH RESPONSIBILITY; IT IS FOR A MORE EDUCATED MAN THAN I AM; I AM PERSONALLY NOT FITTED FOR IT; CAN,T MEET REQUIREMENTS 4398 2. NOT CHOSEN "
Q.0. NOT USED  21 1. NO RECOGNITION OF THE BRANCH; NO APPRECIATION; NO REWARDS 4430 2. NOT CHOSEN 
Q.0. NOT USED  55 1. I AM IN IT; I HAVE BEEN IN IT 4396 2. NOT CHOSEN 
Q.0. NOT USED  39 1. INEFFICIENT 4412 2. NOT CHOSEN E. GENERAL: 
Q.0. NOT USED  132 1. MISUNDERSTOOD THE QUESTION (THOUGHT IT WAS THE BEST SINCE WANTED; REFER TO Q.20 OR Q.49) 4319 2. NOT CHOSEN 
"Q.0. NOT USED  57 1. REPETITION; I JUST DON,T LIKE IT 4394 2. NOT CHOSEN "
Q.0. NOT USED  22 1. UNINTELLIGIBLE OR IRRELEVANT COMMENT 4429 2. NOT CHOSEN 
"Q.0. NOT USED  57 1. DON,T KNOW; UNDECIDED 4394 2. NOT CHOSEN "
Q.0. NOT USED  31 1. I LIKE THEM ALL THE SAME; I LIKE THEM ALL WELL 4420 2. NOT CHOSEN 
Q.0. NOT USED  142 1. OTHERS 4309 2. NOT CHOSEN 
Q.0. NOT USED  Y. COL. 35 NOT USED. 
"Q.51A. WHICH OF THE FOLLOWING GENERALS IS CHIEF OF THE ARMY AIR FORCES*  1. MACARTHUR 2. EISENHOWER 3. SOMERVELL 4. PATTON 5. ARNOLD 6. MCNAIR 7. MARSHALL 8. DON,T KNOW 9. NO ANSWER 0. NO CODE OR NO DATA "
"Q.51B. WHICH OF THE FOLLOWING GENERALS IS CHIEF OF THE ARMY GROUND FORCES*  1. MACARTHUR 2. EISENHOWER 3. SOMERVELL 4. PATTON 5. ARNOLD 6. MCNAIR 7. MARSHALL 8. DON,T KNOW 9. NO ANSWER 0. NO CODE OR NO DATA "
"Q.51C. WHICH OF THE FOLLOWING GENERALS IS CHIEF OF THE ARMY SERVICE FORCES (FORMERLY SERVICES OF SUPPLY)*  1. MACARTHUR 2. EISENHOWER 3. SOMERVELL 4. PATTON 5. ARNOLD 6. MCNAIR 7. MARSHALL 8. DON,T KNOW 9. NO ANSWER 0. NO CODE OR NO DATA "
"Q.51D. WHICH OF THE FOLLOWING GENERALS IS CHIEF OF STAFF*  1. MACARTHUR 2. EISENHOWER 3. SOMERVELL 4. PATTON 5. ARNOLD 6. MCNAIR 7. MARSHALL 8. DON,T KNOW 9. NO ANSWER 0. NO CODE OR NO DATA "
"V.51E. TOTAL SCORE QUESTIONS 51A-51D. X. CORRECT CODES ARE AS FOLLOWS: 5, 6, 3 AND 7.  1. ONE RIGHT 2. TWO RIGHT 3. THREE RIGHT 4. FOUR RIGHT 5. NONE 0. NO CODE OR NO DATA "
V.52A. HIGHEST SCORE IN SERVICE FORCES:  1. C.W. (CHEMICAL WARFARE) 2. NOT CHOSEN 
V.52A. HIGHEST SCORE IN SERVICE FORCES:  1170 1. E (ENGINEERS) 3281 2. NOT CHOSEN 
V.52A. HIGHEST SCORE IN SERVICE FORCES:  888 1. M.D. (MEDICAL DEPARTMENT) 3563 2. NOT CHOSEN 
V.52A. HIGHEST SCORE IN SERVICE FORCES:  168 1. M.P. (MILITARY POLICE) 4283 2. NOT CHOSEN 
V.52A. HIGHEST SCORE IN SERVICE FORCES:  484 1. O (ORDNANCE) 3967 2. NOT CHOSEN 
V.52A. HIGHEST SCORE IN SERVICE FORCES:  425 1. Q (QUARTERMASTER CORPS) 4026 2. NOT CHOSEN 
V.52A. HIGHEST SCORE IN SERVICE FORCES:  727 1. S (SIGNAL CORPS) 3724 2. NOT CHOSEN 
V.52A. HIGHEST SCORE IN SERVICE FORCES:  914 1. THREE OR MORE ARE TIED FOR HIGHEST 3537 2. NOT CHOSEN 
V.52A. HIGHEST SCORE IN SERVICE FORCES:  304 1. NOTHING CODED BECAUSE FIVE OR MORE PAIRS CROSSED OUT 4147 2. NOT CHOSEN 
V.52B. LOWEST SCORE IN SERVICE FORCES:  1. C.W. (CHEMICAL WARFARE) 2. NOT CHOSEN 
V.52B. LOWEST SCORE IN SERVICE FORCES:  141 1. E (ENGINEERS) 4310 2. NOT CHOSEN 
V.52B. LOWEST SCORE IN SERVICE FORCES:  198 1. M.D. (MEDICAL DEPARTMENT) 4253 2. NOT CHOSEN 
V.52B. LOWEST SCORE IN SERVICE FORCES:  1324 1. M.P. (MILITARY POLICE) 3127 2. NOT CHOSEN 
V.52B. LOWEST SCORE IN SERVICE FORCES:  207 1. O (ORDNANCE) 4244 2. NOT CHOSEN 
V.52B. LOWEST SCORE IN SERVICE FORCES:  191 1. Q (QUARTERMASTER CORPS) 4260 2. NOT CHOSEN 
V.52B. LOWEST SCORE IN SERVICE FORCES:  122 1. S (SIGNAL CORPS) 4329 2. NOT CHOSEN 
V.52B. LOWEST SCORE IN SERVICE FORCES:  2353 1. THREE OR MORE ARE TIED FOR LOWEST 2098 2. NOT CHOSEN 
V.52B. LOWEST SCORE IN SERVICE FORCES:  304 1. NOTHING CODED BECAUSE FIVE OR MORE PAIRS CROSSED OUT 4147 2. NOT CHOSEN 
V.52C. HIGHEST SCORE IN GROUND FORCES:  1. A.F. (ARMORED FORCE) 2. NOT CHOSEN 
V.52C. HIGHEST SCORE IN GROUND FORCES:  962 1. C.A. (COAST ARTILLERY) 3489 2. NOT CHOSEN 
V.52C. HIGHEST SCORE IN GROUND FORCES:  791 1. F.A. (FIELD ARTILLERY) 3660 2. NOT CHOSEN 
V.52C. HIGHEST SCORE IN GROUND FORCES:  1111 1. I. (INFANTRY) 3340 2. NOT CHOSEN 
V.52C. HIGHEST SCORE IN GROUND FORCES:  811 1. THREE OR MORE ARE TIED FOR HIGHEST 3640 2. NOT CHOSEN 
V.52C. HIGHEST SCORE IN GROUND FORCES:  303 1. NOTHING CODED BECAUSE FIVE OR MORE PAIRS CROSSED OUT 4148 2. NOT CHOSEN 
V.52D. LOWEST SCORE IN GROUND FORCES:  1. A.F. (ARMORED FORCE) 2. NOT CHOSEN 
V.52D. LOWEST SCORE IN GROUND FORCES:  1261 1. C.A. (COAST ARTILLERY) 3190 2. NOT CHOSEN 
V.52D. LOWEST SCORE IN GROUND FORCES:  765 1. F.A. (FIELD ARTILLERY) 3686 2. NOT CHOSEN 
V.52D. LOWEST SCORE IN GROUND FORCES:  1591 1. I. (INFANTRY) 2860 2. NOT CHOSEN 
V.52D. LOWEST SCORE IN GROUND FORCES:  703 1. THREE OR MORE ARE TIED FOR LOWEST 3748 2. NOT CHOSEN 
V.52D. LOWEST SCORE IN GROUND FORCES:  305 1. NOTHING CODED BECAUSE FIVE OR MORE PAIRS CROSSED OUT 4146 2. NOT CHOSEN 
"V.52E. COMPARISON:  01. AIR, SERVICE, GROUND 02. AIR, GROUND, SERVICE 03. GROUND, AIR, SERVICE 04. GROUND, SERVICE, AIR 05. SERVICE, AIR, GROUND 06. SERVICE, GROUND, AIR 07. GROUND (AIR, SERVICE) 08. AIR (GROUND, SERVICE) 09. SERVICE (GROUND, AIR) 10. MEANINGLESS 11. EVERYTHING ELSE 12. TWO ON TOP 13. NOTHING CODED "
"Q.53A. FOR EVERY ONE COMBAT SOLDIER, HOW MANY NON-COMBAT SOLDIERS DO YOU THINK ARE USED BEHIND THE LINES (BOTH OVERSEAS AND IN THIS COUNTRY) TO KEEP HIM SUPPLIED*  01. LESS THAN 1 02. 1 OR 2 03. 3 OR 4 04. 5 OR 6 05. 7 OR 8 06. 9 OR 10 07. 11 TO 15 08. 16 TO 25 09. 26 TO 50 10. 51 TO 100 11. 101 UP TO 1000 12. NO ANSWER, DON,T KNOW 00. NO CODE OR NO DATA "
"Q.53B. DO YOU THINK THE NUMBER OF SOLDIERS USED NOW TO SUPPLY THE FIGHTING SOLDIER IS TOO HIGH, TOO LOW OR ABOUT RIGHT*  1. TOO HIGH 2. TOO LOW 3. ABOUT RIGHT 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.54. ABOUT HOW MANY SOLDIERS DO YOU THINK THERE ARE IN THE ARMY NOW (NOT INCLUDING THE NAVY AND MARINES)*  01. 1 MILLION OR LESS 02. 2 OR 3 MILLION 03. 4 OR 5 MILLION 04. 6 MILLION 05. 7 MILLION 06. 8 MILLION 07. 9 MILLION 08. 10 MILLION 09. 11 OR 12 MILLION 10. 13, 14 OR 15 MILLION 11. 16 TO 100 MILLION 12. NO ANSWER, DON,T KNOW 00. NO CODE OR NO DATA "
"Q.55. ABOUT HOW LARGE AN ARMY DO YOU THINK WE WILL NEED TO WIN THE WAR (NOT INCLUDING THE NAVY AND MARINES)*  01. 1 MILLION OR LESS 02. 2 OR 3 MILLION 03. 4 OR 5 MILLION 04. 6 MILLION 05. 7 MILLION 06. 8 MILLION 07. 9 MILLION 08. 10 MILLION 09. 11 OR 12 MILLION 10. 13, 14 OR 15 MILLION 11. 16 TO 100 MILLION 12. NO ANSWER, DON,T KNOW 00. NO CODE OR NO DATA X. COL. 80 NOT USED. CARD 4 "
CARD.  4. CARD FOUR 
DECK.  044. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. S-044T - TOTAL SAMPLE 2. S-044X - CROSS SECTION 3. S-044I - INFANTRY 
"Q.56. FROM WHAT YOU HAVE HEARD, ABOUT HOW LARGE AN ARMY WOULD YOU SAY WE ARE PLANNING TO HAVE BY THE END OF THIS YEAR (NOT INCLUDING THE NAVY AND MARINES)*  01. 1 MILLION OR LESS 02. 2 OR 3 MILLION 03. 4 OR 5 MILLION 04. 6 MILLION 05. 7 MILLION 06. 8 MILLION 07. 9 MILLION 08. 10 MILLION 09. 11 OR 12 MILLION 10. 13, 14 OR 15 MILLION 11. 16 TO 100 MILLION 12. NO ANSWER, DON,T KNOW 00. NO CODE OR NO DATA "
"Q.57A. WITH GERMANY*  01. LESS THAN A YEAR OR JUST ""1943"" 02. ONE YEAR 03. OVER ONE YEAR BUT LESS THAN TWO OR JUST ""1944"" 04. TWO YEARS 05. OVER TWO YEARS BUT LESS THAN THREE OR JUST ""1945"" 06. THREE YEARS 07. OVER THREE YEARS 08. INDEFINITE ANSWER INDICATING A SHORT TIME - E.G. ""NOT LONG"" 09. INDEFINITE ANSWER INDICATING A LONG TIME - E.G. ""SEVERAL YEARS YET"" 10. INDEFINITE ANSWER WITH NO INDICATION OF TIME - E.G. ""WILL LAST UNTIL WE STOP IT"" 11. DON,T KNOW, UNDECIDED 12. NO ANSWER 00. NO CODE OR NO DATA "
"Q.57B. WITH JAPAN*  01. LESS THAN A YEAR OR JUST ""1943"" 02. ONE YEAR 03. OVER ONE YEAR BUT LESS THAN TWO OR JUST ""1944"" 04. TWO YEARS 05. OVER TWO YEARS BUT LESS THAN THREE OR JUST ""1945"" 06. THREE YEARS 07. OVER THREE YEARS 08. INDEFINITE ANSWER INDICATING A SHORT TIME - E.G. ""NOT LONG"" 09. INDEFINITE ANSWER INDICATING A LONG TIME - E.G. ""SEVERAL YEARS YET"" 10. INDEFINITE ANSWER WITH NO INDICATION OF TIME - E.G. ""WILL LAST UNTIL WE STOP IT"" 11. DON,T KNOW, UNDECIDED 12. NO ANSWER 00. NO CODE OR NO DATA "
Q.58A. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE QUARTERMASTER CORPS* INSPECTS MEAT (SCORE AS -1) SUPPLIES CLOTHING (SCORE AS +1) TESTS WEAPONS AND AMMUNITION (SCORE AS -1) TRAINS COOKS AND BAKERS (SCORE AS +1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58B. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE ORDNANCE DEPARTMENT* REPAIRS TRUCKS AND WEAPONS (SCORE AS +1) REPAIRS TELEGRAPH LINES (SCORE AS -1) BUILDS LANDING FIELDS (SCORE AS -1) MANUFACTURES AMMUNITION (SCORE AS +1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58C. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE MEDICAL DEPARTMENT* OPERATES FIELD HOSPITALS (SCORE AS +1) SELLS INSURANCE (SCORE AS -1) DRIVES AMBULANCES (SCORE AS +1) STERILIZES CLOTHING (SCORE AS -1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58D. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE SIGNAL CORPS* PLOTS ENEMY ARTILLERY FIRE (SCORE AS -1) OPERATES AIR CRAFT WARNING SERVICE (SCORE AS +1) PLANS TROOP MOVEMENTS (SCORE AS -1) OPERATES MESSAGE CENTERS (SCORE AS +1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58E. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE CHEMICAL WARFARE SERVICE* DECONTAMINATION (SCORE AS +1) TREATS GAS WOUNDS (SCORE AS -1) STERILIZES CLOTHING (SCORE AS -1) OPERATES FLAME THROWERS (SCORE AS +1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58F. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE FIELD ARTILLERY* LAYS LAND MINES (SCORE AS -1) COUNTERBATTERY FIRE (SCORE AS +1) PLOTS ENEMY ARTILLERY FIRE (SCORE AS +1) FIRES ANTI-AIRCRAFT GUNS (SCORE AS -1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58G. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE ENGINEERS* BUILDS BRIDGES (SCORE AS +1) LAYS LAND MINES (SCORE AS +1) SURVEYS ENEMY POSITIONS (SCORE AS -1) PUTS UP TELEGRAPH LINES (SCORE AS -1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58H. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE ARMORED FORCES* LAYS LAND MINES (SCORE AS -1) PROTECTS TROOPS FROM MECHANIZED ATTACKS (SCORE AS +1) TRANSPORTS TROOPS TO THE FRONT (SCORE AS -1) USES HEAVY TANKS (SCORE AS +1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58I. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE AIR CORPS* BUILDS LANDING FIELDS (SCORE AS -1) MAKES PHOTOGRAPHIC MAPS (SCORE AS +1) TESTS NEW AIRPLANES (SCORE AS +1) OPERATES ANTI-AIRCRAFT GUNS (SCORE AS -1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58J. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE MILITARY POLICE* MAKES TROOP INSPECTIONS (SCORE AS -1) SOLVES CODES AND SECRET MESSAGES (SCORE AS -1) CONTROLS TRAFFIC IN THE FIELD (SCORE AS +1) PRESERVES LAW AND ORDER (SCORE AS +1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58K. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE TRANSPORTATION CORPS* SHIPS MEN OVERSEAS (SCORE AS +1) LAYS RAILROAD TRACKS (SCORE AS -1) MOVES ADVANCE MATERIALS (SCORE AS +1) REPAIRS TRUCKS (SCORE AS -1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
Q.58L. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE COAST ARTILLERY CORPS* LAYS OFF-SHORE MINES (SCORE AS +1) GATHERS WEATHER INFORMATION (SCORE AS -1) LAYS LAND MINES (SCORE AS -1) FIRES ANTI-AIRCRAFT GUNS (SCORE AS +1)  1. +2 2. +1 3. 0 4. -1 5. -2 0. NO CODE OR NO DATA 
