CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.31H.,Q.31I.,Q.31J.,Q.31K.,Q.31L.,Q.31M.,Q.31N.,Q.31O.,Q.31P.,Q.31Q.,Q.31R.,Q.31S.,Q.31T.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,Q.36C.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.36D.,Q.36E.,Q.36F.,Q.36G.,Q.36H.,Q.36I.,Q.37A.,Q.37B.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.51A.,Q.51B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.55A.,Q.55B.,Q.56.,Q.57.,Q.58.,Q.58..1,Q.58..2,Q.58..3,Q.58..4,Q.58..5,Q.58..6,Q.58..7,Q.58..8,Q.58..9,Q.58..10,Q.58..11,Q.58..12,Q.59.,Q.60A.,Q.60B.,Q.61A.,Q.61A..1,Q.61B.,V.63.
1,101,89,1,2,3,1,4,5,3,100,4,9,1,1,2,3,1,2,2,1,2,1,2,3,2,8,1,2,2,3,1,2,1,1,3,2,2,2,2,2,1,2,1,1,2,1,1,2,4,1,1,1,1,1,1,1,1,1,1,3,1,4,2,3,2,3,1,1,3,2,101,89,1,3,1,1,1,3,1,1,1,1,1,3,3,1,2,2,4,4,4,4,4,0,4,4,1,2,1,3,2,1,2,1,4,1,4,3,1,1,2,0,0,75,15,10,2,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,0,3,2,4,3,3,1
1,101,90,1,1,5,1,4,8,2,40,4,9,1,1,2,1,2,3,2,1,1,3,3,1,1,8,1,3,2,6,1,1,1,1,5,2,5,3,2,3,3,4,1,1,1,1,1,4,4,2,1,1,2,2,4,2,2,1,4,4,4,4,1,3,3,2,1,1,1,2,101,90,1,1,1,1,1,0,0,1,4,1,1,3,1,2,1,1,4,4,2,4,3,4,4,1,3,1,1,5,3,1,3,1,4,1,3,1,1,1,1,0,0,80,10,10,2,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,4,4,2
1,101,91,1,1,4,1,4,9,1,60,4,11,1,2,2,1,1,3,2,1,1,1,2,1,2,8,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,2,4,1,2,4,2,1,4,1,1,4,4,2,1,2,1,4,4,1,4,4,3,2,3,3,1,1,1,2,101,91,1,3,1,1,2,2,2,2,1,2,1,3,1,1,1,2,4,4,4,4,4,4,4,2,1,2,1,2,3,5,2,1,4,1,3,2,1,2,2,5,5,80,8,2,1,3,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,3,3,3,4,3,1,3
1,101,92,1,2,5,1,4,6,3,45,4,9,1,2,2,2,1,2,2,2,1,1,3,1,3,8,1,2,2,2,2,2,2,2,3,1,1,1,2,1,2,4,1,4,1,4,4,1,4,1,1,4,4,2,1,1,4,4,1,1,4,4,1,3,3,3,1,1,3,2,101,92,1,2,1,1,1,2,1,1,1,2,1,3,1,1,1,4,4,4,4,4,3,4,4,4,1,2,1,5,1,1,2,1,4,1,4,2,3,1,2,25,50,15,10,0,2,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,3,3,0,1,2
1,101,93,1,1,1,1,4,12,2,180,4,4,1,2,2,1,2,3,1,1,1,1,3,1,1,4,3,2,2,3,1,2,2,2,3,2,2,1,2,1,2,1,4,4,4,1,2,1,4,4,4,4,4,1,1,2,2,4,4,4,4,4,1,2,1,3,1,1,1,2,101,93,1,1,1,1,1,3,3,1,3,1,1,3,1,1,3,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1,4,1,4,1,4,2,1,1,2,0,0,99,0,0,2,1,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,3,4,2,4,2
1,101,94,1,2,3,1,4,10,3,60,4,4,1,2,2,2,2,3,2,1,2,1,3,3,3,8,3,3,2,2,2,2,2,1,3,2,3,1,2,1,1,3,1,3,3,4,4,1,1,1,1,1,4,3,4,3,3,1,1,3,1,4,1,1,3,1,1,1,2,2,101,94,1,1,1,1,3,3,1,2,1,2,1,3,1,3,4,4,4,4,4,4,4,4,4,4,3,5,1,5,1,2,2,2,4,2,3,2,2,1,2,0,0,70,0,30,2,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,4,4,2
1,101,95,1,2,5,1,4,5,3,83,4,9,1,1,2,2,3,2,2,2,1,1,2,1,2,8,2,2,2,3,2,2,2,2,3,2,2,1,2,1,2,4,1,4,1,4,2,4,4,1,2,4,1,1,4,1,4,4,2,1,1,3,1,1,3,3,1,1,2,2,101,95,1,1,1,1,3,3,2,2,1,1,1,1,2,1,1,2,2,4,2,4,3,4,4,4,1,3,1,2,3,1,3,1,3,1,4,2,1,2,2,5,11,79,5,0,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,4,0,3,2
1,101,96,1,1,4,3,4,11,3,70,4,4,1,3,2,2,3,4,2,1,1,1,2,1,1,4,2,2,2,6,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,3,0,3,3,3,1,1,1,2,101,96,1,1,1,1,3,3,3,2,1,1,5,2,2,1,2,2,3,4,4,4,4,4,4,4,1,1,1,1,2,3,2,2,3,2,4,2,1,1,2,0,0,40,30,30,3,1,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,4,1
1,101,97,1,1,1,1,4,6,3,45,4,3,1,2,2,2,1,3,2,1,1,1,2,0,2,8,2,2,2,3,2,2,2,2,3,2,5,2,2,1,1,1,1,2,1,1,2,4,1,1,4,1,2,1,4,4,1,1,2,2,1,3,3,4,2,0,1,1,1,2,101,97,1,3,1,1,1,3,1,1,1,1,2,1,1,1,2,2,3,3,3,4,2,4,4,4,1,2,2,3,5,5,2,2,4,2,3,2,1,1,1,3,7,65,10,15,2,3,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,3,3,2,3,2,4,2
1,101,98,1,2,5,2,4,5,3,40,4,4,1,2,2,2,2,3,1,2,1,3,3,1,2,8,1,2,2,3,1,2,2,2,6,2,2,3,2,2,2,4,1,4,1,4,1,1,4,4,1,4,2,2,4,1,1,1,2,1,1,3,1,4,3,2,1,1,1,2,101,98,1,1,1,1,2,3,2,1,1,2,1,2,1,2,2,2,4,4,3,4,4,4,4,3,3,5,1,5,2,5,3,1,1,1,3,1,1,1,2,1,76,20,1,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,4,2,3,4,3,4,2
1,101,99,1,2,1,1,3,8,4,48,4,4,1,2,2,2,1,2,2,2,1,3,2,1,1,8,2,2,2,3,2,2,2,2,4,2,3,1,2,1,1,4,2,1,1,4,0,4,4,2,4,4,2,2,4,4,4,4,2,1,4,3,1,4,3,3,1,1,2,2,101,99,1,2,1,1,3,2,2,1,1,2,1,1,1,1,1,1,4,2,2,4,2,4,4,4,1,1,1,2,2,1,3,1,0,1,4,3,1,1,2,10,0,90,0,0,2,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,4,4,3,4,2
1,101,100,1,2,5,1,4,11,3,50,4,9,1,2,2,1,1,3,2,0,1,1,2,2,1,8,1,2,2,3,2,2,6,1,2,2,4,2,2,2,2,1,1,4,2,4,1,1,1,2,4,4,1,2,4,2,4,2,2,2,4,3,1,1,3,2,1,3,3,2,101,100,1,1,1,1,3,3,3,1,1,2,1,1,3,3,3,3,4,4,3,4,4,4,4,4,3,1,1,3,4,5,2,1,2,1,4,3,3,1,2,6,36,50,5,3,2,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,6,5,3,4,3
1,101,101,1,2,2,1,4,8,3,60,4,1,1,3,2,2,2,3,2,1,1,1,2,2,1,8,2,2,2,3,1,2,2,2,3,2,3,1,2,1,2,1,2,4,3,1,2,2,4,2,4,4,2,1,2,4,4,1,3,2,1,3,1,3,3,2,1,1,3,2,101,101,1,3,1,1,3,3,2,1,1,1,1,3,1,3,4,2,4,4,4,4,3,4,4,4,3,1,1,2,4,5,3,2,2,2,3,1,2,1,1,0,15,80,5,0,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,3,5,3,4,5,3
1,101,102,1,2,4,1,4,11,4,60,4,4,1,2,2,1,2,3,1,2,1,1,2,1,3,8,2,2,2,2,2,1,1,1,3,2,5,5,4,4,4,2,4,4,1,4,2,1,4,4,4,4,1,1,4,1,1,1,1,1,4,4,3,4,3,3,1,1,2,2,101,102,1,2,1,1,3,3,3,1,1,2,1,1,1,1,2,1,4,4,1,4,3,4,4,4,1,1,1,2,2,1,3,1,3,1,3,1,1,1,1,75,20,5,0,0,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,4,3,5,2
1,101,103,1,3,5,1,2,7,4,60,4,6,1,3,2,1,3,4,2,1,2,1,2,3,1,8,2,3,2,2,2,1,2,1,2,2,2,1,2,1,1,4,4,4,4,4,4,4,1,4,1,1,3,4,4,4,2,4,1,4,4,4,3,4,3,3,1,3,3,2,101,103,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,3,4,3,4,4,4,4,4,4,1,5,1,5,2,1,2,1,4,2,5,1,1,1,1,0,20,75,5,0,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,5,4,2
1,101,104,1,2,3,2,4,10,3,46,4,4,1,3,2,2,2,3,2,2,2,1,3,2,1,1,1,1,2,6,1,1,2,2,2,2,3,1,2,2,1,1,4,1,2,4,2,1,1,4,4,2,4,2,1,2,1,4,2,2,4,4,1,1,3,2,1,1,1,2,101,104,1,1,1,1,3,3,1,2,3,2,1,2,2,2,1,4,4,4,4,4,4,4,4,4,1,5,3,4,0,5,1,1,2,1,2,2,1,1,1,0,10,40,10,40,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,4,4,4,5,3,2
1,101,105,1,2,5,1,4,2,2,20,4,12,1,2,2,2,1,3,2,1,1,3,2,1,2,8,1,2,2,3,1,1,2,2,2,2,3,1,2,1,1,1,1,1,3,4,4,1,4,1,1,1,1,2,4,1,4,1,3,2,1,4,2,4,3,3,3,1,2,2,101,105,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,4,1,4,2,4,4,4,3,1,1,2,3,2,4,2,3,1,2,2,2,2,1,25,10,25,0,40,2,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,4,4,3,6,6,1,3
1,101,106,1,2,5,1,4,5,3,35,4,1,1,2,2,2,2,2,3,1,2,2,4,3,1,8,3,2,2,11,3,3,2,2,3,3,2,3,2,2,3,4,3,3,4,1,1,1,2,3,1,1,1,4,4,1,1,4,4,4,1,1,1,2,3,3,1,1,3,2,101,106,1,2,1,1,1,0,1,2,1,1,2,1,1,1,2,4,4,4,1,4,4,4,4,2,2,4,3,4,4,1,1,1,1,1,2,1,1,1,1,1,80,10,9,0,4,1,1,3,2,2,2,2,1,2,2,2,1,2,2,2,2,3,5,2,3,4,5,2
1,101,107,1,2,2,1,4,12,1,58,4,4,1,1,2,1,2,3,1,2,1,1,2,1,1,8,2,1,2,3,1,1,2,2,1,3,2,1,2,1,1,1,1,1,2,3,1,1,1,1,1,4,1,1,1,1,4,1,2,2,1,2,1,1,3,3,1,1,0,2,101,107,1,1,1,1,1,3,0,1,2,2,5,1,1,1,2,0,0,0,2,0,0,0,0,0,1,4,1,4,2,1,2,2,3,2,3,1,1,1,1,0,0,99,0,0,2,1,3,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,6,4,1
1,101,108,1,2,4,2,4,11,3,72,4,9,1,1,2,3,1,3,2,1,2,1,2,3,1,8,1,3,2,3,2,2,2,1,3,2,3,4,2,2,1,1,4,1,2,1,2,2,4,4,1,4,2,2,4,4,4,4,2,4,4,4,3,4,3,3,1,1,2,2,101,108,1,3,1,1,1,3,2,2,3,2,1,3,1,4,2,1,3,2,4,4,4,4,4,4,2,2,1,3,5,5,2,1,2,3,3,1,1,1,1,0,0,90,5,5,1,3,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,3,0,3,4,3,4,1
1,101,109,1,2,6,3,4,9,3,35,4,4,1,1,2,2,1,3,2,2,2,3,3,3,1,8,1,3,2,3,2,3,2,1,3,2,3,3,2,2,2,4,2,4,4,4,1,1,1,4,4,1,2,1,1,1,1,1,4,2,4,3,2,1,3,3,1,1,3,2,101,109,1,3,1,1,3,3,1,1,1,1,1,2,1,3,1,2,4,2,2,4,2,4,4,4,1,1,1,5,1,1,2,2,3,2,3,3,3,0,0,10,10,50,30,0,1,3,4,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,5,3,1,3
1,101,110,1,2,5,1,4,5,3,16,4,4,1,3,2,2,1,3,2,2,1,2,3,1,2,8,1,0,2,2,1,3,2,1,3,2,5,2,2,2,2,1,1,1,4,1,1,1,0,1,1,1,1,1,1,1,4,4,1,1,1,4,2,3,3,3,1,1,3,2,101,110,1,3,3,1,3,3,1,2,1,1,1,1,1,3,3,0,4,4,4,4,4,0,4,4,1,2,2,1,5,4,2,1,3,1,2,3,3,1,1,2,15,60,3,20,2,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,4,3,4,4,2
1,101,111,1,3,2,1,4,12,1,45,4,4,1,2,2,2,3,3,3,2,2,3,3,3,3,8,1,2,0,5,1,2,2,2,3,2,3,1,2,1,2,4,1,1,3,1,2,1,2,4,4,1,3,3,2,1,4,4,1,2,2,2,3,4,2,3,1,1,2,2,101,111,1,3,1,1,3,3,1,1,1,2,1,3,1,1,2,2,4,2,4,4,4,4,4,4,1,2,2,5,1,1,3,1,4,1,4,2,2,1,2,0,0,50,0,50,2,1,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,4,2,1,3,4,4,2
1,101,112,1,2,2,1,4,5,3,50,4,12,1,2,2,2,3,4,1,1,1,1,3,1,1,8,1,2,0,2,2,1,2,2,4,2,2,1,2,1,1,2,1,1,1,4,1,4,1,1,1,1,1,1,1,3,1,1,4,1,1,4,1,1,2,2,0,1,3,2,101,112,1,3,1,1,0,0,2,1,1,1,1,1,1,2,0,2,2,4,4,4,3,4,4,4,1,1,1,1,4,2,3,1,2,1,2,1,1,1,0,1,10,80,5,4,2,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,3,6,3,3,4,4,2
1,101,113,1,2,1,1,2,7,4,60,4,9,1,2,2,2,1,3,1,2,1,1,4,2,3,8,1,3,0,3,2,2,2,1,1,2,2,1,2,1,1,4,1,1,2,4,1,1,1,1,4,4,2,1,4,4,4,2,2,4,4,4,1,1,3,3,1,1,1,2,101,113,1,1,1,1,3,3,1,2,1,2,5,1,1,3,2,2,4,2,4,4,4,4,4,4,1,5,1,5,3,1,3,1,1,1,3,2,1,1,2,0,0,75,0,25,1,4,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,3,2,3,1,2
1,101,114,1,2,1,1,2,7,4,30,4,4,1,2,2,2,1,3,1,2,1,1,4,2,3,8,1,3,0,3,2,2,2,1,2,2,2,1,2,1,1,4,1,1,2,1,1,1,1,1,4,4,2,2,2,1,4,2,2,4,4,4,1,1,3,3,1,1,1,2,101,114,1,1,1,1,3,3,1,2,1,2,5,1,1,4,2,2,2,2,4,4,4,4,4,4,1,5,1,5,3,1,1,1,1,2,2,2,1,1,2,0,0,75,0,25,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,3,2,3,1,2
1,101,115,1,2,2,1,4,12,3,83,4,4,1,2,2,2,3,2,2,1,1,1,3,1,3,8,1,2,0,3,1,2,2,2,3,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1,1,4,1,4,3,3,1,1,2,2,101,115,1,2,1,1,3,3,3,1,3,3,1,2,1,2,4,4,4,4,4,4,4,4,4,2,3,2,1,3,1,5,3,1,4,1,4,0,1,0,0,5,30,63,2,0,2,4,4,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,4,4,3,4,2
1,101,116,1,2,4,1,4,6,3,52,4,4,1,3,2,1,1,3,1,1,2,1,3,3,2,8,1,2,4,3,1,1,1,1,5,2,5,2,2,1,1,4,2,1,1,4,4,1,4,1,4,4,4,1,2,4,4,4,4,2,4,4,1,4,3,3,1,1,3,2,101,116,1,3,1,1,3,3,0,1,1,2,1,2,1,1,2,4,4,4,4,4,2,4,4,3,3,1,1,2,1,1,4,1,3,1,4,1,1,1,0,1,3,75,1,20,1,1,3,3,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,3,3,5,1,3
1,101,117,1,2,5,1,4,5,3,45,4,9,1,1,2,3,3,3,2,2,1,1,2,2,3,8,2,2,4,5,2,1,2,2,3,2,3,2,2,2,2,3,2,2,3,3,1,2,1,4,1,4,1,3,1,2,3,2,3,3,4,4,1,3,3,3,1,1,2,2,101,117,1,1,1,1,1,3,1,1,1,2,1,2,2,3,1,2,2,3,4,4,1,4,4,4,2,5,1,2,1,1,1,1,4,1,4,2,1,1,2,1,5,80,9,5,1,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,4,2,2,3,0,3,2
1,101,118,1,1,2,4,4,10,3,75,4,6,1,3,2,2,1,2,2,1,1,1,3,2,3,2,1,2,4,9,3,2,2,2,3,1,1,2,2,2,2,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,4,1,4,2,1,1,1,2,2,101,118,1,2,1,1,1,3,1,1,1,1,1,3,2,2,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,5,2,1,4,1,0,2,1,1,2,20,20,50,10,0,2,1,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,3,4,2
1,101,119,1,2,4,1,4,5,4,25,4,9,1,2,2,2,1,1,2,1,1,1,3,1,3,0,1,1,4,2,1,2,2,0,1,2,2,1,2,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,3,3,1,4,1,4,3,2,1,1,1,2,101,119,1,1,1,1,1,3,2,1,1,1,1,3,2,1,2,2,2,3,4,4,2,4,4,1,1,1,1,2,1,0,3,1,4,1,4,1,1,1,2,10,20,70,0,0,2,1,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,4,4,3
1,101,120,1,1,3,1,4,10,3,140,4,11,1,1,2,2,1,3,1,1,1,1,3,3,3,8,1,2,4,3,2,1,6,1,6,2,5,1,2,1,1,4,1,4,2,1,1,1,1,2,1,4,1,2,1,1,4,2,1,4,4,3,3,1,3,3,1,1,2,2,101,120,1,3,1,1,1,1,1,2,3,2,1,3,1,2,1,2,4,3,3,4,4,4,4,4,3,5,1,5,2,5,2,1,2,1,3,2,1,1,1,0,10,75,15,0,2,3,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,4,3,3,1
1,101,121,1,2,5,1,4,6,3,80,4,0,1,3,2,0,1,3,2,2,1,3,2,1,3,8,2,1,4,3,2,2,2,2,3,2,2,1,3,2,2,4,2,4,3,4,2,2,4,4,4,4,2,3,1,4,4,1,2,4,1,3,1,4,3,3,1,2,2,2,101,121,1,1,1,1,1,1,1,1,1,3,1,3,3,2,2,2,2,2,2,4,2,4,4,4,1,5,1,5,3,5,3,3,3,1,3,3,3,1,2,10,10,70,10,0,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,4,3,5,2
1,101,122,1,2,6,2,4,9,3,30,4,9,1,3,2,1,1,3,2,2,1,3,3,1,1,8,1,3,4,2,2,2,2,2,4,2,2,1,2,1,1,4,1,4,1,4,1,4,4,4,4,4,1,1,4,4,4,4,4,1,4,4,3,4,2,2,1,1,1,2,101,122,1,1,1,1,3,3,1,1,1,2,2,1,2,1,2,2,3,3,4,4,4,4,4,4,1,1,1,1,5,1,4,1,2,1,2,1,1,2,2,5,50,40,4,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,6,3,4,3,5,3
1,101,123,1,1,5,3,4,6,2,165,4,4,1,3,2,2,3,4,3,1,1,1,2,1,1,8,1,3,4,3,2,2,2,2,3,2,2,2,2,1,2,4,1,4,2,4,1,1,1,4,4,4,4,1,4,4,1,4,1,1,1,3,2,4,3,2,1,1,1,2,101,123,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,4,4,4,4,4,2,4,4,2,1,1,1,2,2,3,3,1,2,1,3,2,1,1,2,1,1,96,1,1,2,3,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,4,3,1,2
1,101,124,1,2,2,1,4,6,3,100,4,9,1,2,2,1,3,2,1,1,1,1,3,1,2,8,2,1,4,2,1,1,2,1,4,1,1,1,2,1,1,4,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,1,3,3,1,1,1,2,101,124,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,5,3,1,3,2,2,2,3,2,1,1,2,10,50,38,2,0,2,1,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,5,3,3,4,4,1
1,101,125,1,2,6,1,4,8,3,120,4,4,1,2,2,1,1,3,1,1,1,3,2,1,1,8,2,2,4,3,1,2,1,0,3,1,1,1,2,1,1,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,2,2,4,4,4,2,1,3,3,3,1,1,1,2,101,125,1,1,1,1,1,3,2,1,1,2,1,3,1,2,4,2,4,0,2,4,4,4,1,4,1,1,1,2,1,1,4,1,3,1,3,1,1,1,1,0,5,70,20,5,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,2,2,1
1,101,126,1,2,4,3,3,11,3,85,4,4,1,3,2,3,3,4,2,1,1,1,2,3,2,8,2,2,4,8,2,1,2,2,2,2,3,2,3,2,4,1,1,2,3,4,4,1,4,2,1,1,2,3,1,2,1,1,2,1,1,2,3,4,3,3,1,1,3,2,101,126,1,3,1,1,3,3,1,2,1,2,4,3,1,2,1,1,4,4,4,4,2,4,4,2,1,3,1,5,1,1,2,2,3,2,3,1,1,1,1,0,0,50,10,40,2,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,4,4,2,3,1
1,101,127,1,2,2,1,4,10,3,40,4,9,1,3,2,2,3,3,2,1,1,3,2,3,2,8,3,2,4,3,3,2,1,1,3,2,2,2,2,2,2,4,4,1,2,4,4,4,4,4,4,4,4,1,1,1,4,4,1,4,4,2,1,1,3,3,1,1,2,2,101,127,1,3,3,1,3,3,2,2,3,2,1,3,2,2,2,4,4,4,4,0,2,4,4,2,3,5,1,5,3,5,4,1,4,1,4,2,1,1,2,0,0,99,0,0,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,4,3,4,2
1,101,128,1,2,6,3,4,11,3,55,4,4,1,2,2,1,3,0,2,1,1,1,3,2,1,8,1,2,4,3,1,2,1,1,3,2,3,1,2,1,1,4,4,4,1,4,4,4,4,4,4,4,2,1,4,4,4,4,4,1,4,4,3,1,3,3,1,1,1,2,101,128,1,1,1,1,1,3,1,2,1,1,2,2,1,1,2,4,4,4,2,4,4,4,4,4,1,5,1,5,2,1,3,1,3,1,3,1,1,1,2,2,25,72,1,0,2,1,1,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,6,3,4,5,3
1,101,129,1,2,2,1,4,10,3,34,4,4,1,2,2,2,2,3,1,1,1,1,4,3,1,8,2,2,4,0,1,1,1,2,3,4,3,2,2,2,3,4,4,4,0,4,0,2,4,0,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,2,101,129,1,1,1,1,0,0,1,2,3,1,1,0,0,0,1,1,4,4,1,4,2,4,4,4,1,1,1,2,1,1,2,1,2,1,3,1,1,2,2,0,40,50,5,5,1,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,4,4,0,2,2
1,101,130,1,1,2,1,4,11,3,70,4,3,1,2,2,3,1,2,2,1,2,1,2,3,3,4,1,1,4,11,2,2,2,2,2,3,2,2,3,2,2,4,3,4,3,4,4,2,4,4,1,1,1,3,1,4,4,1,2,2,1,3,1,3,3,3,1,1,2,2,101,130,1,3,1,1,1,3,3,2,1,3,2,3,1,3,2,1,4,2,1,4,4,4,4,4,3,1,1,1,2,1,2,1,2,1,3,2,1,1,1,15,10,30,40,5,2,2,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,4,3,5,6,6,1,1
1,101,131,1,1,5,1,4,1,3,80,4,9,1,2,2,2,3,4,1,1,1,1,3,1,2,3,1,3,1,3,1,2,2,2,2,2,5,1,2,1,1,4,4,2,2,4,2,2,4,4,4,4,4,2,4,2,4,4,2,2,2,4,1,1,3,2,1,1,3,2,101,131,1,3,1,1,3,3,0,1,1,1,2,1,1,2,4,4,4,4,4,4,2,4,4,4,3,1,1,5,5,1,3,2,3,2,2,1,1,1,2,0,10,80,10,0,2,1,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,6,4,3,4,3,2
1,101,132,1,2,1,1,4,12,1,30,4,2,1,2,2,2,2,3,2,2,3,1,2,3,2,0,2,0,1,3,3,3,2,1,3,4,2,2,2,4,4,3,2,3,2,3,3,2,1,2,2,2,3,2,2,2,2,1,3,2,2,2,3,2,3,3,1,1,3,2,101,132,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,2,4,4,4,4,2,4,4,4,1,2,1,5,5,2,1,1,4,3,4,1,1,1,1,10,30,40,5,15,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,3,2
1,101,133,1,2,5,2,4,5,3,78,4,10,1,2,2,1,1,2,2,1,1,1,3,1,3,8,2,2,1,3,3,1,2,0,1,2,3,1,2,2,3,3,4,4,3,4,3,2,4,4,1,2,2,3,1,1,1,3,4,3,3,2,1,2,3,2,1,1,2,2,101,133,1,2,1,1,3,3,2,2,1,2,4,3,1,3,1,1,4,3,4,4,3,4,4,4,1,1,1,5,1,5,2,1,4,1,5,2,1,1,2,0,15,75,10,0,2,2,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,4,3,2,4,5,4,2
1,101,134,1,1,5,3,4,6,2,100,4,4,1,2,2,2,1,2,2,1,1,1,2,1,2,3,1,2,1,3,1,1,1,1,3,1,1,2,2,2,1,3,2,3,2,3,3,2,1,3,4,2,1,3,1,3,2,2,3,1,3,2,1,3,3,3,1,1,2,2,101,134,1,2,1,1,1,0,1,1,1,2,1,1,1,2,4,2,3,2,2,4,4,4,4,4,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,5,20,75,0,0,2,1,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,4,3,2,2
