"Q.38. DO YOU THINK TRAINING HERE IN THE U.S. IS NOW MAKING USE OF WHAT HAS BEEN LEARNED FROM OVERSEAS EXPERIENCE*  1. YES, MOST OF THE TRAINING DOES 2. YES, SOME OF THE TRAINING DOES 3. NO, NOT VERY MUCH OF THE TRAINING DOES 4. NO, NONE OF THE TRAINING DOES 5. DON,T KNOW 0. NO ANSWER X. QUESTION 39 NOT CODED. "
Q.40B. HOW LONG HAVE YOU BEEN WITH THIS UNIT*  1. ONE MONTH OR LESS 2. OVER ONE MONTH UP TO 2 MONTHS 3. OVER 2 MONTHS UP TO 3 MONTHS 4. OVER 3 MONTHS UP TO 6 MONTHS 5. OVER 6 MONTHS UP TO 1 YEAR 6. OVER 1 YEAR 0. NO ANSWER 
"Q.41. ABOUT HOW MANY OF THE OFFICERS IN YOUR UNIT HAVE SERVED OVERSEAS IN THIS WAR*  1. ALMOST ALL OF THEM HAVE SERVED OVERSEAS IN THIS WAR 2. ABOUT THREE-FOURTHS OF THEM HAVE 3. ABOUT HALF OF THEM HAVE 4. ABOUT ONE-FOURTH OF THEM HAVE 5. ALMOST NONE OF THEM HAVE 6. I HAVEN,T BEEN IN MY UNIT LONG ENOUGH TO KNOW 0. NO ANSWER "
"Q.42. ABOUT HOW MANY OF THE ENLISTED MEN UNDER YOUR COMMAND HAVE SERVED OVERSEAS IN THIS WAR*  1. ALMOST ALL OF THEM HAVE SERVED OVERSEAS IN THIS WAR 2. ABOUT THREE-FOURTHS OF THEM HAVE 3. ABOUT HALF OF THEM HAVE 4. ABOUT ONE-FOURTH OF THEM HAVE 5. ALMOST NONE OF THEM HAVE 6. I DON,T HAVE ANY ENLISTED MEN UNDER MY COMMAND 0. NO ANSWER "
"Q.43. HOW MANY OF THE OFFICERS IN YOUR PRESENT UNIT ARE THE KIND THAT ALWAYS TRY TO LOOK OUT FOR THE WELFARE OF ENLISTED MEN*  1. NONE 2. FEW 3. ABOUT HALF 4. MOST 5. ALL 6. DON,T KNOW 0. NO ANSWER "
Q.44. DO YOU FEEL YOU REALLY BELONG IN YOUR PRESENT UNIT AND ARE AN IMPORTANT PART OF IT*  1. VERY MUCH SO 2. FAIRLY MUCH SO 3. NOT VERY MUCH 4. NOT AT ALL 0. NO ANSWER 
"Q.45. WHAT DO YOU THINK OF THE MILITARY CONTROL AND DISCIPLINE AT THIS AIR BASE AS IT AFFECTS YOU*  1. IT,S TOO STRICT BUT MOST OF IT IS NECESSARY 2. IT,S TOO STRICT AND A LOT OF IT IS UNNECESSARY 3. IT,S ABOUT RIGHT 4. IT,S NOT STRICT ENOUGH 0. NO ANSWER "
"Q.46. WHO HAVE THE BETTER JOBS ON THIS BASE - OFFICERS WHO HAVE BEEN OVERSEAS OR THOSE WHO HAVEN,T*  1. OFFICERS WHO HAVE BEEN OVERSEAS 2. OFFICERS WHO HAVEN,T BEEN OVERSEAS 3. THERE ISN,T MUCH DIFFERENCE 4. DON,T KNOW 0. NO ANSWER "
"Q.47. IN GENERAL, WOULD YOU RATHER HAVE ENLISTED MEN UNDER YOUR COMMAND WHO HAVE SERVED OVERSEAS OR ENLISTED MEN WHO HAVEN,T*  1. WOULD RATHER HAVE ENLISTED MEN WHO HAVE BEEN OVERSEAS 2. WOULD RATHER HAVE ENLISTED MEN WHO HAVEN,T BEEN OVERSEAS 3. WOULD RATHER HAVE SOME OF BOTH 4. IT DOESN,T MATTER TO ME ONE WAY OR ANOTHER 0. NO ANSWER "
"Q.48. IF IT WERE UP TO YOU, WOULD YOU RATHER BE IN A UNIT HAVING MOSTLY OVERSEAS OFFICERS OR IN ONE HAVING MOSTLY OFFICERS WHO HAVEN,T BEEN OVERSEAS*  1. ONE HAVING MOSTLY OVERSEAS OFFICERS 2. ONE HAVING MOSTLY OFFICERS WHO HAVEN,T BEEN OVERSEAS 3. WOULD RATHER HAVE SOME OF BOTH 4. IT DOESN,T MATTER TO ME ONE WAY OR ANOTHER 0. NO ANSWER "
"Q.49. FROM WHAT YOU,VE SEEN AND HEARD, DO OFFICERS WHO HAVEN,T BEEN OVERSEAS APPRECIATE WHAT RETURNEE OFFICERS HAVE DONE AND BEEN THROUGH OVERSEAS*  1. ALL OF THEM DO 2. MOST OF THEM DO 3. ABOUT HALF OF THEM DO 4. FEW OF THEM DO 5. NONE OF THEM DO 0. NO ANSWER "
"Q.50. FROM WHAT YOU HAVE SEEN OR HEARD, HOW WELL DO RETURNEE OFFICERS AND OFFICERS WHO HAVE NOT BEEN OVERSEAS GET ALONG TOGETHER*  1. VERY WELL 2. FAIRLY WELL 3. NOT VERY WELL 4. NOT WELL AT ALL 5. DON,T KNOW 0. NO ANSWER *****************************PART VI**************************** X. QUESTION 51A NOT CODED. "
Q.51B. ABOUT HOW LONG WOULD IT TAKE YOU TO REACH THE PLACE WHERE YOU WOULD SPEND YOUR LEAVE*  01. 2 HOURS OR LESS 02. OVER 2 HOURS UP TO 4 HOURS 03. OVER 4 HOURS UP TO 6 HOURS 04. OVER 6 HOURS UP TO 12 HOURS 05. OVER 12 HOURS UP TO 18 HOURS 06. OVER 18 HOURS UP TO 1 DAY (24 HOURS) 07. OVER 1 DAY UP TO 1 1/2 DAYS (24-36 HOURS) 08. OVER 1 1/2 DAYS UP TO 2 DAYS (36-48 HOURS) 09. OVER 2 DAYS UP TO 3 DAYS (48-72 HOURS) 10. OVER 3 DAYS UP TO 4 DAYS (72-96 HOURS) 11. OVER 4 DAYS (96 HOURS) 00. NO ANSWER X. COL. 80 NOT USED. CARD 2 
CARD.  2. CARD TWO 
DECK.  157. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. S-157E - ENLISTED MEN 2. S-157O - OFFICERS 
"Q.52. CONSIDERING THE NEEDS OF THE AIR FORCE WOULD YOU SAY YOU HAVE BEEN ASSIGNED AS CLOSE TO HOME AS IS POSSIBLE*  1. YES 2. NO 3. I,VE NEVER THOUGHT ABOUT IT 0. NO ANSWER "
"Q.53. WOULD YOU BE WILLING TO TAKE AN AIR FORCE JOB YOU DISLIKE, IF BY DOING THAT YOU COULD GET STATIONED NEAR YOUR HOME*  1. YES 2. NO 3. I,M NOT SURE 4. I AM ALREADY STATIONED NEAR HOME 0. NO ANSWER *****************************PART VII***************************"
"Q.54. HOW DO YOU FEEL ABOUT WHAT YOU,VE DONE IN THIS WAR*  1. I FEEL I,VE ALREADY DONE MY SHARE AS A SOLDIER AND SHOULD BE DISCHARGED 2. I FEEL I,VE ALREADY DONE MY SHARE, BUT I,M READY TO DO MORE 3. I DON,T FEEL I,VE DONE MY SHARE YET 0. NO ANSWER "
Q.55. DO YOU EVER GET THE FEELING THAT THIS WAR IS NOT WORTH FIGHTING*  1. VERY OFTEN 2. SOMETIMES 3. ONLY ONCE IN A GREAT WHILE 4. NEVER 0. NO ANSWER 
"Q.56. IN GENERAL, DO YOU THINK THE ARMY HAS TRIED ITS BEST TO SEE THAT OFFICERS GET AS SQUARE A DEAL AS POSSIBLE*  1. YES, IT HAS TRIED ITS BEST 2. IT HAS TRIED SOME BUT NOT HARD ENOUGH 3. IT HAS HARDLY TRIED AT ALL 0. NO ANSWER "
"Q.57. IN GENERAL, DO YOU FEEL YOU YOURSELF HAVE GOTTEN A SQUARE DEAL FROM THE ARMY*  1. YES, IN MOST WAYS I HAVE 2. IN SOME WAYS, YES, IN OTHER WAYS, NO 3. NO, ON THE WHOLE I HAVE NOT GOTTEN A SQUARE DEAL 0. NO ANSWER *****************************PART VIII**************************"
"Q.58. IN GENERAL, WHAT SORT OF PHYSICAL CONDITION WOULD YOU SAY YOU ARE IN AT THE PRESENT TIME*  1. VERY GOOD PHYSICAL CONDITION 2. GOOD PHYSICAL CONDITION 3. FAIR PHYSICAL CONDITION 4. POOR PHYSICAL CONDITION 5. VERY POOR PHYSICAL CONDITION 0. NO ANSWER "
"Q.59A. AS FAR AS YOU KNOW, ARE YOU NOW CLASSIFIED BY THE AIR FORCE AS PHYSICALLY FIT FOR OVERSEAS DUTY*  1. YES 2. NO 3. I DON,T KNOW 0. NO ANSWER "
"Q.59B. IN YOUR OWN OPINION, ARE YOU PHYSICALLY FIT FOR OVERSEAS DUTY*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER "
"Q.60A. ARE YOU EVER TROUBLED BY YOUR HANDS SWEATING SO THAT THEY FEEL DAMP AND CLAMMY*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.60B. HOW OFTEN ARE YOU BOTHERED BY HAVING AN UPSET STOMACH*  1. NEARLY ALL THE TIME 2. PRETTY OFTEN 3. NOT VERY OFTEN 4. NEVER 0. NO ANSWER 
Q.60C. DO YOU OFTEN HAVE TROUBLE IN GETTING TO SLEEP OR STAYING ASLEEP*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
"Q.60D. DO YOUR HANDS EVER TREMBLE ENOUGH TO BOTHER YOU*  1. YES, OFTEN 2. SOMETIMES 3. NO, NEVER 0. NO ANSWER "
"Q.60E. ARE YOU EVER BOTHERED BY NERVOUSNESS*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.60F. ARE YOU EVER WORRIED AND UPSET*  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 0. NO ANSWER 
"Q.60G. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY*  1. I HAVE A PRETTY GOOD TIME 2. IT,S ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 0. NO ANSWER "
"Q.60H. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
V.61. SQUARE DEAL SCORE*  1. ORIGINAL SCORE OF 6 2. ORIGINAL SCORE OF 7 3. ORIGINAL SCORE OF 8 4. ORIGINAL SCORE OF 9 X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
"V.62. JOB SATISFACTION SCORE* E. DERIVED FROM QUESTIONS 31, 32, 33.  1. ORIGINAL SCORE OF 6 2. ORIGINAL SCORE OF 7 3. ORIGINAL SCORE OF 8 4. ORIGINAL SCORE OF 9 5. ORIGINAL SCORE OF X X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
V.63. WILLINGNESS FOR FURTHER SERVICE SCORE*  1. ORIGINAL SCORE OF 6 2. ORIGINAL SCORE OF 7 3. ORIGINAL SCORE OF 8 4. ORIGINAL SCORE OF 9 5. NO CODE OR NO DATA X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
V.64. PHYSICAL FITNESS SCORE*  1. ORIGINAL SCORE OF 5 2. ORIGINAL SCORE OF 6 3. ORIGINAL SCORE OF 7 4. ORIGINAL SCORE OF 8 5. ORIGINAL SCORE OF 9 6. NO CODE OR NO DATA X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
V.65. NEUROPSYCHIATRIC SCORE* E. THERE WERE NO SCORES OF 00 OR 01.  02. SCORE OF TWO 03. SCORE OF THREE 04. SCORE OF FOUR 05. SCORE OF FIVE 06. SCORE OF SIX 07. SCORE OF SEVEN 08. SCORE OF EIGHT 09. SCORE OF NINE 10. SCORE OF TEN 11. SCORE OF ELEVEN 12. SCORE OF TWELVE 13. SCORE OF THIRTEEN 14. SCORE OF FOURTEEN 15. SCORE OF FIFTEEN 16. SCORE OF SIXTEEN 99. SCORE NOT TABULATED 
V.66. NEUROPSYCHIATRIC (FIVE ITEMS) SCORE*  1. ORIGINAL SCORE OF 6 2. ORIGINAL SCORE OF 7 3. ORIGINAL SCORE OF 8 4. ORIGINAL SCORE OF 9 5. NO CODE OR NO DATA X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
V.67. SUB-SAMPLE GROUP IDENTIFICATION:  1. GROUP E: BOMBER OVERSEAS FLYERS 2. GROUP F: FIGHTER OVERSEAS FLYERS 3. GROUP G: BOMBER ZI FLYERS 4. GROUP H: FIGHTER ZI FLYERS 
V.68. FORCE IDENTIFICATION:  1. AAF-PILOTS 2. AAF-COMBAT CREWS 3. AAF-GROUND CREWS 4. AAF-NO INDICATION OF WHAT 
"V.69. CAMP IDENTIFICATION:  01. EPHRATA AAB, WASHINGTON 02. SANTA MARIA AAF, CALIFORNIA 03. VAN NUYS METROPOLITAN AIRPORT, CALIFORNIA 04. DOVER AAF, DELAWARE 05. ARDMORE AAF, OKLAHOMA 06. RAPID CITY AAB, SOUTH DAKOTA 07. BIGGS FIELD, TEXAS 08. DYERSBURG AAB, DYERSBURG, TENNESSEE 09. SANTA ROSA AAF, CALIFORNIA 10. ONTARIO AAF, CALIFORNIA 11. DAVIS-MONTHAN FIELD, ARIZONA "
V.70. OUTFIT IDENTIFICATION:  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
V.71. SERIAL NUMBER IDENTIFICATION:  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
