S0146.CARD.  1. CARD ONE 
"S0146.Q65. WHEN THE WEATHER GETS VERY HOT, DO YOU SOMETIMES FIND THAT YOU CAN ONLY SLEEP BY REMOVING THE MOSQUITO NETTIN?  1. YES, I HAVE TO REMOVE THE NETTING 2. NO, I DON'T HAVE TO REMOVE THE NETTING 0. NO ANSWER "
"S0146.Q66. ALONG WITH THE MOSQUITO NET, THE ARMY USUALLY ISSUES A HEAD NET. DO YOU PERSONALLY THINK IT WOULD BE A GOOD IDEA OR A POOR IDEA FOR THE ARMY TO ORDER THE MEN TO WEAR THEIR HEAD NETS WHILE ON NIGHT DUTY TO PROTECT THEIR FACES AGAINST INSECT BITE?  1. IT WOULD BE A GOOD IDEA 2. IT WOULD BE A POOR IDEA 3. UNDECIDED 4. HAVEN'T BEEN ISSUED A HEAD NET 0. NO ANSWER "
"S0146.Q67. HOW IMPORTANT DO YOU FEEL IT IS FOR YOU TO WEAR LEGGINGS OR MOSQUITO BOOTS, OR TO TUCK YOUR TROUSERS INTO YOUR SOCKS - TO PREVENT MOSQUITO BITE?  1. IT IS OF NO IMPORTANCE AT ALL 2. IT IS OF LITTLE IMPORTANCE TO ME 3. IT IS OF MEDIUM IMPORTANCE TO ME 4. IT IS OF GREAT IMPORTANCE TO ME 5. IT IS ABSOLUTELY NECESSARY TO ME 0. NO ANSWER "
S0146.Q68. SUPPOSE A WEAK SICKLY MAN AND A STRONG HEALTHY MAN ARE BOTH BITTEN BY MOSQUITOES CARRYING MALARIA. WHICH MAN DO YOU THINK IS MORE LIKELY TO GET MALARI?  1. THE STRONG HEALTHY MAN IS MORE LIKELY TO GET MALARIA 2. THE WEAK SICKLY MAN IS MORE LIKELY TO GET MALARIA 3. THEY ARE BOTH EQUALLY LIKELY TO GET MALARIA 4. UNDECIDED 0. NO ANSWER 
S0146.Q69A. ALL TYPES OF MOSQUITOES CARRY MALARI?  1. TRUE 2. FALSE 0. NO ANSWER 
S0146.Q69B. MORE AMERICAN SOLDIERS HAVE BEEN PUT OUT OF ACTION BY MALARIA THAN BY THE JAPANES?  1. TRUE 2. FALSE 0. NO ANSWER 
S0146.Q69C. A MAN WHO HAS MALARIA IS NO LONGER FIT FOR SERVICE IN THIS THEATE?  1. TRUE 2. FALSE 0. NO ANSWER 
S0146.Q69D. MANY MALARIA CASES COULD HAVE BEEN PREVENTED IF THE MEN HAD WORN THE RIGHT AMOUNT AND THE RIGHT KIND OF CLOTHIN?  1. TRUE 2. FALSE 0. NO ANSWER 
S0146.Q69E. WHEN A MAN IS BITTEN BY A MALARIA MOSQUITO HE DOES NOT FEEL THE BITE AT THE TIM?  1. TRUE 2. FALSE 0. NO ANSWER X. QUESTION 70 NOT CODED. 
S0146.V71. AREA AND TYPE OF TROOPS:  1. WHITES NEAR CALCUTTA 2. NEGROES IN ASSAM 3. WHITES IN ASSAM 4. NEGROES NEAR CALCUTTA 
