CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.12B.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20A.,Q.20B.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28C.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.35C.,Q.35D.,Q.35E.,Q.35F.,Q.35G.,Q.35H.,Q.35I.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.39F.,Q.39G.,Q.39H.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40E.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.51D.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57A.,Q.57B.,Q.57C.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.61.,Q.62.,Q.63.,Q.63..1,Q.63..2,Q.63..3,Q.63..4,Q.63..5,Q.63..6,Q.63..7,Q.63..8,Q.63..9,Q.63..10,Q.63..11,Q.63..12,Q.63..13,Q.63..14,Q.64.,V.66.,V.66..1,V.67.,V.68.,V.69.,CARD..2,DECK..2,BALLOT..2,FORM..2,FORM..3,V.71.,V.72.,V.73.
1,100,427,2,6,4,3,10,2,36,1,3,1,3,7,1,2,1,1,1,1,1,6,3,1,2,2,8,1,3,2,3,2,2,2,1,2,3,5,4,4,2,1,3,3,3,2,3,1,1,1,1,1,1,1,3,1,1,5,3,1,2,2,2,3,2,2,2,2,2,100,427,2,2,3,3,2,2,1,1,4,2,4,4,4,4,4,4,4,4,2,2,1,2,3,3,1,1,5,5,5,3,5,1,4,2,11,4,2,1,2,2,1,2,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,4,12,1,8,0,5,3,100,427,2,1,1,4,57
1,100,428,2,3,4,7,9,3,60,1,3,1,3,7,4,2,2,2,2,3,1,3,3,1,2,1,0,1,1,1,7,3,3,2,1,0,2,4,4,4,2,1,4,3,3,2,2,1,0,3,1,3,2,2,3,2,3,2,3,1,1,1,1,2,2,2,3,2,2,100,428,2,2,3,1,1,2,3,2,1,1,2,4,1,4,1,4,4,1,2,1,1,2,1,5,2,3,5,2,5,3,2,2,5,3,10,4,2,1,2,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,6,1,2,2,1,3,100,428,2,5,5,21,24
1,100,429,2,5,4,11,6,3,21,1,3,1,2,7,3,3,1,2,2,2,1,4,3,1,2,1,8,1,2,4,3,3,3,2,2,3,2,5,4,4,2,3,1,3,3,2,4,1,1,1,1,1,1,1,0,3,2,2,1,1,2,2,2,1,2,2,2,2,2,100,429,2,1,3,1,1,2,2,1,1,1,2,1,1,4,1,4,4,4,2,1,1,2,1,5,2,1,4,3,4,4,1,5,4,2,10,4,2,2,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,7,1,4,3,4,3,100,429,2,2,5,29,59
1,100,430,2,3,4,11,11,3,90,1,3,2,3,1,1,2,2,1,2,1,3,6,3,2,2,2,0,0,3,4,3,2,1,2,2,3,4,4,4,4,3,3,4,3,2,2,4,1,1,3,3,1,1,3,3,2,1,1,1,1,2,2,1,3,2,3,2,2,2,100,430,2,2,3,2,1,2,2,1,2,3,4,2,4,4,4,4,4,4,2,2,3,2,2,3,1,1,1,1,2,2,1,1,4,1,9,3,2,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,10,1,8,1,4,3,100,430,2,2,2,12,36
1,100,431,2,3,4,9,11,3,42,1,2,7,1,0,1,2,1,1,1,1,3,1,0,0,2,1,8,2,2,2,3,2,2,1,1,2,2,2,2,2,3,1,3,3,3,2,2,3,1,3,1,1,1,3,3,1,2,1,2,1,2,2,1,2,2,3,2,2,2,100,431,2,3,2,2,1,1,2,1,1,1,4,4,2,4,2,4,4,2,2,2,1,1,2,3,1,1,1,1,1,2,1,4,4,1,9,3,2,2,2,2,3,2,3,1,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,9,1,6,2,3,3,100,431,2,3,4,9,77
1,100,432,2,3,4,7,1,3,120,1,3,7,2,7,4,2,2,2,3,1,2,2,3,1,2,0,8,1,1,2,3,2,2,1,1,6,2,3,4,4,4,3,4,3,3,2,2,1,1,1,1,1,1,3,3,3,2,4,3,1,2,3,2,3,3,3,3,2,2,100,432,2,3,3,3,2,3,2,5,2,3,4,4,3,3,3,4,2,4,2,1,3,1,1,3,1,1,1,1,2,3,3,2,4,1,9,4,2,1,1,2,3,0,0,4,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,13,1,10,0,7,3,100,432,2,0,3,20,29
1,100,433,2,3,4,9,9,2,20,1,3,7,3,1,2,2,1,1,2,1,2,1,1,1,2,1,8,2,3,2,3,1,2,1,1,2,2,4,3,2,2,1,3,3,3,1,2,1,1,1,1,1,1,1,3,3,1,1,3,1,2,3,2,4,3,2,2,2,2,100,433,2,3,3,3,3,2,2,1,2,4,4,4,4,4,4,4,4,4,1,2,3,2,1,3,1,2,1,1,1,1,5,1,4,1,9,4,2,1,1,2,1,1,1,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,13,1,12,0,8,3,100,433,2,0,1,18,49
1,100,434,2,3,4,3,9,2,60,1,3,7,0,0,4,2,2,1,2,2,2,3,3,1,2,1,8,1,2,4,4,2,3,1,1,3,2,5,4,5,2,3,1,3,3,1,2,1,1,1,1,1,1,1,3,3,2,2,1,1,1,2,2,3,2,2,1,2,2,100,434,2,1,2,2,3,1,2,2,2,2,4,4,2,4,3,4,4,2,1,2,1,2,1,3,1,1,5,1,5,5,5,3,4,1,9,4,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,6,1,6,2,4,3,100,434,2,2,3,14,35
1,100,435,2,3,4,3,6,1,100,1,3,7,0,0,3,0,2,1,2,1,2,4,3,3,2,1,8,2,2,2,5,2,3,1,1,6,3,3,3,3,3,1,4,2,2,2,4,1,1,1,1,1,1,1,1,3,2,1,1,1,3,3,3,4,3,3,2,2,2,100,435,2,1,0,1,0,1,3,2,2,1,4,2,2,4,4,4,4,4,1,1,1,1,2,4,1,1,4,5,5,5,1,2,4,1,9,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,4,6,2,11,9,10,3,100,435,2,0,3,14,34
1,100,436,2,3,4,3,3,2,60,1,1,7,0,0,4,2,1,1,2,1,4,3,3,1,2,2,8,1,2,4,5,3,3,1,1,3,3,2,2,2,3,3,4,3,3,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,3,2,2,2,100,436,2,1,2,1,1,2,3,5,1,1,1,1,1,4,2,4,3,1,1,2,1,1,3,5,3,3,3,3,5,2,3,4,4,1,9,4,2,1,2,2,3,2,2,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,6,1,2,3,1,3,100,436,2,5,7,7,34
1,100,437,2,3,4,11,5,3,42,1,3,7,0,0,1,2,2,2,2,1,2,1,2,1,2,2,8,1,2,1,8,2,2,2,2,3,2,2,2,2,2,3,2,3,3,2,2,1,1,1,1,1,1,0,0,1,2,5,1,1,1,2,2,3,2,2,2,2,2,100,437,2,2,3,2,2,2,3,1,1,2,2,2,2,4,1,4,4,4,2,2,1,2,1,4,1,1,3,1,5,1,1,2,4,1,9,4,2,1,1,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,9,1,7,0,4,3,100,437,2,2,5,17,31
1,100,438,2,3,4,3,6,3,60,1,3,7,0,0,3,3,2,2,3,2,1,2,3,3,2,2,8,2,2,1,5,2,3,2,2,3,4,4,4,4,1,1,1,3,3,2,2,1,2,2,1,1,1,2,1,3,2,1,1,1,1,2,1,1,2,2,2,1,2,100,438,2,2,3,2,3,3,3,4,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,4,2,1,4,3,0,5,1,1,4,1,9,4,2,2,2,1,1,3,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,11,1,3,0,2,3,100,438,2,4,9,20,59
1,100,439,2,3,4,1,10,3,60,1,3,1,1,2,1,1,1,1,1,1,3,1,1,1,2,1,8,2,2,2,2,2,1,1,1,3,2,2,2,2,4,3,3,3,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,100,439,2,1,1,2,1,1,3,1,1,2,2,2,2,2,2,4,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,4,1,9,4,2,2,1,2,1,2,2,1,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,4,1,9,4,4,3,100,439,2,2,8,23,52
1,100,440,2,3,4,9,7,3,60,1,3,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,8,1,3,2,5,2,3,1,1,3,2,2,2,2,4,1,1,3,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,3,2,3,3,2,2,2,2,100,440,2,3,2,3,3,2,3,1,1,1,4,4,1,4,3,4,4,4,2,1,3,1,2,3,1,1,1,1,5,1,1,2,4,1,9,4,2,1,1,2,3,1,1,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,11,1,9,0,7,3,100,440,2,0,2,22,25
1,100,441,2,3,4,11,5,3,42,1,3,1,2,7,1,3,1,2,1,1,2,4,3,1,2,1,0,1,2,4,6,3,3,2,2,6,4,5,5,5,2,1,0,3,3,0,4,0,0,0,0,0,0,0,0,2,0,1,3,3,1,1,1,2,2,2,2,2,2,100,441,2,3,3,2,1,3,3,3,1,1,4,2,1,4,1,3,4,4,1,1,3,2,2,4,0,1,5,2,4,4,1,5,4,1,9,4,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,10,1,1,1,1,3,100,441,2,5,4,29,98
1,100,442,2,5,4,3,5,3,70,1,3,0,0,0,1,2,1,1,2,1,4,3,3,1,2,1,8,0,1,4,3,3,0,2,2,3,1,0,1,4,3,1,1,3,3,2,1,1,1,2,3,1,1,2,3,2,2,2,1,1,1,1,1,2,3,2,2,2,2,100,442,2,2,0,2,1,2,2,3,1,1,1,1,2,2,2,4,4,1,2,1,1,1,1,5,0,1,5,1,4,5,1,3,4,1,9,4,2,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,8,2,3,9,2,3,100,442,2,4,7,11,31
1,100,443,2,6,4,4,5,3,50,3,2,0,3,2,1,3,1,1,1,3,2,3,1,1,2,2,8,1,1,1,5,3,2,2,2,3,2,3,3,3,2,3,4,3,3,2,2,1,1,1,1,1,1,0,0,3,2,1,3,1,2,1,2,2,2,2,2,2,2,100,443,2,3,3,3,1,2,2,1,2,1,2,2,1,4,2,4,4,2,1,2,3,1,1,4,0,2,1,2,3,2,1,1,4,1,9,4,2,2,0,2,1,2,2,2,4,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,11,1,4,1,3,3,100,443,2,3,6,10,36
1,100,444,2,6,4,4,3,1,45,1,3,1,1,1,1,1,2,1,1,1,2,3,1,1,2,2,8,1,2,2,3,1,1,1,1,3,2,1,1,1,2,3,3,3,3,1,4,1,1,1,1,1,1,2,1,2,1,2,1,1,3,3,1,3,3,2,2,2,2,100,444,2,3,3,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,3,1,1,1,1,1,2,5,1,4,1,9,4,2,1,1,2,2,1,1,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,11,1,13,0,7,3,100,444,2,1,0,12,49
1,100,445,2,6,4,10,7,3,60,1,2,1,1,7,1,2,2,1,2,0,2,1,2,3,2,2,4,1,2,1,3,3,3,2,1,3,3,2,1,2,2,1,3,3,3,1,2,1,1,2,1,1,1,3,3,3,1,1,3,3,2,2,2,3,2,3,2,2,2,100,445,2,2,3,3,3,3,3,4,1,1,2,4,1,4,1,4,4,4,1,1,1,1,1,3,1,1,2,1,1,1,1,3,4,1,9,4,2,1,1,1,3,1,2,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,13,1,6,0,5,3,100,445,2,1,4,1,2
1,100,446,2,5,4,3,7,3,75,1,2,1,3,1,1,2,2,1,2,1,1,1,3,1,2,1,8,1,1,4,6,2,2,2,2,6,2,3,3,4,2,3,1,3,3,2,2,1,1,2,0,1,1,2,3,2,2,1,1,1,2,1,3,2,3,2,1,1,2,100,446,2,3,2,3,3,1,2,1,2,2,1,2,2,4,3,4,4,2,2,2,3,1,1,3,2,2,2,1,2,1,1,4,4,1,9,4,2,1,1,2,2,2,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,9,1,8,1,5,3,100,446,2,2,5,11,45
1,100,447,2,5,4,9,10,2,0,1,1,2,1,2,1,2,1,1,1,1,2,6,2,1,2,2,1,2,2,1,5,2,3,1,1,3,2,1,1,2,4,1,4,2,2,2,0,1,1,1,1,1,1,2,3,1,1,1,3,1,1,2,2,1,2,2,2,2,2,100,447,2,3,3,3,1,3,2,3,1,3,4,4,4,2,4,4,4,1,1,1,1,1,1,3,1,1,1,5,1,1,2,2,4,1,9,4,2,2,1,2,1,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,12,1,5,1,3,3,100,447,2,3,3,5,29
1,100,448,2,5,4,0,10,2,55,1,1,2,3,7,1,2,1,1,1,1,2,6,3,3,2,1,8,2,2,4,5,2,3,2,2,3,4,4,4,5,1,3,4,2,3,3,2,1,1,3,1,1,1,1,3,2,2,2,3,3,2,2,2,1,2,2,2,1,2,100,448,2,3,1,3,1,3,2,5,1,1,2,1,1,4,3,2,1,4,1,1,2,1,1,4,2,2,4,4,5,1,5,5,4,1,9,4,1,2,1,1,2,2,2,3,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,0,10,1,6,2,4,3,100,448,2,2,6,3,22
1,100,449,2,5,4,8,7,3,80,1,3,1,2,7,1,2,2,1,1,1,3,1,3,2,1,1,2,3,2,1,5,3,2,2,1,3,2,5,5,4,2,1,1,3,3,1,2,1,2,2,2,1,1,2,3,2,3,1,3,3,2,2,1,2,2,3,2,2,2,100,449,2,3,2,3,1,3,2,3,1,1,4,1,1,4,1,4,4,4,1,1,1,1,2,4,3,3,1,1,1,1,1,3,4,1,9,4,2,1,1,1,3,2,2,4,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,12,1,5,1,3,3,100,449,2,3,4,22,37
1,100,450,2,4,4,3,7,3,45,1,3,1,1,1,4,2,2,1,2,1,2,1,3,2,2,2,8,2,2,1,3,2,2,2,2,5,3,2,2,2,2,2,3,3,3,2,4,1,1,3,3,1,1,2,3,3,1,5,1,1,2,2,3,3,3,3,2,2,2,100,450,2,3,3,2,1,2,3,1,2,2,4,4,4,4,4,4,4,4,2,1,3,1,1,4,1,1,5,1,2,1,1,2,4,1,9,4,2,2,1,2,2,2,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,10,1,10,1,7,3,100,450,2,0,2,23,31
1,100,451,2,4,4,9,7,2,0,1,1,6,2,7,4,3,3,2,3,3,1,3,3,3,1,2,8,2,1,1,11,3,3,2,2,3,4,4,4,4,1,3,4,3,3,5,2,0,0,0,0,1,1,1,0,3,3,2,3,1,1,1,1,1,1,2,1,2,2,100,451,2,1,1,0,1,1,3,0,1,1,1,1,1,0,1,1,1,1,1,2,1,0,2,4,2,3,4,5,4,5,1,3,4,1,9,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,0,9,0,3,100,451,2,5,10,4,13
1,100,452,2,4,4,11,6,2,5,2,2,4,2,2,1,2,2,2,1,1,3,4,3,1,2,1,8,2,2,2,3,2,2,2,2,3,3,4,4,4,3,1,4,3,2,3,2,1,1,1,0,1,1,2,0,2,2,2,1,1,2,1,1,1,2,2,2,2,2,100,452,2,3,3,3,3,3,2,1,2,2,2,0,2,4,2,4,4,1,2,1,3,1,1,3,1,1,3,1,5,1,1,3,4,1,9,4,2,1,1,1,3,2,3,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,14,1,5,0,2,3,100,452,2,4,10,20,27
1,100,453,2,5,4,0,2,3,0,1,4,2,1,2,2,2,1,2,0,1,0,6,0,0,2,2,8,1,3,0,5,3,3,1,1,3,4,4,4,4,2,1,0,3,3,2,4,1,2,1,1,1,1,3,3,3,0,2,2,2,2,2,2,4,3,2,0,2,2,100,453,2,1,0,1,1,0,2,1,3,2,4,4,4,4,0,4,4,4,2,2,1,2,3,3,3,3,3,2,2,2,1,2,4,1,9,4,2,1,1,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,2,8,9,7,3,100,453,2,0,10,29,71
1,100,454,2,5,4,3,10,3,48,1,2,7,3,3,1,2,2,1,1,1,2,1,3,3,2,1,1,2,1,2,3,2,2,2,2,5,2,3,2,3,3,1,1,3,3,2,2,1,1,2,2,1,1,3,3,0,3,1,3,2,1,1,1,3,2,3,2,2,2,100,454,2,3,1,3,1,3,2,3,1,1,2,0,1,4,2,4,4,4,2,2,1,1,1,4,2,1,1,1,3,2,1,4,4,1,9,4,2,1,1,1,2,1,2,1,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,4,11,1,5,2,2,3,100,454,2,4,10,9,46
1,100,455,2,4,4,9,5,3,60,1,2,7,0,0,1,3,1,1,1,1,3,4,1,3,2,1,0,3,2,4,5,1,3,1,1,1,2,3,3,3,2,1,2,3,2,2,2,1,1,2,3,1,1,2,3,2,2,1,3,1,3,2,2,1,3,3,2,2,2,100,455,2,2,3,3,1,2,1,1,1,1,4,4,3,4,2,4,4,1,2,1,3,1,1,5,3,1,1,1,3,1,1,3,4,1,9,4,2,2,1,1,1,1,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,12,1,8,1,6,3,100,455,2,1,4,10,74
1,100,456,2,3,4,9,7,3,60,1,3,1,2,7,1,2,1,1,1,3,2,1,2,3,2,1,8,2,1,2,5,2,3,2,1,3,1,2,2,2,4,3,4,3,3,2,2,1,1,2,2,1,1,1,1,2,3,5,3,1,1,1,1,1,1,3,2,2,2,100,456,2,3,3,3,1,3,2,1,1,4,2,2,1,4,2,4,4,1,1,1,1,1,1,5,3,1,2,1,1,1,1,3,4,1,9,4,2,0,0,0,0,0,0,1,3,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,13,1,2,1,0,3,100,456,2,5,5,22,44
1,100,457,2,3,4,9,6,3,50,1,2,1,1,2,1,3,1,1,1,3,2,3,1,3,1,0,1,2,2,1,5,3,3,1,0,2,3,4,4,4,1,0,4,0,3,3,2,1,1,2,2,1,1,3,3,1,3,2,3,3,1,1,1,2,1,2,2,2,2,100,457,2,3,1,2,1,3,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,2,2,3,1,5,4,0,1,4,1,9,4,2,1,1,0,1,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,10,1,0,2,0,3,100,457,2,5,8,7,31
1,100,458,2,3,4,9,5,3,75,1,3,2,2,7,4,2,1,1,3,1,4,2,3,3,2,2,8,2,1,4,4,2,3,2,2,4,4,4,4,4,3,3,4,3,3,0,2,1,1,3,1,1,1,1,3,2,0,2,0,0,1,2,2,3,2,3,2,2,2,100,458,2,3,2,3,3,2,2,5,0,0,0,2,2,2,2,4,4,4,1,1,1,2,1,4,2,1,1,2,5,5,1,2,4,1,9,4,2,2,2,2,2,2,2,2,4,4,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,13,1,6,0,4,3,100,458,2,2,10,28,44
1,100,459,2,5,4,9,12,1,91,1,1,7,2,7,3,3,1,1,2,2,2,3,3,3,2,2,1,3,1,1,5,2,2,2,2,2,3,5,5,5,3,1,1,3,3,2,4,1,1,2,1,1,1,2,1,2,2,1,3,1,1,2,2,3,2,2,2,2,2,100,459,2,2,2,2,1,2,2,2,2,2,4,4,1,4,1,4,4,2,1,1,1,1,1,5,1,1,3,2,4,1,1,4,4,1,9,4,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,8,1,6,1,4,3,100,459,2,2,4,14,2
1,100,460,2,4,4,9,5,6,30,1,3,7,0,0,2,2,2,2,2,1,3,1,3,1,2,2,8,1,2,1,8,2,2,2,1,3,2,2,2,1,4,1,2,2,3,2,2,1,1,1,3,1,1,1,1,2,2,5,3,3,2,2,1,3,3,2,2,2,2,100,460,2,2,2,2,1,2,2,2,1,1,4,4,2,4,3,4,4,4,1,2,3,2,2,4,2,1,2,1,3,1,3,4,4,1,9,4,2,1,1,2,1,1,1,3,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,8,1,8,1,5,3,100,460,2,1,2,17,35
1,100,461,2,5,4,3,5,3,75,1,3,7,0,0,1,2,2,2,2,3,0,2,2,1,1,1,8,1,2,2,5,2,3,2,2,0,0,2,2,2,2,1,2,3,3,1,4,1,1,3,3,1,1,2,3,3,0,1,1,1,2,2,2,3,3,2,1,2,2,100,461,2,2,2,3,3,2,2,3,2,2,4,4,4,4,4,4,4,4,1,1,1,1,1,4,1,1,1,2,5,5,3,2,4,1,9,4,2,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,1,8,0,6,3,100,461,2,0,2,11,29
1,100,462,2,4,4,9,0,3,60,1,1,7,2,7,4,3,2,2,4,2,1,2,3,2,2,2,8,3,2,2,3,3,3,2,1,1,2,1,1,2,1,3,1,3,3,2,4,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,2,3,1,1,2,2,100,462,2,3,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,2,2,5,2,3,5,4,1,9,4,2,1,2,2,2,2,2,3,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,5,1,2,1,2,3,100,462,2,4,9,11,2
1,100,463,2,5,4,9,10,3,80,1,1,7,3,7,2,3,2,2,2,1,2,1,1,2,2,2,8,2,2,1,4,3,2,1,1,1,3,3,4,4,3,3,4,3,3,2,2,1,1,2,1,1,1,3,3,3,2,1,2,1,2,2,1,3,3,2,2,2,2,100,463,2,2,3,2,1,1,2,1,2,2,4,3,0,3,4,4,0,1,1,2,1,1,2,3,1,1,2,1,2,1,2,4,4,1,9,4,2,1,1,1,1,2,2,3,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,8,1,6,2,5,3,100,463,2,1,10,9,76
1,100,464,2,6,4,9,4,3,45,1,3,7,0,0,1,2,1,2,1,1,2,1,2,3,1,2,8,2,1,2,3,2,3,1,1,3,3,4,4,3,3,3,4,3,3,1,4,1,1,2,3,1,1,3,3,2,2,2,2,1,1,1,2,3,2,2,2,2,2,100,464,2,2,3,3,2,3,2,1,2,2,2,3,3,4,2,4,4,3,2,1,3,1,2,3,2,1,5,2,5,1,1,2,4,1,9,4,2,2,1,1,3,1,1,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,4,12,1,5,0,3,3,100,464,2,3,4,22,12
1,100,465,2,5,4,10,5,3,78,1,2,7,0,0,1,2,1,1,1,1,3,4,2,3,2,0,8,2,2,2,6,1,1,1,1,0,2,2,2,2,4,0,3,3,3,1,4,1,1,0,0,1,1,1,0,1,1,1,1,1,3,3,3,3,3,3,2,2,2,100,465,2,2,3,3,1,3,2,1,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,2,1,1,1,1,1,5,1,2,4,1,9,4,2,2,1,2,1,1,2,3,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,4,12,1,14,1,9,3,100,465,2,0,0,9,17
1,100,466,2,4,4,8,6,3,80,1,2,7,0,0,1,2,2,1,2,1,3,1,3,1,2,1,8,1,2,1,6,2,2,1,1,3,2,2,1,1,4,3,4,3,3,2,4,1,1,1,1,1,1,1,0,0,1,2,1,1,2,2,3,3,2,2,2,2,2,100,466,2,3,3,3,1,2,3,1,2,4,4,4,4,4,2,4,4,4,2,1,1,1,1,3,1,1,1,1,1,1,1,5,4,1,9,4,2,2,1,1,2,2,2,1,3,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,10,1,9,1,6,3,100,466,2,1,2,2,4
1,100,467,2,6,4,9,10,3,55,1,1,7,2,7,1,2,2,2,2,1,2,4,2,3,2,1,8,1,2,2,5,2,2,1,1,0,2,2,2,3,4,1,3,3,3,1,2,1,1,1,1,1,1,2,3,3,1,1,1,1,2,1,0,2,3,2,2,2,2,100,467,2,3,3,3,2,3,3,1,4,2,4,4,2,4,4,4,4,4,1,1,3,1,2,3,2,1,2,1,2,1,2,4,4,1,9,4,2,2,1,1,3,1,1,1,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,12,2,6,0,3,3,100,467,2,3,1,9,39
1,100,468,2,6,4,9,5,3,45,1,2,7,1,1,1,2,2,1,2,1,3,3,2,1,2,1,8,1,2,2,3,2,2,2,1,3,3,3,3,4,4,1,1,3,2,1,2,1,1,1,1,1,1,3,3,1,1,1,1,1,2,2,3,2,2,3,2,2,2,100,468,2,3,3,3,3,2,1,1,2,2,4,2,4,4,4,4,4,4,1,2,1,1,1,3,1,1,1,1,5,1,1,2,4,1,9,4,2,1,1,2,2,2,1,1,3,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,15,1,8,0,5,3,100,468,2,2,3,10,67
1,100,469,2,5,4,3,6,3,90,1,1,7,2,7,3,3,1,2,0,3,1,4,3,2,2,1,8,2,2,1,5,3,3,2,1,4,2,4,5,4,1,1,1,3,3,2,4,1,1,2,3,1,1,1,3,3,2,2,1,1,2,3,2,3,3,2,2,2,2,100,469,2,2,3,1,1,3,2,2,1,2,4,4,4,2,2,4,4,2,1,1,3,1,1,3,2,2,2,1,1,2,2,4,4,1,9,4,2,1,2,1,2,2,2,1,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,9,1,7,2,7,3,100,469,2,0,5,14,6
1,100,470,2,5,4,9,5,3,0,1,2,7,3,0,1,2,1,2,2,0,2,4,1,1,2,1,8,1,2,4,5,2,2,2,1,2,2,3,3,3,2,1,1,3,3,1,2,1,1,2,1,1,1,1,0,1,1,2,1,1,1,3,1,2,3,3,2,2,2,100,470,2,3,3,3,3,2,2,1,2,1,4,1,3,4,4,4,3,0,1,1,1,1,1,3,2,1,1,1,5,2,2,2,4,1,9,4,2,1,1,2,2,1,2,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,14,1,7,0,4,3,100,470,2,3,10,9,20
