CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.31H.,Q.31I.,Q.31J.,Q.31K.,Q.31L.,Q.31M.,Q.31N.,Q.31O.,Q.31P.,Q.31Q.,Q.31R.,Q.31S.,Q.31T.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,Q.36C.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.36D.,Q.36E.,Q.36F.,Q.36G.,Q.36I.,Q.36J.,Q.37A.,Q.37B.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.51A.,Q.51B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.55A.,Q.55B.,Q.56.,Q.57.,Q.58.,Q.58..1,Q.58..2,Q.58..3,Q.58..4,Q.58..5,Q.58..6,Q.58..7,Q.58..8,Q.58..9,Q.58..10,Q.58..11,Q.58..12,Q.59.,Q.60A.,Q.60B.,Q.61A.,Q.61A..1,Q.61B.,V.63.
1,101,89,3,2,2,1,2,10,3,10,4,4,1,3,2,3,1,2,3,1,1,2,3,1,2,8,1,3,2,3,3,2,1,1,6,1,1,1,1,1,1,1,1,4,1,4,1,4,4,4,4,4,1,1,1,4,1,4,4,1,4,4,1,4,3,3,1,1,1,2,101,89,3,1,1,1,1,1,3,1,1,1,1,0,0,1,1,1,3,1,1,4,2,4,4,3,3,1,1,1,1,1,4,2,4,2,3,1,1,1,2,0,0,97,0,0,1,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,4,3,1,2
1,101,90,3,2,3,3,2,10,3,24,4,2,1,2,2,2,1,2,1,2,1,2,3,1,3,8,2,2,2,8,1,1,1,2,1,1,2,1,2,1,1,4,4,4,1,4,4,1,4,4,4,4,4,2,4,4,1,4,4,1,4,3,1,2,3,3,1,1,3,2,101,90,3,1,1,1,1,1,3,1,1,1,1,0,0,1,2,2,4,4,3,4,3,4,4,4,1,1,1,1,1,1,2,2,3,2,3,1,1,1,2,5,25,67,3,0,2,1,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,1,3,4,5,3,5,2
1,101,91,3,2,2,2,3,10,3,21,4,4,1,2,2,2,2,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,3,1,1,1,2,1,2,4,1,4,1,4,4,1,4,4,4,4,1,3,1,4,4,2,4,4,4,3,3,4,3,3,1,1,3,2,101,91,3,1,1,1,1,1,1,1,1,2,1,3,1,1,3,2,4,4,3,4,4,4,4,4,1,1,1,1,1,1,4,1,1,1,3,1,1,1,2,10,80,10,0,0,2,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,3,4,5,3,2
1,101,92,3,3,5,3,4,12,3,28,4,9,1,1,2,3,3,2,0,1,1,2,3,3,3,8,1,1,2,6,3,2,1,1,2,1,1,2,2,2,2,2,2,1,2,4,4,1,4,1,4,1,2,2,1,1,1,4,2,1,4,4,1,4,2,2,1,1,3,2,101,92,3,3,1,1,1,1,2,2,1,1,1,3,1,1,1,1,2,2,1,4,2,3,2,1,3,2,1,1,1,2,2,1,4,1,3,2,2,1,2,0,25,70,5,0,1,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,3,5,0,2
1,101,93,3,3,5,2,3,12,3,27,4,11,1,2,2,3,3,3,1,1,1,2,3,2,2,8,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,4,4,3,4,1,4,4,4,4,4,1,2,4,4,4,4,4,4,4,3,2,1,3,2,1,1,3,2,101,93,3,3,1,1,1,1,2,1,1,1,1,3,1,3,2,4,4,4,4,4,3,4,4,4,3,1,1,1,2,2,2,1,2,1,2,1,2,1,2,0,0,97,0,0,2,1,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,5,4,2,2
1,101,94,3,1,5,3,2,4,3,2,4,1,1,1,2,2,1,2,1,1,1,2,2,1,2,9,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,4,3,4,4,2,4,4,4,1,2,2,4,4,4,4,4,1,1,3,1,1,2,2,1,1,1,2,101,94,3,1,1,1,2,1,1,1,1,1,1,3,3,2,4,4,4,3,4,4,4,4,4,4,1,1,1,5,5,5,2,2,2,2,2,1,1,1,0,5,60,33,1,1,1,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,6,6,5,3,1,2
1,101,95,3,1,3,1,2,9,4,2,4,3,1,1,2,2,1,3,1,2,2,2,3,1,3,8,3,3,2,3,2,2,2,1,5,2,2,2,2,1,2,4,4,4,2,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,2,2,101,95,3,3,1,1,2,1,3,1,3,2,4,1,1,5,4,3,4,4,4,4,3,4,4,4,3,5,1,5,5,5,4,1,2,1,2,1,1,1,2,0,10,85,5,0,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,5,2,3,5,1,3
1,101,96,3,3,5,2,3,3,4,5,4,4,1,2,2,2,1,3,1,1,1,2,3,1,1,8,2,3,4,3,2,2,2,2,3,2,3,1,2,1,1,4,1,4,4,4,4,4,4,4,1,4,2,1,4,4,4,1,1,4,4,2,1,1,3,2,1,1,1,2,101,96,3,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,4,2,4,4,2,3,1,1,5,5,1,2,2,3,2,3,3,2,1,2,0,10,80,10,0,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,3,5,1,2
1,101,97,3,1,5,3,4,7,2,2,4,6,1,1,2,2,1,3,2,2,1,2,3,1,1,8,2,1,4,3,3,1,2,1,3,2,2,2,2,1,1,2,4,4,1,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,3,1,1,1,2,101,97,3,2,1,1,1,1,1,3,1,1,2,1,1,2,1,2,2,4,4,4,1,4,4,4,1,5,1,5,5,5,4,1,2,1,2,1,1,1,2,0,0,95,0,5,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,6,2,3,0,4,1
1,101,98,3,2,4,1,2,9,3,25,4,4,1,2,2,3,1,2,1,1,1,2,3,1,2,9,1,1,2,3,1,2,1,1,2,2,2,3,2,3,3,1,1,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,4,3,1,3,3,1,1,3,2,101,98,3,3,1,1,2,1,2,1,1,2,1,3,3,1,3,4,3,4,4,4,3,4,4,4,0,2,1,1,1,1,2,2,3,2,3,3,2,1,2,0,20,70,10,0,1,1,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,1,4,5,1,1
1,101,99,3,3,5,1,2,6,4,2,4,0,1,1,2,2,1,3,1,2,1,2,3,1,1,9,1,3,2,3,1,1,1,1,4,2,3,1,2,2,2,1,1,1,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,3,2,1,1,3,2,101,99,3,3,1,1,0,1,3,1,1,1,1,3,1,1,4,2,4,4,4,4,2,4,4,2,1,1,1,2,1,2,3,1,2,1,2,1,3,1,2,2,2,94,2,0,2,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2,3,4,4,1
1,101,100,3,2,2,2,2,9,4,28,4,8,1,2,2,2,1,3,2,1,1,2,3,1,2,8,3,2,2,3,2,1,1,2,0,2,3,2,2,2,3,1,4,1,1,4,4,1,4,1,1,2,1,4,2,1,4,4,1,1,1,3,3,4,3,2,1,1,1,2,101,100,3,1,1,1,1,1,2,1,1,1,1,3,1,3,2,2,4,4,2,4,4,4,4,4,1,1,1,5,1,5,2,1,2,2,2,1,2,1,1,10,40,50,0,0,3,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,3,1,1,4,3,1,3
1,101,101,3,3,5,1,2,5,4,20,4,9,1,2,2,2,1,3,2,1,1,2,2,1,3,8,0,0,2,3,1,3,1,1,1,2,3,2,2,2,2,4,1,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,1,3,1,2,1,1,1,2,101,101,3,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,4,4,3,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,99,1,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,4,0,1,3
1,101,102,3,2,3,3,3,9,3,25,4,9,1,2,2,2,1,2,2,2,1,2,3,1,1,8,2,3,2,3,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,4,1,2,1,4,1,4,4,4,4,3,1,2,3,3,1,1,3,2,101,102,3,3,1,1,1,1,1,1,1,1,1,3,2,1,3,3,4,4,4,4,4,4,4,4,1,1,1,5,1,5,2,1,3,1,3,2,0,1,2,0,0,97,0,0,1,1,3,3,2,2,1,2,2,1,2,2,2,2,2,2,2,3,6,2,4,5,5,2
1,101,103,3,3,5,2,2,7,5,5,4,9,1,1,2,3,3,4,2,1,2,3,2,1,1,8,2,2,2,3,1,2,2,1,2,2,2,2,2,2,2,1,1,4,2,4,4,4,1,4,1,1,1,1,1,1,4,1,4,4,4,2,1,4,3,3,1,1,3,2,101,103,3,3,1,1,1,1,3,1,1,1,1,1,1,1,2,2,4,2,4,4,4,4,4,4,1,1,1,1,2,1,4,2,1,1,1,1,2,1,2,5,25,65,5,0,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,5,0,1,2
1,101,104,3,2,0,1,2,12,3,25,4,3,1,2,2,2,2,3,2,1,1,2,3,1,1,8,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,1,1,3,2,101,104,3,3,1,1,1,1,3,1,1,1,1,1,1,1,2,3,3,2,4,4,2,4,4,4,3,1,1,5,2,1,1,2,3,2,3,1,1,1,2,10,40,40,10,0,3,1,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,4,0,1,2
1,101,105,3,3,5,2,3,7,4,6,4,9,1,1,2,2,1,3,1,2,1,2,2,1,1,8,1,2,2,3,2,2,1,2,6,1,1,2,2,2,2,4,4,1,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,3,1,1,2,2,1,1,1,2,101,105,3,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,4,2,4,4,4,4,4,3,1,1,3,3,1,3,1,2,1,2,1,1,1,2,0,0,97,0,0,2,3,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,6,6,4,5,4,1
1,101,106,3,1,5,2,2,9,4,3,4,9,1,1,2,1,1,3,2,1,1,2,1,1,2,8,1,2,2,3,2,2,2,1,3,1,2,2,2,2,2,1,4,4,1,4,1,4,1,4,4,4,4,4,4,4,4,4,1,4,4,1,3,1,3,3,1,1,2,2,101,106,3,1,1,1,1,1,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,1,5,5,4,2,3,1,2,1,2,1,1,1,2,0,0,0,0,0,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,3,2,3,4,1,3
1,101,107,3,3,4,1,2,8,4,3,4,9,1,1,2,2,1,3,1,1,1,2,3,1,1,8,1,2,1,3,1,2,2,2,3,2,2,2,2,2,2,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,1,1,0,2,101,107,3,0,2,1,2,1,1,1,1,1,1,3,1,2,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,1,3,1,2,1,2,1,1,2,2,0,10,80,0,10,1,1,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,6,6,4,3,1,1
1,101,108,3,3,5,1,2,9,3,23,4,9,1,3,2,3,3,0,2,1,1,3,4,1,1,1,1,2,2,2,1,1,2,1,3,1,1,1,2,1,1,4,1,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,2,4,1,1,4,3,2,1,1,1,2,101,108,3,3,1,1,2,1,3,1,1,2,1,0,0,3,3,3,4,4,4,4,3,4,4,4,1,1,1,5,1,5,1,2,2,2,2,1,3,0,2,0,30,70,0,0,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,1,1,5,4,3,1
1,101,109,3,2,5,1,2,9,3,8,4,4,1,2,2,2,3,2,1,1,2,2,2,3,3,9,1,2,2,3,1,1,2,1,3,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,3,3,1,1,1,3,1,1,1,3,0,1,3,3,1,1,0,2,101,109,3,0,1,1,1,1,3,1,3,2,2,2,2,3,2,2,4,4,3,4,4,4,4,4,1,1,1,5,3,1,2,1,3,1,3,1,2,0,1,0,25,70,5,0,1,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,3,4,2
1,101,110,3,2,2,2,2,12,3,25,4,7,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,3,1,3,2,2,1,1,2,2,5,1,3,2,2,1,1,4,3,1,1,2,1,1,1,1,2,3,2,1,4,1,2,1,1,2,2,4,3,3,1,1,2,2,101,110,3,1,0,1,2,1,3,2,2,1,1,1,1,1,1,1,2,2,2,4,2,4,4,2,3,3,2,3,2,1,2,2,3,2,3,1,3,2,1,5,10,60,20,5,2,2,3,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,3,1
1,101,111,3,3,5,1,2,7,4,6,4,9,1,3,2,2,1,3,1,1,1,2,3,1,1,8,1,3,4,3,2,2,2,2,4,2,2,1,2,1,1,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,4,4,4,2,1,2,3,3,1,1,3,2,101,111,3,3,1,1,1,1,3,1,3,1,2,3,3,1,2,2,4,4,2,4,2,4,4,4,1,1,1,1,1,5,4,1,3,1,3,2,2,1,2,0,2,95,1,2,2,3,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,1,6,2,3,5,1,1
1,101,112,3,2,2,3,3,2,4,26,4,4,1,2,2,3,1,2,2,1,1,2,2,2,1,8,2,2,2,3,2,1,2,1,2,1,1,1,2,1,1,1,4,4,1,2,2,1,1,1,1,4,2,2,1,2,4,1,2,4,4,2,1,1,3,3,1,1,3,2,101,112,3,3,1,1,3,1,3,1,1,1,1,3,0,2,2,2,4,2,2,4,2,4,4,2,1,1,1,3,1,1,2,1,3,1,3,1,2,1,1,4,0,96,0,0,1,3,3,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,5,4,3,2
1,101,113,3,2,2,1,3,9,3,3,4,4,1,2,2,2,1,3,1,1,1,2,2,1,2,7,1,1,2,7,1,1,2,2,5,2,5,2,2,1,1,2,2,4,2,1,1,1,4,4,1,4,2,1,1,4,1,4,4,4,4,2,3,3,3,3,1,1,3,2,101,113,3,1,1,1,1,1,2,1,3,1,1,1,1,1,1,2,4,4,4,4,4,4,4,2,3,1,1,5,2,2,3,1,3,1,2,2,1,1,2,1,2,95,2,0,1,1,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,1,5,3,3,5,4,2
1,101,114,3,3,5,1,3,1,4,21,4,10,1,2,2,2,1,3,2,1,1,2,2,1,1,8,1,2,2,3,2,2,1,1,2,1,1,1,2,1,1,1,1,4,2,4,4,4,1,4,4,4,2,3,4,4,1,1,2,4,4,2,3,3,3,3,1,1,1,2,101,114,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,2,2,4,3,4,4,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,0,8,90,2,0,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,3,5,4,1,2
1,101,115,3,2,3,2,2,9,3,20,4,9,1,2,2,2,2,3,2,1,1,2,2,1,1,9,2,2,2,3,2,2,1,1,2,1,1,2,2,2,2,1,4,4,2,4,1,1,4,4,4,1,1,1,1,1,4,1,4,1,4,4,2,4,1,2,1,1,1,2,101,115,3,1,1,1,2,1,3,1,1,1,1,1,1,3,1,2,2,4,4,4,3,4,4,4,1,1,1,1,3,1,1,1,3,1,3,1,1,1,2,5,5,75,5,10,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,4,2,4,1
1,101,116,3,2,4,2,3,10,3,25,4,9,1,2,2,3,1,1,2,1,1,2,2,3,3,1,2,3,4,8,2,1,1,1,0,2,5,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,4,1,3,3,3,1,1,1,2,101,116,3,1,1,1,2,1,2,1,1,1,1,3,2,2,4,4,4,4,4,4,4,4,4,4,1,2,2,5,4,1,1,2,3,2,3,1,1,1,1,0,0,90,10,0,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,6,6,4,2,1,2
1,101,117,3,2,5,2,2,2,3,22,4,1,1,2,2,1,2,3,1,1,1,3,2,1,2,1,1,2,2,3,2,2,2,1,2,1,1,2,2,1,2,1,2,4,2,4,4,1,4,1,4,4,4,1,1,1,4,4,1,1,4,3,3,2,3,3,1,1,3,2,101,117,3,3,1,1,1,1,3,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,1,1,1,2,5,1,2,1,2,1,2,1,1,2,2,5,20,70,5,0,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,4,3,3,4,1,2
1,101,118,3,2,5,3,4,4,4,2,4,9,1,2,2,2,1,3,2,2,1,2,2,1,1,8,1,2,2,3,2,2,2,1,3,2,3,1,3,1,2,4,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,3,1,1,1,2,101,118,3,2,1,1,1,1,1,1,1,1,2,1,1,1,3,3,4,4,4,4,4,4,4,2,1,1,1,3,1,1,2,1,3,1,2,1,1,2,2,2,20,70,8,0,2,1,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,4,3,2,3,5,3,2
1,101,119,3,3,5,2,4,7,4,4,4,9,1,1,2,3,2,3,3,2,1,3,4,1,1,8,3,2,3,2,3,2,2,2,3,2,2,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,2,1,1,3,2,101,119,3,3,3,1,2,1,2,1,1,1,1,1,2,5,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,1,2,1,2,1,1,0,0,0,20,75,0,5,1,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,4,2,3,4,3,1
1,101,120,3,2,4,1,2,9,4,5,4,4,1,1,2,2,1,3,1,1,1,2,3,1,1,8,0,0,2,2,1,2,1,0,5,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,1,3,3,1,1,1,2,101,120,3,3,1,1,2,1,2,1,1,1,1,3,1,5,3,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,1,1,1,1,1,2,0,0,5,25,50,15,5,1,1,1,3,2,2,2,2,1,2,1,2,2,2,2,2,2,1,3,1,5,4,4,3
1,101,121,3,3,5,1,4,6,4,5,4,9,1,2,2,2,1,3,3,2,2,2,3,1,3,8,1,3,2,2,1,2,1,1,0,2,3,2,3,2,1,1,1,1,1,1,4,4,4,1,1,4,1,1,4,1,4,4,4,1,1,4,1,2,3,3,1,3,3,2,101,121,3,3,1,1,1,1,2,1,1,1,1,1,1,1,2,4,4,4,2,4,4,4,4,4,1,1,1,1,1,5,3,1,3,1,3,1,2,2,2,5,15,80,0,0,1,1,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,1,5,1,3,4,4,2
1,101,122,3,2,5,2,2,6,3,15,4,10,1,3,2,3,3,3,1,2,1,2,3,1,1,8,1,2,2,2,2,2,1,1,3,2,3,1,2,1,1,1,4,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,4,4,4,4,1,4,3,3,1,1,1,2,101,122,3,1,1,1,3,1,3,1,1,1,1,3,1,1,2,2,4,2,4,4,2,4,4,4,1,1,1,5,1,1,4,1,3,1,1,1,1,2,2,0,99,0,0,0,1,1,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,1,6,2,4,5,5,1
1,101,123,3,3,5,1,2,10,3,15,4,9,1,1,2,3,1,3,2,1,2,2,2,1,1,8,2,2,1,2,1,2,1,2,3,1,1,3,2,2,2,4,4,4,4,1,1,4,2,4,4,4,2,4,4,4,4,4,1,4,4,4,3,3,2,3,1,1,1,2,101,123,3,2,1,1,1,1,3,1,1,1,1,1,1,1,4,3,3,4,3,4,4,4,4,1,1,5,1,2,1,2,1,3,1,1,2,1,1,2,2,0,0,95,5,0,1,1,3,3,2,2,2,2,1,2,2,1,2,2,2,2,2,1,3,2,4,3,1,3
1,101,124,3,1,5,3,2,4,2,26,4,1,1,1,2,2,3,2,2,1,1,2,2,1,1,9,2,2,2,2,1,1,1,2,2,1,1,2,1,1,1,0,1,0,2,0,1,1,1,0,0,0,2,2,0,0,4,1,2,0,0,4,2,3,3,2,1,1,1,2,101,124,3,1,1,1,1,1,3,1,1,2,2,2,1,2,3,4,3,4,4,4,3,4,4,3,3,1,1,1,1,1,2,1,3,1,2,1,1,2,2,10,20,50,10,10,1,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,4,3,1,2
1,101,125,3,3,5,2,2,1,4,6,4,12,1,2,2,3,1,2,2,2,1,2,3,1,3,8,3,3,2,2,2,3,1,1,4,1,3,3,2,2,2,4,1,1,4,4,4,1,1,4,1,1,1,1,1,1,1,1,1,4,4,3,1,1,3,3,1,1,1,2,101,125,3,1,1,1,1,1,2,1,1,1,1,3,3,1,2,4,4,4,4,4,4,4,4,2,1,1,5,5,2,5,3,1,1,1,1,1,1,2,2,0,99,0,0,0,1,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,1,5,4,3,2
1,101,126,3,2,5,3,2,6,2,12,4,7,1,1,2,1,1,3,2,2,1,2,2,1,1,8,3,2,2,3,2,2,2,2,2,2,4,1,2,2,2,1,4,4,2,4,4,4,4,4,4,1,2,2,4,4,4,4,4,4,4,3,3,3,3,2,1,1,1,2,101,126,3,1,1,1,1,1,1,2,1,1,1,2,3,1,2,2,4,4,4,4,3,4,4,4,1,1,1,2,3,1,2,1,2,1,3,1,3,2,2,5,10,75,10,0,2,1,3,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,2,1
1,101,127,3,3,5,3,3,11,4,5,4,0,1,1,2,2,1,3,2,2,1,2,4,2,2,1,1,2,2,8,1,2,2,1,0,1,1,2,2,2,2,4,4,4,4,4,1,4,4,4,0,4,2,1,4,4,4,1,4,4,4,1,1,4,3,2,1,1,3,2,101,127,3,3,1,1,1,1,0,1,1,1,2,2,2,1,2,2,4,1,3,3,2,4,4,1,1,1,1,1,5,1,2,1,3,1,2,1,2,1,2,10,20,70,0,0,2,3,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,5,4,2
1,101,128,3,3,5,3,2,6,4,6,4,4,1,2,2,1,1,3,2,1,1,2,3,1,1,8,1,2,4,8,2,2,2,2,3,2,3,2,2,1,2,4,4,1,4,4,4,1,4,4,1,1,1,1,1,4,4,4,1,1,4,4,2,2,3,3,1,1,1,2,101,128,3,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,1,1,1,5,5,5,3,1,2,1,3,1,1,1,1,15,25,25,35,0,2,3,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,5,2,5,3,3,1
1,101,129,3,2,5,1,2,9,2,4,4,9,1,3,2,3,3,3,3,2,1,1,1,3,3,8,2,2,2,3,2,1,2,1,6,2,3,1,2,1,2,1,1,4,1,1,1,1,4,1,4,1,3,4,1,4,1,4,4,4,4,3,1,1,3,3,1,1,1,2,101,129,3,1,1,1,1,1,2,1,1,1,2,1,1,3,3,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,2,2,4,1,3,1,1,1,2,5,25,50,15,5,1,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,3,3,0,0,3,2
1,101,130,3,2,5,3,2,9,4,18,4,9,1,2,2,2,1,3,2,2,1,2,2,1,2,8,2,0,2,3,2,1,2,1,2,2,3,1,2,1,2,1,1,1,2,4,1,1,4,4,4,2,1,1,1,1,4,4,1,4,4,4,1,3,3,3,1,1,3,2,101,130,3,3,1,1,1,1,3,1,1,2,2,3,1,3,3,3,4,3,3,4,3,4,4,2,1,1,1,2,5,1,3,1,2,2,1,1,3,1,2,5,45,45,0,5,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,4,5,3,3
1,101,131,3,0,0,0,0,0,0,999,4,4,1,2,2,1,1,3,2,2,1,2,3,1,1,8,2,2,0,1,1,2,1,0,3,1,1,0,2,1,1,4,4,4,4,4,4,4,1,4,1,4,1,4,4,4,4,4,2,4,4,2,1,1,3,3,3,1,1,2,101,131,3,3,1,1,1,1,2,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,5,5,2,1,3,1,2,0,1,1,2,5,10,84,1,0,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,3,4,3,1,2
1,101,132,3,3,5,1,2,7,4,5,4,4,1,3,2,2,3,4,2,1,1,1,3,1,1,8,2,2,2,3,1,2,2,2,3,0,0,0,0,0,0,4,4,1,2,4,4,2,4,4,1,4,2,4,4,4,4,4,4,1,4,4,3,4,3,3,1,1,1,2,101,132,3,1,1,1,1,1,0,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,3,1,5,1,5,1,1,4,1,3,1,3,1,1,1,2,0,40,60,0,0,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,3,2,4,3,1,2
1,101,133,3,3,5,3,2,9,4,4,4,4,1,1,2,2,1,3,1,2,1,2,3,1,2,0,0,0,2,8,1,2,2,2,0,2,5,1,2,2,2,4,4,4,4,4,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,1,3,3,2,1,1,0,2,101,133,3,0,1,1,1,1,0,1,1,1,1,1,1,1,2,2,4,2,4,4,4,4,4,4,1,1,1,1,1,1,4,1,3,1,2,1,2,1,1,5,20,70,5,0,2,1,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,3,3,5,4,3
1,101,134,3,3,5,1,2,9,4,3,4,0,1,3,2,1,1,3,2,1,1,2,3,1,1,0,0,0,2,3,2,2,2,2,3,1,1,2,1,1,2,1,4,4,1,4,4,4,4,4,4,4,1,4,4,1,1,4,1,4,4,3,1,4,1,3,3,1,3,2,101,134,3,3,1,1,2,1,3,1,1,1,4,3,1,2,3,4,4,4,3,4,4,4,4,4,1,1,1,2,1,1,3,1,3,1,3,1,1,1,1,10,10,78,2,0,2,1,3,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,1,4,2,5,3
