CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33A.,Q.34.,Q.35A.,Q.36.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45A.,Q.46A.,Q.47.,Q.48A.,Q.49.,Q.50.,Q.51A.,Q.52A.,Q.53.,Q.54.,V.58.,V.59.
1,174,113,3,5,1,5,59,2,2,3,1,3,4,3,5,2,2,2,2,2,3,2,2,2,5,3,2,1,2,1,2,2,2,1,0,3,2,0,4,1,3,3,3,2,2,4,5,1,1,1,3,2,1,1,3,4,7,11
1,174,114,3,11,1,5,57,5,2,3,2,3,3,3,3,2,2,3,2,1,1,2,3,2,2,2,2,1,1,3,2,2,3,3,3,1,2,1,4,1,2,2,4,2,2,4,5,4,1,1,1,1,1,1,3,2,7,9
1,174,115,3,7,4,7,71,5,2,3,2,3,4,4,5,3,4,3,2,1,1,2,3,2,3,4,1,1,1,5,2,2,3,2,3,3,1,2,4,2,3,3,3,1,1,1,1,4,1,1,2,1,2,1,3,2,7,17
1,174,116,1,4,5,3,34,5,2,3,3,3,3,5,5,4,4,2,2,1,1,2,3,3,4,4,3,3,1,1,2,1,3,2,1,4,2,3,1,2,3,3,4,2,2,1,5,4,2,2,4,2,3,1,3,3,7,2
1,174,117,1,5,5,3,33,5,2,3,2,2,4,4,4,2,3,2,2,1,1,2,4,2,4,3,2,1,2,4,2,2,3,1,6,2,2,5,4,1,3,3,4,3,2,1,4,4,1,1,2,2,1,1,3,2,7,39
1,174,118,1,3,5,5,54,5,2,3,2,3,4,5,5,2,0,2,3,3,1,2,4,2,4,4,5,3,3,1,2,2,3,2,6,2,2,5,4,1,3,3,4,1,2,1,5,4,1,1,1,2,3,3,3,2,7,57
1,174,119,1,11,4,4,46,4,5,2,4,3,3,5,5,1,5,2,1,1,1,1,3,4,5,4,3,2,1,1,2,2,2,2,1,4,1,3,0,4,4,4,3,1,2,4,5,0,1,1,2,4,1,3,3,2,7,47
1,174,120,1,3,2,5,53,2,2,2,1,3,3,5,5,3,4,2,1,3,3,1,3,1,4,4,4,2,2,2,2,2,3,1,4,4,2,5,4,3,3,3,6,1,1,1,5,4,1,1,4,1,1,1,3,2,7,44
1,174,121,1,5,6,2,21,5,2,2,1,2,2,2,2,1,3,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,3,2,5,1,2,3,4,3,2,3,3,1,1,3,2,2,1,1,1,1,1,1,3,2,7,45
1,174,122,3,4,1,7,72,2,2,3,3,3,3,5,4,2,3,2,2,1,1,1,2,1,5,3,2,1,1,1,2,2,3,2,1,3,2,3,4,1,2,3,3,2,2,1,1,4,1,1,2,1,1,1,3,3,7,7
1,174,123,1,0,0,0,0,5,2,3,1,3,3,3,3,1,5,3,2,3,1,1,2,1,4,2,3,3,3,4,2,2,3,3,5,4,2,0,2,4,2,2,3,1,2,2,5,4,1,1,1,1,1,1,3,4,7,32
1,174,124,3,3,5,3,33,5,2,2,2,2,2,3,3,2,3,4,1,3,3,1,2,2,4,2,1,3,1,1,1,2,1,1,6,5,2,5,4,4,4,4,3,2,2,1,1,3,1,1,2,2,0,1,3,4,7,29
1,174,125,1,7,5,2,21,5,5,3,3,3,2,2,3,2,1,0,1,1,1,1,2,0,2,2,4,0,1,6,1,0,0,0,2,0,2,0,4,0,0,0,3,1,0,1,5,0,1,1,3,2,1,1,0,0,7,28
1,174,126,1,10,1,5,57,5,2,3,1,3,4,5,5,4,5,2,1,1,1,1,2,2,5,4,4,1,1,1,2,1,3,3,5,4,2,4,4,0,0,3,4,1,0,4,2,1,1,1,1,1,1,1,3,2,7,48
1,174,127,1,4,5,3,34,5,3,3,4,3,4,5,5,2,3,2,2,3,3,1,2,4,5,3,2,2,2,5,1,1,2,1,6,1,2,5,4,4,3,3,2,3,2,1,5,4,2,1,1,3,1,1,3,2,7,4
1,174,128,2,11,4,9,93,5,4,2,2,2,2,5,5,1,3,0,2,1,1,1,2,2,2,2,2,1,1,5,0,2,3,3,2,2,2,0,1,1,1,4,4,2,1,2,5,1,2,1,2,1,1,1,2,2,7,8
1,174,129,3,10,5,7,72,4,2,3,3,2,4,5,5,3,3,3,2,1,1,1,2,3,5,3,3,2,1,1,2,2,3,3,6,5,2,5,4,1,2,3,4,1,1,1,5,3,2,1,3,3,1,3,3,4,7,23
1,174,130,1,2,5,3,33,5,2,2,4,2,4,5,4,5,1,1,1,1,1,1,1,1,3,4,2,1,1,1,2,2,3,2,6,4,2,5,4,0,3,3,4,1,1,1,5,4,1,1,1,1,1,1,3,2,7,31
1,174,131,3,5,4,7,72,1,2,2,1,2,2,3,4,2,3,3,2,1,2,1,1,2,5,2,1,1,1,1,2,2,3,2,6,2,2,1,4,1,2,3,4,1,1,3,1,1,1,1,1,1,1,1,3,2,7,35
1,174,132,4,10,6,3,33,5,2,2,3,3,4,5,4,2,3,2,2,1,1,1,1,2,5,2,2,1,1,1,2,2,3,3,6,3,2,3,4,1,1,3,4,1,2,1,1,4,1,1,2,2,1,1,3,4,7,34
1,174,133,3,3,5,6,63,4,2,2,2,2,3,3,3,2,2,3,1,1,1,1,1,2,2,2,2,1,1,1,2,2,3,3,1,2,2,1,4,1,2,3,3,1,2,3,1,2,1,1,2,1,1,1,3,1,7,21
1,174,134,3,11,4,2,21,5,3,2,2,1,2,4,2,2,3,1,1,1,1,3,1,4,2,2,3,2,1,1,2,2,3,3,1,2,2,2,4,2,2,2,5,1,2,1,2,3,2,1,3,2,1,1,2,1,2,56
1,174,135,1,7,6,2,21,5,3,2,2,2,2,2,2,4,2,1,1,1,1,3,1,4,2,2,4,1,1,4,2,2,3,2,6,2,2,5,4,1,3,3,2,1,3,3,1,4,1,1,1,1,2,1,2,2,2,93
1,174,136,1,9,5,2,22,5,3,3,3,3,3,4,4,3,3,3,1,1,1,3,1,4,4,4,3,1,1,5,2,2,3,3,1,2,1,2,4,1,2,3,1,3,2,1,5,1,2,1,2,1,1,1,3,4,2,35
1,174,137,2,11,1,5,51,4,3,3,1,2,4,5,3,4,3,1,1,3,3,3,1,4,3,4,2,1,1,4,0,0,3,3,6,5,2,5,4,1,3,3,3,3,4,3,4,4,2,2,3,3,1,1,3,4,2,63
1,174,138,2,8,6,5,59,4,3,2,3,2,3,3,4,3,2,2,1,1,1,3,2,3,4,3,4,2,3,5,1,2,1,2,6,2,2,5,1,2,2,3,3,2,2,3,2,3,2,2,1,2,2,1,3,2,2,28
1,174,139,1,5,1,7,72,1,3,2,2,3,2,4,4,2,3,2,1,2,2,3,3,3,1,2,4,1,1,1,2,2,1,1,6,1,2,5,4,1,3,2,6,3,1,3,4,1,1,1,1,1,3,1,3,2,2,62
1,174,140,2,10,5,2,22,4,3,2,1,3,3,3,3,4,3,1,2,2,2,3,3,4,5,3,4,1,1,1,2,2,3,3,6,5,2,5,4,4,4,3,4,2,3,3,4,1,2,1,1,2,1,3,2,2,2,66
1,174,141,1,9,4,7,74,5,2,3,3,3,4,4,0,3,4,3,1,1,1,4,1,5,5,3,4,1,1,4,2,1,3,3,0,2,1,3,4,1,2,3,4,1,1,3,4,3,1,1,1,1,3,0,3,2,2,8
1,174,142,4,0,3,2,21,5,3,3,1,2,2,3,3,2,3,4,1,1,1,4,1,3,2,2,2,1,1,1,2,2,3,3,6,5,2,5,4,4,2,3,3,2,2,4,5,2,1,1,1,1,1,2,2,2,2,69
1,174,143,3,11,7,2,21,5,3,3,3,2,2,3,5,4,3,1,4,1,1,4,1,4,3,3,4,1,3,5,2,1,1,0,1,1,1,1,4,3,3,3,6,1,4,4,5,4,3,4,1,1,3,1,2,4,2,11
1,174,144,2,9,3,2,22,4,3,2,1,1,2,3,1,5,3,1,1,1,1,4,2,1,5,1,2,2,1,1,2,2,3,3,6,5,1,2,4,4,4,4,4,1,2,1,5,4,1,1,2,1,1,1,2,2,2,97
1,174,145,2,5,6,2,22,5,3,2,4,3,4,3,4,2,3,1,1,1,1,4,2,2,4,3,4,1,1,1,2,2,3,3,6,5,2,5,4,4,2,3,3,3,1,1,3,1,1,1,1,1,1,1,3,1,2,82
1,174,146,4,0,6,6,63,4,3,2,2,2,2,3,3,2,3,3,2,2,2,4,2,2,4,2,3,1,1,1,1,2,2,2,6,2,1,2,4,1,2,4,1,2,3,1,4,4,2,1,2,2,1,1,3,2,2,58
1,174,147,0,4,0,5,59,3,3,2,2,2,2,3,5,4,3,4,1,2,3,4,2,5,5,4,4,2,1,5,1,1,2,2,6,4,2,4,4,3,3,3,1,1,4,4,5,3,2,1,3,2,3,1,3,4,2,60
1,174,148,1,11,5,2,21,5,3,3,4,3,3,5,4,4,3,2,1,1,1,4,3,4,2,3,4,1,2,5,2,2,3,3,6,4,2,2,4,0,3,3,1,3,2,4,5,4,2,1,1,1,2,1,2,4,2,84
1,174,149,2,9,5,2,21,5,3,3,2,3,3,4,4,4,3,3,1,1,1,4,3,4,4,4,3,1,1,0,1,2,3,3,1,2,1,2,4,1,3,3,5,1,3,2,4,3,1,1,2,2,2,1,3,2,2,92
1,174,150,1,10,6,2,22,3,3,2,4,2,3,3,4,4,3,1,1,1,1,4,3,5,3,4,4,1,2,4,2,1,3,2,2,2,1,1,4,1,2,3,2,3,2,4,2,3,2,1,4,0,2,1,3,2,2,9
1,174,151,1,9,5,2,21,5,3,3,3,3,4,4,3,4,4,1,1,3,3,4,3,5,3,4,4,2,1,4,2,2,3,3,6,2,1,2,1,2,3,3,2,2,4,3,4,3,2,2,2,2,2,3,3,2,2,39
1,174,152,2,6,2,2,21,5,2,2,2,3,4,3,3,3,2,3,1,3,3,4,3,2,5,3,2,1,1,1,2,2,3,3,6,4,2,2,4,2,2,3,2,3,4,1,4,4,2,1,2,2,1,1,3,2,2,64
1,174,153,1,10,4,3,31,5,3,2,2,2,3,3,3,3,3,1,1,2,2,4,3,4,4,4,3,1,1,4,2,2,1,3,6,3,2,2,1,1,1,3,4,1,1,3,5,2,2,1,1,1,1,1,2,2,2,77
1,174,154,1,7,5,2,22,5,3,3,3,3,3,4,3,4,2,1,2,3,3,4,3,4,5,4,4,1,1,5,1,2,3,2,6,2,1,2,4,2,2,4,2,1,2,2,4,3,2,1,2,2,3,1,2,2,2,88
1,174,155,1,9,5,5,51,4,3,3,3,2,1,3,3,4,1,2,1,1,1,4,3,4,4,4,5,1,1,5,1,2,1,3,6,4,1,4,4,4,2,4,5,1,2,1,2,4,2,1,3,2,2,1,2,4,2,98
1,174,156,1,8,5,2,22,5,3,3,3,3,4,5,5,4,4,1,1,3,3,4,3,5,1,3,4,1,1,1,2,1,3,3,5,4,1,2,4,2,3,3,4,1,3,1,4,4,3,2,4,1,3,2,2,2,2,25
1,174,157,1,10,1,2,22,5,3,3,3,3,4,5,5,4,3,1,1,3,3,4,3,5,5,3,4,1,1,1,2,2,3,3,1,2,2,5,4,2,3,3,1,2,2,3,4,1,2,1,2,1,1,1,3,4,2,26
1,174,158,2,10,6,5,51,5,3,3,3,3,4,5,5,4,3,2,1,1,1,4,3,4,5,4,3,1,1,4,2,1,3,3,1,2,1,2,4,3,3,3,6,3,2,1,5,4,2,1,4,3,3,1,3,4,2,41
1,174,159,2,7,2,5,51,1,2,3,1,2,3,5,5,4,3,4,2,3,3,4,3,4,4,4,4,1,1,4,2,2,3,3,6,2,2,1,4,3,3,3,6,1,3,4,4,3,1,1,1,2,1,1,3,2,2,49
1,174,160,1,6,5,3,33,5,2,3,3,3,4,5,5,4,4,2,1,3,3,4,3,4,3,4,4,1,3,1,2,2,3,3,1,2,2,2,4,2,2,3,1,3,4,1,5,4,3,1,1,1,3,1,3,2,2,59
1,174,161,1,10,5,2,21,5,3,3,3,3,4,5,5,4,3,1,1,3,3,4,3,5,5,4,4,1,1,1,2,1,3,3,6,5,2,5,1,1,3,3,1,3,2,1,5,1,2,1,1,4,3,1,2,4,2,70
1,174,162,1,7,6,2,21,5,3,3,3,2,3,5,5,3,1,1,1,2,2,4,3,4,5,4,4,1,1,1,2,2,2,2,6,2,2,4,4,1,3,4,2,3,1,1,4,4,1,2,2,2,1,3,3,2,2,81
1,174,163,1,9,2,0,0,5,3,3,3,3,3,4,5,4,3,2,2,1,1,4,3,4,5,4,4,1,1,4,2,1,3,3,6,4,2,5,1,1,3,3,1,1,3,1,5,1,1,1,3,2,2,1,2,2,2,1
1,174,164,2,9,6,5,51,4,3,3,3,3,4,4,5,4,3,1,1,3,3,4,3,4,5,4,4,1,1,5,2,1,3,3,6,4,1,2,4,2,1,3,4,3,3,1,4,4,1,1,4,1,3,1,2,2,2,10
1,174,165,1,10,6,3,31,5,3,3,2,2,1,5,5,1,1,2,1,1,1,2,1,4,1,4,4,1,1,3,2,2,1,3,6,5,2,5,4,1,1,3,4,3,2,3,5,4,1,1,1,1,1,1,3,2,3,29
1,174,166,1,11,2,4,42,5,3,3,3,3,3,3,4,2,4,2,2,1,1,4,3,4,5,4,4,1,1,4,2,0,3,2,6,3,2,0,4,4,4,4,3,3,2,1,5,1,1,1,2,2,1,1,3,2,3,99
1,174,167,1,9,2,3,31,4,3,3,3,3,4,4,5,4,1,2,3,1,1,4,3,4,5,4,4,2,2,4,2,2,2,2,6,3,2,5,4,2,2,3,3,3,4,4,5,2,1,1,1,2,2,1,3,2,3,5
1,174,168,1,9,4,5,59,3,3,3,3,2,4,4,5,4,3,4,1,1,1,4,3,1,5,4,4,1,1,1,2,2,2,1,1,4,1,2,4,4,3,3,4,2,3,1,5,4,1,1,3,2,3,3,2,2,3,16
1,174,169,2,11,2,2,23,5,2,3,3,2,4,5,5,4,3,3,1,1,1,4,3,1,5,4,4,1,1,1,2,2,3,3,2,4,1,2,4,4,3,3,4,2,3,1,5,4,1,4,3,2,3,3,2,2,3,17
1,174,170,1,9,5,7,74,4,3,3,3,3,4,3,5,4,5,1,1,1,1,4,3,5,5,3,4,1,1,3,2,1,3,2,6,4,2,0,2,3,3,3,3,2,2,1,5,4,1,1,2,4,3,1,3,2,3,22
1,174,171,1,8,1,5,56,1,2,2,2,2,2,5,5,1,5,4,2,3,3,4,3,2,1,4,3,1,1,1,2,2,3,3,4,3,1,1,4,1,4,4,3,1,1,3,4,3,1,1,2,1,1,3,3,2,3,35
1,174,172,2,0,2,6,63,5,2,3,1,3,4,3,5,2,4,3,1,3,3,4,3,1,1,4,4,1,1,1,2,2,3,3,1,4,2,5,4,4,3,3,5,1,2,0,5,0,1,1,2,1,1,1,3,4,3,43
1,174,173,2,7,5,6,64,4,3,3,4,3,4,5,5,3,3,3,1,3,3,4,3,4,5,4,4,1,1,1,2,2,3,0,1,4,1,5,4,3,3,3,2,2,3,3,1,3,1,2,3,2,3,1,3,4,3,58
1,174,174,3,7,4,6,64,1,3,1,4,2,2,1,1,3,1,2,1,3,3,4,4,2,5,1,4,3,2,5,2,2,3,3,6,2,2,1,4,1,0,3,4,1,2,4,4,1,1,1,4,1,3,1,3,2,3,79
1,174,175,1,8,5,3,32,4,3,3,3,2,4,3,5,4,3,1,1,1,1,4,4,4,5,3,4,1,1,4,2,1,3,2,6,5,2,5,4,1,3,3,3,1,1,1,5,4,1,1,2,1,1,1,3,2,3,56
1,174,176,1,10,0,5,56,2,3,3,2,3,3,4,5,4,4,4,1,3,3,4,4,4,4,5,5,1,1,4,2,2,2,2,5,4,2,0,4,4,4,4,3,1,1,4,2,1,1,1,1,1,1,1,3,3,3,74
1,174,177,1,7,6,5,58,3,3,3,4,2,4,5,2,4,4,0,1,1,1,5,1,4,2,4,4,1,1,4,2,2,3,2,2,4,1,1,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,3,2,2,3,69
1,174,178,1,11,4,7,73,4,3,3,1,3,3,3,5,2,3,3,1,1,1,5,2,2,2,2,3,1,2,1,2,2,3,3,2,2,1,1,3,2,2,3,2,2,2,2,2,1,1,1,1,2,1,2,2,2,3,6
1,174,179,4,5,5,7,74,3,4,3,4,3,4,5,5,4,1,2,4,3,3,5,2,4,3,4,5,1,2,4,2,2,1,1,6,3,2,0,4,4,4,3,1,3,2,1,5,4,1,2,3,4,3,3,3,3,3,46
1,174,180,1,0,2,7,72,3,5,3,2,3,2,3,5,3,3,4,4,3,3,5,2,3,2,3,2,1,1,4,2,2,2,3,1,2,2,2,4,2,2,2,3,2,1,4,1,1,1,1,1,1,1,3,3,2,3,59
1,174,181,1,10,4,7,72,3,4,3,3,3,4,4,5,2,5,2,2,1,1,5,3,4,5,4,4,1,1,3,2,1,0,2,6,4,2,5,4,4,4,3,4,2,2,1,1,4,1,1,3,2,1,2,3,3,3,80
1,174,182,1,0,3,3,33,3,3,3,3,3,2,5,5,2,4,3,1,1,1,5,3,3,5,4,4,2,2,5,2,1,1,3,1,5,1,3,4,0,0,3,3,1,1,2,5,3,1,1,2,2,3,1,3,2,3,92
1,174,183,1,9,4,7,72,3,4,3,3,3,4,4,5,2,5,1,2,1,1,5,3,4,5,4,4,1,1,3,2,2,3,2,0,2,2,0,4,1,0,3,3,2,2,3,5,4,1,1,1,1,2,1,3,2,3,23
1,174,184,1,8,1,7,71,2,3,2,4,3,2,2,4,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,3,3,6,1,2,5,4,1,1,3,3,1,1,1,3,1,1,1,1,1,1,1,3,2,3,41
1,174,185,2,0,1,7,72,2,4,2,3,0,1,1,5,1,5,3,1,3,3,1,1,1,5,3,3,1,3,1,2,2,3,3,1,1,2,4,4,1,3,3,4,1,0,4,3,1,1,1,1,1,1,2,3,4,3,15
1,174,186,1,9,3,9,93,5,4,1,0,3,0,0,5,0,0,1,1,1,1,1,1,3,2,1,4,1,1,2,2,2,3,3,6,0,2,2,1,1,1,3,0,1,3,1,5,4,1,1,1,1,1,3,0,0,3,28
1,174,187,0,10,0,6,64,1,0,1,1,2,2,2,2,4,1,3,1,2,2,2,1,5,5,1,2,1,1,1,2,2,2,3,3,1,2,1,0,1,3,3,2,1,4,1,3,1,1,1,2,1,1,2,3,1,3,90
1,174,188,4,10,4,5,56,1,4,2,2,2,2,2,2,1,3,3,1,1,1,2,1,2,1,2,2,1,1,1,2,2,3,3,0,3,2,3,4,1,2,3,3,2,1,3,5,4,1,1,3,4,2,1,3,2,3,21
1,174,189,0,0,1,0,0,4,3,2,1,2,1,3,2,2,1,1,1,3,3,2,1,2,1,1,1,1,2,3,2,2,2,2,1,2,0,1,4,2,1,1,6,1,1,2,2,3,1,1,2,2,1,1,2,2,3,32
1,174,190,1,9,2,5,53,1,3,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,3,3,1,1,1,1,1,1,1,2,3,2,2,3,1,2,1,1,1,1,1,1,3,2,3,53
1,174,191,2,9,4,6,64,0,3,1,1,0,2,1,2,1,2,3,1,1,1,2,1,4,1,3,3,1,1,1,2,2,3,3,6,2,2,5,4,1,1,2,4,2,1,3,5,1,1,1,2,1,1,1,1,2,3,60
1,174,192,1,11,4,6,64,4,3,1,1,1,1,2,1,1,3,3,1,1,1,2,1,1,1,2,3,1,1,1,1,2,3,3,5,1,1,2,4,4,3,3,4,1,2,4,4,1,1,1,1,1,0,1,3,2,3,1
1,174,193,2,9,1,7,72,1,2,3,1,2,2,3,3,2,1,2,1,1,1,2,1,4,5,4,4,1,1,5,2,1,2,2,6,3,1,1,4,2,2,2,3,3,1,1,5,4,1,1,2,2,2,1,2,3,3,95
1,174,194,1,10,4,4,43,5,3,2,2,3,2,3,3,2,3,3,1,1,1,2,1,2,2,2,3,1,1,2,2,2,1,3,5,2,2,0,4,2,3,3,3,3,1,3,5,3,1,1,1,1,2,1,2,2,3,24
1,174,195,3,11,6,7,74,5,3,2,1,1,4,4,3,1,5,2,1,1,1,2,1,4,5,3,3,1,1,1,2,2,3,3,5,1,1,4,4,4,4,4,2,3,1,4,5,1,1,1,1,1,1,1,1,2,3,70
1,174,196,1,9,1,5,53,1,4,0,1,1,4,4,4,1,5,2,1,3,3,2,1,2,3,5,5,2,2,2,2,2,3,3,4,3,1,4,4,3,3,3,0,1,4,1,1,1,1,1,3,3,3,1,3,4,3,54
1,174,197,3,3,5,2,23,5,3,2,3,2,2,3,2,2,3,1,3,1,1,2,2,2,5,2,2,1,1,1,2,2,1,1,6,3,2,2,4,1,2,3,4,1,1,2,2,3,1,1,1,1,1,1,2,2,3,65
1,174,198,2,9,1,0,0,4,4,2,2,2,2,2,1,1,3,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,1,2,4,2,2,2,3,3,2,3,5,2,2,2,1,1,1,1,2,1,3,63
1,174,199,2,0,0,6,64,1,3,2,1,2,2,3,3,2,0,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,0,2,0,2,2,2,2,1,6,4,0,3,2,3,2,0,2,2,2,2,2,2,3,89
1,174,200,2,9,1,7,72,1,3,2,2,2,2,2,3,2,3,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,3,3,1,5,1,2,4,1,4,2,4,2,2,2,2,2,2,1,2,2,2,3,2,2,3,13
1,174,201,2,9,3,3,33,5,2,2,4,3,2,4,4,2,1,1,4,1,1,2,2,2,5,4,5,1,1,3,2,2,3,2,6,1,1,1,4,2,1,4,3,2,2,2,0,4,1,1,2,1,2,0,2,4,3,10
1,174,202,0,4,5,5,59,3,3,3,2,2,2,2,4,2,4,4,3,2,1,2,2,3,3,4,2,2,2,1,2,2,1,3,2,5,1,1,1,1,1,4,2,1,4,1,1,3,1,1,1,4,1,1,3,2,3,40
1,174,203,0,0,1,7,72,2,3,2,2,2,2,4,4,2,3,0,1,3,1,2,2,3,2,3,3,1,1,0,0,0,0,3,6,2,1,2,0,0,0,0,4,1,1,2,4,0,0,0,0,0,3,1,3,2,3,44
1,174,204,1,11,1,5,56,1,3,3,2,3,2,5,5,2,4,1,1,1,1,2,2,2,4,2,3,1,1,4,2,1,3,2,6,2,1,1,4,1,2,3,3,3,3,3,5,2,1,1,2,1,1,3,3,3,3,84
1,174,205,2,10,0,7,72,1,4,0,1,3,4,5,1,1,5,2,1,0,0,2,3,4,4,4,3,1,1,2,1,2,3,3,6,4,2,0,0,0,3,3,4,2,1,1,4,4,1,1,4,1,2,0,3,4,3,64
1,174,206,2,9,7,6,63,4,3,3,4,3,3,4,3,3,4,1,1,1,1,2,3,3,2,3,3,1,2,1,1,2,2,2,2,3,1,1,4,2,3,3,3,1,2,1,1,4,1,1,2,2,1,1,3,2,3,12
1,174,207,2,9,3,7,72,2,3,3,2,2,2,1,3,2,3,4,2,2,2,2,3,4,2,3,4,2,1,6,1,2,2,1,1,3,2,5,4,1,3,3,3,2,2,3,4,2,1,1,2,1,2,1,2,3,3,49
1,174,208,3,9,7,6,63,5,3,2,2,2,1,4,3,4,1,1,1,1,1,2,3,4,4,3,4,1,1,5,0,2,2,3,6,1,2,5,4,1,4,2,3,1,2,3,4,4,1,1,2,1,3,1,1,2,3,57
1,174,209,1,9,7,7,74,4,3,2,2,3,2,3,4,2,4,3,1,3,3,2,3,3,5,2,2,1,1,4,2,2,3,3,6,3,2,5,4,4,3,3,3,2,4,2,1,3,1,2,2,2,3,3,3,2,3,72
1,174,210,4,2,6,4,43,5,2,2,3,3,2,5,5,2,1,2,4,2,1,2,3,4,3,4,4,2,2,4,2,1,1,1,6,3,2,1,4,3,3,3,1,1,1,1,2,2,1,1,1,3,2,1,3,2,3,3
1,174,211,2,11,1,3,33,5,3,2,4,3,3,4,4,1,4,4,1,2,2,2,4,4,4,5,5,3,1,5,1,1,3,2,6,1,2,1,4,1,1,2,3,1,1,4,5,1,1,1,1,1,1,1,2,2,3,27
1,174,212,1,0,2,6,64,1,4,3,3,2,4,2,3,1,4,3,1,1,1,2,0,3,2,3,3,1,1,1,2,2,3,3,5,3,1,1,4,3,3,3,3,2,1,2,2,1,1,1,1,1,2,1,3,2,3,2
1,174,213,2,5,3,7,72,5,3,2,2,2,2,3,3,2,2,1,3,1,1,1,4,2,5,3,5,1,1,5,2,2,1,2,6,5,2,5,4,4,4,4,2,1,2,1,4,4,1,1,2,1,1,3,0,1,3,73
1,174,214,1,7,2,6,64,1,3,3,3,2,1,3,1,2,1,3,1,3,3,1,3,1,4,3,3,1,1,4,2,1,2,1,1,2,1,1,4,1,4,3,4,2,2,2,5,2,1,1,2,2,1,3,3,4,3,83
1,174,215,1,11,4,6,61,4,3,2,4,3,3,2,5,2,3,4,1,1,1,1,3,4,2,2,4,1,1,0,2,0,3,3,6,4,1,1,1,1,3,3,3,1,2,3,5,4,2,1,2,1,1,2,3,1,3,76
1,174,216,2,9,1,6,64,3,3,2,2,2,2,2,2,4,2,2,2,3,3,1,2,2,3,2,2,2,1,4,2,2,3,2,2,3,2,5,4,1,3,3,4,2,2,3,1,2,1,1,2,2,1,1,3,3,3,45
1,174,217,2,0,1,0,0,5,4,2,2,2,2,4,3,2,3,3,1,2,2,1,2,1,5,1,2,1,1,1,2,2,1,1,1,2,2,2,4,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,3,2,3,94
1,174,218,1,6,1,7,72,3,3,2,3,2,1,3,3,3,3,2,1,3,3,1,2,2,5,3,4,1,1,1,2,2,3,3,6,1,1,1,4,2,2,3,3,1,3,1,3,2,1,1,1,1,2,1,3,3,3,31
1,174,219,2,11,6,4,42,4,3,3,2,3,4,4,5,1,5,4,2,1,1,1,2,4,2,4,4,1,1,1,2,1,3,3,6,0,2,0,4,1,1,0,3,1,1,3,5,4,1,1,2,2,1,2,3,4,3,47
1,174,220,1,11,3,6,62,2,2,2,1,2,0,2,2,1,3,3,1,3,3,1,1,1,2,2,3,1,1,1,2,2,2,3,6,1,2,0,4,0,0,0,3,1,1,2,2,2,1,1,1,1,1,1,3,2,3,81
1,174,221,4,10,3,7,72,5,4,1,1,2,2,1,2,2,2,3,1,1,1,1,1,2,2,2,3,1,1,4,2,2,3,0,0,0,0,0,0,0,0,0,2,1,2,2,5,2,2,1,1,1,2,1,1,1,3,88
1,174,222,2,0,1,7,71,1,2,1,1,2,2,2,2,1,3,1,1,1,1,1,1,2,5,1,3,1,1,0,1,2,1,1,6,1,2,1,4,3,3,3,2,1,2,1,3,4,1,1,1,1,1,1,3,3,3,98
1,174,223,1,0,2,6,64,0,3,1,3,2,2,3,2,2,1,1,1,1,1,1,1,1,2,3,2,1,2,1,2,2,3,3,6,1,2,0,4,1,1,3,3,1,1,1,3,1,1,1,1,1,1,1,3,2,3,42
1,174,224,5,8,1,0,0,5,4,1,1,2,1,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,4,1,1,3,2,1,1,1,1,2,1,2,2,1,1,1,2,1,3,62
1,174,225,2,10,6,9,93,4,3,2,2,2,3,4,2,5,4,1,3,2,1,1,1,4,4,4,3,1,1,1,2,2,2,3,1,1,1,1,2,3,2,3,4,1,1,4,1,4,1,1,1,1,1,1,2,2,3,71
1,174,226,4,0,1,0,0,3,4,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,3,1,3,1,2,2,1,1,1,1,1,1,4,0,0,2,3,1,1,3,4,0,1,1,1,1,1,1,3,1,3,36
1,174,227,1,9,1,6,64,2,4,3,1,3,1,1,1,1,4,2,1,3,3,1,1,5,5,1,5,1,1,4,2,2,2,3,1,1,1,4,4,1,1,4,3,1,4,4,4,4,1,1,1,1,3,1,2,4,3,51
