CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16A.,Q.16B.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A....DID,Q.21B....DID,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,CARD..1,DECK..1,BALLOT..1,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100.,Q.101.,Q.102.,Q.103.,Q.104.,Q.105.,Q.106.,Q.106A.,Q.106B.,Q.106C.,Q.106D.,Q.106E.,Q.106F.,Q.106G.,Q.107.,Q.108.,Q.109.,Q.110.,Q.111.,Q.112.,Q.113.,Q.114.,N.116.,N.117.,N.118.
1,177,550,1,4,7,3,5,6,4,1,5,7,7,2,5,4,6,5,8,3,1,5,4,1,1,2,1,3,3,2,1,1,1,2,1,5,2,1,3,1,3,1,1,1,4,1,4,3,1,6,4,4,1,1,2,1,1,1,2,2,1,5,2,2,3,2,6,2,177,550,3,1,1,4,3,4,3,4,2,3,2,3,12,1,3,1,3,3,1,4,12,1,3,3,3,3,3,4,3,3,3,3,3,3,3,5,2,2,1,1,1,2,4,4,4,4,1,4,4,4,1,3,2,3,1,2,2,2,44,737,0
1,177,551,3,4,8,2,4,5,4,1,3,7,7,8,7,3,8,6,7,3,1,5,1,1,1,2,2,1,5,2,1,1,11,1,1,3,2,1,3,1,2,2,1,4,4,2,2,2,1,11,4,4,5,1,3,3,3,1,1,2,1,5,1,1,1,3,5,2,177,551,3,3,1,1,2,1,2,3,1,1,1,2,1,3,3,2,2,2,4,3,12,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,2,1,2,2,3,2,3,3,2,3,2,2,3,3,3,3,3,4,1,2,54,419,0
1,177,552,3,4,5,2,4,6,4,1,5,11,6,1,1,4,8,6,6,3,2,1,1,1,1,1,1,2,3,2,1,1,1,1,3,4,2,2,2,1,2,3,1,2,2,1,4,4,1,7,4,4,2,1,3,1,1,1,1,3,2,3,2,3,2,2,1,2,177,552,3,3,2,2,1,2,2,4,2,1,2,3,6,3,3,3,2,2,4,3,12,5,3,3,3,3,3,4,3,3,3,3,3,4,3,5,2,2,2,1,2,2,3,2,3,2,2,4,2,2,2,3,3,1,2,3,2,1,22,494,0
1,177,553,1,4,5,1,6,5,4,1,8,0,7,7,0,2,0,5,0,3,1,5,1,1,1,2,2,2,5,1,1,1,5,1,2,1,3,2,2,4,2,1,1,2,5,2,2,2,1,6,1,4,2,3,2,2,2,2,1,2,2,1,1,1,1,3,6,2,177,553,4,12,2,2,2,2,2,3,2,1,2,2,12,4,2,3,2,2,2,2,12,5,3,3,3,3,3,4,3,3,3,3,3,4,3,5,2,2,1,2,2,2,4,4,4,4,4,4,4,4,2,5,2,1,3,3,2,1,56,860,0
1,177,554,1,4,6,2,3,4,4,1,11,4,8,4,1,1,5,4,1,4,1,5,5,1,1,2,2,1,5,2,2,2,12,4,2,4,2,2,3,2,2,5,1,2,5,1,4,4,1,8,4,4,2,1,1,2,2,2,1,2,2,5,3,3,2,3,3,2,177,554,3,3,1,1,1,1,1,4,1,1,1,5,4,2,2,4,2,1,3,3,1,1,2,3,3,3,3,4,3,3,3,3,3,4,3,1,2,2,1,1,2,2,2,3,3,3,2,2,3,2,1,2,3,1,3,4,3,2,32,403,0
1,177,555,1,4,7,1,6,4,4,1,4,5,7,3,1,3,6,5,11,3,1,5,1,1,1,2,1,2,3,1,1,1,5,1,2,3,1,1,2,1,2,5,1,5,5,1,2,2,1,8,4,1,3,2,2,2,2,1,3,0,5,3,2,2,3,2,5,2,177,555,4,3,1,3,2,4,3,3,1,1,2,6,7,2,1,2,1,1,4,4,11,5,2,3,3,3,3,4,3,3,3,3,3,4,3,5,2,2,6,2,1,3,3,3,2,3,2,3,3,3,3,3,3,1,3,4,3,2,45,884,0
1,177,556,1,4,7,2,3,5,4,1,5,9,6,1,2,2,7,4,11,4,1,5,1,1,1,2,2,2,5,1,1,1,8,3,1,5,2,2,3,2,3,1,1,1,1,1,4,1,1,6,4,4,1,1,1,1,1,1,1,1,1,5,1,1,3,1,5,2,177,556,1,12,1,1,1,1,2,4,1,1,1,2,8,4,5,4,3,1,4,4,12,5,3,3,3,3,3,4,3,3,3,3,3,4,3,5,2,2,1,1,1,1,4,4,4,4,4,4,1,4,3,4,3,3,3,4,1,1,22,537,0
1,177,557,1,4,8,2,3,4,4,1,3,5,7,3,1,4,6,5,5,3,1,2,1,1,1,1,1,3,3,1,1,1,7,1,3,1,4,3,2,1,2,2,1,1,4,1,2,3,1,4,4,4,4,1,1,1,1,1,1,2,2,2,3,2,2,3,5,2,177,557,2,11,1,1,1,1,2,3,1,1,1,3,1,1,1,2,1,2,2,2,11,5,3,3,3,3,3,3,3,3,3,3,3,4,3,5,2,2,1,1,2,1,3,3,3,3,3,3,3,3,1,2,3,1,2,2,2,1,55,785,0
1,177,558,3,4,5,2,5,6,4,1,11,11,6,8,7,4,9,6,0,4,1,5,1,1,1,1,1,2,3,2,1,1,1,4,1,0,2,4,4,4,2,5,2,2,5,1,4,1,1,8,2,4,1,1,3,2,2,1,1,2,2,3,2,1,3,2,6,2,177,558,4,11,1,1,2,2,2,3,1,1,2,5,9,4,3,2,1,1,4,4,12,5,1,3,1,2,2,3,3,3,2,2,2,3,3,2,2,2,2,1,2,1,4,4,4,4,4,4,4,4,2,4,3,1,2,3,1,2,22,562,0
1,177,559,1,4,5,1,4,4,4,1,3,7,7,8,7,3,8,6,11,3,2,2,3,1,1,1,1,2,5,3,1,1,1,3,2,2,2,1,1,1,2,5,2,2,5,1,1,4,1,4,4,4,2,1,4,3,2,2,2,2,3,1,3,2,1,3,6,2,177,559,4,11,2,3,4,4,5,2,1,2,3,4,3,3,2,1,2,2,2,1,0,2,3,3,3,3,2,3,3,3,3,3,1,2,3,5,2,2,1,2,1,2,2,1,3,2,3,2,3,3,2,2,2,3,3,4,2,1,54,615,0
1,177,560,1,4,5,1,4,4,4,1,11,4,6,1,1,1,6,5,0,3,1,5,2,1,1,2,2,3,5,0,1,2,12,1,1,3,3,1,4,1,0,2,2,2,2,1,2,4,1,4,4,4,2,1,3,2,2,1,3,2,2,3,2,1,4,3,0,2,177,560,4,5,1,2,2,2,2,5,2,5,2,3,12,3,2,2,1,2,3,3,12,1,2,3,2,3,3,3,2,3,2,3,3,5,2,2,2,2,1,1,2,2,4,2,4,4,4,4,4,1,2,2,3,1,2,3,3,3,36,474,0
1,177,561,1,4,5,2,3,4,4,1,4,3,5,2,4,1,5,5,1,2,2,3,2,1,1,2,2,3,5,2,1,2,12,1,4,3,3,1,4,2,2,5,5,4,5,5,4,2,4,7,4,4,2,1,4,3,2,3,3,1,2,2,2,2,2,2,1,2,177,561,4,12,1,3,3,4,3,3,2,1,2,3,4,3,3,1,1,3,2,2,12,1,2,3,3,2,3,3,1,3,3,2,3,3,1,4,2,2,5,3,2,2,4,1,4,4,4,4,4,4,2,3,3,3,2,3,1,2,32,653,0
1,177,562,1,4,6,2,4,4,4,1,3,8,6,8,7,4,8,6,6,3,1,5,1,1,1,2,2,2,1,2,1,2,12,4,0,3,3,2,4,2,2,5,5,5,5,5,3,4,4,12,4,4,4,1,2,1,2,1,1,2,2,3,2,1,2,2,3,2,177,562,3,1,1,2,2,2,2,3,2,1,1,2,1,2,2,1,2,2,3,3,11,5,2,3,3,3,2,3,2,3,2,3,2,3,2,5,2,2,2,1,1,2,1,3,3,2,1,3,1,3,2,3,3,2,3,2,3,2,56,507,0
1,177,563,1,4,6,2,3,4,4,1,4,6,7,4,1,4,5,4,4,3,1,5,2,1,1,2,2,1,5,1,2,1,5,1,4,4,3,2,4,1,2,3,3,1,1,1,2,2,1,1,4,4,2,3,3,1,2,1,3,1,2,2,1,2,4,2,3,2,177,563,4,1,1,2,3,2,2,3,2,1,2,3,6,3,2,2,1,2,3,4,10,2,2,2,2,2,1,3,2,3,3,2,2,3,2,3,2,1,1,2,2,2,2,2,3,3,3,3,3,2,2,3,3,2,3,3,2,1,43,696,0
1,177,564,1,4,7,2,3,4,4,1,3,6,6,8,7,4,7,6,5,3,2,3,2,1,1,0,1,2,3,2,1,1,8,1,2,4,4,1,2,1,2,2,2,2,4,1,4,4,1,12,4,4,5,1,4,3,2,1,1,2,2,4,2,2,2,6,4,2,177,564,4,1,2,3,2,4,3,3,2,1,2,2,12,3,3,2,2,2,4,2,1,1,2,3,2,3,2,3,3,3,2,3,3,2,2,5,2,2,1,2,3,3,2,3,3,2,2,3,2,3,2,3,3,2,3,3,3,2,55,442,0
1,177,565,1,4,7,2,3,5,4,1,3,7,7,0,1,4,6,5,7,2,2,1,1,1,1,2,2,2,5,3,1,1,1,1,5,1,5,1,2,1,2,4,2,4,5,1,2,2,1,4,4,4,0,3,4,4,3,1,1,1,2,1,2,1,4,1,5,2,177,565,4,3,1,3,2,4,2,4,1,1,2,3,10,4,1,2,1,2,3,2,1,1,2,3,2,3,3,2,2,3,2,3,3,2,2,6,2,2,1,2,2,2,3,1,2,3,2,2,1,3,2,4,3,2,3,2,3,2,32,613,0
1,177,566,1,4,5,1,4,4,4,1,4,7,7,8,7,3,8,6,6,3,2,1,1,1,1,1,2,2,5,2,1,1,1,2,2,4,2,1,2,3,3,2,2,2,1,5,4,3,1,7,4,4,1,1,3,2,2,1,3,2,2,5,2,1,2,2,5,2,177,566,3,1,1,3,3,4,3,3,2,1,2,2,1,3,3,2,4,2,3,4,12,5,3,2,3,2,3,3,2,3,2,2,3,3,3,6,2,2,0,6,1,2,2,1,3,2,3,2,2,3,3,3,2,2,2,3,2,2,54,629,0
1,177,567,1,4,5,2,4,5,4,2,4,11,7,5,1,3,7,6,0,3,2,3,1,1,1,2,2,2,5,1,2,1,7,2,2,4,4,1,4,3,2,3,2,1,1,3,3,4,1,1,4,4,1,1,2,1,2,2,1,3,2,3,2,2,1,1,5,2,177,567,2,5,2,4,3,3,2,4,1,1,2,2,12,4,1,2,1,2,2,3,11,5,3,3,3,2,2,3,3,3,3,2,2,3,3,5,2,2,2,2,2,1,0,1,4,4,1,2,4,1,2,3,2,3,2,3,2,2,22,812,0
1,177,568,1,4,5,2,3,4,4,1,3,1,4,5,1,1,1,2,0,3,1,5,4,1,2,2,2,3,5,1,2,2,12,4,4,4,3,1,2,3,2,3,3,3,5,1,3,4,1,12,4,4,2,1,2,3,2,2,1,2,3,2,2,2,1,3,3,2,177,568,4,1,1,2,2,2,2,4,2,1,2,4,12,2,2,2,1,2,5,2,12,4,1,2,2,2,2,3,2,3,2,3,2,4,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,3,3,4,2,2,22,796,0
1,177,569,3,4,7,2,3,5,4,1,4,9,7,2,2,3,6,5,7,2,1,5,3,1,1,2,1,3,3,0,1,1,5,1,2,3,4,1,4,1,2,5,5,4,5,1,3,2,1,1,4,4,2,1,3,5,2,2,1,1,1,3,2,2,2,2,5,2,177,569,4,1,2,2,2,4,2,3,1,1,2,3,9,2,2,1,2,1,4,3,2,5,3,3,3,2,2,3,3,3,3,2,2,3,3,2,2,2,5,1,2,2,2,1,3,2,2,2,3,2,2,2,3,1,2,3,1,1,36,480,0
1,177,570,1,4,7,2,3,4,4,1,5,6,7,1,2,2,6,5,8,2,2,2,4,1,1,1,1,2,5,3,1,1,3,1,2,4,5,1,2,1,3,4,4,5,5,2,2,2,1,6,4,4,2,1,1,4,2,2,1,1,3,2,1,2,2,3,5,2,177,570,2,11,2,4,4,4,3,3,2,1,3,3,3,4,3,1,1,2,2,4,1,5,3,3,3,3,3,4,3,3,2,3,3,3,2,5,2,2,1,1,2,2,2,2,3,3,3,3,4,2,2,3,3,1,3,3,2,1,32,647,0
1,177,571,1,4,7,2,4,5,4,1,2,8,8,8,7,1,8,6,6,2,2,2,1,1,1,2,1,2,5,1,1,2,12,4,1,5,1,2,2,1,2,5,5,5,5,2,4,4,1,6,4,4,2,3,2,2,2,2,0,0,2,2,2,2,3,2,5,2,177,571,2,2,1,2,2,5,2,3,2,1,2,2,5,3,1,2,3,1,4,3,1,1,3,3,3,3,3,3,2,3,3,3,3,3,1,5,2,2,1,2,1,1,3,1,2,3,3,3,2,2,2,2,3,1,3,4,2,4,27,861,0
1,177,572,1,4,9,2,3,5,4,1,3,7,6,3,2,1,7,4,11,4,2,2,3,1,0,2,2,3,5,1,2,2,12,4,3,5,2,1,4,2,3,5,2,5,5,1,2,1,4,4,4,4,1,1,3,2,1,1,1,3,3,2,3,3,3,3,2,2,177,572,3,8,3,3,4,4,3,3,1,2,2,4,8,1,3,1,1,1,4,2,7,1,2,3,1,2,1,3,1,3,2,3,2,3,3,5,1,1,1,1,1,3,2,3,1,3,2,3,2,3,3,4,3,3,3,4,2,2,32,636,0
1,177,573,3,4,5,2,4,5,4,2,4,8,7,8,7,1,8,6,7,3,2,2,6,3,1,2,2,2,5,2,1,1,1,4,1,1,4,1,3,1,3,5,5,5,5,5,2,2,1,8,4,4,2,2,3,1,1,2,1,1,2,5,1,1,2,2,5,2,177,573,2,11,1,4,2,1,2,4,1,1,1,5,3,4,3,1,1,3,1,1,11,2,3,3,3,3,3,4,3,3,3,3,3,2,3,5,2,2,1,1,2,2,2,1,3,3,2,3,3,3,2,3,3,1,2,3,2,1,27,836,0
1,177,574,1,4,5,2,2,3,4,1,11,2,4,4,4,1,4,4,1,3,1,5,2,2,1,2,2,3,5,0,2,2,12,4,2,5,3,5,0,1,4,2,2,2,0,1,4,0,1,6,4,4,2,1,4,0,0,1,1,2,1,0,2,2,4,2,5,2,177,574,4,11,1,2,3,2,1,4,1,1,2,3,1,1,5,2,2,1,3,3,2,5,2,3,3,3,2,3,3,3,3,3,3,3,2,1,2,2,1,1,2,1,4,4,4,4,4,4,4,2,2,3,3,1,2,3,2,2,36,417,0
1,177,575,3,4,7,2,4,4,4,1,3,7,7,8,7,3,8,6,6,4,2,2,2,1,1,2,2,2,5,3,1,1,1,2,2,1,3,2,2,3,2,5,2,5,5,3,2,2,1,1,4,4,1,1,1,2,2,2,2,1,3,3,2,1,2,3,3,2,177,575,3,3,3,4,2,5,2,3,2,1,1,3,2,3,2,2,2,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,2,3,3,5,2,2,1,1,2,2,3,3,3,3,3,3,4,4,3,3,3,3,2,3,1,2,54,422,0
1,177,576,1,4,7,1,5,4,4,2,11,3,7,5,5,1,5,4,1,3,1,5,2,1,1,2,2,2,5,1,2,2,12,4,2,4,3,1,4,4,2,5,3,2,2,2,4,4,1,6,4,4,2,1,4,2,2,2,1,2,5,0,2,2,4,1,5,2,177,576,4,3,1,2,2,2,2,3,2,1,1,2,12,4,2,2,2,1,3,4,12,5,2,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,1,2,2,2,2,3,2,2,2,2,3,2,2,3,3,1,3,4,3,2,33,740,0
1,177,577,1,4,7,2,3,4,4,1,4,5,7,3,1,4,6,5,5,2,2,2,4,1,1,1,1,1,5,2,1,1,12,4,4,2,5,2,2,3,4,5,5,5,5,1,1,4,4,6,4,4,1,1,4,3,2,1,1,3,3,2,2,3,2,3,1,2,177,577,3,3,1,4,2,4,2,4,2,1,2,3,1,4,5,3,1,3,2,3,11,5,3,3,3,3,3,2,3,3,2,3,3,3,3,5,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,4,3,1,2,3,1,1,43,688,0
1,177,578,1,4,5,1,6,4,4,1,11,7,7,1,3,3,6,5,4,3,1,5,1,1,1,2,2,3,5,1,2,2,12,3,2,5,2,1,2,2,2,5,2,5,3,5,4,1,1,12,1,1,1,1,3,2,2,1,2,3,2,3,1,1,3,3,6,2,177,578,2,12,1,3,2,2,2,4,1,1,2,5,12,3,5,2,2,1,4,3,2,5,3,3,3,2,3,3,3,3,3,2,3,4,3,2,2,2,1,1,2,2,2,2,3,3,1,2,1,2,2,4,3,2,2,3,2,2,22,544,0
1,177,579,3,4,7,2,3,5,4,1,5,9,6,2,5,1,7,6,8,3,1,5,1,1,1,2,1,1,1,1,1,1,7,2,2,4,5,2,2,1,2,3,2,2,4,1,2,3,4,6,4,4,2,1,4,2,1,1,1,2,2,1,3,2,2,2,5,2,177,579,3,1,1,4,3,3,2,3,1,1,1,4,5,1,2,1,1,3,3,3,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,1,2,2,3,3,2,3,3,2,2,3,4,2,2,3,4,2,2,45,907,0
1,177,580,2,4,9,2,3,4,4,1,5,8,6,4,1,4,6,5,6,3,1,5,1,1,1,2,2,1,5,2,2,1,1,1,1,5,3,4,3,2,3,5,5,5,4,5,4,2,1,6,4,4,6,1,4,2,2,1,1,2,2,5,1,1,4,2,5,2,177,580,2,3,2,3,2,3,2,4,2,2,2,2,4,4,5,2,3,1,4,4,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,6,1,2,1,3,3,3,3,3,3,3,3,2,3,3,3,2,3,1,1,32,422,0
1,177,581,3,4,6,2,4,5,4,1,4,6,8,8,7,1,7,6,8,3,2,2,1,1,1,1,1,2,1,3,1,2,12,4,2,1,1,2,2,1,2,1,1,5,1,1,1,3,1,6,4,4,1,1,4,3,3,1,1,3,2,2,1,2,2,3,5,2,177,581,4,12,2,1,2,2,2,3,1,4,5,2,3,0,4,1,1,2,3,3,11,2,1,3,2,2,1,2,1,3,2,3,1,2,2,2,1,2,1,1,1,2,1,2,3,2,1,2,1,2,3,3,2,1,1,1,1,2,27,868,0
1,177,582,1,4,6,1,5,4,4,1,3,6,7,4,1,3,6,5,6,4,2,2,1,1,1,2,2,3,5,2,1,2,12,4,1,3,5,1,2,3,2,5,1,5,3,1,3,4,1,12,4,4,2,1,2,2,2,3,3,3,2,5,1,2,2,2,5,2,177,582,4,4,1,1,4,2,2,4,2,1,2,5,1,3,4,1,1,2,3,4,1,1,1,3,2,2,2,1,2,3,2,2,2,1,2,2,1,1,2,1,2,1,3,3,2,2,3,1,3,1,3,3,2,2,3,4,2,2,54,687,0
1,177,583,1,4,6,2,4,5,4,1,3,11,8,1,1,1,7,6,9,3,1,5,1,1,1,2,2,2,5,1,1,1,1,1,3,4,4,2,3,1,2,2,1,2,1,1,4,2,1,4,4,4,2,1,2,3,2,3,1,2,2,3,2,2,2,3,3,2,177,583,3,1,2,1,2,2,3,2,2,1,2,3,5,2,3,3,1,2,3,4,3,5,2,3,2,3,2,3,1,3,2,3,2,3,1,2,2,2,1,1,2,1,3,3,3,3,2,2,3,2,2,3,3,1,2,2,2,3,32,620,0
1,177,584,2,4,7,1,4,5,4,1,5,8,8,8,7,1,8,6,6,3,2,2,4,1,1,2,2,1,5,3,1,1,5,1,1,5,1,1,2,1,1,5,1,5,1,1,4,2,1,1,4,4,1,3,2,1,1,1,1,1,3,3,2,1,3,1,5,2,177,584,3,1,2,4,1,3,1,3,1,1,2,3,4,1,5,1,2,2,1,1,11,1,1,3,1,1,3,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,2,2,2,4,4,4,4,2,2,3,2,1,2,2,1,2,28,489,0
1,177,585,3,4,7,2,4,5,4,1,0,8,7,8,7,1,8,6,7,3,2,2,1,1,1,2,2,1,5,2,1,1,5,2,2,3,2,4,2,1,4,3,1,5,2,1,4,4,4,10,4,4,3,1,2,5,3,1,3,2,3,3,2,1,2,1,6,2,177,585,3,1,2,3,2,3,2,2,5,1,4,3,3,1,3,2,1,2,2,1,2,5,2,3,2,2,1,3,1,3,2,3,1,3,1,1,2,2,1,2,2,1,1,2,1,3,1,3,2,2,3,4,3,1,3,4,1,2,28,468,0
1,177,586,3,4,7,2,4,5,4,1,3,10,8,8,7,1,8,6,11,2,2,3,2,1,1,1,1,2,2,2,1,1,5,1,3,3,4,1,2,1,3,1,1,1,1,1,4,2,1,6,4,4,1,1,4,2,1,2,2,1,4,3,2,2,2,1,5,2,177,586,3,12,2,4,2,4,3,4,1,1,2,2,8,2,3,3,2,1,3,4,12,5,3,3,3,3,3,3,2,3,2,2,2,2,2,5,2,2,1,1,2,1,4,4,4,4,1,1,4,1,2,4,2,2,3,4,1,2,27,886,0
1,177,587,3,4,7,2,6,5,4,1,3,11,5,1,1,4,7,6,10,2,1,3,1,1,1,1,1,2,3,1,1,1,5,2,3,2,5,2,2,1,1,1,1,2,5,1,4,1,1,1,4,4,3,1,4,1,1,1,1,4,2,2,3,2,4,1,6,2,177,587,3,1,2,2,2,2,1,4,1,1,1,4,5,1,1,1,1,3,2,4,3,5,3,3,3,3,3,4,3,3,2,1,1,2,1,5,2,2,1,2,2,1,3,2,3,3,1,3,3,1,2,1,3,1,1,1,1,1,22,735,0
1,177,588,3,4,7,1,4,4,4,1,3,7,7,3,1,4,6,5,3,2,2,2,1,1,1,1,1,2,3,1,1,1,12,4,1,3,2,1,2,1,2,2,1,2,2,1,4,4,1,12,4,4,2,1,0,2,2,1,3,2,2,2,1,1,3,3,5,2,177,588,2,12,1,1,2,1,1,3,1,2,2,2,12,5,6,5,4,4,5,5,12,6,0,0,0,0,4,5,2,3,2,2,0,3,2,6,2,2,1,6,2,2,4,2,4,4,4,4,4,2,2,3,2,1,4,2,1,1,56,810,0
1,177,589,1,4,7,1,3,4,4,1,2,5,7,4,1,2,5,4,0,3,2,2,1,1,1,2,2,3,5,1,2,2,12,3,3,1,4,3,4,1,1,4,1,4,3,1,4,2,1,1,4,4,2,1,4,2,2,2,2,3,2,2,2,2,2,2,3,2,177,589,3,1,1,3,3,4,3,3,2,3,2,4,7,4,2,1,1,2,3,3,7,5,1,3,1,3,3,2,3,3,2,3,2,1,2,1,1,2,1,2,2,2,3,3,1,2,2,3,2,3,2,3,3,3,3,3,2,2,44,724,0
1,177,590,1,4,7,1,4,5,4,1,3,11,7,8,7,4,7,2,8,2,1,5,2,1,1,1,2,1,5,2,1,1,5,1,3,2,5,1,1,1,1,4,1,1,1,1,4,2,1,6,4,4,1,3,3,4,3,2,2,2,4,3,2,3,1,1,1,2,177,590,3,4,1,4,5,4,2,1,3,1,3,4,5,4,2,4,1,3,1,1,2,3,3,3,3,3,2,3,3,3,1,2,1,2,1,5,2,2,1,1,2,1,3,1,3,2,3,3,3,2,1,3,3,1,3,4,2,1,45,900,0
1,177,591,1,4,7,1,6,4,4,2,2,6,7,2,1,4,6,5,6,3,2,2,1,1,1,1,1,2,1,1,1,1,5,1,2,5,4,1,1,3,2,1,1,1,5,1,4,2,1,8,4,4,3,1,1,1,1,2,2,4,1,1,2,1,1,3,6,2,177,591,2,11,1,2,4,1,1,3,1,1,1,5,12,4,4,1,1,1,1,2,3,1,1,3,1,3,2,2,1,3,0,2,3,3,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,3,2,1,2,1,1,56,805,0
1,177,592,1,4,7,1,4,5,4,1,5,8,8,8,7,1,8,6,7,2,2,3,1,1,1,1,2,2,5,1,1,1,7,1,3,1,2,2,2,1,2,2,1,2,4,1,3,2,1,6,4,4,2,1,2,4,3,2,1,2,3,5,2,2,2,2,5,2,177,592,4,12,2,3,3,2,3,3,1,1,2,4,1,2,1,2,1,2,3,3,1,2,2,3,2,1,2,3,1,3,2,1,2,2,1,1,2,2,2,2,2,2,3,3,3,2,2,3,2,1,2,3,4,1,2,3,2,2,28,465,0
1,177,593,1,4,7,2,4,5,4,2,11,7,7,2,1,3,6,5,7,3,1,5,4,1,1,2,1,1,5,2,1,1,8,2,2,3,2,1,1,1,2,2,1,5,3,1,2,3,4,6,4,4,4,3,1,2,2,2,1,2,5,3,1,2,1,1,5,2,177,593,2,11,2,4,2,4,2,3,3,3,2,4,7,4,2,1,1,2,3,3,11,6,2,3,3,2,3,3,2,3,3,2,2,2,2,1,2,2,2,1,2,1,2,2,3,3,2,2,2,2,2,3,1,1,3,3,3,2,45,857,0
1,177,594,1,4,7,2,3,4,4,1,3,9,7,1,1,4,6,5,6,3,2,2,1,1,1,1,2,3,5,1,1,1,8,1,2,1,4,1,2,1,2,1,1,4,4,1,2,3,1,7,4,4,1,1,4,3,2,2,1,2,2,3,2,2,3,3,2,2,177,594,2,5,1,2,3,2,3,3,1,1,1,3,1,1,4,2,1,2,1,1,1,5,3,3,2,2,3,3,3,3,2,2,3,2,2,5,2,2,1,1,2,2,3,3,2,3,2,3,1,3,2,3,1,1,3,3,1,1,55,727,0
1,177,595,1,4,7,2,3,4,4,1,3,6,7,1,4,4,6,5,7,2,2,2,1,1,1,1,1,2,3,1,1,1,5,1,4,1,5,2,1,1,2,1,1,1,1,1,4,2,1,1,4,1,2,1,4,4,3,2,2,4,3,1,1,3,3,1,3,2,177,595,3,1,3,4,4,4,3,2,2,2,3,4,6,1,1,1,1,3,1,1,2,5,3,3,3,3,3,4,2,2,1,1,1,2,1,5,2,2,1,1,2,1,2,1,1,2,3,1,2,1,1,4,3,1,1,4,2,1,45,939,0
1,177,596,1,4,7,2,3,4,4,1,4,7,6,5,2,3,6,5,0,2,2,3,1,1,1,2,2,2,5,1,2,1,5,1,3,1,1,3,2,1,2,2,1,1,1,1,1,2,1,6,1,1,2,1,4,2,2,2,1,2,2,3,1,2,2,1,3,2,177,596,3,1,1,0,2,2,2,3,1,1,1,3,9,4,1,1,1,2,1,4,1,6,1,3,1,1,1,4,3,3,1,1,1,4,3,2,2,2,1,1,1,1,1,1,4,4,1,4,1,1,1,2,1,1,3,4,1,1,32,633,0
1,177,597,1,4,7,2,3,4,4,1,4,8,7,8,4,4,7,5,7,2,2,2,2,1,1,2,1,2,3,1,1,1,5,2,2,1,3,1,1,1,1,5,1,1,1,1,3,2,1,4,4,4,1,1,1,3,2,2,1,3,4,1,3,3,2,3,1,2,177,597,1,5,2,1,3,2,2,2,1,1,2,4,4,1,1,1,1,3,1,1,1,1,1,3,3,2,3,1,3,2,3,2,3,1,1,1,2,2,1,1,2,1,3,2,2,4,4,2,3,1,2,4,2,1,3,4,2,1,55,755,0
1,177,598,1,4,7,2,3,5,4,1,4,8,7,3,2,3,6,5,6,3,1,5,2,1,1,2,1,1,3,2,1,1,5,1,2,1,1,1,2,1,2,1,1,1,5,1,1,2,1,7,4,4,2,1,4,3,2,1,1,2,3,2,2,2,2,2,5,2,177,598,1,1,1,2,2,2,3,3,1,1,2,3,5,1,1,2,1,2,1,2,5,1,3,3,3,3,3,3,3,3,2,3,2,2,2,6,2,2,1,1,1,2,3,2,3,2,1,2,2,3,3,3,2,1,3,4,2,2,44,732,0
