"S0108.V99. SOLDIER-ROLE SCOR E. DERIVED FROM QUESTIONS 15, 24, 25, 26.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF I 3. ORIGINAL SCORE OF 3 4. ORIGINAL SCORE OF 4 5. UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0108.V100. SOCIALABILITY SCOR E. DERIVED FROM QUESTIONS 53, 54, 55.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0108.V101. CHILDHOOD FIGHTING SCOR E. DERIVED FROM QUESTIONS 31, 32, 33.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
S0108.V102. PARTICIPATION IN SPORTS SCOR E. DERIVED FROM QUESTION 29.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 4. ORIGINAL SCORE OF 4 5. ORIGINAL SCORE OF 5 6. ORIGINAL SCORE OF 6 7. UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
"S0108.V103. CHILDHOOD SCHOOL SCOR E. DERIVED FROM QUESTIONS 50, 51, 52.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 4. UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0108.V104. EMANCIPATION SCOR E. DERIVED FROM QUESTIONS 77, 78, 79, 80, 81, 82.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 4. ORIGINAL SCORE OF 4 5. ORIGINAL SCORE OF 5 6. ORIGINAL SCORE OF 6 7. UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0108.V105. RELATIONS WITH PARENTS SCOR E. DERIVED FROM QUESTIONS 72, 73, 74, 75, 76.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 4. ORIGINAL SCORE OF 4 5. ORIGINAL SCORE OF 5 6. ORIGINAL SCORE OF 6 7. UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0108.V106. PERSONAL ADJUSTMENT SCOR E. DERIVED FROM QUESTIONS 12, 13, 14, 16, 56, 57.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 4. ORIGINAL SCORE OF 4 5. ORIGINAL SCORE OF 5 6. ORIGINAL SCORE OF 6 X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0108.V107. TOUCHINESS SCOR E. DERIVED FROM QUESTIONS 17, 30, 62, 63, 64, 65, 66, 67, 68, 69.  01. ORIGINAL SCORE OF 1 02. ORIGINAL SCORE OF 2 03. ORIGINAL SCORE OF 3 04. ORIGINAL SCORE OF 4 05. ORIGINAL SCORE OF 5 06. ORIGINAL SCORE OF 6 07. ORIGINAL SCORE OF 7 08. ORIGINAL SCORE OF 8 09. ORIGINAL SCORE OF 9 10. ORIGINAL SCORE OF X 00. UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0108.V108. PSYCHOSOMATIC COMPLAINTS SCOR E. DERIVED FROM QUESTIONS 34-46, 84, 87.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"S0108.V109. COMBINED SCOR E. DERIVED FROM QUESTION 70 AND V.96, V.98, V.99, V.100, V.102, V.106, V.107 ABOVE.  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
S0108.V110. IDENTIFICATION BY SIGNED OR UNSIGNED SCHEDULES AND PSYCHIATRIST'S DISPOSITION:  01. UNSIGNED - HIGH SCHOOL AND NON-HIGH SCHOOL GRADUATES 02. SIGNED - ACCEPTED 03. SIGNED - PHYSICAL REJECTS 04. SIGNED - PSYCHIATRIC REJECTS (ARMY AND CIVILIAN PSYCHIATRISTS) 05. SIGNED - PSYCHIATRIC REJECTS (BY CIVILIAN PSYCHIATRIST - NOT SEEN BY ARMY) 06. SIGNED - PSYCHIATRIC REJECTS (O.K. BY CIVILIAN PSYCHIATRIST - REJECTED BY ARMY PSYCHIATRIST 07. SIGNED - ACCEPTED (ACCEPTED BY ARMY - REJECTED BY CIVILIAN) 08. SIGNED - ACCEPTED (SOME SUSPICIOUS) 09. SIGNED - NO KNOWLEDGE OF DISPOSITION 
