CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.31H.,Q.31I.,Q.31J.,Q.31K.,Q.31L.,Q.31M.,Q.31N.,Q.31O.,Q.31P.,Q.31Q.,Q.31R.,Q.31S.,Q.31T.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.36C.,Q.36D.,Q.36E.,Q.36F.,Q.36G.,Q.36H.,Q.36I.,Q.37A.,Q.37B.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.51A.,Q.51B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.55A.,Q.55B.,Q.56.,Q.57.,Q.58.,Q.58..1,Q.58..2,Q.58..3,Q.58..4,Q.58..5,Q.58..6,Q.58..7,Q.58..8,Q.58..9,Q.58..10,Q.58..11,Q.58..12,Q.59.,Q.60A.,Q.60B.,Q.61A.,Q.61A..1,Q.61B.
1,101,44,2,2,2,1,3,4,4,45,4,9,1,3,3,1,1,3,2,1,3,2,4,1,1,8,1,3,2,7,3,2,3,2,2,2,5,2,3,2,2,4,4,4,3,3,4,2,2,1,2,2,1,1,2,1,4,4,1,2,2,2,1,1,3,3,3,1,2,101,44,2,1,3,1,1,2,2,3,2,2,1,2,2,3,2,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,5,4,1,3,2,1,1,1,1,1,0,0,25,45,30,2,3,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,3,6,1,4,3,1
1,101,45,2,1,1,1,4,6,3,130,4,4,1,1,3,2,3,1,2,2,1,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,5,2,2,1,1,2,1,4,1,4,3,1,4,1,4,1,3,2,1,4,3,2,0,1,2,2,1,3,3,2,1,1,2,101,45,2,1,1,1,1,2,1,3,1,1,2,1,2,1,1,3,4,4,4,4,4,3,4,4,4,3,1,1,2,1,2,2,1,2,1,2,1,1,1,1,10,20,70,0,0,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,4,0,4
1,101,46,2,1,0,1,4,2,3,28,4,0,1,2,3,1,3,2,2,1,1,3,2,1,2,4,1,3,2,7,1,2,2,2,6,1,1,1,2,1,1,4,1,1,3,1,4,2,2,2,1,4,2,2,4,4,1,4,2,4,1,2,1,4,3,3,3,1,2,101,46,2,1,1,1,1,3,3,3,2,1,2,5,3,1,1,1,2,4,1,1,4,1,4,4,4,1,5,1,5,3,1,3,1,3,1,3,1,0,1,1,3,47,45,5,0,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,6,0,4,0,1
1,101,47,2,3,5,3,2,4,4,20,4,7,1,2,3,2,1,3,2,1,1,2,2,1,1,1,1,2,2,2,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,2,2,1,2,101,47,2,1,1,1,1,2,3,1,1,1,1,1,2,1,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,5,4,1,2,1,2,2,3,2,2,99,50,50,99,98,1,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,5,3,1
1,101,48,2,2,3,1,3,2,4,85,4,9,1,2,3,1,1,2,1,1,1,2,3,3,2,1,1,1,2,3,2,1,2,2,0,1,1,2,2,2,1,1,2,1,3,2,1,1,1,3,1,2,3,2,1,2,1,1,3,1,1,4,2,3,3,3,2,1,2,101,48,2,1,1,1,1,1,2,1,1,3,2,2,2,1,1,1,2,2,2,1,0,2,4,4,2,1,1,1,1,2,1,2,2,3,1,2,1,1,1,2,0,10,80,5,5,2,1,3,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2,4,1,4
1,101,49,2,2,3,3,4,3,1,130,4,4,1,1,3,1,3,4,1,2,1,2,3,3,1,4,2,2,2,7,2,1,0,2,2,1,2,2,2,2,1,1,2,2,3,3,3,4,4,2,1,4,2,2,2,2,2,2,3,4,5,3,3,4,3,3,1,1,2,101,49,2,3,1,1,1,1,1,1,1,1,2,5,0,0,1,2,4,4,4,4,4,4,4,4,4,1,5,1,5,5,1,3,1,1,1,1,1,1,1,1,0,40,50,10,0,1,1,1,3,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,4,5
1,101,50,2,2,5,3,3,2,3,85,4,9,1,1,3,2,2,3,1,1,2,3,2,3,3,1,3,2,2,3,3,1,2,2,2,2,4,2,2,2,2,2,3,2,3,3,4,3,4,2,3,3,4,2,3,3,3,3,3,3,3,3,3,4,3,1,1,1,2,101,50,2,3,3,1,1,3,3,1,1,1,1,1,3,1,3,4,4,4,3,3,4,4,4,4,3,1,1,1,2,1,2,3,1,3,1,2,2,2,1,1,10,25,60,5,0,2,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,0,4
1,101,51,2,2,2,2,2,4,4,28,4,13,1,3,3,1,3,4,1,1,1,2,4,2,3,8,3,2,2,2,2,1,2,1,6,1,1,2,2,0,2,2,4,1,2,1,1,4,1,4,4,1,2,1,4,4,4,4,4,1,1,4,3,4,3,1,1,1,2,101,51,2,1,2,1,1,1,1,3,1,1,2,5,2,2,1,2,4,2,4,2,4,4,4,4,4,1,1,1,1,2,0,4,1,3,3,3,0,1,1,2,10,20,50,0,20,0,0,2,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,4,5,5
1,101,52,2,2,2,1,3,5,4,35,4,3,1,2,3,1,3,4,2,2,1,2,3,3,3,0,2,2,2,7,1,2,2,2,5,4,2,2,3,2,2,3,3,1,3,4,2,2,2,4,4,2,2,3,2,2,4,4,3,3,2,4,3,4,3,2,3,2,2,101,52,2,1,3,1,1,2,1,3,2,1,2,1,1,1,1,2,4,4,4,4,4,4,4,4,4,3,2,1,5,5,1,2,1,3,1,3,1,2,1,2,0,45,50,5,0,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,4,3,5
1,101,53,2,1,2,3,4,1,2,120,4,4,1,1,3,1,3,1,2,1,0,2,3,1,3,1,1,2,2,3,2,2,3,1,3,2,2,1,2,1,2,3,1,4,2,4,2,3,1,4,3,1,1,4,2,3,4,4,1,1,5,4,3,1,3,3,2,1,2,101,53,2,1,1,1,1,2,2,3,2,3,2,2,1,1,4,2,4,4,4,3,4,4,4,4,4,3,5,3,5,5,5,4,2,2,2,2,2,2,1,2,5,50,25,20,0,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1,6,2,3,4,1
1,101,54,2,1,2,1,4,7,2,150,4,1,1,2,3,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,3,1,1,1,2,1,2,4,1,2,3,2,1,2,4,2,3,2,3,1,4,2,2,2,3,2,3,4,3,3,3,2,1,1,2,101,54,2,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1,4,4,4,3,4,4,2,1,1,1,2,5,1,2,2,3,2,2,1,1,1,2,5,15,75,5,0,1,3,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,3,4,0,4
1,101,55,2,2,5,1,4,6,3,159,4,9,1,1,3,2,1,1,1,1,1,2,2,3,3,1,1,1,4,3,2,1,2,2,2,2,3,2,2,2,3,1,3,4,3,1,1,1,2,1,4,2,2,2,4,1,1,1,3,1,4,2,1,1,3,2,2,1,2,101,55,2,2,1,1,1,2,2,3,1,3,1,1,1,1,1,2,2,3,2,4,4,3,4,4,4,3,4,1,4,1,1,2,2,2,2,2,2,1,1,1,0,5,85,5,5,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2,2,4,3,4
1,101,56,2,2,4,2,4,6,3,28,4,14,1,1,3,1,2,1,2,2,1,2,2,1,3,4,1,2,4,3,1,2,2,2,5,2,2,2,2,2,2,4,3,1,3,1,4,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,3,3,3,2,1,2,101,56,2,2,3,1,1,2,2,3,1,1,2,2,1,1,1,1,2,4,4,4,4,2,4,4,4,1,2,2,2,2,1,3,1,2,1,2,2,1,1,2,0,0,80,15,5,1,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,3,3,4,4,3,4
1,101,57,2,2,6,2,4,8,1,180,4,4,1,2,3,2,3,4,2,1,1,2,2,3,2,8,1,2,4,2,2,2,2,2,5,1,1,2,2,2,1,4,2,1,3,4,1,4,3,2,4,4,2,1,4,4,4,1,2,4,5,2,1,2,3,3,1,1,2,101,57,2,1,2,1,1,2,1,3,2,1,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,1,2,2,5,5,5,2,1,2,1,2,1,1,2,2,10,20,70,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,4,2,2,1,4,3
1,101,58,2,2,5,1,4,6,3,120,4,4,1,1,3,1,1,2,2,2,2,2,3,1,3,4,2,2,4,4,2,1,2,2,3,2,4,2,2,2,1,3,3,1,3,4,2,1,1,3,2,2,4,2,1,2,3,2,3,4,2,3,1,2,3,2,2,1,2,101,58,2,2,1,2,1,2,2,3,1,3,1,2,1,1,1,1,1,4,4,3,4,1,4,4,4,1,1,1,5,3,2,3,2,1,2,1,2,1,1,1,99,2,50,48,0,1,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,4,6,2,4,3,4
1,101,59,2,2,5,1,3,3,5,60,4,9,1,3,3,1,3,1,2,1,1,2,3,1,2,2,1,2,4,2,2,2,2,2,3,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,4,1,2,3,3,1,1,2,101,59,2,1,1,1,1,3,2,3,1,3,1,4,1,1,1,4,4,4,4,4,4,4,4,4,4,1,5,1,5,5,1,3,1,2,1,3,1,1,1,2,0,30,50,20,0,1,3,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,3,6,2,0,0,4
1,101,60,2,3,3,3,4,3,1,135,4,7,1,3,3,1,1,1,2,1,1,2,3,1,1,0,1,2,4,3,2,2,2,0,0,1,1,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,1,2,3,3,1,1,2,101,60,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,4,1,4,0,2,2,2,1,1,1,2,0,45,50,5,0,5,0,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,4,0,1
1,101,61,2,3,5,1,3,4,4,60,4,11,1,2,3,1,3,4,1,2,1,2,1,1,3,8,2,1,4,3,1,1,3,2,3,3,3,2,2,2,2,2,4,4,3,4,1,1,4,4,4,4,4,4,4,2,3,2,4,4,5,4,1,2,3,3,2,1,2,101,61,2,1,1,1,1,2,3,1,1,3,1,2,1,2,2,2,2,4,4,2,4,4,4,4,4,1,1,1,2,2,1,3,2,2,3,2,1,1,1,2,1,9,90,0,0,1,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,5,4,0,4
1,101,62,2,2,2,3,3,4,4,30,4,4,1,2,3,2,1,1,1,2,2,2,4,3,1,4,1,2,4,3,1,1,2,2,3,2,2,1,3,2,2,3,4,2,3,2,1,4,4,4,4,4,1,1,4,1,2,4,1,1,1,4,1,2,3,3,1,1,2,101,62,2,2,2,1,1,2,2,3,1,2,1,2,3,2,1,2,4,2,4,4,4,4,4,4,4,1,5,1,5,5,5,2,1,2,1,2,1,1,1,2,0,0,97,0,0,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,6,4,0,1
1,101,63,2,2,3,1,3,5,4,60,4,8,1,3,3,1,3,1,3,1,2,2,1,1,3,2,3,0,4,3,2,2,3,2,0,1,1,1,2,3,3,2,4,4,2,1,4,4,2,4,1,4,4,0,1,1,1,4,1,4,5,1,3,1,3,3,1,1,2,101,63,2,2,1,1,1,2,1,1,1,1,1,2,3,2,2,2,2,4,4,4,4,4,2,4,4,1,4,1,4,4,4,4,2,3,1,2,2,1,1,1,0,0,0,0,98,3,3,4,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,0,3,4
1,101,64,2,2,2,1,3,4,4,16,4,4,1,2,3,1,2,1,2,2,2,2,2,1,1,8,2,1,4,3,2,2,2,2,3,2,2,1,2,1,1,4,2,1,3,2,3,2,1,2,4,2,2,1,1,1,4,4,1,2,1,2,3,4,3,3,1,1,2,101,64,2,2,1,1,1,2,1,1,2,3,2,1,1,1,2,2,2,4,4,3,4,4,4,4,4,1,5,2,5,2,5,4,3,3,3,3,1,1,1,1,0,0,95,5,0,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,4,3,4
1,101,65,2,2,3,1,3,5,4,30,4,8,1,1,3,1,1,2,1,2,1,3,2,3,3,8,1,1,4,3,1,2,2,2,4,2,3,2,3,2,1,1,4,4,3,4,4,1,1,4,1,1,4,3,2,1,1,3,2,4,1,2,3,1,3,2,1,1,2,101,65,2,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,1,4,4,4,4,4,4,4,4,2,3,1,5,3,5,4,1,2,1,2,1,2,1,2,0,5,70,25,0,3,1,4,3,2,2,2,2,1,2,1,2,2,2,2,2,2,4,6,6,4,3,4
1,101,66,2,2,4,1,4,12,3,70,4,8,1,1,3,1,1,1,1,1,1,2,2,3,3,4,1,2,1,4,1,1,2,0,3,2,5,2,2,2,2,1,2,2,3,4,4,2,1,1,1,4,1,1,1,4,4,4,1,1,1,0,1,1,3,2,1,1,2,101,66,2,2,2,1,1,1,2,1,0,3,2,2,3,1,3,2,2,1,2,1,2,2,4,3,2,1,1,1,3,3,1,2,1,3,1,3,1,1,1,2,5,5,30,20,0,1,3,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,0,1
1,101,67,2,1,4,1,4,11,3,120,4,13,1,1,3,3,1,1,2,1,1,1,1,2,3,1,3,2,1,3,1,1,4,2,3,1,1,1,1,1,1,4,1,1,2,4,1,4,1,1,1,4,3,1,2,4,4,1,2,4,5,1,1,2,3,3,1,1,2,101,67,2,2,2,1,1,2,1,3,1,1,2,5,1,1,1,2,4,4,4,4,4,3,4,4,2,3,5,2,4,4,1,3,1,4,1,3,2,1,0,0,0,0,90,10,0,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,4,1,1,4,3,4
1,101,68,2,2,5,1,4,6,3,240,4,10,1,2,3,1,2,2,2,2,2,2,2,1,2,4,1,2,1,4,2,1,3,1,2,3,2,1,2,1,2,4,3,4,3,1,1,1,1,4,4,4,4,1,1,4,4,4,3,2,2,2,1,4,3,3,1,1,2,101,68,2,3,1,1,1,3,3,3,2,1,1,2,1,1,2,1,1,4,4,4,4,3,4,4,2,1,5,1,5,5,1,2,2,3,2,3,3,1,1,2,1,1,8,90,0,2,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,4,1,2,4,3,4
1,101,69,2,2,2,1,2,5,4,32,4,10,1,1,3,1,1,1,2,1,2,3,2,2,3,0,1,2,1,3,2,2,2,2,5,1,1,1,2,1,1,4,4,1,2,4,3,4,4,4,3,4,2,1,3,4,2,4,3,3,5,3,1,1,3,3,1,1,2,101,69,2,1,3,1,1,1,2,1,1,2,2,1,1,1,2,1,1,3,3,1,4,2,4,4,3,1,5,2,5,5,1,3,3,3,2,3,1,3,1,2,0,10,50,30,10,1,3,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,4,2,4
1,101,70,2,2,4,3,3,12,3,120,4,9,1,1,3,1,1,2,2,1,2,2,2,3,2,2,2,2,1,3,2,2,3,2,3,2,2,2,3,2,2,1,1,2,3,2,1,2,1,1,2,1,2,1,2,1,1,2,3,2,2,3,1,4,3,3,1,1,2,101,70,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,4,2,4,3,4,4,4,1,1,1,4,3,4,3,1,2,1,2,2,2,1,2,0,15,35,50,0,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,4,3,4
1,101,71,2,2,1,1,2,7,4,10,4,4,1,2,3,1,1,3,1,2,1,2,1,1,2,0,1,3,1,3,1,1,2,1,3,2,2,2,2,2,1,1,1,4,2,4,1,4,1,4,1,1,1,1,1,4,1,4,2,1,1,3,1,2,3,2,1,1,2,101,71,2,1,3,1,1,3,3,3,1,1,1,2,2,1,1,2,2,3,4,4,4,4,4,4,4,1,2,1,2,3,1,2,1,2,2,2,1,1,1,2,10,40,50,0,0,2,1,3,3,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,4,3,2
1,101,72,2,1,4,1,4,6,3,131,4,9,1,1,3,1,1,1,1,1,1,2,2,1,3,8,2,2,1,3,2,2,2,2,3,2,2,2,2,2,2,4,2,4,3,4,4,1,2,4,2,4,1,3,2,1,4,3,3,2,3,3,1,2,3,3,1,1,2,101,72,2,1,1,1,1,2,2,0,2,2,1,5,1,1,1,2,2,4,3,4,4,2,4,4,4,1,2,1,3,2,1,3,1,2,3,2,1,3,1,1,0,0,0,99,98,1,2,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,0,0,0,0
1,101,73,2,1,3,1,4,2,3,135,4,2,1,1,3,3,1,1,2,1,1,2,3,1,3,6,1,1,1,3,2,1,2,2,3,3,2,2,3,2,2,1,4,1,3,1,2,4,4,4,3,4,1,2,1,2,4,3,3,2,1,4,1,0,3,3,1,1,2,101,73,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,4,4,2,4,4,3,4,4,1,1,1,5,4,1,2,2,3,2,2,2,1,1,2,1,5,24,70,0,1,1,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,4,2,2,4,1,4
1,101,74,2,3,3,2,4,5,1,100,4,9,1,2,3,1,1,1,2,2,1,2,2,1,2,2,1,2,1,3,2,2,1,1,3,1,1,1,0,1,1,1,2,1,3,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,4,1,2,2,2,1,1,2,101,74,2,1,1,1,1,1,3,1,1,1,1,2,3,3,1,3,2,4,3,2,4,1,4,4,2,1,1,1,2,1,1,1,2,2,1,3,1,1,1,2,4,6,50,40,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,3,2
1,101,75,2,3,4,1,2,5,4,39,4,9,1,1,3,2,3,4,2,1,1,3,2,3,1,1,1,3,1,3,2,2,3,1,3,1,1,1,2,1,1,4,4,4,3,4,4,4,4,4,4,4,1,1,4,1,4,4,1,2,1,2,3,1,3,3,1,1,2,101,75,2,3,2,1,1,1,2,3,2,1,1,1,2,1,2,1,2,4,4,2,1,1,4,4,4,1,4,1,4,5,3,4,1,1,1,1,1,1,1,2,0,5,95,0,0,3,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0
1,101,76,2,2,2,3,4,10,1,120,4,8,1,2,3,1,1,2,1,2,2,2,2,1,1,0,1,1,1,3,2,1,2,1,3,3,2,2,2,1,1,4,4,4,2,4,1,4,1,4,4,4,1,1,1,4,4,4,1,1,5,3,3,3,2,2,1,1,2,101,76,2,2,1,1,1,2,2,1,1,4,1,1,3,1,1,2,4,4,3,4,4,2,4,4,4,1,5,1,5,2,1,3,1,3,1,3,1,1,1,1,0,10,90,0,0,1,3,3,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,4,3,4
1,101,77,2,2,2,2,2,5,4,20,4,4,1,2,3,1,1,2,2,1,2,2,3,3,3,8,3,1,1,3,1,1,3,1,1,3,5,1,3,1,1,2,2,4,1,1,4,2,2,4,3,2,4,4,2,4,4,4,2,1,2,4,3,4,2,3,1,1,2,101,77,2,2,2,1,1,1,1,3,1,2,1,5,2,2,1,2,2,0,0,0,0,3,0,0,0,3,2,1,3,1,1,3,1,1,1,1,1,1,1,2,5,5,80,10,0,2,2,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,3,6,1,4,3,4
1,101,78,2,3,5,2,3,5,4,31,4,0,1,2,0,2,3,0,3,2,1,2,2,1,3,1,1,2,0,3,3,2,3,1,2,2,0,2,2,1,1,4,4,4,1,4,4,4,1,4,4,4,1,1,4,1,4,4,4,4,1,2,1,1,3,3,2,1,2,101,78,2,2,3,1,1,2,2,3,2,1,2,1,3,2,2,2,0,0,0,2,0,0,0,0,0,1,2,1,3,3,5,2,1,3,1,3,2,1,1,2,5,10,35,50,0,2,3,3,3,2,2,1,2,2,2,2,2,1,2,2,2,2,4,3,3,4,3,4
1,101,79,2,2,4,1,3,12,3,155,4,9,1,2,0,2,1,1,1,1,1,2,2,3,1,0,1,1,2,2,1,1,2,2,6,1,1,3,2,3,1,2,3,1,2,2,2,1,1,2,1,1,3,2,1,1,2,1,2,1,2,4,1,1,3,3,2,1,2,101,79,2,1,1,1,1,2,2,3,1,1,2,1,3,2,1,2,2,4,4,2,4,4,4,4,4,3,5,1,4,1,1,2,1,3,1,3,2,1,1,1,2,20,10,3,5,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,3,4
1,101,80,2,2,2,1,3,5,4,30,4,9,1,3,0,2,1,2,2,2,1,2,4,1,3,8,2,2,1,7,2,1,2,2,2,2,2,1,2,1,1,4,1,2,3,3,4,2,4,3,3,3,2,3,2,3,3,3,3,2,4,3,1,4,3,3,1,1,2,101,80,2,3,3,1,1,3,3,1,0,0,0,0,0,0,2,2,2,4,2,4,4,4,4,4,2,1,5,1,3,3,2,0,1,3,1,3,2,1,1,0,0,10,20,70,0,1,3,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,3,6,2,4,3,1
1,101,81,2,2,2,1,4,12,2,103,4,4,1,1,2,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,5,1,1,2,2,2,1,2,3,1,3,4,1,2,1,4,2,3,3,2,2,3,3,2,3,1,5,4,1,1,3,3,2,1,2,101,81,2,1,2,1,1,2,3,1,1,2,1,2,1,1,3,4,1,4,4,1,4,4,4,4,1,2,1,1,4,4,1,3,1,2,1,2,2,1,1,1,0,0,97,0,0,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,4
1,101,82,2,3,5,3,2,4,4,38,4,4,1,2,2,3,1,4,3,1,1,1,3,1,3,1,1,2,3,2,1,3,2,2,2,1,1,2,2,2,2,2,4,4,3,4,1,4,4,4,4,4,4,2,4,3,4,2,4,4,5,0,1,2,3,3,1,1,2,101,82,2,1,1,1,1,1,1,1,1,1,2,1,3,2,3,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,2,1,1,2,1,2,1,2,0,75,23,2,0,3,1,3,3,2,2,2,2,1,2,2,2,2,2,1,2,2,4,2,1,4,0,2
1,101,83,2,3,5,1,2,8,4,0,4,9,1,2,2,3,3,4,2,2,0,3,2,2,2,0,0,0,0,0,0,2,2,0,0,0,2,2,2,1,3,1,4,4,3,1,1,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,101,83,2,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,2,1,2,1,1,0,10,75,15,0,2,1,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,4,5,5
1,101,84,2,3,5,1,2,4,4,34,4,9,1,1,2,2,3,1,2,1,1,3,4,1,3,8,1,3,3,3,1,1,0,0,3,2,2,1,2,1,1,4,3,4,3,4,1,4,1,1,4,1,4,1,1,1,1,4,1,1,5,2,1,4,2,2,1,1,2,101,84,2,3,3,1,1,2,3,3,1,1,1,2,3,2,3,3,3,3,3,4,4,4,4,4,4,1,5,1,1,5,5,1,2,4,1,3,3,3,1,1,0,0,60,35,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,0,0,1
1,101,85,2,3,3,1,2,1,2,90,4,4,1,2,2,2,3,4,1,2,2,3,2,1,2,2,2,1,3,2,2,1,2,2,6,2,5,3,3,3,2,2,3,1,3,2,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,2,1,4,1,3,1,1,2,101,85,2,3,3,1,1,1,1,1,1,4,1,2,3,3,3,4,4,4,4,4,4,4,4,4,4,1,5,1,5,3,5,2,1,2,1,2,3,3,1,2,20,30,40,5,5,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,3,4,0,5
1,101,86,2,2,2,1,2,5,4,38,4,4,1,2,2,2,1,3,1,1,2,3,2,2,3,8,2,2,3,2,1,1,2,2,3,2,5,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,4,2,2,1,1,2,101,86,2,3,1,1,1,1,1,1,0,3,1,1,2,2,4,3,4,4,4,4,4,4,4,4,4,1,5,1,0,5,1,2,1,2,1,3,3,1,1,2,0,15,75,0,10,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,6,4,3,1
1,101,87,2,2,2,1,3,5,4,40,4,3,1,2,2,3,1,1,3,2,1,2,2,3,3,8,3,2,2,9,1,3,3,2,6,1,1,2,3,1,1,1,3,2,3,1,1,4,1,2,3,4,2,2,1,3,2,4,3,3,3,0,0,0,0,0,0,0,2,101,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,4,3,4,3,4,4,4,2,2,1,5,4,5,3,1,1,1,1,2,1,1,1,99,10,50,40,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,4,3,4
1,101,88,2,2,3,3,2,5,4,32,4,4,1,2,2,2,1,3,2,2,1,2,2,2,3,8,1,2,2,7,2,2,2,2,3,1,1,2,1,3,3,1,2,4,2,1,2,4,1,1,1,1,2,3,4,4,4,1,2,2,1,2,1,1,3,3,1,1,2,101,88,2,3,1,1,1,1,3,3,1,1,2,5,3,1,1,4,1,4,2,2,3,2,4,4,2,3,2,1,2,5,2,3,2,2,2,2,3,3,1,1,0,0,0,0,98,3,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,0,5,0
1,101,89,2,2,2,1,3,11,3,40,4,4,1,2,2,3,1,4,2,1,2,3,3,1,3,2,1,2,2,3,3,3,2,1,3,3,5,2,2,1,1,4,1,4,3,1,4,1,4,4,4,4,1,2,4,2,2,1,2,4,5,2,1,1,3,3,1,1,2,101,89,2,2,2,1,1,2,2,1,1,1,2,2,3,1,1,4,4,4,4,4,4,3,4,4,4,1,1,1,5,1,5,3,2,1,1,4,1,1,1,2,0,0,97,0,0,1,1,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,4,4
