CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23A.,Q.23B.,Q.23C.,Q.23D.,Q.23E.,Q.23F.,Q.23G.,Q.23H.,Q.23I.,Q.23J.,Q.23K.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.27C.,Q.27D.,Q.27E.,Q.27F.,Q.27G.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.45..1,Q.45..2,CARD..1,DECK..1,BALLOT..1,FORM..1,X.,X..1,X..2,X..3,X..4,X..5,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.0.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,V.65.,V.66.,V.67.,V.68.,V.69.
1,205,323,4,4,22,1,2,2,1,6,7,1,4,2,2,4,5,1,2,3,3,5,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,3,2,3,1,3,3,2,3,2,2,3,3,2,1,1,1,1,7,2,14,7,1,1,1,1,1,2,2,205,323,4,1,2,2,2,2,2,7,1,2,1,1,3,1,3,3,1,1,3,1,2,0,1,3,3,3,2,3,1,2,5,111
1,205,324,4,2,37,1,1,2,1,6,4,3,2,3,1,3,5,3,1,3,4,7,2,3,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,3,3,2,2,1,4,3,2,3,3,3,5,5,13,8,3,1,4,1,1,2,2,205,324,4,1,2,2,2,2,2,3,4,3,2,2,3,2,3,2,4,4,4,4,2,0,1,4,3,3,4,3,1,2,1,701
1,205,325,4,4,46,3,1,2,1,6,10,1,4,1,3,3,5,1,1,3,3,5,1,1,2,1,1,0,1,2,2,1,2,1,1,1,2,1,2,2,2,3,1,1,3,2,3,3,3,2,1,1,1,1,1,1,7,3,7,8,3,1,1,1,2,2,2,205,325,4,1,2,2,2,2,2,9,13,2,1,1,1,1,2,1,1,1,1,2,3,0,2,2,2,4,1,1,2,2,7,537
1,205,326,4,4,39,3,11,99,1,0,7,1,4,1,3,2,0,1,1,2,3,3,1,3,2,1,1,2,2,2,1,2,1,2,0,2,2,2,4,4,4,4,1,1,4,1,3,2,4,3,3,4,3,4,1,1,7,4,4,9,2,1,3,2,1,2,2,205,326,4,2,2,2,2,2,2,7,4,3,2,1,2,3,3,1,2,1,3,2,1,0,1,3,2,2,3,1,2,2,4,538
1,205,327,4,3,52,3,1,1,1,6,5,1,4,1,0,2,3,1,1,3,3,4,1,2,2,1,1,2,1,2,2,1,0,1,1,1,2,2,2,3,3,3,1,3,3,3,3,4,4,1,3,2,1,1,2,3,7,4,28,5,3,1,1,1,2,2,2,205,327,4,2,2,2,2,2,2,1,5,1,1,1,1,1,3,2,2,2,0,4,2,0,1,1,3,2,2,3,2,2,4,120
1,205,328,4,4,36,3,11,99,1,0,7,1,4,1,3,4,4,1,2,3,3,5,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,3,3,2,1,1,3,2,3,3,2,2,2,2,1,2,3,4,5,3,15,9,3,1,1,1,1,2,2,205,328,4,1,2,2,2,2,2,9,4,1,1,1,3,1,3,1,1,2,2,3,2,0,2,2,3,3,2,3,2,2,5,705
1,205,329,4,4,38,3,1,1,1,6,1,2,2,2,3,4,4,2,1,2,2,3,1,3,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,3,3,3,5,2,4,2,2,2,1,4,5,3,14,8,3,1,1,2,2,2,2,205,329,4,1,2,2,2,2,2,6,13,2,1,3,2,2,3,3,5,3,3,4,3,0,3,2,2,2,2,3,2,2,7,344
1,205,330,4,4,45,3,1,3,1,6,10,2,4,1,3,3,4,2,1,2,2,3,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,3,3,3,4,3,3,1,1,1,3,4,7,3,5,7,3,1,1,1,1,2,2,205,330,4,2,2,2,2,2,2,9,4,2,1,1,2,1,3,1,2,2,1,2,2,0,2,2,3,2,1,1,2,2,7,358
1,205,331,4,3,37,2,2,2,1,6,7,1,4,1,3,3,4,2,1,3,3,4,2,3,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,2,3,3,2,2,2,2,1,1,3,1,5,3,24,8,3,1,3,1,1,2,2,205,331,4,2,2,2,2,2,2,11,13,1,1,1,3,2,2,1,1,1,2,1,1,0,1,2,3,2,1,3,2,2,5,114
1,205,332,4,4,40,3,2,2,1,6,10,1,4,1,3,2,4,1,1,3,4,6,2,1,2,1,1,0,1,0,0,1,1,1,1,1,2,1,2,3,3,3,1,3,1,2,3,2,2,2,3,1,1,1,3,3,7,3,16,6,1,1,1,1,1,1,2,205,332,4,1,2,2,2,2,2,1,4,1,3,2,3,2,1,1,2,1,2,3,2,0,1,2,3,1,1,1,2,2,2,102
1,205,333,4,3,37,3,11,99,1,6,3,2,2,2,3,3,4,1,2,2,3,4,1,1,2,1,1,2,1,2,2,1,2,3,1,1,2,1,2,3,4,4,1,4,4,2,3,3,3,2,2,2,1,1,2,4,4,3,22,6,3,1,1,1,1,2,2,205,333,4,1,2,2,2,2,2,3,4,2,1,1,3,2,1,2,2,2,1,1,2,0,1,4,2,4,2,1,2,2,3,510
1,205,334,4,3,53,3,11,99,1,6,10,1,2,2,1,3,3,3,3,3,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,3,3,3,3,1,1,3,3,3,3,3,1,2,3,1,2,1,3,7,3,5,8,3,2,3,1,2,2,2,205,334,4,1,2,2,2,2,2,7,1,1,1,3,3,3,3,1,2,1,1,2,2,0,2,2,2,2,1,1,2,2,7,529
1,205,335,4,3,36,3,11,99,1,6,3,2,4,2,2,2,4,2,1,2,3,3,1,1,1,1,1,2,1,3,2,1,1,1,0,0,3,1,4,4,4,4,4,4,4,1,4,3,1,1,5,5,3,5,3,5,3,3,22,9,3,2,1,1,2,2,2,205,335,4,2,2,2,2,2,2,3,13,2,3,3,3,3,2,2,3,1,2,3,2,0,3,2,4,5,5,1,2,2,3,520
1,205,336,4,4,36,3,1,1,1,6,10,1,4,1,3,4,5,2,1,3,4,6,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,2,2,1,1,3,2,1,2,4,3,1,2,1,2,2,3,7,3,22,7,3,1,3,1,1,2,2,205,336,4,1,2,2,2,2,2,9,13,2,1,1,1,1,1,1,4,4,2,4,3,0,1,3,3,2,2,1,2,2,7,717
1,205,337,4,4,42,3,1,1,1,6,5,2,4,1,2,3,4,1,1,3,5,7,2,2,2,1,1,2,1,2,1,1,3,1,1,1,2,2,3,4,3,3,1,3,3,1,3,3,4,1,3,3,2,2,3,4,5,3,22,7,3,1,4,1,1,1,2,205,337,4,1,2,2,2,2,2,6,4,2,3,2,1,2,2,1,3,4,1,2,3,0,2,3,4,2,1,1,2,2,7,535
1,205,338,4,4,48,3,1,1,1,0,3,2,3,2,3,2,4,2,1,3,2,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,2,1,3,3,3,3,3,3,2,4,4,1,3,3,4,3,3,23,7,3,1,1,2,2,2,2,205,338,4,1,2,2,2,2,2,3,13,2,3,2,3,3,3,1,2,1,2,2,2,0,1,2,4,2,2,3,2,2,3,117
1,205,339,4,4,37,3,11,99,1,6,10,1,2,2,2,4,5,2,1,2,3,4,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,3,3,1,1,3,2,3,2,3,1,2,4,2,2,1,4,7,3,6,8,3,1,1,1,1,2,2,205,339,4,1,2,2,2,2,2,9,4,2,1,1,3,2,3,3,2,2,2,4,3,0,1,2,3,3,2,1,2,2,2,615
1,205,340,4,4,45,3,10,99,1,6,11,1,2,2,2,2,4,2,1,2,3,0,2,1,0,2,0,0,4,2,0,0,0,0,0,1,0,0,3,2,2,2,1,1,1,3,1,2,2,2,2,1,1,1,1,3,4,3,12,9,1,1,0,1,1,1,2,205,340,4,2,2,2,2,2,2,9,4,1,1,1,1,1,1,2,3,1,2,2,2,0,2,2,3,4,2,1,2,2,7,430
1,205,341,4,3,48,3,11,99,1,6,12,2,4,2,1,3,4,3,1,3,3,5,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,3,4,2,2,1,4,4,2,4,3,2,5,3,19,7,1,1,2,2,2,1,2,205,341,4,2,2,2,2,2,2,11,5,3,2,2,2,2,2,2,3,2,3,4,4,0,2,1,3,4,4,3,2,2,6,313
1,205,342,4,3,44,2,1,1,1,6,3,1,3,2,3,4,6,2,1,2,3,3,2,2,2,1,1,2,1,2,2,1,2,1,1,2,2,2,2,3,3,3,1,1,1,3,3,2,4,2,4,2,1,3,3,3,5,3,23,8,3,1,1,1,1,2,2,205,342,4,1,2,2,2,2,2,3,13,3,1,3,2,3,3,2,2,2,2,2,3,0,2,2,3,2,2,3,2,2,3,104
1,205,343,4,3,41,2,2,2,1,0,5,3,2,2,3,3,4,1,0,2,3,4,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,4,3,1,3,4,3,3,2,3,2,2,2,1,1,1,3,4,3,15,8,4,1,1,1,1,2,2,205,343,4,2,2,2,2,2,2,10,6,1,1,1,2,2,3,2,5,4,4,3,2,0,1,3,3,4,2,1,2,2,8,124
1,205,344,4,4,37,3,2,2,1,6,10,1,4,1,3,3,4,2,1,2,2,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,1,3,3,3,3,3,3,2,2,2,1,2,2,3,7,3,23,5,3,1,3,1,2,2,2,205,344,4,1,2,2,2,2,2,9,13,2,1,1,2,1,3,2,2,2,2,3,2,0,2,2,3,3,1,1,2,2,7,553
1,205,345,4,4,52,3,11,99,1,6,12,1,2,2,1,2,0,2,1,2,2,3,1,2,3,1,1,2,1,3,3,1,1,1,1,1,2,2,3,3,4,3,1,4,4,3,4,2,3,1,2,3,2,3,3,5,5,3,19,7,3,1,1,1,1,2,2,205,345,4,1,2,2,2,2,2,9,4,3,3,3,3,2,2,3,2,2,2,4,2,0,1,1,2,2,5,3,2,2,6,312
1,205,346,4,4,52,2,1,1,1,6,3,1,4,1,2,2,4,2,1,2,10,10,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,3,3,1,3,3,2,1,2,4,2,2,2,1,1,3,2,5,3,23,8,1,1,1,1,1,2,2,205,346,4,1,2,2,2,2,2,0,0,2,1,1,3,2,3,2,4,1,1,1,2,0,1,3,3,1,1,3,2,2,3,118
1,205,347,4,4,58,3,1,1,1,6,3,1,4,2,2,2,3,2,1,3,3,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,3,1,1,3,2,3,2,4,1,4,1,1,1,3,3,5,3,22,7,1,1,1,1,2,2,2,205,347,4,1,2,2,2,2,2,3,4,3,2,2,3,2,3,1,2,1,2,2,1,0,1,2,2,3,2,3,2,2,3,109
1,205,348,4,4,38,3,11,99,1,6,1,2,4,2,3,4,5,2,1,3,3,5,2,1,1,1,1,2,1,2,2,1,3,3,3,1,3,1,2,3,4,4,1,1,4,3,4,3,4,2,3,2,1,2,1,2,5,4,3,8,3,2,1,1,2,2,2,205,348,4,2,2,2,2,2,2,1,13,1,1,1,3,3,3,1,2,2,2,2,2,0,1,2,3,3,3,2,2,2,1,114
1,205,349,4,4,38,3,11,99,1,6,5,1,4,2,3,3,6,2,1,2,2,2,1,1,3,1,1,2,1,3,1,1,0,1,1,2,2,2,2,4,2,2,2,4,4,3,4,2,3,2,3,2,2,2,1,4,5,4,7,9,3,1,1,1,2,2,2,205,349,4,1,2,2,2,2,2,3,5,1,1,1,1,3,2,2,4,2,3,4,3,0,1,4,3,1,1,3,2,2,4,509
1,205,350,4,4,37,3,11,99,1,6,3,1,4,2,2,2,4,2,1,3,2,3,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,4,4,3,4,4,4,2,3,3,3,3,1,3,2,1,2,3,3,4,4,22,7,3,1,1,1,1,2,2,205,350,4,1,2,2,2,2,2,3,4,3,3,3,2,3,3,1,2,1,2,1,2,0,1,2,2,2,1,1,2,2,3,507
1,205,351,4,3,36,0,2,2,1,6,3,0,0,3,1,3,4,2,1,3,4,4,2,3,0,0,0,0,4,0,0,0,0,0,0,1,1,2,2,1,2,2,1,1,1,2,3,1,4,1,1,3,2,3,3,4,4,4,24,7,0,1,2,2,2,2,2,205,351,4,2,2,2,2,2,1,7,3,3,2,2,3,2,2,1,4,3,1,5,4,0,2,1,3,4,3,1,2,2,2,130
1,205,352,4,3,37,3,11,99,1,6,3,1,1,2,2,3,4,1,1,2,3,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2,3,3,2,3,2,3,2,1,2,1,4,4,4,22,7,2,1,1,2,1,2,2,205,352,4,1,2,2,2,2,2,1,13,3,2,2,3,2,2,1,3,2,2,2,2,0,2,4,3,2,2,1,2,2,3,504
1,205,353,4,3,36,3,1,1,1,0,3,0,0,2,1,2,4,1,1,3,2,3,1,3,0,0,0,0,4,0,0,0,0,0,0,1,2,2,2,3,2,2,1,3,1,3,3,2,2,1,3,2,1,2,2,3,3,4,36,7,2,1,1,1,2,2,2,205,353,4,2,2,2,2,2,2,1,4,2,3,2,3,0,3,1,5,1,2,5,4,0,2,1,3,3,2,1,2,2,2,129
1,205,354,4,4,48,3,11,99,3,1,7,1,4,2,2,2,4,2,1,2,4,5,2,1,1,1,1,2,1,1,1,3,3,1,1,1,2,2,2,2,2,2,1,1,4,2,3,2,2,2,2,2,1,1,0,3,3,4,3,8,1,1,1,1,1,2,2,205,354,4,1,2,2,2,2,2,3,12,2,1,1,0,1,3,2,2,2,1,1,1,0,1,3,2,2,1,1,2,2,4,544
1,205,355,4,4,44,3,11,99,1,6,5,1,2,2,3,2,4,2,1,3,4,5,2,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,2,3,1,1,3,3,3,1,1,2,2,4,1,4,1,5,4,4,9,8,3,2,1,1,2,2,2,205,355,4,2,2,2,2,2,2,7,13,1,1,1,1,1,3,1,2,3,4,5,2,0,1,2,3,2,1,3,2,2,4,503
1,205,356,4,4,43,3,1,1,1,6,12,2,2,1,2,3,4,1,1,2,2,4,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,2,4,2,4,4,1,3,3,3,3,2,4,2,4,2,1,2,3,5,5,4,3,8,3,1,2,2,2,2,2,205,356,4,2,2,2,2,2,1,11,4,2,1,1,2,2,3,2,1,1,1,0,0,0,1,1,3,2,1,3,2,2,6,104
1,205,357,4,4,41,3,11,99,1,6,7,1,2,2,1,2,4,2,1,3,3,3,1,2,1,1,1,0,4,0,0,1,1,1,1,1,2,2,2,3,4,4,1,1,2,3,3,3,4,1,3,3,1,2,3,4,4,4,25,5,3,1,1,1,1,2,2,205,357,4,1,2,2,2,2,2,2,4,3,2,2,3,2,2,2,3,3,3,4,4,0,2,1,3,2,4,1,2,2,2,334
1,205,358,4,3,48,3,11,99,1,6,12,1,2,2,1,3,4,2,1,2,3,5,1,3,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,2,3,1,4,3,3,3,3,4,1,2,3,1,2,3,3,5,4,19,8,3,1,1,1,1,1,2,205,358,4,1,2,2,2,2,2,11,4,3,2,2,3,2,3,2,3,2,2,3,3,0,3,4,4,2,2,3,2,2,6,309
1,205,359,4,4,84,3,1,1,1,0,3,2,3,2,1,1,4,2,0,3,2,0,1,2,2,1,2,2,1,0,1,1,1,1,0,1,0,1,2,3,2,2,1,1,2,4,3,2,2,2,2,2,1,3,1,3,4,4,24,8,1,1,1,2,2,1,2,205,359,4,2,2,2,2,2,2,3,6,1,1,2,2,2,2,1,3,2,2,4,3,0,1,2,3,1,2,3,2,2,3,114
1,205,360,4,4,39,3,1,1,1,6,7,2,4,1,2,3,3,1,1,1,2,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,3,2,2,1,1,3,2,3,2,4,1,3,2,1,2,3,4,4,5,29,6,3,1,1,1,1,1,2,205,360,4,1,1,2,2,2,2,7,4,2,3,3,2,2,3,1,2,1,1,3,2,0,2,1,3,2,2,3,2,2,5,313
1,205,361,4,4,39,3,1,2,1,0,5,1,4,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,4,0,0,0,0,0,0,3,2,0,4,3,3,2,1,1,0,3,3,2,5,1,1,1,3,2,0,0,1,5,14,9,3,1,1,1,1,2,2,205,361,4,2,2,2,2,2,2,11,0,1,0,2,0,2,2,1,2,1,4,4,4,0,2,4,4,5,3,3,2,2,4,307
1,205,362,4,4,37,3,11,99,1,6,14,2,4,1,1,5,5,2,1,2,3,2,1,1,3,1,1,2,2,2,1,1,1,1,1,1,2,2,4,4,3,4,3,1,3,4,3,3,4,1,4,5,3,5,1,3,3,5,2,7,3,1,1,2,1,2,2,205,362,4,2,2,2,2,2,2,9,13,2,1,2,3,3,2,1,2,2,1,2,2,0,2,4,4,3,5,1,2,2,5,500
1,205,363,4,3,37,2,2,2,1,6,7,1,4,2,1,3,4,1,1,2,3,4,1,2,3,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,1,3,3,3,3,3,2,2,3,1,2,3,1,4,5,9,8,3,1,3,1,1,2,2,205,363,4,1,2,2,2,2,2,9,13,2,3,3,3,2,3,1,2,1,1,1,1,0,1,2,3,5,2,1,2,2,4,127
1,205,364,4,3,37,3,11,99,1,6,3,2,4,2,1,5,0,2,1,2,3,2,1,1,3,3,3,3,3,3,3,3,3,3,0,1,3,1,2,2,2,2,1,1,2,3,3,2,2,1,2,1,1,1,2,4,1,5,22,0,2,1,1,1,1,2,2,205,364,4,1,2,2,2,2,2,3,4,2,3,3,3,2,3,1,2,2,1,2,0,0,1,2,2,2,1,1,2,2,3,502
1,205,365,4,3,42,2,2,2,1,6,11,1,4,2,2,1,3,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,2,3,2,3,1,1,3,3,3,3,4,2,2,2,1,2,1,5,5,5,24,7,3,1,1,1,1,2,2,205,365,4,1,2,2,2,2,2,6,11,2,1,1,1,2,3,2,5,3,2,4,4,0,2,2,2,2,3,1,2,2,7,345
1,205,366,4,3,40,3,11,99,3,1,3,2,2,2,3,2,3,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,3,3,3,2,1,3,4,3,3,2,4,2,2,2,2,2,3,3,4,5,22,6,4,1,1,1,1,2,2,205,366,4,1,2,2,2,2,2,7,13,2,3,3,3,2,2,2,2,2,1,3,2,0,2,2,2,4,1,1,2,2,3,518
1,205,367,4,3,37,2,3,3,2,6,1,1,3,3,3,4,3,2,1,3,3,3,1,2,1,1,1,1,3,2,2,1,1,1,1,2,1,2,2,4,2,4,1,1,3,2,3,3,2,1,1,2,3,3,3,3,5,2,17,8,1,1,1,2,2,2,2,205,367,4,1,2,2,2,2,2,7,4,2,1,1,3,2,3,1,2,1,1,2,2,0,2,1,3,3,1,3,2,2,7,103
1,205,368,4,3,38,3,11,99,2,6,16,2,1,1,2,1,0,2,1,3,5,7,2,2,2,1,1,0,1,0,0,1,1,1,1,1,2,2,2,2,2,2,1,3,3,2,3,3,4,1,3,2,1,1,3,4,5,2,25,8,3,1,3,1,1,1,2,205,368,4,1,2,2,2,2,2,14,0,2,1,1,3,2,2,2,1,3,2,5,4,0,2,4,3,2,3,3,2,2,1,719
1,205,369,4,3,41,3,1,1,1,6,7,2,3,1,1,1,1,1,1,3,3,5,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,3,3,1,3,3,1,3,2,4,3,1,2,1,2,3,4,5,2,24,3,3,1,2,1,1,1,2,205,369,4,1,2,2,2,2,2,6,13,1,1,1,1,2,1,2,4,2,4,4,3,0,2,3,3,4,1,3,2,2,5,708
1,205,370,4,3,50,3,11,99,1,6,14,1,2,2,1,1,4,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,2,3,1,1,2,4,3,3,3,1,1,2,1,1,3,1,5,2,3,8,3,2,1,2,2,2,2,205,370,4,1,2,2,2,2,2,9,13,4,2,2,3,2,3,1,5,3,2,4,3,0,1,1,2,3,2,1,2,2,5,512
1,205,371,4,3,84,3,1,1,1,6,3,1,3,2,3,4,6,3,1,3,3,4,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,1,3,3,3,2,2,2,4,3,2,3,2,1,5,2,23,7,3,1,1,1,2,2,2,205,371,4,1,2,2,2,2,2,4,3,1,1,1,1,1,3,1,5,1,1,2,3,0,1,1,3,4,2,3,2,2,3,102
1,205,372,4,4,38,3,11,99,2,1,1,2,4,1,2,3,5,1,1,2,4,5,1,1,2,1,1,2,1,2,3,1,2,1,1,1,2,2,2,3,3,3,1,3,3,3,3,3,3,1,1,1,2,1,0,3,5,3,5,7,1,1,1,1,1,2,2,205,372,4,1,2,2,2,2,2,9,13,2,1,1,3,3,3,2,2,2,2,2,2,0,3,2,3,2,4,3,2,2,1,505
1,205,373,4,4,37,3,11,99,2,6,14,1,4,1,3,3,4,1,1,3,2,3,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,3,3,3,1,3,3,2,3,3,3,2,1,2,1,2,3,3,5,3,15,7,2,1,1,1,1,1,2,205,373,4,1,2,2,2,2,2,10,5,2,1,3,3,3,3,1,2,1,1,2,2,0,2,3,3,3,1,3,2,2,8,705
1,205,374,4,4,40,3,11,99,2,1,5,1,4,2,1,2,3,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,4,2,1,1,4,2,4,4,2,1,2,4,2,4,1,3,3,3,9,7,3,2,2,2,2,2,2,205,374,4,2,2,2,2,2,1,5,4,3,2,2,3,0,2,2,2,3,3,4,3,0,2,1,4,4,4,3,2,2,4,522
1,205,375,4,4,46,3,11,99,2,1,7,1,4,2,3,3,5,2,3,3,3,5,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,4,4,4,4,1,1,4,2,3,2,3,2,2,2,2,2,0,3,5,3,16,0,1,1,2,1,1,2,2,205,375,4,1,2,2,2,2,2,7,4,1,1,1,0,1,4,1,1,3,3,5,4,0,1,4,3,3,3,3,2,2,5,717
1,205,376,4,4,40,2,1,1,2,3,12,2,1,3,1,2,4,1,2,2,5,5,1,2,1,1,1,3,1,3,1,1,3,1,3,2,2,2,2,2,2,2,3,1,1,3,4,2,4,1,3,3,2,3,3,3,5,3,6,9,1,1,1,2,1,2,2,205,376,4,2,2,2,2,2,2,0,4,3,3,3,3,2,2,2,3,4,3,2,3,0,3,1,3,2,4,3,2,2,6,102
1,205,377,4,4,42,3,11,99,2,1,7,2,2,1,2,3,6,3,1,2,4,6,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,3,2,2,3,1,1,3,2,3,3,4,2,3,2,2,2,1,4,5,3,4,9,1,1,1,2,2,2,2,205,377,4,1,1,2,2,2,2,9,4,1,1,1,1,2,3,2,4,4,3,4,4,0,2,2,3,4,3,1,2,2,4,530
1,205,378,4,4,43,3,2,2,2,1,7,1,4,1,2,3,4,2,1,3,5,5,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,3,1,1,2,1,3,1,2,1,3,2,1,2,2,2,2,3,13,8,1,1,1,1,1,1,2,205,378,4,1,2,2,2,2,2,9,6,1,1,1,3,2,3,1,2,2,2,4,3,0,2,3,2,4,2,1,2,2,2,115
1,205,379,4,4,40,3,1,1,2,6,11,2,2,3,1,4,5,2,3,3,4,4,2,1,1,1,1,1,1,2,2,2,2,1,1,1,3,2,3,2,1,4,1,3,3,3,3,2,3,1,3,3,1,2,3,2,4,3,18,8,1,1,1,1,1,2,2,205,379,4,2,2,2,2,2,2,10,0,3,2,2,3,2,3,1,2,1,2,2,1,0,2,4,3,2,3,3,2,2,0,319
1,205,380,4,4,40,2,2,2,2,6,16,2,4,2,2,1,3,3,1,3,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,1,2,2,4,4,4,4,1,3,3,3,3,3,3,1,2,3,1,3,3,3,5,3,15,7,3,1,4,1,1,2,2,205,380,4,2,2,2,2,2,2,0,0,0,3,2,3,2,2,2,1,1,2,2,2,0,1,2,3,2,2,2,2,2,1,127
1,205,381,4,4,40,3,0,0,2,6,5,2,2,2,1,3,4,2,1,2,4,5,2,3,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,3,3,3,1,3,3,3,3,2,2,1,3,2,2,2,3,4,5,3,36,5,3,1,2,1,1,2,2,205,381,4,1,2,2,2,2,2,5,13,1,1,2,3,2,2,1,2,3,2,4,4,0,2,2,3,3,2,3,2,2,4,717
1,205,382,4,3,43,3,11,99,2,6,12,1,4,2,2,3,4,2,1,3,5,5,2,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,3,3,3,1,3,3,2,3,2,2,2,3,2,2,4,3,3,5,3,21,8,3,1,1,1,1,1,2,205,382,4,1,2,2,2,2,2,9,13,3,2,2,2,2,3,3,2,2,2,2,2,0,1,2,3,4,1,1,2,2,3,513
1,205,383,4,3,45,3,2,2,2,6,3,2,4,1,1,5,3,2,1,2,3,4,1,3,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,3,3,3,1,3,3,2,3,3,5,1,3,2,0,3,2,3,4,3,22,7,3,1,1,1,1,1,2,205,383,4,1,2,2,2,2,2,0,3,3,2,2,3,2,2,2,4,4,4,4,3,0,2,1,1,2,2,1,2,2,2,109
1,205,384,4,4,54,3,11,99,2,6,16,2,4,2,3,2,5,2,1,3,2,3,2,2,3,1,1,2,1,1,2,1,2,2,1,1,2,2,2,3,4,4,1,3,3,1,3,2,2,2,1,3,1,2,3,4,3,3,19,7,1,1,1,1,2,2,2,205,384,4,1,2,2,2,2,2,14,4,2,1,1,3,3,3,1,2,2,3,4,2,0,1,2,3,4,3,3,2,2,3,715
1,205,385,4,4,55,3,11,99,2,0,16,1,2,2,2,2,3,3,2,2,3,4,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,3,3,3,3,1,1,3,2,3,3,4,1,2,3,2,2,2,3,5,3,12,7,3,1,1,1,1,2,2,205,385,4,2,2,2,2,2,2,14,6,4,3,3,1,2,2,1,2,2,4,4,2,0,2,2,3,3,2,3,2,2,1,508
1,205,386,4,4,66,3,11,99,2,1,16,1,2,2,1,2,3,2,1,2,2,2,1,2,2,1,1,3,1,3,1,1,3,1,1,1,1,2,2,3,3,2,1,3,3,3,3,2,3,1,4,3,2,2,3,3,5,3,6,0,3,1,1,1,2,2,2,205,386,4,1,2,2,2,2,2,14,10,2,2,1,3,2,3,2,1,1,2,2,2,0,1,2,3,4,2,3,2,2,3,707
1,205,387,4,4,99,3,11,99,2,6,4,2,4,1,3,4,3,3,1,2,2,2,1,1,0,0,0,0,4,0,0,0,0,0,0,3,3,1,0,3,3,3,3,1,3,5,4,4,2,2,5,1,1,1,2,2,2,3,4,7,3,2,4,2,2,2,2,205,387,4,1,2,2,2,2,2,4,4,1,3,3,2,1,4,1,1,3,1,1,1,0,2,2,3,1,1,3,2,2,1,516
