CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.7.,Q.8A.,Q.8B.,Q.9.,Q.10.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17A.,Q.17B.,Q.17C.,Q.18A.,Q.18A..1,Q.18A..2,Q.18A..3,Q.18A..4,Q.18A..5,Q.18A..6,Q.18A..7,Q.18A..8,Q.18A..9,Q.18A..10,Q.18A..11,Q.18A..12,Q.18B.,Q.19.,Q.20.,Q.20..1,Q.20..2,Q.20..3,Q.20..4,Q.20..5,Q.20..6,Q.20..7,Q.20..8,Q.20..9,Q.20..10,Q.20..11,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,CARD..1,DECK..1,BALLOT..1,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44.,V.44A.,Q.45.,Q.46.,Q.47.,Q.48A.,V.50.,V.51.,V.52.,V.53.
1,106,616,4,4,6,2,9,9,3,2,11,6,5,3,4,1,12,6,1,4,9,7,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,5,1,4,4,4,4,2,3,3,3,3,2,2,9,2,106,616,4,9,9,9,30,7,10,70,7,1,1,1,1,1,5,21,9
1,106,617,4,4,5,2,9,9,3,2,11,5,5,3,4,3,12,6,2,3,8,7,6,2,2,2,2,2,2,2,2,1,2,2,2,11,6,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,1,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,617,4,9,9,9,90,5,10,50,5,1,1,1,1,1,5,11,4
1,106,618,4,3,6,2,9,9,3,2,10,6,5,4,5,2,17,4,1,0,11,5,5,2,2,2,2,2,2,2,2,1,2,2,2,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,5,3,4,5,3,4,3,2,2,2,3,3,3,1,2,2,9,2,106,618,4,9,9,9,90,6,20,60,6,1,1,4,1,2,3,22,3
1,106,619,4,1,1,2,9,9,3,2,9,5,3,4,4,1,10,6,1,3,2,8,4,2,2,1,2,2,2,2,2,2,2,2,2,2,5,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,3,2,1,1,2,3,3,3,2,1,2,2,2,106,619,4,2,3,1,20,5,10,50,3,3,3,4,1,4,3,12,1
1,106,620,4,1,1,2,9,9,3,2,9,4,3,4,4,2,10,7,1,3,2,8,3,2,2,1,2,2,2,2,2,2,2,2,2,8,4,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,3,2,4,2,2,1,4,2,2,2,1,3,2,2,106,620,4,2,1,1,20,9,20,90,9,2,3,4,1,1,2,12,1
1,106,621,4,4,6,2,9,9,3,2,9,4,5,4,5,1,10,1,4,3,10,2,4,2,2,2,2,2,2,2,2,1,2,2,2,8,8,2,2,2,1,2,2,2,2,2,2,2,2,2,5,3,4,3,3,3,4,2,2,3,3,3,3,3,2,2,4,2,106,621,4,2,3,3,20,2,10,20,7,3,2,2,2,3,3,21,2
1,106,622,4,1,1,2,9,9,3,2,9,5,1,4,4,1,10,3,1,3,2,6,2,2,2,2,2,2,2,2,2,2,1,2,2,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,4,1,3,4,4,2,2,2,2,3,3,4,1,2,2,2,106,622,4,1,3,1,10,3,20,80,0,4,3,3,2,1,3,12,1
1,106,623,4,1,1,2,9,9,3,2,9,3,5,4,4,1,10,1,2,3,2,7,3,2,2,2,2,2,2,2,2,2,1,2,2,8,4,3,2,2,2,2,2,2,1,2,2,2,2,2,3,1,3,2,2,0,2,2,2,2,3,2,2,4,2,2,1,2,106,623,4,3,3,1,10,9,20,90,0,4,3,4,1,3,3,12,1
1,106,624,4,3,6,2,9,9,3,2,6,6,2,4,5,2,10,1,1,3,5,4,3,2,2,1,2,2,2,1,2,2,2,2,2,8,9,3,2,2,2,2,2,1,2,2,2,2,2,2,4,1,3,1,3,4,4,1,1,1,3,1,2,1,1,1,2,2,106,624,4,2,2,1,10,4,20,90,0,4,3,3,1,1,1,21,2
1,106,625,4,1,1,2,9,9,3,2,3,6,5,4,1,5,10,1,4,3,5,7,3,2,2,2,2,2,2,2,1,2,1,2,2,6,3,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,2,1,4,2,2,2,3,3,3,5,1,2,2,2,106,625,4,2,3,1,20,3,10,30,3,1,1,0,0,0,3,11,2
1,106,626,4,1,1,2,9,9,3,2,10,6,5,4,4,1,10,1,1,1,2,6,2,2,2,1,2,2,2,2,2,2,2,2,2,11,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,1,3,4,3,1,1,2,3,3,3,1,1,2,2,2,106,626,4,2,1,1,10,9,20,80,9,1,1,3,1,1,3,12,1
1,106,627,4,3,5,2,9,9,2,2,9,6,5,4,1,5,10,1,3,3,5,4,5,2,2,1,2,2,2,1,2,2,2,2,2,8,9,2,2,2,2,2,2,1,2,2,2,2,2,2,4,3,4,1,1,4,4,1,1,1,3,1,1,5,1,1,2,2,106,627,4,2,1,1,20,2,10,20,2,1,1,1,2,3,1,12,1
1,106,628,4,3,5,2,9,9,3,2,8,6,2,4,5,1,10,1,3,3,6,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,9,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,5,3,4,4,1,1,1,3,4,1,2,2,1,2,2,106,628,4,2,1,1,10,5,10,50,5,1,1,3,2,3,2,11,2
1,106,629,4,1,1,2,9,9,3,2,4,5,1,4,1,5,10,1,1,3,2,6,3,2,2,1,2,2,2,2,2,2,2,2,2,7,4,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,5,3,4,2,2,2,3,4,4,4,5,1,3,2,2,106,629,4,2,1,1,10,9,10,90,9,1,2,1,1,2,2,12,1
1,106,630,4,2,5,1,9,9,2,2,6,6,5,4,1,5,10,1,3,3,6,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,8,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,3,2,2,2,1,2,3,3,2,5,2,3,2,2,106,630,4,2,3,1,20,2,10,20,2,1,1,1,1,2,2,11,5
1,106,631,4,1,1,2,9,9,3,2,9,4,1,4,4,3,10,6,1,3,2,6,3,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,1,1,3,3,1,1,3,3,1,1,4,1,1,2,2,106,631,4,2,1,2,30,9,10,90,9,1,1,1,1,1,2,12,1
1,106,632,4,2,1,2,9,9,3,2,2,6,5,4,1,5,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,0,3,4,1,2,1,1,3,4,2,3,3,3,5,2,2,4,2,106,632,4,3,3,2,30,9,10,90,0,4,3,4,1,1,4,11,2
1,106,633,4,2,1,2,9,9,3,2,4,4,2,4,1,5,10,1,4,3,5,5,2,2,2,2,2,2,2,2,1,1,2,2,2,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,4,5,2,2,1,3,2,2,3,3,3,5,2,2,4,2,106,633,4,3,3,2,30,9,10,90,9,1,1,1,1,1,3,11,2
1,106,634,4,3,5,2,9,9,3,2,3,4,1,4,1,5,10,1,1,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,1,1,4,3,3,3,2,3,3,3,5,2,2,2,2,106,634,4,3,2,2,20,3,10,30,3,1,1,4,1,2,4,11,2
1,106,635,4,2,3,2,9,9,3,2,8,6,5,4,1,5,10,1,1,3,5,6,4,2,2,1,2,2,2,2,2,2,2,2,2,2,9,3,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,3,3,2,4,2,2,3,3,3,5,2,2,4,2,106,635,4,3,3,2,30,2,10,20,9,3,1,3,1,4,5,12,1
1,106,636,4,2,1,1,2,3,3,2,2,6,4,4,1,5,10,1,3,3,10,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,9,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,2,4,3,3,2,3,3,3,5,2,2,2,2,106,636,4,2,2,3,30,6,10,60,6,1,1,1,2,2,4,11,5
1,106,637,4,2,1,1,1,3,3,2,2,6,5,4,1,5,10,1,4,3,10,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,5,3,3,2,2,4,2,3,3,3,5,2,2,4,2,106,637,4,3,3,1,30,2,10,20,2,1,1,1,1,1,4,11,5
1,106,638,4,2,1,1,2,3,3,2,2,6,5,4,1,5,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,2,1,2,2,2,2,2,2,2,0,2,4,5,2,1,1,3,2,2,3,3,3,5,2,2,4,2,106,638,4,3,3,2,30,3,10,30,3,1,2,2,1,1,3,11,5
1,106,639,4,2,1,1,2,3,3,2,2,6,5,4,1,5,10,1,4,3,10,3,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,5,0,4,4,4,3,2,4,4,2,5,2,3,2,2,106,639,4,1,2,2,20,5,10,50,5,1,3,3,1,2,5,11,2
1,106,640,4,2,1,1,2,3,3,2,10,6,5,3,1,5,4,3,4,1,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,1,3,3,4,4,2,3,3,3,5,2,2,9,2,106,640,4,9,9,9,90,2,10,20,2,1,1,1,1,1,5,12,6
1,106,641,4,2,1,1,2,3,3,2,9,6,5,3,4,1,10,1,4,3,2,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,1,3,3,1,1,2,3,3,3,2,1,3,2,2,106,641,4,2,3,1,20,2,10,20,2,1,2,4,1,2,2,11,2
1,106,642,4,2,1,1,1,3,3,2,4,4,5,3,1,5,10,2,1,3,5,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,8,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,2,4,4,3,3,2,3,3,3,5,1,2,9,2,106,642,4,9,9,9,90,2,20,20,2,1,2,1,1,1,4,11,3
1,106,643,4,1,1,1,5,3,3,2,10,6,5,4,4,3,10,1,1,3,6,3,3,2,2,2,2,2,2,2,2,1,2,2,2,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,1,1,3,3,2,2,2,3,3,3,2,1,3,2,2,106,643,4,2,2,3,20,9,10,90,9,1,1,1,1,2,2,12,1
1,106,644,4,2,1,1,1,3,3,2,10,6,5,4,1,5,10,3,4,3,5,4,5,2,2,2,2,2,2,2,2,2,2,1,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,5,1,3,3,4,4,2,3,3,3,5,2,2,9,2,106,644,4,9,9,9,90,3,10,30,3,1,1,1,1,1,5,11,4
1,106,645,4,2,1,1,2,3,3,2,8,6,5,4,4,2,10,1,4,1,6,4,3,2,2,2,2,2,2,2,2,1,2,2,2,7,3,2,2,1,2,2,2,2,2,2,2,2,2,2,0,3,4,1,3,3,2,1,1,2,3,3,1,4,1,3,2,2,106,645,4,1,2,1,10,2,10,20,2,1,1,1,1,4,2,11,5
1,106,646,4,1,1,1,5,3,3,2,8,4,3,4,1,5,10,1,4,3,11,4,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,4,4,4,4,2,3,3,3,5,2,2,4,2,106,646,4,3,3,2,31,2,11,21,2,4,1,4,1,1,5,11,2
1,106,647,4,2,1,1,2,3,3,2,8,4,5,4,4,1,10,1,4,3,5,2,3,2,2,2,2,2,2,2,2,1,2,2,2,7,3,3,2,2,2,1,2,2,2,2,2,1,2,2,4,3,4,5,3,4,3,2,4,2,3,3,3,3,2,2,2,2,106,647,4,3,3,2,30,3,10,30,3,1,1,1,3,3,4,11,5
1,106,648,4,2,1,1,2,3,3,2,9,4,5,4,1,5,10,1,4,3,11,3,5,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,1,1,3,3,4,4,2,3,3,3,5,2,2,4,2,106,648,4,3,3,2,30,3,10,30,3,1,2,2,2,1,5,11,5
1,106,649,4,2,1,1,1,3,3,2,9,6,5,4,4,1,10,1,3,3,10,4,3,2,2,2,2,2,2,2,2,1,2,2,2,8,9,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,1,2,2,4,1,2,2,3,4,2,4,2,3,2,2,106,649,4,2,2,1,20,6,10,60,6,1,1,1,2,3,2,11,2
1,106,650,4,1,1,1,5,3,3,2,9,4,4,4,4,1,10,6,3,3,2,7,4,2,2,1,2,2,2,2,2,2,2,2,2,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,3,2,2,4,4,2,3,3,3,3,2,2,4,2,106,650,4,3,3,2,30,9,20,90,9,2,1,1,1,1,5,12,1
1,106,651,4,2,1,1,5,3,3,2,5,6,5,4,1,5,10,1,2,3,10,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,4,1,2,2,1,2,2,2,3,2,3,5,1,3,2,2,106,651,4,2,2,1,20,6,10,60,6,1,1,2,2,2,2,11,5
1,106,652,4,2,1,1,5,3,3,2,4,4,3,5,1,5,6,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,4,4,2,1,1,2,2,2,3,3,3,5,2,3,9,2,106,652,4,9,9,9,90,1,10,10,1,1,1,1,2,2,2,10,1
1,106,653,4,2,1,1,5,3,3,2,4,5,1,5,1,5,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,1,2,2,1,3,2,2,3,3,2,5,2,2,9,2,106,653,4,3,2,3,20,3,10,30,3,1,1,1,1,1,3,11,5
1,106,654,4,2,1,1,2,3,3,2,4,4,5,5,5,1,10,1,4,5,12,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,2,2,2,2,2,3,3,2,4,2,2,2,2,106,654,4,2,3,3,20,7,10,71,2,4,2,3,1,2,3,11,2
1,106,655,4,2,1,1,5,3,3,2,4,6,5,5,1,5,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,3,2,2,2,2,1,2,2,2,2,2,2,2,5,3,4,5,2,1,1,4,3,2,3,3,3,5,2,2,4,2,106,655,4,3,3,2,30,3,10,30,3,1,1,1,1,1,5,11,2
1,106,656,4,1,1,1,5,3,3,2,4,3,5,5,1,5,10,1,4,1,10,4,3,2,2,2,2,2,2,2,2,2,1,2,2,4,4,1,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,3,1,4,3,4,4,2,3,3,3,5,2,2,4,2,106,656,4,3,3,2,30,5,10,50,5,1,1,1,1,2,5,11,2
1,106,657,4,2,1,1,2,3,3,2,4,1,5,5,1,5,10,1,1,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,1,2,1,1,4,4,2,3,3,3,5,2,2,4,2,106,657,4,3,3,2,30,4,10,40,4,1,1,1,1,1,5,11,5
1,106,658,4,2,1,1,5,3,3,2,4,6,4,5,1,5,4,3,1,5,12,0,0,2,2,2,2,2,2,1,1,2,2,2,2,4,0,1,2,2,2,2,2,2,2,1,1,2,2,2,2,3,4,1,2,1,1,1,1,1,3,1,2,5,1,1,9,2,106,658,4,9,9,9,90,7,10,70,7,1,1,3,1,2,1,12,6
1,106,659,4,2,1,1,5,3,3,2,4,1,5,5,1,5,4,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,4,1,2,2,1,2,2,2,3,3,2,5,1,3,9,2,106,659,4,9,9,9,90,6,10,60,0,4,2,1,1,2,2,12,6
1,106,660,4,2,1,1,2,3,3,2,4,6,5,5,5,1,10,1,4,3,6,5,3,2,2,2,2,2,2,2,2,2,1,2,2,4,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,3,2,2,3,2,2,3,3,3,4,1,3,2,2,106,660,4,2,3,2,30,2,10,20,2,1,2,1,3,3,2,11,2
1,106,661,4,2,1,1,5,3,3,2,4,4,5,5,1,5,4,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,5,2,4,2,2,1,1,4,4,2,3,3,3,5,2,2,9,2,106,661,4,9,9,9,30,8,10,80,8,1,1,1,1,1,5,12,2
1,106,662,4,2,1,1,2,3,3,2,4,4,5,5,5,1,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,2,1,2,2,2,2,2,2,2,5,3,4,1,2,1,1,3,3,2,3,3,3,3,2,2,4,2,106,662,4,3,3,2,30,3,10,30,3,1,1,1,1,2,4,11,5
1,106,663,4,2,1,1,2,3,3,2,4,3,5,5,5,1,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,5,3,4,1,2,1,1,2,3,2,3,3,2,3,2,2,4,2,106,663,4,3,3,1,20,4,10,40,0,4,3,3,1,1,4,11,5
1,106,664,4,2,1,1,2,3,3,2,4,5,5,5,1,5,10,1,3,3,5,5,3,1,2,2,2,2,2,2,2,2,2,2,2,8,7,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,3,1,2,1,1,2,2,2,3,2,2,5,1,3,2,2,106,664,4,1,2,1,10,9,10,90,9,1,1,2,2,2,2,12,1
1,106,665,4,2,1,1,5,3,3,2,4,6,5,5,1,5,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,5,2,1,1,2,2,2,3,3,2,5,1,3,2,2,106,665,4,2,2,1,20,3,10,30,3,1,1,1,1,1,2,11,2
1,106,666,4,1,1,1,5,3,3,2,4,6,5,5,1,5,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,4,5,2,1,1,2,2,1,2,2,2,5,1,3,2,2,106,666,4,2,2,1,20,3,10,30,3,1,1,1,1,1,2,11,2
1,106,667,4,2,1,1,5,3,3,2,5,3,5,5,1,5,4,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,1,3,3,2,1,1,3,3,2,3,3,3,5,2,2,9,2,106,667,4,9,9,9,90,7,20,70,7,1,1,2,1,1,4,12,6
1,106,668,4,2,1,1,5,3,3,2,5,5,5,5,1,5,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,4,1,2,1,1,4,4,2,3,3,3,5,2,2,4,2,106,668,4,3,3,2,30,3,10,30,3,1,1,1,2,1,5,11,2
1,106,669,4,2,1,1,5,3,3,2,5,4,5,5,1,5,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,1,2,1,1,4,4,2,3,3,3,5,2,2,4,2,106,669,4,3,3,2,30,2,10,20,2,1,1,1,1,1,5,11,5
1,106,670,4,2,1,1,5,3,3,2,5,5,5,5,1,5,4,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,7,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,3,4,1,2,2,1,2,3,2,3,3,2,5,0,3,9,2,106,670,4,9,9,9,90,8,10,80,0,4,0,2,2,2,4,12,6
1,106,671,4,2,1,1,5,3,3,2,5,4,5,5,1,5,4,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,1,2,1,1,2,2,3,3,2,2,5,1,3,9,2,106,671,4,9,9,9,90,8,10,80,8,1,1,1,1,2,2,12,2
1,106,672,4,2,1,1,5,3,3,2,5,6,3,5,1,5,4,3,3,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,5,1,4,3,2,2,1,2,3,2,3,2,3,5,2,2,9,2,106,672,4,9,9,9,90,9,10,90,9,1,1,1,2,1,4,12,2
1,106,673,4,1,1,1,5,3,3,2,5,6,1,5,4,2,10,1,4,3,2,5,1,2,2,2,2,2,2,2,2,2,1,2,2,4,4,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,2,3,3,4,2,3,3,2,3,3,3,4,2,2,2,2,106,673,4,3,3,2,30,3,20,80,3,1,1,4,1,1,4,11,2
1,106,674,4,2,1,1,5,3,3,2,5,4,5,5,1,5,6,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,5,3,4,1,2,1,1,2,2,2,3,2,3,5,1,3,9,2,106,674,4,9,9,9,90,1,10,10,1,1,1,2,1,2,2,10,1
1,106,675,4,1,1,1,2,3,3,2,5,1,5,5,1,5,10,1,4,3,5,6,3,2,2,2,2,2,2,2,2,1,2,2,2,9,3,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,4,1,2,1,1,1,1,3,3,3,1,5,1,3,2,2,106,675,4,2,1,1,10,2,10,20,2,1,1,1,1,1,2,11,2
1,106,676,4,2,1,1,5,3,3,2,6,6,1,5,1,5,4,3,4,5,12,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,8,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,2,2,2,2,2,2,3,3,2,5,1,3,9,2,106,676,4,9,9,9,90,2,20,20,0,4,3,4,1,3,2,12,7
1,106,677,4,1,1,1,5,3,3,2,6,5,5,5,4,1,10,6,1,1,2,6,2,2,2,1,2,2,2,1,2,2,2,2,2,8,0,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,4,5,1,4,4,2,1,2,3,2,3,4,1,3,2,2,106,677,4,2,1,1,20,9,10,90,9,1,2,4,2,2,2,12,1
1,106,678,4,2,1,1,5,3,3,2,6,6,5,5,4,1,10,1,4,1,6,2,2,2,2,2,2,2,2,2,2,2,1,2,2,8,9,3,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,1,2,2,2,3,3,2,3,3,2,4,2,2,4,2,106,678,4,3,3,3,30,2,10,20,2,1,1,1,1,2,4,11,5
1,106,679,4,2,1,1,5,3,3,2,7,5,5,5,4,1,10,1,3,3,2,6,5,2,2,2,2,2,2,1,2,2,1,2,2,8,9,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,5,3,4,2,1,1,3,2,2,3,1,1,1,2,2,106,679,4,1,9,3,20,9,10,90,9,1,1,1,1,2,1,12,1
1,106,680,4,2,1,1,5,3,3,2,7,6,5,5,4,2,10,1,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,5,3,4,1,2,1,1,4,4,2,3,3,3,3,2,2,4,2,106,680,4,3,3,2,30,9,10,90,9,1,1,1,1,1,5,11,2
1,106,681,4,2,1,1,1,3,3,2,2,4,5,5,1,5,10,1,4,3,6,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,2,2,3,2,2,3,3,2,5,1,3,2,2,106,681,4,2,2,2,30,9,10,90,9,1,1,2,2,4,2,11,2
1,106,682,4,2,1,1,2,3,3,2,9,6,5,5,4,1,10,1,4,3,11,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,5,1,3,3,3,2,2,3,3,3,2,1,3,2,2,106,682,4,2,3,3,20,9,10,90,9,1,1,1,1,1,2,11,5
1,106,683,4,2,1,1,5,3,3,2,9,5,4,5,4,1,10,1,4,3,6,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,1,1,2,3,1,2,4,1,2,2,2,106,683,4,2,2,1,20,5,10,50,5,1,1,1,1,2,3,11,2
1,106,684,4,1,1,1,2,3,3,2,9,1,5,5,1,5,10,1,4,4,4,3,3,2,1,2,2,2,2,1,2,2,2,2,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,1,2,1,3,3,3,2,2,3,2,3,5,2,2,3,2,106,684,4,2,3,2,30,7,10,70,7,1,1,1,1,1,3,11,2
1,106,685,4,1,1,1,5,3,3,2,10,3,5,5,4,1,10,2,3,4,8,7,6,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,2,3,1,1,1,2,3,1,1,1,1,2,2,106,685,4,2,1,1,10,9,20,80,9,1,2,3,1,3,2,12,1
1,106,686,4,2,1,1,5,3,3,2,8,4,5,5,4,2,10,1,4,3,10,3,2,2,2,2,2,2,2,2,2,1,2,2,2,7,2,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,2,4,3,3,2,3,3,3,2,2,2,2,2,106,686,4,2,2,2,30,7,10,70,4,3,1,3,1,2,4,11,2
1,106,687,4,2,1,1,2,3,3,2,3,6,5,4,1,5,10,1,4,3,2,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,3,2,2,2,2,3,3,3,5,2,2,2,2,106,687,4,2,2,3,20,2,10,20,2,1,1,4,2,4,3,11,5
1,106,688,4,2,1,2,2,3,3,2,3,6,5,4,1,5,10,1,4,3,5,2,3,2,2,2,2,2,2,1,2,1,2,2,2,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,3,4,1,1,2,3,2,3,5,1,1,1,2,106,688,4,1,2,1,10,7,10,70,7,1,1,1,1,3,1,11,5
1,106,689,4,2,1,1,5,3,3,2,3,6,4,4,1,5,10,1,3,3,10,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,8,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,3,2,2,1,3,1,3,1,1,5,1,1,1,2,106,689,4,1,1,1,10,2,10,20,3,3,1,3,1,3,4,11,5
1,106,690,4,2,1,1,5,3,3,2,3,6,4,4,1,5,10,1,4,3,6,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,1,3,2,4,2,2,2,3,3,3,5,1,3,2,2,106,690,4,3,3,3,30,9,10,90,9,1,1,1,2,2,2,11,2
1,106,691,4,2,1,1,2,3,3,2,3,5,5,4,1,5,10,1,4,1,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,1,2,1,1,3,2,3,3,3,2,5,2,2,4,2,106,691,4,3,3,2,30,8,10,80,7,3,2,3,2,1,3,11,2
