CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5B.,Q.6.,Q.7.,Q.8A.,Q.8B.,Q.8C.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.12B.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20A.,Q.20B.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28C.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.32B.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.35C.,Q.35D.,Q.35E.,Q.35F.,Q.35G.,Q.35I.,Q.35J.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.39A.,Q.39B.,Q.39C.,Q.39D.,Q.39E.,Q.39F.,Q.39G.,Q.39H.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.40A.,Q.40B.,Q.40C.,Q.40D.,Q.40E.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.50E.,Q.51D.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.57B.,Q.57C.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.61.,Q.62.,Q.63.,Q.63..1,Q.63..2,Q.63..3,Q.63..4,Q.63..5,Q.63..6,Q.63..7,Q.63..8,Q.63..9,Q.63..10,Q.63..11,Q.63..12,Q.63..13,Q.64.,V.66.,V.67.,V.68.
1,100,322,6,2,4,9,10,2,4,1,3,5,3,3,4,3,2,1,2,1,2,2,3,1,2,2,8,2,2,4,10,3,2,2,2,2,3,3,4,4,1,1,3,3,3,2,3,2,1,3,0,3,1,2,3,1,3,2,3,1,2,2,1,3,1,2,2,2,2,100,322,6,3,3,3,3,2,3,3,2,2,4,2,2,4,1,4,4,2,2,2,1,1,1,3,1,1,5,5,3,3,1,4,2,1,7,4,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,3,2,70
1,100,323,6,2,4,1,1,3,3,1,4,4,3,0,1,1,2,1,1,2,1,1,1,1,2,2,8,1,3,1,3,2,2,1,1,0,1,1,1,1,4,1,3,2,2,2,2,0,0,0,0,0,0,0,0,0,1,5,3,3,0,2,2,3,1,2,1,1,2,100,323,6,1,0,3,3,3,3,2,4,4,4,4,4,4,2,4,4,4,2,2,1,1,1,1,1,1,5,2,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,3,68
1,100,324,6,2,4,10,1,2,3,2,3,4,3,2,4,3,1,2,3,1,2,1,1,2,2,2,8,3,3,4,4,3,3,1,1,3,3,3,4,4,1,1,1,3,1,0,1,2,1,0,0,1,1,0,1,1,0,5,2,1,1,2,2,3,1,3,2,1,2,100,324,6,1,1,1,1,1,3,2,1,2,2,2,2,3,1,4,4,3,2,2,3,1,1,2,1,1,1,1,4,1,1,5,3,3,9,4,2,2,1,1,2,1,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,5,53
1,100,325,6,2,4,11,1,4,3,1,3,4,1,3,1,3,2,2,1,2,2,6,1,2,1,1,8,0,0,4,3,3,3,1,1,0,2,2,2,2,4,1,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,5,1,1,1,2,2,3,1,3,2,1,2,100,325,6,2,1,1,1,3,2,2,1,3,3,4,1,4,1,4,4,4,2,2,3,1,2,3,1,1,1,1,1,4,1,4,2,3,9,3,2,1,1,0,3,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,4,3,3,55
1,100,326,6,2,4,3,2,2,5,1,3,5,2,3,0,0,3,2,1,3,4,2,1,1,0,0,8,3,1,1,11,2,3,2,1,1,4,5,5,5,2,3,4,3,3,4,2,1,1,3,0,3,1,1,3,2,1,2,1,1,1,2,1,4,1,3,2,1,2,100,326,6,1,0,0,2,2,3,1,1,1,2,0,1,2,2,0,4,4,2,2,1,1,3,3,2,2,0,0,0,0,0,4,3,1,8,4,2,1,0,0,3,3,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,0,3,2,66
1,100,327,6,2,4,0,2,2,4,1,3,4,3,3,3,2,2,1,1,3,1,4,1,1,1,1,8,2,3,0,3,2,3,2,0,3,4,4,4,4,2,0,3,3,3,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,2,1,1,4,1,3,2,2,2,100,327,6,0,0,0,1,2,2,2,4,4,4,4,4,4,4,4,2,4,2,2,1,1,3,3,3,1,1,1,1,1,1,3,3,1,9,4,2,1,0,1,3,2,1,0,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,6,12
1,100,328,6,1,0,0,4,4,3,1,4,4,0,0,1,0,0,3,0,0,0,1,1,1,1,2,0,0,0,0,1,2,0,5,0,0,0,5,4,4,1,1,3,3,1,3,2,1,0,0,0,0,0,0,0,0,0,5,2,0,2,3,0,0,0,0,0,0,2,100,328,6,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,0,3,1,1,1,0,0,0,12,0,1,1,1,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,1,61
1,100,329,6,2,4,10,1,3,4,1,3,5,3,4,4,3,2,1,2,2,2,6,1,1,2,2,8,2,2,4,3,1,3,2,1,3,2,3,3,4,2,3,4,3,3,2,1,1,1,3,3,1,1,1,2,1,2,1,3,3,2,2,1,2,2,2,2,1,2,100,329,6,3,3,2,2,2,2,3,2,3,4,4,3,4,4,4,4,3,2,2,1,1,2,3,1,2,5,2,5,5,5,3,2,1,8,4,2,1,2,1,2,1,1,3,4,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,3,2,2
1,100,330,6,2,4,10,1,3,4,1,4,4,1,4,3,3,1,1,2,2,3,1,1,1,2,2,8,2,3,1,4,1,3,1,1,2,2,2,2,3,3,3,4,2,2,3,2,2,1,1,1,1,1,1,1,1,1,5,1,3,1,3,1,2,2,1,1,1,2,100,330,6,3,3,3,3,1,3,0,4,1,4,1,4,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,5,5,1,2,4,1,9,4,2,2,1,1,2,3,2,4,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,3,3,10
1,100,331,6,2,4,0,0,0,3,1,0,4,3,3,1,2,2,1,1,2,2,3,0,1,2,0,9,1,1,4,6,3,2,1,1,2,2,2,2,2,2,2,2,3,0,3,1,1,1,0,0,1,1,0,0,1,1,5,1,1,1,2,2,2,2,1,1,1,2,100,331,6,0,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0,0,2,2,1,1,1,2,3,3,2,2,0,5,1,3,1,1,9,4,2,1,1,0,3,2,2,3,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,1,8
1,100,332,6,2,4,9,1,3,2,1,3,4,1,3,4,3,2,1,2,1,1,4,1,1,1,2,8,2,2,4,6,3,2,1,2,3,3,3,3,3,1,1,1,3,3,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,1,2,100,332,6,2,2,2,1,2,2,3,2,2,4,2,3,4,4,4,4,2,2,2,1,1,1,3,1,1,1,1,1,3,1,2,4,1,6,4,2,1,1,2,3,2,1,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,6,64
1,100,333,6,1,4,11,5,4,3,1,3,4,1,4,2,2,1,2,1,2,3,6,1,1,2,1,0,1,3,2,2,2,2,2,2,3,2,2,2,2,3,1,4,3,3,1,2,1,1,0,0,1,3,3,0,1,1,5,1,1,2,1,2,2,2,2,2,2,2,100,333,6,0,0,0,0,0,2,1,2,2,0,3,4,4,4,0,4,4,0,2,1,1,1,4,1,1,1,1,2,1,2,1,2,1,11,3,1,1,1,1,3,2,2,1,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,1,59
1,100,334,6,2,4,9,2,2,3,1,3,4,0,2,1,3,1,1,2,1,1,2,1,1,2,2,8,3,1,1,7,3,3,1,1,3,3,4,3,5,1,2,4,3,3,5,1,1,1,3,3,3,1,1,2,1,1,5,3,1,1,1,3,2,2,3,1,1,2,100,334,6,3,2,3,1,2,3,3,1,1,1,4,2,4,2,4,4,2,2,2,3,2,1,5,3,3,1,1,4,1,1,5,3,2,8,4,2,1,1,1,3,1,1,4,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,4,3,3,81
1,100,335,6,1,4,3,1,4,5,1,3,4,3,3,4,3,2,2,3,1,3,1,1,1,2,2,8,3,3,1,4,1,3,1,1,3,3,3,3,4,4,1,2,3,2,3,1,1,1,1,1,1,1,1,3,1,3,5,3,3,2,2,1,1,2,2,2,1,2,100,335,6,2,3,1,1,2,2,3,2,2,4,2,4,4,2,4,4,1,2,2,1,1,2,4,2,3,4,2,2,1,5,4,2,1,11,3,2,1,1,1,2,3,3,2,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,6,67
1,100,336,6,2,4,8,4,4,4,1,3,5,1,3,1,2,1,2,1,2,2,2,1,1,2,2,8,2,2,4,7,2,2,1,1,3,3,2,2,4,4,3,2,2,2,2,3,1,1,3,0,3,1,0,0,1,2,1,1,1,1,2,2,1,2,2,1,1,2,100,336,6,3,3,2,1,1,3,2,1,2,2,2,4,4,3,4,4,4,2,2,1,1,1,3,3,3,1,5,5,2,1,4,1,1,6,3,2,1,1,1,2,3,2,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,52
1,100,337,6,2,4,7,6,4,3,1,3,2,1,3,4,2,1,2,4,3,3,2,2,3,2,2,0,1,2,1,3,2,3,2,2,0,2,5,4,3,1,1,1,3,3,5,1,1,1,3,3,1,1,2,2,1,2,5,3,3,2,1,1,3,2,2,2,1,2,100,337,6,3,2,2,3,3,2,3,2,3,4,3,4,0,2,4,4,4,2,2,1,1,1,3,3,0,3,2,2,2,1,5,4,1,4,2,2,2,2,2,3,2,2,4,2,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,4,3,4,44
1,100,338,6,2,4,0,2,3,3,1,3,4,1,4,1,2,2,2,2,2,3,3,1,0,2,2,8,2,3,4,6,2,2,1,1,3,0,3,2,2,4,3,3,3,3,5,1,1,1,3,3,3,2,3,0,1,1,5,1,1,2,1,1,3,2,1,1,1,2,100,338,6,3,3,3,3,1,2,0,2,2,2,2,4,4,2,4,4,1,2,2,2,1,1,3,1,3,5,1,5,1,5,4,1,1,12,4,2,1,1,2,3,2,2,0,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,0,3,5,2
1,100,339,6,2,4,3,2,2,3,1,3,4,3,3,2,3,2,1,3,1,2,3,2,2,2,2,8,3,3,4,11,3,3,1,1,3,4,2,2,2,1,1,1,2,3,3,1,1,1,3,1,1,1,2,1,1,1,2,3,3,1,2,1,3,2,2,2,1,2,100,339,6,2,3,2,2,3,3,1,1,4,3,4,4,4,4,4,4,4,2,2,1,1,1,3,1,2,5,2,3,4,1,5,3,1,8,4,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,5,50
1,100,340,6,2,4,8,11,3,1,1,3,4,3,3,4,3,2,2,3,2,3,1,1,1,2,2,8,2,2,2,6,2,3,1,1,1,2,2,2,3,4,3,4,2,2,3,2,1,1,1,1,1,1,1,3,1,1,5,3,3,1,2,1,3,2,3,2,1,2,100,340,6,3,3,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,1,1,3,1,1,1,1,1,3,2,1,5,3,2,1,1,1,3,2,1,4,4,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,5,69
1,100,341,6,1,4,3,0,2,3,1,4,1,1,5,1,2,1,1,1,2,1,1,1,1,2,2,4,1,3,1,3,3,3,1,1,2,2,2,2,2,4,1,3,1,1,5,1,1,0,0,0,0,0,2,1,1,1,5,3,3,2,2,3,1,1,3,2,2,2,100,341,6,1,0,0,0,0,1,3,2,0,0,2,0,0,0,0,0,0,2,2,1,2,2,1,1,1,1,1,1,1,1,3,2,1,7,4,2,2,1,1,3,3,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,17
1,100,342,6,2,4,6,2,2,4,1,4,5,1,5,1,1,1,1,1,2,1,2,1,1,2,2,8,1,3,4,2,2,1,1,1,0,2,2,2,1,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,2,2,3,0,3,2,1,2,100,342,6,2,3,2,3,3,3,2,2,3,2,3,2,2,3,4,0,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,9,4,2,1,1,1,1,2,2,3,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,4,1,53
1,100,343,6,6,4,9,10,1,3,1,3,6,2,3,0,0,0,0,0,0,0,4,2,2,2,1,9,1,3,2,2,1,2,1,1,0,4,4,4,4,4,1,1,3,3,2,0,1,1,1,0,1,1,1,0,1,0,5,3,1,2,1,1,3,3,3,2,1,2,100,343,6,1,0,0,1,0,1,0,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,2,1,1,1,1,1,1,1,2,4,1,5,4,2,3,2,1,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,7,62
1,100,344,6,2,4,9,2,2,4,1,4,5,0,5,2,2,2,2,2,3,3,3,1,1,2,2,0,0,3,2,3,2,2,1,1,3,2,2,2,2,1,3,4,1,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,3,3,0,2,1,2,100,344,6,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,1,3,1,0,2,5,1,3,2,1,10,4,2,2,0,1,3,2,2,0,4,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,0,4,1,24
1,100,345,6,5,4,10,10,1,4,1,3,2,1,2,1,2,2,1,2,2,3,1,1,1,2,2,8,2,1,4,3,2,2,1,1,3,2,4,2,4,4,1,1,3,3,3,1,1,1,3,1,1,1,2,1,1,1,5,2,1,2,1,1,3,3,3,2,1,2,100,345,6,1,3,1,3,2,2,3,3,2,4,4,3,4,4,4,4,4,2,2,1,1,1,2,1,1,5,1,5,1,1,3,3,2,9,4,2,2,1,2,3,2,2,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,4,4,47
1,100,346,6,4,4,9,2,3,3,1,3,5,2,5,2,2,1,2,1,2,3,3,3,1,2,0,0,2,2,4,3,3,2,2,2,3,2,2,2,4,1,2,3,3,3,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,3,2,2,2,2,100,346,6,3,2,3,1,2,2,2,1,2,3,2,2,4,4,4,4,3,2,2,1,2,2,1,2,1,5,2,4,5,1,5,3,1,9,4,2,1,2,2,1,2,1,1,3,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,4,2,47
1,100,347,6,2,4,3,1,3,4,1,3,2,1,2,2,3,1,1,2,2,1,1,1,1,2,2,8,1,0,1,4,3,2,2,0,0,3,1,1,2,4,3,2,3,3,3,1,1,1,3,3,1,1,2,3,1,1,5,1,1,1,2,2,2,3,3,2,1,2,100,347,6,1,1,1,2,2,3,3,1,2,4,2,2,2,2,4,4,2,2,2,1,2,1,3,1,0,5,5,1,2,1,5,3,1,9,4,2,1,2,2,3,2,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,4,4,34
1,100,348,6,4,4,13,2,2,3,1,3,5,3,5,1,2,1,1,1,2,1,1,1,1,2,2,8,2,2,2,3,2,2,1,1,2,1,1,1,1,4,3,4,3,3,1,1,1,1,3,1,1,1,1,1,1,1,5,1,1,1,1,3,3,2,3,2,1,2,100,348,6,1,2,1,2,3,2,1,2,2,2,2,3,4,3,4,4,3,2,2,1,1,1,2,1,3,1,1,1,1,1,1,5,1,10,4,2,1,1,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,2,14
1,100,349,6,3,4,11,10,1,3,1,3,4,1,4,1,1,1,1,2,2,3,3,1,1,2,2,0,2,2,2,3,2,1,2,1,3,2,4,4,3,4,0,4,3,3,2,3,1,1,2,2,1,1,3,1,1,3,5,1,1,1,1,3,3,2,2,1,1,2,100,349,6,3,3,3,1,1,2,3,4,4,3,4,2,4,4,4,4,2,2,2,3,2,1,3,1,1,1,2,3,5,5,1,1,1,10,4,2,1,2,1,3,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,5
1,100,350,6,5,4,10,10,1,4,1,3,4,3,3,2,2,2,3,2,1,2,4,2,3,2,2,8,3,3,2,6,3,3,2,2,6,3,4,4,4,4,1,1,3,2,3,1,1,1,2,1,2,1,1,0,2,1,2,2,2,1,2,1,4,2,2,2,1,2,100,350,6,2,3,2,2,1,2,2,4,4,4,4,2,4,1,4,4,1,2,2,1,1,1,2,2,1,1,1,5,3,2,3,3,1,9,4,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,4,6,15
1,100,351,6,2,4,8,2,2,4,1,4,4,3,2,2,3,2,2,2,3,4,2,1,1,2,2,8,1,3,2,2,3,3,1,1,1,3,3,1,4,2,3,4,3,3,2,3,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,2,3,2,2,3,2,2,100,351,6,2,3,2,3,2,2,4,2,4,4,4,4,4,2,4,4,4,2,2,1,1,1,2,1,3,0,0,0,0,0,2,1,1,8,4,2,1,1,1,3,2,1,1,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,5,20
1,100,352,6,4,4,8,1,3,9,1,3,4,1,3,2,2,2,2,2,3,2,2,1,1,2,2,8,2,2,1,3,2,2,1,1,4,3,4,4,4,2,2,1,3,3,2,1,1,1,3,3,0,0,0,0,1,1,1,1,1,2,1,2,3,2,2,2,1,2,100,352,6,3,2,2,1,1,2,2,1,2,4,4,2,4,2,4,4,4,2,2,1,1,1,3,1,1,2,2,3,2,1,3,3,1,9,4,2,1,1,1,3,2,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,4,6,48
1,100,353,6,2,4,4,11,1,3,1,3,6,1,4,1,2,2,1,2,2,1,3,1,1,2,2,0,3,2,2,3,2,2,1,2,2,4,4,4,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,2,2,1,2,3,2,3,2,1,2,100,353,6,2,2,1,2,2,1,3,2,2,3,2,3,4,3,4,4,2,2,2,3,2,1,1,1,0,1,1,2,2,1,2,2,1,6,4,2,1,1,1,3,2,1,3,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,4,1,80
1,100,354,6,0,4,4,1,3,1,2,4,3,3,4,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,4,3,2,3,1,1,0,2,2,2,1,4,2,2,3,2,2,3,1,0,0,0,0,0,0,0,0,1,5,1,1,1,2,2,3,2,2,2,1,2,100,354,6,0,0,2,1,2,2,2,2,2,4,2,4,4,2,4,4,2,2,2,1,1,1,3,1,1,1,1,1,2,1,2,2,1,9,4,2,1,1,1,3,1,1,0,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,88
1,100,355,6,4,4,1,1,3,3,1,3,2,1,2,2,3,1,1,2,2,2,4,1,1,0,1,9,3,1,4,9,3,3,2,2,3,4,4,0,4,3,1,4,3,3,3,1,2,1,3,1,1,1,2,3,1,1,5,2,2,1,2,2,3,2,2,2,2,2,100,355,6,3,0,0,2,3,3,3,2,2,4,4,4,4,3,4,4,1,2,2,1,2,1,3,1,1,5,2,5,5,5,5,4,1,9,4,2,1,2,1,3,1,1,0,3,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0,4,4,16
1,100,356,6,4,4,11,1,3,4,1,3,5,3,3,2,2,2,1,2,2,2,3,2,1,2,1,8,1,3,4,3,2,2,2,1,3,3,2,2,2,3,3,2,3,3,2,1,1,1,1,1,1,1,1,3,1,1,5,1,2,1,2,2,3,2,2,2,1,2,100,356,6,1,2,2,2,1,2,1,2,2,2,0,4,4,3,4,4,4,2,2,1,1,2,4,1,3,1,1,5,5,5,2,4,1,9,4,2,1,1,1,3,2,3,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,4,1,34
1,100,357,6,2,4,9,6,4,3,1,4,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1,8,2,2,4,10,2,2,2,1,3,2,2,2,2,3,3,4,3,3,3,1,1,1,3,3,1,1,2,3,1,1,5,3,1,2,1,2,3,2,3,2,1,2,100,357,6,3,2,3,1,3,2,2,2,2,3,2,2,4,4,4,4,4,2,2,1,1,1,3,1,3,2,1,1,1,1,3,3,1,3,3,2,1,1,1,3,2,1,0,4,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,4,36
1,100,358,6,5,4,4,2,3,3,1,3,5,1,3,2,2,2,4,0,1,3,6,3,0,2,1,8,3,3,1,3,2,2,2,2,1,3,4,4,3,4,0,2,3,3,1,1,1,1,3,2,1,1,1,3,2,0,5,1,1,1,3,1,3,2,2,2,1,2,100,358,6,2,3,2,3,1,1,1,3,2,4,4,2,4,4,4,4,4,2,2,1,1,2,3,1,3,5,5,5,5,5,1,2,1,7,4,2,2,2,1,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,4,1,45
1,100,359,6,2,4,3,1,3,2,1,4,2,1,3,2,2,2,1,2,2,3,1,1,1,2,2,0,1,3,2,3,1,2,1,1,3,1,2,1,2,4,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,2,1,3,2,2,2,1,2,100,359,6,1,1,1,1,3,2,1,3,4,4,4,4,4,2,4,4,4,2,2,1,1,1,2,1,1,1,1,1,2,1,3,3,1,6,3,2,1,1,1,3,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,3,47
1,100,360,6,4,4,3,1,3,3,1,3,4,1,4,1,2,2,1,2,2,2,4,1,2,2,2,8,2,2,2,3,2,2,1,0,0,2,2,1,2,2,3,4,3,3,2,1,1,1,1,1,1,1,1,2,1,1,5,1,1,2,2,1,3,2,2,2,1,2,100,360,6,2,2,2,2,3,2,3,2,3,4,3,4,4,4,4,4,4,2,2,1,2,1,2,1,1,2,5,5,2,1,2,4,1,10,4,2,1,1,1,3,2,2,3,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,4,3,82
1,100,361,6,2,4,9,1,4,5,3,4,2,1,2,2,3,1,1,2,2,3,1,1,1,2,1,8,1,3,1,6,3,2,1,1,2,4,4,4,4,3,3,1,3,2,3,1,1,1,1,1,1,1,1,0,1,1,5,1,1,2,2,1,3,2,3,2,1,2,100,361,6,3,3,3,2,1,2,1,1,4,4,3,1,4,1,4,4,2,2,2,1,1,1,3,1,2,1,1,1,1,1,3,4,1,7,3,2,1,1,1,3,3,3,1,3,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,4,7,10
1,100,362,6,2,4,2,9,4,4,1,3,5,3,4,2,2,2,1,2,1,3,3,1,1,2,1,8,1,3,2,3,2,2,1,1,3,2,2,1,4,4,1,2,2,2,2,1,1,1,1,3,1,1,1,3,1,1,5,1,1,2,2,1,3,2,1,1,1,2,100,362,6,3,3,3,3,1,2,1,2,2,4,2,2,4,2,4,4,4,2,2,1,2,2,3,1,3,1,1,5,2,2,4,3,1,3,2,2,1,2,1,2,2,2,4,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,90
1,100,363,6,2,4,0,2,3,3,1,4,5,3,7,1,2,2,1,2,2,1,3,2,2,2,2,9,2,3,1,3,2,2,2,2,3,2,2,1,1,2,3,4,2,2,2,1,3,3,3,3,3,3,3,3,3,1,5,1,1,2,2,1,3,2,2,2,1,2,100,363,6,1,0,1,1,1,2,4,1,0,0,1,0,1,0,1,0,0,2,2,1,1,1,3,1,2,2,2,2,2,1,3,1,1,9,4,2,1,1,1,3,2,2,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,91
1,100,364,6,2,4,9,1,3,2,1,3,3,1,2,3,3,2,1,4,1,1,3,1,3,2,1,8,3,2,4,3,2,3,3,1,3,4,4,4,4,2,3,4,3,3,3,1,1,1,3,3,1,1,2,2,1,2,5,3,3,1,3,2,2,2,2,2,2,2,100,364,6,2,1,2,2,1,3,5,2,2,2,4,2,4,2,4,4,4,2,2,1,2,2,4,1,1,4,1,4,4,1,5,4,1,9,4,2,1,1,2,3,2,1,4,4,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0,4,3,16
1,100,365,6,2,4,9,2,3,3,1,3,5,1,4,1,1,2,2,2,3,4,6,1,1,2,2,8,1,2,2,9,1,2,2,2,3,3,3,2,2,3,3,4,3,2,2,3,1,1,0,0,1,0,2,0,1,1,1,1,1,2,2,2,2,2,2,3,1,2,100,365,6,3,3,3,3,3,2,2,2,3,4,3,4,4,4,4,4,4,2,2,1,1,1,3,1,3,2,3,5,5,5,3,3,1,7,4,2,1,1,1,3,2,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,0,4,1,55
1,100,366,6,2,4,9,1,3,4,1,3,4,3,3,2,2,1,2,2,1,2,1,1,1,1,2,8,3,2,4,3,2,2,2,2,2,3,3,4,4,2,3,3,3,2,3,1,1,1,3,3,1,1,2,2,1,1,1,3,1,2,2,2,2,2,2,2,1,2,100,366,6,3,1,1,2,3,3,3,2,2,3,2,2,4,1,4,4,2,2,2,1,1,3,4,1,1,2,1,2,1,1,4,5,1,9,4,2,1,2,2,3,2,2,3,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,4,2,8
1,100,367,6,2,4,2,1,4,4,1,2,2,3,2,2,3,1,1,2,1,2,1,1,1,2,2,8,3,1,1,4,3,3,1,1,3,4,4,4,4,2,1,2,3,3,3,4,1,2,3,3,1,3,2,3,1,1,5,3,3,2,2,2,2,2,3,2,1,2,100,367,6,3,3,3,1,3,3,3,2,2,4,4,2,4,4,4,4,4,2,2,1,2,2,3,3,2,1,1,4,0,1,4,3,2,9,4,2,1,1,2,3,2,1,3,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,4,4,38
1,100,368,6,4,4,9,2,3,3,1,3,2,1,2,2,3,1,1,2,2,2,1,1,2,2,2,8,2,2,4,6,3,3,2,2,3,2,4,4,3,2,1,3,3,2,5,2,1,1,2,2,1,0,2,2,1,1,5,1,1,1,2,3,2,2,2,2,1,2,100,368,6,3,3,3,3,2,2,3,1,3,3,4,2,4,4,4,4,2,2,2,3,2,1,4,1,2,2,1,5,1,2,4,4,1,9,4,2,1,2,2,3,2,1,1,3,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,4,4,4,26
1,100,369,6,2,4,9,1,4,4,1,3,2,2,3,3,3,2,1,3,1,1,2,1,1,2,2,8,2,0,4,6,3,3,2,1,3,3,4,4,4,1,2,4,3,1,0,1,1,1,0,0,1,1,2,0,1,1,5,1,1,1,2,3,2,2,2,2,1,2,100,369,6,3,3,3,3,3,3,2,2,1,4,4,3,4,4,4,4,2,2,2,1,1,1,3,1,1,1,1,5,1,5,4,3,1,4,3,2,1,1,0,3,2,1,4,4,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,4,4,27
