CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.15..1,Q.16A.,Q.16B.,Q.16C.,Q.16D.,Q.16E.,Q.16F.,Q.16G.,Q.16H.,Q.17A.,Q.17B.,Q.18.,Q.19.,Q.20A.,Q.21.,Q.22.,Q.23.,Q.24.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.30E.,Q.30F.,Q.30G.,Q.30H.,Q.30I.,Q.30J.,Q.30K.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.32.,Q.33A.,Q.33B.,Q.34.,Q.35A.,Q.35B.,Q.36.,Q.37.,Q.38.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50.,Q.51A.,Q.51B.,Q.52A.,Q.52B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.55A.,Q.55B.,Q.56A.,Q.56B.,Q.57.,Q.58A.,Q.58B.,Q.59A.,Q.59B.,Q.60A.,Q.60B.,Q.61A.,Q.62A.,Q.62B.,Q.63A.,Q.63B.,Q.64A.,Q.64B.,Q.65A.,Q.65B.,Q.66A.,Q.66B.,Q.67A.,Q.67B.,Q.68.,Q.69A.,Q.69B.,V.71.,V.72.,V.73.,V.74.,V.75.,V.76.
1,211,206,2,3,4,2,40,4,4,18,2,1,1,23,4,1,1,6,3,1,2,3,1,1,1,3,1,1,3,4,4,4,4,1,1,1,1,3,2,1,2,1,1,2,1,2,2,1,1,1,1,4,4,4,4,4,4,4,4,3,2,1,1,3,2,1,1,2,211,206,2,3,5,0,3,2,3,2,2,75,2,2,3,2,2,1,2,3,1,5,1,1,1,3,3,3,2,4,3,3,1,3,5,2,1,2,3,3,2,4,3,3,3,3,3,3,3,0,3,5,5,0,0,6,2,8,42
1,211,207,2,1,4,4,25,4,4,12,2,1,2,15,4,1,2,0,3,2,3,1,2,2,2,1,1,0,0,4,0,0,4,2,1,3,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,4,3,3,3,1,3,1,1,1,1,2,211,207,2,3,5,4,1,5,1,2,2,99,3,1,3,1,3,1,3,3,3,3,1,3,3,3,2,3,1,1,3,2,4,1,3,1,1,1,1,3,2,1,1,3,1,3,1,1,2,1,1,1,6,4,2,9,2,1,43
1,211,208,2,1,3,2,51,4,4,14,2,1,1,13,4,1,2,1,3,2,2,3,1,1,2,2,1,3,1,4,4,4,2,2,1,3,1,3,2,1,1,1,1,3,1,3,1,1,0,0,1,2,2,2,3,1,4,2,3,2,2,1,3,3,1,3,2,2,211,208,2,2,3,4,3,2,3,2,3,81,1,3,0,2,2,2,3,4,1,4,3,0,1,3,2,1,3,1,3,5,0,1,5,1,1,1,2,3,3,5,2,2,2,3,2,1,2,0,3,2,3,1,6,7,2,4,21
1,211,209,2,4,5,1,39,4,4,32,2,2,2,3,4,1,1,6,4,1,3,1,1,1,2,3,2,3,0,4,4,4,2,1,1,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,4,4,4,2,4,4,1,1,3,1,1,1,2,211,209,2,3,5,0,3,4,4,5,4,81,0,2,5,2,1,1,3,5,3,5,1,2,1,3,2,1,3,3,1,3,3,2,4,2,2,1,3,4,1,4,1,2,1,3,1,2,2,3,1,3,4,2,0,3,2,10,34
1,211,210,2,3,2,4,50,1,4,21,2,2,2,2,4,1,2,6,2,1,1,3,1,1,2,2,2,3,1,4,4,4,2,2,2,2,1,3,2,2,2,1,1,2,1,2,1,1,2,2,2,4,4,4,4,2,4,4,3,2,2,1,4,3,3,2,2,2,211,210,2,3,4,1,1,3,4,3,3,76,2,1,5,1,1,1,3,5,3,5,2,1,2,3,2,1,2,4,2,5,0,1,4,1,1,2,3,5,2,4,2,1,1,3,2,2,2,0,2,5,3,6,4,5,2,10,100
1,211,211,2,2,2,4,29,4,4,21,2,1,1,3,4,1,2,6,4,1,1,3,2,3,3,3,3,3,3,4,4,4,2,2,1,3,1,3,2,2,2,1,1,2,1,2,2,1,1,1,1,2,3,3,3,1,3,1,3,2,2,1,2,3,2,1,1,2,211,211,2,3,4,5,1,2,4,2,4,55,1,1,5,1,1,1,3,5,3,5,2,2,2,3,2,1,2,4,3,2,4,1,5,1,1,3,3,5,3,5,2,1,2,3,2,1,2,0,3,2,5,7,7,5,1,5,6
1,211,212,2,2,3,5,33,4,4,14,2,2,2,3,4,1,2,6,2,1,3,3,1,2,1,2,1,3,3,4,4,4,1,4,3,4,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,3,3,3,1,3,3,3,2,3,1,2,3,1,1,1,2,211,212,2,3,4,4,3,2,3,2,3,56,1,1,5,1,1,3,3,5,3,5,2,1,1,3,2,1,0,1,3,1,4,1,5,1,1,1,3,5,2,5,2,1,1,3,2,2,3,0,3,1,5,5,4,9,2,5,100
1,211,213,2,1,2,3,24,4,4,13,2,2,2,3,4,2,1,6,4,2,3,1,2,2,2,2,2,3,3,4,4,4,2,4,1,1,3,3,2,1,2,1,1,3,3,1,2,1,1,1,1,4,3,2,3,4,1,3,3,3,3,1,3,2,2,2,2,2,211,213,2,3,4,1,3,5,2,3,2,56,3,3,2,3,3,3,2,3,1,5,1,2,1,3,2,1,2,4,3,5,2,1,5,1,1,1,3,4,1,5,2,2,3,1,2,1,2,0,3,5,2,1,4,7,2,5,105
1,211,214,2,1,2,3,30,4,4,24,2,4,4,3,4,1,1,6,2,3,3,2,2,2,1,2,1,3,1,4,4,4,1,4,2,3,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,1,1,1,3,2,3,1,3,2,1,1,1,2,211,214,2,3,3,4,3,1,4,1,4,58,3,3,3,1,2,3,2,4,2,4,3,1,1,3,3,2,2,4,1,5,3,1,4,1,2,1,1,4,3,4,1,2,1,3,3,2,2,0,1,3,3,1,3,11,2,10,103
1,211,215,2,1,4,5,24,4,4,12,2,2,2,31,4,1,2,1,2,3,3,1,2,2,2,2,2,3,3,4,4,4,2,3,1,3,2,3,2,2,2,1,1,2,1,0,2,1,2,1,1,2,3,3,3,1,3,3,3,3,3,1,2,3,2,1,1,2,211,215,2,3,5,1,3,2,3,2,3,55,1,1,5,1,1,1,2,4,3,5,2,1,1,3,2,1,2,4,1,5,1,1,4,1,1,1,2,4,2,4,1,2,1,3,2,1,2,0,2,2,3,5,3,8,2,1,219
1,211,216,2,3,4,3,40,4,4,16,2,1,1,3,4,1,1,6,3,2,1,2,2,2,1,2,3,3,2,4,4,4,2,4,2,3,1,3,1,1,2,1,1,2,1,2,2,1,2,1,1,2,3,3,3,1,1,3,4,3,3,1,1,3,2,1,1,2,211,216,2,3,4,1,3,2,3,2,3,61,1,1,4,3,1,1,3,5,3,5,3,2,1,3,1,1,2,4,3,5,4,1,4,3,2,1,2,4,2,3,1,1,1,2,3,3,2,0,3,5,3,2,1,7,2,5,226
1,211,217,2,3,0,4,35,4,4,22,2,1,1,2,4,2,1,6,2,2,2,2,1,1,2,2,2,3,2,4,4,4,2,2,1,3,1,3,2,2,1,1,1,2,1,2,1,1,1,1,1,3,3,3,3,1,1,3,5,3,4,1,3,3,2,3,1,2,211,217,2,0,3,4,1,5,3,2,3,60,2,1,4,1,1,1,3,5,1,5,3,3,1,3,2,1,2,4,2,5,3,1,3,2,2,1,3,5,1,5,1,2,1,3,2,2,1,2,3,5,3,3,2,5,2,10,96
1,211,218,2,1,5,1,38,4,4,17,2,2,2,13,4,1,2,6,3,2,3,2,2,1,3,2,2,3,2,4,4,4,2,4,1,3,1,3,2,1,3,1,1,2,1,3,2,1,1,2,1,2,3,3,3,1,3,3,3,3,2,1,3,3,2,1,2,2,211,218,2,3,4,0,3,3,3,2,3,65,1,1,3,1,2,1,2,3,2,3,2,2,2,2,2,2,1,1,2,2,3,1,3,1,2,1,2,3,2,3,1,2,1,2,2,2,1,1,2,2,3,5,3,6,2,1,168
1,211,219,2,2,5,3,33,4,4,16,2,1,1,23,4,1,1,5,3,1,3,2,1,1,3,1,3,3,1,4,4,4,2,4,1,1,1,3,2,1,2,0,0,0,0,0,0,0,0,0,0,4,3,3,3,1,3,1,3,1,2,1,3,1,1,1,1,2,211,219,2,0,5,3,3,1,4,1,4,65,1,1,5,1,1,2,3,5,1,5,2,1,2,3,2,1,1,1,3,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,6,7,7,4,1,3,188
1,211,220,2,1,3,3,39,4,4,11,2,2,2,2,4,1,1,6,4,2,3,2,1,1,2,2,2,3,3,4,4,4,2,2,1,4,3,1,2,1,1,1,1,1,2,2,2,2,1,1,1,4,4,4,4,4,4,4,2,3,2,1,4,3,3,2,3,2,211,220,2,3,4,4,2,5,2,3,2,94,3,3,2,2,2,1,3,4,1,5,1,2,1,3,3,2,2,3,2,3,4,1,5,1,2,1,3,5,2,4,1,2,1,3,2,1,2,2,2,5,2,0,3,6,2,5,217
1,211,221,2,3,2,4,30,2,4,14,2,1,1,14,4,1,1,6,3,2,4,3,2,2,2,2,2,3,2,4,4,4,1,2,3,4,3,3,2,2,2,1,1,1,1,2,2,1,2,1,1,3,2,2,2,1,3,3,3,3,4,1,2,3,2,1,1,2,211,221,2,3,4,4,3,2,3,2,3,46,3,1,5,1,1,3,3,5,2,5,2,1,2,3,2,1,2,4,3,1,4,1,5,1,1,3,3,5,2,5,2,1,3,3,2,1,1,1,3,1,5,7,7,10,1,4,114
1,211,222,2,2,3,4,51,4,4,35,2,1,1,12,5,1,1,6,3,2,3,1,3,2,3,1,2,3,1,4,4,4,2,2,1,2,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,3,3,2,2,1,1,2,4,3,3,1,4,3,2,3,2,2,211,222,2,3,4,1,3,2,3,2,3,83,2,1,5,1,1,1,2,3,2,3,3,3,3,1,2,1,1,1,3,2,3,1,3,1,1,1,2,3,2,3,2,1,2,3,2,1,2,0,3,2,3,3,5,8,2,7,77
1,211,223,2,1,3,4,22,4,4,10,2,1,1,21,5,1,2,1,3,3,3,3,3,2,2,3,2,0,0,4,4,4,1,2,1,3,3,3,2,2,1,1,1,0,1,0,1,1,0,0,0,3,2,3,3,1,1,3,3,4,4,1,3,2,2,2,2,2,211,223,2,3,3,0,1,5,4,2,4,58,1,1,3,1,1,1,2,5,2,5,1,1,1,3,2,1,1,1,1,5,4,2,5,2,1,1,2,5,2,5,1,1,1,3,2,1,2,3,1,5,3,3,1,10,2,9,8
1,211,224,2,2,4,3,36,4,4,27,2,11,99,11,5,1,3,6,4,2,1,2,2,2,2,1,2,3,0,4,4,4,1,3,1,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,2,4,2,2,1,3,1,1,3,5,2,211,224,2,3,3,2,2,2,4,1,4,63,0,1,5,1,1,1,3,5,3,5,1,1,1,1,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,3,0,8,2,7,51
1,211,225,2,1,2,1,36,4,4,27,2,11,99,16,5,1,2,6,4,0,3,2,2,3,3,3,3,3,3,4,4,4,2,2,1,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,1,1,1,5,3,5,3,5,2,211,225,2,3,3,3,4,5,4,5,4,63,3,3,5,3,1,3,3,5,1,5,3,1,3,3,3,1,3,4,3,5,4,3,5,3,1,3,3,5,0,0,3,1,3,3,3,1,3,0,3,5,5,7,7,5,1,8,84
1,211,226,2,2,3,3,37,4,4,35,2,1,1,3,6,1,1,6,3,2,2,3,2,2,2,3,2,3,3,4,4,4,1,4,1,2,1,3,1,3,3,1,1,2,1,2,1,1,1,1,2,4,1,2,1,1,1,3,4,2,3,1,2,1,2,1,1,2,211,226,2,3,4,4,3,5,4,2,4,80,2,1,5,1,1,1,2,5,3,5,2,1,3,1,1,3,2,3,3,2,3,1,5,1,1,1,2,1,2,3,2,1,1,3,2,1,2,0,3,2,3,4,4,7,2,2,63
1,211,227,2,2,5,1,37,4,4,31,2,3,3,3,6,1,1,6,3,2,2,2,2,1,2,2,1,3,3,4,4,4,2,2,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,3,2,4,1,2,3,2,1,3,2,211,227,2,3,5,1,4,3,2,3,2,80,1,1,3,3,3,3,3,5,2,3,1,1,1,1,1,1,2,3,1,1,3,1,0,3,3,3,1,1,3,5,1,1,1,1,1,1,2,3,1,2,4,1,2,7,2,2,310
1,211,228,2,1,4,1,41,4,4,36,2,1,1,23,6,1,1,6,2,1,3,2,2,2,2,2,1,3,3,4,4,4,2,3,1,2,1,3,2,2,0,1,1,0,1,0,0,1,0,1,1,2,3,2,3,1,4,4,3,2,3,1,2,3,2,1,3,2,211,228,2,3,2,4,3,5,3,2,2,80,1,1,5,1,1,1,2,4,2,5,2,2,3,3,2,1,2,4,3,5,4,3,5,3,1,2,3,5,2,5,3,1,3,3,2,1,1,1,3,5,5,4,1,8,2,8,8
1,211,229,2,1,3,3,32,4,4,30,2,2,2,3,6,1,1,6,4,3,3,2,2,1,3,2,2,3,3,4,4,4,1,4,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,4,4,4,4,4,4,4,3,2,3,1,3,3,2,3,1,2,211,229,2,3,4,5,2,2,3,2,3,74,3,1,3,3,3,3,3,5,2,4,3,3,3,0,3,0,3,4,3,5,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,0,3,0,0,0,6,7,7,7,1,2,15
1,211,230,2,2,3,5,36,2,4,27,2,2,2,2,6,1,2,6,4,2,2,1,1,1,2,2,1,3,1,4,4,4,2,2,2,1,1,3,2,2,2,1,1,2,1,2,2,1,2,1,1,2,4,4,4,1,3,3,3,3,3,1,4,3,2,1,1,2,211,230,2,3,4,3,2,5,4,3,4,69,1,1,3,1,2,2,2,4,1,4,3,2,1,2,1,2,1,2,3,5,3,1,2,1,2,2,2,3,1,4,1,2,1,3,3,2,1,2,1,3,4,2,2,5,2,5,126
1,211,231,2,2,2,3,31,4,4,30,2,1,1,3,6,1,1,0,3,2,3,3,2,2,1,3,1,3,0,4,4,4,2,4,1,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,4,4,3,3,3,1,2,3,5,3,1,2,211,231,2,3,4,5,2,2,2,2,2,94,1,1,5,1,1,1,3,5,3,3,2,2,2,3,2,2,2,4,3,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,4,6,2,10,2,2,240
1,211,232,2,1,2,5,33,2,4,7,2,2,2,2,6,1,2,6,4,2,2,3,2,1,2,3,2,1,1,4,4,4,2,3,1,2,1,2,1,2,1,1,1,3,1,3,1,1,1,1,1,2,3,3,3,1,1,3,3,2,3,1,3,1,2,3,2,2,211,232,2,3,4,0,4,2,2,2,2,50,2,1,3,1,3,2,2,3,2,1,3,1,1,3,2,1,2,4,3,2,2,1,3,1,2,1,2,2,2,2,3,2,3,3,2,1,2,0,3,5,3,3,3,6,2,2,317
1,211,233,2,3,2,2,26,4,4,12,2,10,0,15,4,1,2,6,2,2,3,3,3,3,1,2,1,3,3,4,4,0,2,4,3,4,1,2,0,1,2,1,1,2,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,2,211,233,2,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,1,3,0,2,2,3,0,1,13,2,3,55
1,211,234,2,1,2,5,35,2,4,30,2,2,2,3,4,2,1,6,3,3,3,3,2,2,2,2,2,0,0,0,0,0,1,3,2,2,1,3,0,1,2,1,1,2,1,2,3,1,3,1,1,2,4,2,2,1,1,2,3,3,4,4,3,3,2,1,3,2,211,234,2,3,4,0,2,3,3,2,2,75,1,1,4,1,1,1,2,4,2,4,2,2,1,3,2,2,1,1,1,5,3,1,3,1,3,1,2,3,2,5,3,3,3,3,3,0,2,0,2,5,3,7,7,10,1,2,21
1,211,235,2,2,4,5,20,4,4,6,2,1,1,41,4,1,2,6,3,2,3,3,3,2,2,3,1,3,3,4,4,4,1,3,3,3,1,3,0,2,3,1,1,2,1,2,2,1,2,1,1,2,3,4,3,1,3,3,3,3,3,4,1,3,2,1,2,2,211,235,2,0,4,4,3,3,2,2,3,94,1,1,4,1,1,1,3,4,3,4,1,2,3,2,2,1,2,4,3,2,3,1,4,1,2,3,2,3,2,3,3,3,3,3,2,2,2,0,3,5,3,7,7,10,1,6,18
1,211,236,2,4,2,3,36,2,4,18,0,2,4,23,4,1,1,6,4,1,3,1,2,2,2,2,2,1,1,4,4,4,1,4,3,2,1,3,2,1,1,1,1,0,1,1,0,1,0,1,1,2,2,3,2,1,1,2,3,2,3,2,2,3,1,1,1,2,211,236,2,3,5,0,3,2,3,2,3,69,1,1,5,1,1,2,3,5,2,3,1,1,2,2,2,1,3,4,3,1,4,1,5,1,1,1,2,3,2,3,1,1,2,2,2,1,1,1,1,1,5,7,7,6,1,2,467
1,211,237,2,1,4,3,31,4,4,27,0,11,99,12,5,1,2,6,4,2,2,1,1,1,3,3,3,3,3,4,4,4,4,1,3,0,3,3,1,2,2,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,4,3,2,4,4,4,2,3,2,211,237,2,2,0,4,3,5,0,5,0,69,1,3,0,3,0,3,2,3,1,5,1,1,1,3,3,0,2,4,3,5,0,3,0,3,0,3,2,0,2,3,3,0,3,0,3,0,2,0,3,5,6,0,0,1,2,7,79
1,211,238,2,1,3,3,41,4,2,24,3,1,1,2,4,1,1,6,3,2,3,3,2,2,2,2,2,3,3,4,4,4,1,4,2,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3,4,2,2,2,2,1,1,2,211,238,2,2,2,1,3,1,3,1,3,62,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,3,1,3,1,4,2,2,2,2,4,2,4,1,2,1,2,1,1,1,1,2,2,4,7,7,9,1,5,184
1,211,239,2,1,3,1,33,4,4,27,3,11,99,21,4,1,1,6,3,3,4,3,3,3,2,2,1,3,3,4,4,4,1,1,3,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,1,1,2,2,3,2,2,2,1,1,1,1,2,211,239,2,2,4,1,2,1,4,1,4,70,3,1,5,1,2,1,3,5,1,5,1,1,1,3,1,1,2,1,3,1,4,1,5,1,1,1,1,4,2,1,1,1,1,3,1,1,2,1,1,2,5,2,2,14,2,2,239
1,211,240,2,4,5,4,40,4,4,34,3,1,1,15,4,1,1,6,3,3,3,2,3,3,1,1,1,3,3,4,4,4,1,4,2,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,2,3,3,3,1,3,3,2,3,3,2,2,4,1,1,1,2,211,240,2,2,3,4,3,1,4,1,4,79,1,1,5,1,1,1,3,5,2,5,3,3,3,3,3,3,2,4,3,5,1,1,5,1,1,3,3,5,2,5,3,3,3,3,2,3,2,0,3,5,3,2,3,14,2,7,21
1,211,241,2,3,3,4,53,2,4,15,3,1,1,2,4,1,1,6,4,2,3,1,2,2,2,2,2,3,3,4,4,4,2,3,1,3,1,3,2,2,2,1,1,2,1,2,2,1,2,1,1,2,3,3,3,1,3,3,2,2,2,2,3,3,3,2,4,2,211,241,2,1,3,1,4,3,3,3,3,72,1,2,5,2,1,1,3,5,1,5,1,1,1,3,1,1,2,4,2,3,4,2,5,2,1,1,3,5,1,5,1,1,1,3,1,1,1,3,0,3,5,0,0,7,2,5,111
1,211,242,2,2,3,5,23,4,4,16,3,2,2,11,4,1,2,1,2,2,3,2,3,2,2,2,2,3,3,4,4,4,0,2,3,3,3,3,0,0,2,1,1,2,1,2,2,1,2,1,1,2,3,3,3,1,3,3,3,2,3,2,2,3,2,1,2,2,211,242,2,3,5,3,3,5,0,3,3,60,3,1,4,1,1,3,3,4,3,4,2,1,3,3,2,1,1,1,3,5,0,1,4,1,1,3,3,4,2,4,3,2,3,3,2,2,2,0,3,5,6,5,3,9,2,8,66
1,211,243,2,1,4,4,37,2,4,25,3,1,1,41,4,1,1,6,3,2,3,3,3,2,2,2,2,3,3,4,4,4,2,2,1,3,1,3,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,3,3,2,2,3,1,1,1,2,211,243,2,2,3,1,3,2,2,1,4,65,1,1,4,1,1,2,2,3,2,3,2,2,2,3,2,2,2,4,3,2,3,3,0,1,1,1,2,3,2,4,2,2,2,3,2,2,1,1,3,2,4,5,4,10,2,4,26
1,211,244,2,1,3,1,19,4,4,9,3,11,99,15,5,1,3,2,4,3,1,1,2,2,2,2,3,3,3,4,4,4,3,1,3,2,1,1,2,1,2,1,1,2,1,2,2,1,3,3,3,4,3,3,1,1,1,4,4,3,4,2,2,3,3,2,3,2,211,244,2,3,5,5,4,5,2,3,0,99,1,1,1,3,2,2,2,2,2,2,3,3,3,2,1,2,3,2,2,5,2,3,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,3,5,2,1,0,6,2,7,92
1,211,245,2,1,3,4,54,1,4,27,3,11,99,18,5,1,1,6,1,3,4,3,2,2,1,2,1,3,3,4,4,4,2,4,1,2,1,3,1,2,1,1,1,2,1,1,1,2,2,1,1,2,3,2,3,1,1,3,3,3,4,2,3,3,2,3,2,2,211,245,2,3,4,4,2,2,3,2,3,80,1,2,4,2,2,2,2,4,1,4,3,2,3,2,2,2,2,4,3,5,3,1,4,2,2,2,2,4,1,4,3,1,3,3,3,2,2,0,3,2,4,1,1,13,2,4,20
1,211,246,2,1,4,4,31,4,4,27,3,11,99,15,5,1,2,6,3,1,3,2,1,1,3,2,2,3,3,4,4,4,2,2,1,3,3,3,2,1,1,1,1,3,1,3,2,1,3,1,1,3,2,2,3,1,1,3,2,3,2,2,2,3,2,1,1,2,211,246,2,3,4,5,2,2,3,2,3,57,1,2,5,2,1,1,1,5,1,5,1,1,1,3,1,1,2,4,1,3,3,1,4,1,2,1,3,4,3,4,2,2,2,3,2,2,2,0,2,2,3,0,6,4,2,8,34
1,211,247,2,4,3,3,45,2,4,39,3,11,99,23,6,1,1,6,2,2,4,2,3,3,1,2,2,3,3,4,4,4,3,3,1,2,1,3,2,2,2,1,1,2,1,2,1,1,3,1,1,2,3,2,3,1,3,3,3,2,3,2,2,3,2,1,2,2,211,247,2,3,4,3,1,2,3,2,4,82,1,1,5,1,1,1,3,5,2,5,3,1,1,3,2,2,2,4,3,5,3,1,4,1,2,3,2,4,2,5,3,3,3,3,2,1,1,1,3,2,4,3,3,12,2,8,7
1,211,248,2,2,3,4,39,4,4,31,3,11,99,24,6,1,1,6,4,2,2,1,1,2,2,2,2,3,3,4,4,4,1,4,1,3,1,3,2,2,2,1,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,2,3,2,2,2,3,4,1,2,1,2,211,248,2,3,4,6,2,2,4,1,4,71,1,1,5,1,1,3,2,5,1,5,2,1,2,3,2,1,2,4,3,5,0,1,5,1,1,3,2,5,2,5,2,1,2,3,2,1,2,0,3,2,5,5,5,5,2,7,75
1,211,249,2,4,4,2,39,4,4,35,3,11,99,3,6,1,1,6,1,3,4,3,3,3,1,2,2,3,3,4,4,4,1,4,2,1,1,3,2,1,2,1,1,2,1,2,2,1,2,1,1,2,3,3,3,3,3,3,4,2,2,2,2,4,2,1,2,2,211,249,2,2,3,2,3,2,4,2,4,75,1,2,2,2,2,2,2,2,1,5,1,1,1,3,1,1,2,4,3,4,4,2,5,2,1,1,2,5,1,5,1,1,1,3,1,1,2,0,3,4,5,0,0,14,2,10,71
1,211,250,2,2,3,1,38,2,4,4,3,11,99,16,6,1,1,6,2,2,4,2,3,3,2,2,1,0,3,4,4,4,1,3,2,2,3,3,0,1,1,1,1,3,2,3,1,1,3,3,1,2,4,4,4,4,4,2,2,3,3,2,3,3,2,1,1,2,211,250,2,2,4,3,2,2,3,2,3,60,1,1,3,1,1,2,2,3,2,3,3,3,2,2,2,1,0,4,3,5,0,1,4,1,2,2,2,4,2,4,2,2,2,2,2,1,2,0,3,2,4,7,7,12,1,6,228
1,211,251,2,1,3,3,19,4,4,4,3,1,1,3,6,1,2,1,2,2,3,3,2,2,3,2,2,1,3,4,4,4,1,4,2,3,1,2,2,2,2,1,1,2,1,3,2,1,2,1,1,3,2,2,3,3,1,3,3,4,4,2,1,3,2,1,2,2,211,251,2,3,4,4,2,2,3,2,3,39,3,2,4,2,2,2,3,4,1,5,1,2,2,3,1,2,2,4,3,2,3,1,5,1,1,1,3,5,3,5,2,2,2,3,2,2,2,0,3,2,4,1,6,8,2,2,58
1,211,252,2,4,4,4,30,2,4,12,3,11,99,16,6,1,1,6,3,3,3,3,3,2,2,2,1,0,1,4,4,4,1,3,3,3,1,3,2,1,3,1,1,3,1,3,3,1,3,1,1,2,3,3,2,3,3,3,2,2,2,2,2,3,2,3,2,2,211,252,2,2,5,1,1,2,3,2,3,42,1,1,5,1,1,1,2,5,2,4,2,2,2,3,2,1,1,2,3,2,3,1,5,1,0,1,2,4,2,4,2,2,2,3,2,1,2,0,3,2,4,5,5,12,2,6,209
1,211,253,2,1,4,3,38,4,4,30,2,2,2,3,4,2,1,0,3,2,3,2,2,2,2,2,2,0,1,4,4,4,2,3,2,2,1,3,2,2,2,1,1,2,1,2,2,1,2,1,1,2,3,2,3,1,3,3,3,4,3,2,2,3,2,0,2,2,211,253,2,3,5,4,1,2,3,2,3,80,1,2,4,2,2,1,3,4,1,4,1,2,1,3,1,2,2,1,3,3,3,2,3,2,2,1,3,3,3,3,1,2,1,3,1,3,2,0,2,3,3,0,1,8,2,10,107
1,211,254,2,4,5,3,34,4,4,18,2,2,2,3,4,1,2,6,3,1,3,3,2,2,2,2,1,3,3,4,4,4,2,3,2,2,3,3,2,2,2,1,1,2,1,2,2,1,2,1,1,2,3,2,3,1,3,3,3,3,2,2,2,2,2,1,2,2,211,254,2,3,5,1,4,2,3,3,3,81,1,1,4,1,1,2,2,4,2,4,2,2,2,3,2,1,3,4,3,2,3,1,5,1,1,1,3,4,2,4,3,3,2,3,2,1,2,0,3,2,4,5,4,9,2,5,223
1,211,255,2,1,4,1,27,4,4,12,2,1,1,11,4,2,2,1,3,2,2,2,3,2,2,1,2,3,3,4,4,4,2,4,3,2,1,3,2,1,1,0,1,2,1,3,3,1,1,1,1,2,3,3,3,3,1,3,3,3,2,2,2,3,3,3,2,2,211,255,2,1,4,3,2,5,2,5,2,66,1,1,5,1,1,1,2,5,2,5,3,3,2,3,2,1,1,1,3,1,4,1,5,1,1,1,3,5,2,5,1,1,2,3,0,0,0,0,0,0,6,7,7,9,1,4,132
1,211,256,2,1,2,2,36,4,4,26,2,2,2,13,4,1,1,6,1,2,4,3,3,2,2,2,1,3,1,4,4,4,1,4,2,3,1,3,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,3,2,2,2,3,3,2,1,1,2,211,256,2,2,3,2,3,2,3,2,3,68,3,1,4,2,2,2,2,4,2,4,1,2,1,2,1,2,1,1,3,2,3,1,4,2,2,2,2,3,2,4,1,2,1,3,2,1,2,0,3,2,3,1,2,12,2,5,29
