S234BO.CARD.,S234BO.DECK.,S234BO.BALLOT.,S234BO.FORM.,S234BO.Q1.,S234BO.Q2.,S234BO.Q3.,S234BO.Q4.,S234BO.Q5.,S234BO.Q6.,S234BO.Q7.,S234BO.Q8A.,S234BO.Q8B.,S234BO.Q10A.,S234BO.Q10B.,S234BO.Q10C.,S234BO.Q13.,S234BO.Q14A.,S234BO.Q14B.,S234BO.Q15.,S234BO.Q17.,S234BO.Q18.,S234BO.Q20.,S234BO.Q21.,S234BO.Q22.,S234BO.Q23.,S234BO.Q24.,S234BO.Q25.,S234BO.Q26.,S234BO.Q27.,S234BO.Q1..1,S234BO.Q2..1,S234BO.Q3..1,S234BO.Q4..1,S234BO.Q5..1,S234BO.Q6..1,S234BO.Q7..1,S234BO.Q8.,S234BO.Q9.,S234BO.Q10.,S234BO.Q11.,S234BO.Q12.,S234BO.Q13..1,S234BO.Q14.,S234BO.Q15..1,S234BO.Q16.,S234BO.Q17..1,S234BO.Q18..1,S234BO.Q19.,S234BO.Q20..1,S234BO.Q21..1,S234BO.Q22..1,S234BO.Q23..1,S234BO.Q24..1,S234BO.Q25..1,S234BO.Q26..1,S234BO.Q27..1,S234BO.Q28.,S234BO.Q29.,S234BO.Q30.,S234BO.Q31.,S234BO.Q32.,S234BO.Q33.,S234BO.Q34.,S234BO.Q35.,S234BO.Q36.,S234BO.Q37.,S234BO.Q38.,S234BO.Q39.,S234BO.Q40.,S234BO.Q41.,S234BO.Q42.,S234BO.Q43.,S234BO.Q44.,S234BO.CARD..1,S234BO.DECK..1,S234BO.BALLOT..1,S234BO.FORM..1,S234BO.Q45.,S234BO.Q46.,S234BO.Q47.,S234BO.Q48.,S234BO.Q49.,S234BO.Q50.,S234BO.Q51.,S234BO.Q52.,S234BO.Q53.,S234BO.Q54.,S234BO.Q55.,S234BO.Q56.,S234BO.Q57.,S234BO.Q58.,S234BO.Q59.,S234BO.Q60.,S234BO.Q61.,S234BO.Q62.,S234BO.Q63.,S234BO.Q64.,S234BO.Q65.,S234BO.Q67.,S234BO.Q68.,S234BO.Q69.,S234BO.Q70.,S234BO.Q71.,S234BO.Q72.,S234BO.Q73.,S234BO.Q74.,S234BO.Q75.,S234BO.Q76.,S234BO.Q77.,S234BO.Q78.,S234BO.Q79.,S234BO.Q80.,S234BO.Q81.,S234BO.Q82.,S234BO.Q83.,S234BO.Q84.,S234BO.Q85.,S234BO.Q86.,S234BO.Q87.,S234BO.Q88.,S234BO.Q1..2,S234BO.Q2..2,S234BO.Q3..2,S234BO.Q4..2,S234BO.Q5..2,S234BO.Q6..2,S234BO.Q7..2,S234BO.Q8..1,S234BO.V9F.,S234BO.Q1..3,S234BO.Q4..3,S234BO.Q6..3,S234BO.Q7..3,S234BO.Q8..2,S234BO.Q9..1,S234BO.Q10..1,S234BO.V11.,S234BO.V12.
1,234,131,4,3,3,4,8,5,9,1,1,5,2,0,0,2,1,1,2,4,1,3,3,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,0,0,0,0,0,2,234,131,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,3,3,3,5,7,1,3,2,1,4,1,1,1,36
1,234,132,4,3,3,4,5,6,4,2,3,4,1,3,1,2,1,1,1,6,10,1,1,1,1,1,1,2,1,2,0,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,0,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,234,132,4,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,8,1,2,1,4,4,1,1,2,46
1,234,133,4,3,3,3,8,5,3,3,1,5,2,0,0,1,2,2,3,6,1,3,2,2,2,1,1,2,1,2,2,1,0,2,1,1,2,1,2,2,2,0,1,0,1,2,1,2,1,0,1,0,2,2,2,2,0,2,1,1,1,2,2,2,1,1,2,1,2,1,0,2,1,2,234,133,4,2,0,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,0,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,5,6,3,3,2,1,4,1,1,5,28
1,234,134,4,3,4,5,6,5,15,3,2,3,2,0,0,2,3,3,2,4,1,3,2,2,2,2,3,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,234,134,4,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,3,3,3,5,7,3,3,2,5,3,4,1,5,30
1,234,135,4,3,4,4,7,6,5,3,2,1,1,5,2,2,1,1,1,3,9,3,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,234,135,4,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,4,10,3,3,1,4,3,5,1,3,8
1,234,136,4,3,3,5,8,5,5,3,1,5,1,3,3,2,1,1,1,6,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,234,136,4,2,2,1,2,2,0,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,0,1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,0,9,3,3,2,2,4,1,1,5,17
1,234,137,4,2,1,5,7,5,3,3,1,5,1,3,2,2,1,1,1,6,1,1,2,2,3,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,234,137,4,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,5,1,2,2,4,4,5,1,6,52
1,234,138,4,4,3,5,7,6,5,3,2,1,2,0,0,1,1,1,2,3,10,3,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,234,138,4,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,7,2,3,2,4,3,6,1,7,4
1,234,139,4,4,4,3,8,6,9,1,2,0,1,5,1,2,1,1,2,6,1,3,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,234,139,4,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,4,9,2,3,1,3,3,6,1,7,18
1,234,140,4,4,4,3,8,6,2,2,2,4,1,3,1,2,1,1,2,4,2,3,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,234,140,4,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,7,3,3,1,5,3,3,1,2,41
1,234,141,4,4,1,4,8,4,5,3,2,1,1,1,3,2,1,1,2,6,4,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,2,234,141,4,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,2,0,2,2,0,0,2,2,0,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,9,3,3,2,5,4,4,1,3,3
1,234,142,4,4,4,5,7,5,3,3,2,2,2,0,0,1,1,1,1,0,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,0,1,1,1,2,2,2,0,2,1,1,1,1,2,1,0,2,1,2,1,1,2,0,2,0,1,0,1,1,1,1,1,2,234,142,4,2,2,2,1,2,0,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,0,2,2,0,2,2,2,2,2,0,1,2,1,2,1,1,2,0,3,3,2,1,2,5,10,3,3,2,5,3,4,1,5,23
1,234,143,4,2,2,2,7,4,9,1,1,5,2,0,0,2,1,1,2,4,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,234,143,4,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,5,6,3,3,1,3,4,1,1,6,39
1,234,144,4,2,1,3,6,6,14,3,2,4,2,0,0,2,1,1,2,4,9,3,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,234,144,4,2,1,1,1,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,0,2,2,5,10,3,3,2,4,4,1,1,6,18
1,234,145,4,4,4,3,6,6,6,2,2,1,1,3,1,2,1,1,2,4,1,3,0,1,0,0,3,0,1,2,0,1,1,2,1,2,1,1,2,0,0,1,1,1,0,0,1,2,0,0,1,1,1,1,1,1,1,2,1,0,0,2,0,1,0,1,2,2,1,1,1,1,0,2,234,145,4,2,0,1,2,0,0,0,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,2,3,2,1,6,2,3,1,5,3,3,1,4,10
1,234,146,4,3,4,3,8,6,3,3,2,1,1,4,2,2,1,1,1,3,1,3,2,2,2,1,1,1,1,0,0,1,2,2,1,1,0,0,1,2,2,2,2,1,0,0,2,0,1,0,0,0,0,1,1,2,0,0,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,234,146,4,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,0,1,2,1,1,2,2,1,2,0,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,10,3,3,1,3,4,1,2,6,38
1,234,147,4,3,3,3,8,4,8,2,2,4,1,3,1,2,1,1,1,4,2,3,1,1,1,1,1,2,1,1,2,1,2,2,0,2,1,1,2,2,2,1,1,0,1,1,2,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,234,147,4,2,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,3,1,1,2,2,1,10,3,3,2,1,3,1,2,2,47
1,234,148,4,3,2,3,7,5,3,3,1,5,1,3,3,1,1,1,2,5,1,3,1,1,1,1,1,0,3,1,0,1,1,2,2,2,1,1,0,1,2,2,2,0,2,2,1,2,1,2,0,1,0,0,2,2,0,0,1,2,2,1,2,2,1,0,2,2,2,2,0,2,1,2,234,148,4,2,1,2,2,0,2,2,2,1,2,2,2,2,2,2,1,2,1,2,0,2,1,2,0,0,2,2,2,2,2,0,1,1,1,2,2,1,1,2,1,0,2,1,1,0,2,3,2,3,3,1,2,3,3,2,2,4,1,2,6,23
1,234,149,4,2,2,3,6,4,13,2,2,1,1,2,2,2,1,1,1,6,1,3,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,234,149,4,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,3,2,2,2,1,10,3,3,1,3,4,1,2,2,27
1,234,150,4,3,3,2,7,5,4,2,1,5,1,3,1,1,2,2,4,5,2,3,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,0,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,234,150,4,2,1,1,2,1,2,1,2,1,1,2,2,2,1,0,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,3,3,3,1,2,4,1,2,4,3
1,234,151,4,4,4,5,5,6,6,2,2,3,2,0,0,3,3,1,2,4,0,3,2,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,2,0,1,1,1,2,2,1,1,0,2,234,151,4,2,1,2,2,2,2,0,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,6,5,2,3,2,4,4,3,2,5,27
1,234,152,4,3,2,2,8,5,4,2,1,5,1,2,1,2,2,1,2,6,2,3,3,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,0,2,1,1,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,234,152,4,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,3,1,2,2,1,10,3,3,1,2,3,1,2,2,21
1,234,153,4,2,3,2,6,5,4,2,1,5,1,3,1,1,1,1,3,4,1,3,3,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,234,153,4,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,10,3,3,1,4,4,5,2,6,37
1,234,154,4,2,2,2,7,4,2,2,1,5,1,2,2,2,1,1,1,3,1,3,3,1,3,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,234,154,4,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,6,0,3,3,2,3,4,1,2,2,29
1,234,155,4,2,2,4,5,4,3,3,2,1,2,0,0,2,1,1,2,5,4,3,1,1,1,1,1,2,2,1,1,1,0,2,1,1,1,1,2,2,2,2,1,0,1,1,1,2,1,2,1,1,1,2,2,2,0,1,1,2,2,1,2,0,2,1,0,1,1,1,0,2,1,2,234,155,4,2,0,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,0,2,2,0,1,2,2,0,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,2,5,8,2,3,1,5,4,1,2,3,12
1,234,156,4,2,3,2,7,4,3,3,1,5,2,0,0,2,1,2,3,6,2,3,3,2,3,3,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,234,156,4,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,0,2,2,5,8,3,3,2,3,3,1,2,6,7
1,234,157,4,3,1,2,7,5,9,1,2,4,2,0,0,2,1,1,2,6,10,3,2,1,0,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,0,1,1,1,1,1,2,1,2,1,1,2,2,2,0,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,234,157,4,2,1,2,2,2,0,0,1,1,1,1,2,2,1,2,2,1,2,2,2,0,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,5,9,2,3,1,3,4,2,2,1,53
1,234,158,4,3,3,3,7,6,9,1,2,1,1,1,3,2,1,1,1,4,1,3,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,234,158,4,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,0,8,2,3,2,4,3,2,2,1,46
1,234,159,4,3,3,3,5,5,9,1,2,1,1,2,1,2,1,1,2,6,1,3,1,2,1,1,3,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,234,159,4,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,1,1,2,2,1,3,1,3,1,5,3,3,1,2,4,2,2,1,9
1,234,160,4,3,3,2,7,5,9,1,2,4,1,3,1,2,1,1,2,6,2,3,2,1,5,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,234,160,4,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,8,3,3,1,5,4,2,2,1,3
1,234,161,4,3,2,2,7,4,4,2,2,4,1,3,1,2,1,1,3,5,2,3,3,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,234,161,4,2,1,2,1,2,0,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,8,1,3,1,1,3,1,2,2,32
1,234,162,4,2,3,2,6,4,9,1,2,1,2,0,0,2,1,1,1,5,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,0,2,1,2,234,162,4,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,5,6,3,3,2,3,4,2,2,1,25
1,234,163,4,2,2,2,6,4,9,1,1,5,2,0,0,2,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,234,163,4,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,5,10,2,3,2,5,4,2,2,1,17
1,234,164,4,2,2,2,6,4,9,1,2,4,2,0,0,2,1,1,2,3,1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,234,164,4,2,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,3,2,2,5,4,3,3,1,1,4,2,2,1,14
1,234,165,4,2,1,3,6,6,3,2,1,5,1,2,3,2,1,1,1,6,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,234,165,4,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,4,10,3,3,1,4,4,1,2,6,68
1,234,166,4,4,3,4,7,5,2,2,2,4,1,2,1,2,1,1,1,6,1,3,2,1,1,2,2,2,1,1,2,1,1,2,1,2,0,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,234,166,4,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,7,2,3,1,2,4,1,2,2,42
1,234,167,4,2,3,3,7,5,9,1,2,2,2,0,3,2,1,1,1,6,10,3,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,234,167,4,2,0,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,0,0,2,0,2,0,2,1,0,0,2,2,1,2,0,2,1,1,1,1,5,6,3,3,2,0,4,2,2,1,59
1,234,168,4,2,3,2,7,4,2,2,2,1,1,1,1,2,1,1,2,4,10,1,2,2,0,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,0,1,2,1,2,0,2,1,2,0,1,2,2,2,1,1,0,2,2,1,1,1,2,2,2,2,1,1,2,2,2,234,168,4,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,0,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,0,2,1,3,2,2,1,5,3,3,1,0,3,3,2,2,2
1,234,169,4,3,3,2,6,5,5,2,2,4,1,2,1,2,1,1,2,6,1,3,3,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,234,169,4,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,5,3,3,1,2,4,1,2,2,26
1,234,170,4,3,4,2,7,6,2,2,1,5,1,2,1,2,1,1,1,5,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,0,2,1,1,2,1,1,1,2,1,1,0,0,1,1,1,2,2,2,2,2,2,1,2,1,2,234,170,4,2,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,8,3,3,1,3,4,1,2,2,10
1,234,171,4,3,4,3,7,5,6,2,2,4,1,1,1,2,1,1,1,6,1,3,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,234,171,4,1,2,1,1,1,0,1,2,1,1,2,2,2,2,2,2,1,1,2,0,2,2,2,2,1,2,2,2,2,0,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,1,3,2,2,1,9,3,3,1,1,4,1,2,4,51
1,234,172,4,2,3,3,6,6,9,1,2,4,1,3,3,2,1,1,2,4,1,3,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,234,172,4,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,4,8,3,3,2,4,3,2,2,1,52
1,234,173,4,2,4,2,6,5,2,2,2,4,1,3,1,2,1,2,3,6,1,1,3,2,4,3,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,234,173,4,2,1,2,2,1,0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,5,3,3,2,2,4,1,2,2,12
1,234,174,4,2,2,4,7,5,4,2,1,5,1,2,1,2,1,1,2,6,1,3,3,1,3,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,234,174,4,2,1,0,1,2,0,2,0,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,0,1,2,2,2,1,1,0,1,1,1,2,1,3,1,1,1,2,1,5,3,3,1,4,4,5,2,2,16
1,234,175,4,2,2,2,6,4,4,2,1,5,1,2,1,2,1,1,2,6,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,0,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,1,2,234,175,4,1,1,1,2,2,0,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,7,3,3,1,3,4,5,2,2,51
