CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.7.,Q.8A.,Q.8B.,Q.9.,Q.10.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17A.,Q.17B.,Q.17C.,Q.18A.,Q.18A..1,Q.18A..2,Q.18A..3,Q.18A..4,Q.18A..5,Q.18A..6,Q.18A..7,Q.18A..8,Q.18A..9,Q.18A..10,Q.18A..11,Q.18A..12,Q.18B.,Q.19.,Q.20.,Q.20..1,Q.20..2,Q.20..3,Q.20..4,Q.20..5,Q.20..6,Q.20..7,Q.20..8,Q.20..9,Q.20..10,Q.20..11,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44.,V.44A.,Q.45.,Q.46.,Q.47.,Q.48A.,V.50.,V.51.,V.52.,V.53.
1,106,270,6,4,5,1,3,4,2,3,9,4,5,3,5,1,7,3,2,3,5,6,4,2,2,2,1,2,2,2,2,2,2,2,2,2,9,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,3,4,4,1,2,2,3,1,1,2,1,1,9,2,106,270,6,9,9,9,9,3,1,3,3,1,2,2,1,1,2,2,8,1
1,106,271,6,2,6,1,3,3,4,3,9,4,1,4,5,2,8,3,4,3,11,2,5,2,2,2,2,2,2,2,2,2,1,2,2,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,4,1,3,3,3,4,2,2,3,3,3,3,2,2,9,2,106,271,6,9,9,9,9,4,2,4,9,3,3,3,1,2,5,2,3,1
1,106,272,6,3,5,1,4,3,5,3,9,6,5,5,5,1,12,3,4,3,10,3,4,2,2,2,2,2,2,2,2,1,2,2,2,7,4,0,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,2,3,4,3,4,4,2,3,3,3,3,2,2,9,2,106,272,6,9,9,9,9,7,1,7,7,1,1,1,1,2,5,1,7,1
1,106,273,6,3,6,2,9,9,5,2,9,5,1,6,4,1,4,4,4,3,11,5,3,2,2,2,2,2,2,2,2,1,2,2,2,5,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,4,4,3,3,2,3,3,3,3,2,2,9,2,106,273,6,9,9,9,9,4,2,4,0,4,3,4,1,1,4,2,1,1
1,106,274,6,2,5,1,1,2,3,3,9,6,5,4,5,2,16,3,2,1,10,3,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,3,4,4,3,1,2,3,3,1,3,1,2,9,2,106,274,6,9,9,9,9,2,1,2,2,1,1,1,1,4,3,1,10,1
1,106,275,6,2,5,2,5,1,3,3,9,6,5,6,5,1,10,2,4,1,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,1,3,3,3,3,2,3,3,3,3,2,2,9,2,106,275,6,9,9,9,3,2,1,2,2,1,1,3,1,1,4,1,12,1
1,106,276,6,4,6,2,9,9,2,3,9,6,2,6,5,1,9,4,4,3,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,5,1,3,3,3,3,2,3,3,3,3,2,2,9,2,106,276,6,9,9,9,9,7,1,7,7,1,2,2,1,2,4,2,4,1
1,106,277,6,3,6,2,9,9,5,3,9,5,2,4,4,3,12,6,1,3,11,3,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,3,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,2,2,3,1,1,2,3,2,2,2,1,3,9,2,106,277,6,9,9,9,9,9,2,8,9,1,1,3,1,1,2,2,7,1
1,106,278,6,3,6,1,1,2,6,1,9,6,5,6,5,1,7,9,1,3,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,5,1,3,3,2,2,2,3,3,3,4,2,3,9,2,106,278,6,9,9,9,9,3,1,3,3,1,1,1,1,2,2,1,8,1
1,106,279,6,2,5,1,3,4,2,3,9,4,5,4,5,2,12,3,1,3,8,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,1,3,4,2,2,2,2,3,3,3,4,1,3,9,2,106,279,6,9,9,9,9,2,1,2,2,1,1,1,1,2,2,2,7,1
1,106,280,6,3,6,2,9,9,1,3,9,4,5,5,4,1,4,4,1,3,3,4,4,2,2,2,2,2,2,2,2,1,2,2,2,7,4,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,2,2,1,2,1,3,2,2,3,1,3,9,2,106,280,6,9,9,9,9,3,1,3,3,1,1,2,1,2,2,2,1,1
1,106,281,6,3,5,1,1,4,5,3,9,5,5,4,5,2,5,3,4,3,11,7,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,2,2,1,4,4,2,3,3,3,2,2,2,9,2,106,281,6,9,9,9,9,1,1,1,1,1,1,1,1,3,5,1,9,1
1,106,282,6,2,5,1,2,2,2,3,9,6,5,5,4,1,4,3,4,3,10,4,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,5,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,282,6,9,9,9,9,9,1,9,9,1,1,1,1,1,5,1,1,1
1,106,283,6,2,5,1,1,3,1,3,9,6,5,5,5,1,12,3,4,3,10,3,3,2,2,2,2,2,2,2,2,1,2,2,2,7,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,3,2,4,4,2,3,3,3,3,2,2,9,2,106,283,6,9,9,9,9,3,1,3,3,1,1,1,1,2,5,1,7,1
1,106,284,6,3,6,1,4,5,4,2,9,1,5,4,5,1,4,8,4,1,5,4,4,2,2,2,2,2,2,2,2,1,2,2,2,7,4,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,3,3,4,2,2,3,2,2,2,2,2,9,2,106,284,6,9,9,9,9,9,1,9,9,1,1,1,1,2,5,2,1,1
1,106,285,6,2,5,1,1,1,2,3,9,5,5,6,5,2,3,3,4,1,1,1,4,2,2,2,2,2,2,2,2,2,1,2,2,4,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,3,2,2,2,1,2,2,3,3,3,3,2,2,9,2,106,285,6,9,9,9,9,6,1,6,6,1,1,2,1,1,3,1,6,1
1,106,286,6,3,6,2,9,9,6,3,9,6,5,5,5,2,9,4,4,1,5,3,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,3,4,4,1,4,1,3,4,4,1,1,3,9,2,106,286,6,9,9,9,9,9,1,9,9,1,1,1,2,4,4,2,4,1
1,106,287,6,3,5,1,1,3,5,3,9,6,1,4,5,2,12,3,1,1,10,2,2,2,2,2,2,2,2,2,2,1,2,2,2,8,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,1,3,3,2,2,2,3,3,3,4,1,2,9,2,106,287,6,9,9,9,9,4,2,5,4,1,3,4,1,3,3,1,7,1
1,106,288,6,2,5,1,1,2,1,3,9,6,5,5,4,1,10,3,4,3,5,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,3,2,3,3,2,3,3,3,4,2,2,9,2,106,288,6,9,9,9,9,1,1,1,1,1,1,1,1,2,4,1,12,2
1,106,289,6,3,5,1,2,3,3,3,9,6,3,6,5,1,10,2,4,3,11,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,2,2,4,2,3,2,3,3,3,2,2,2,9,2,106,289,6,9,9,9,9,9,1,9,2,3,2,4,1,1,4,1,12,2
1,106,290,6,4,5,1,3,3,6,3,9,4,5,5,5,1,10,3,1,3,5,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,1,2,2,1,2,2,3,3,3,2,3,2,2,9,2,106,290,6,9,9,9,9,8,1,8,0,4,3,0,0,0,3,2,12,2
1,106,291,6,3,5,1,1,2,1,3,9,6,5,5,4,2,10,3,1,3,10,3,5,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,2,2,2,3,3,3,3,1,2,9,2,106,291,6,9,9,9,9,5,1,5,5,1,1,1,1,1,3,1,12,2
1,106,292,6,2,4,1,3,3,1,3,9,6,4,4,5,2,10,2,4,3,10,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,3,2,2,2,1,3,4,3,2,0,2,9,2,106,292,6,9,9,9,9,5,1,5,0,4,3,3,1,3,3,1,12,2
1,106,293,6,1,4,1,1,3,1,3,9,6,5,7,4,2,10,9,1,3,10,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,2,2,2,3,2,3,2,1,2,9,2,106,293,6,9,9,9,9,4,1,4,4,1,1,2,1,1,3,1,12,2
1,106,294,6,4,5,2,9,9,1,3,9,4,2,6,4,1,10,2,0,3,1,4,3,2,2,2,2,1,2,2,2,2,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,1,1,3,3,3,2,3,3,3,3,3,2,2,9,2,106,294,6,9,9,9,9,7,1,7,7,1,1,1,1,2,3,1,12,2
1,106,295,6,4,5,1,1,3,5,3,9,6,5,7,5,1,10,3,4,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,295,6,9,9,9,9,3,1,3,3,1,2,3,1,2,5,1,12,2
1,106,296,6,3,6,1,1,1,5,1,9,4,3,6,5,1,10,2,4,3,1,5,4,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,1,1,4,3,4,2,2,3,3,3,4,2,2,9,2,106,296,6,9,9,9,9,2,1,2,2,1,1,1,1,1,5,1,12,2
1,106,297,6,3,3,1,1,3,5,3,9,6,5,4,5,1,10,3,4,3,11,2,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,4,4,2,3,3,3,4,2,2,9,2,106,297,6,9,9,9,9,4,1,4,4,1,1,4,1,2,5,1,12,2
1,106,298,6,2,5,1,2,3,5,1,9,6,5,7,4,1,10,3,4,4,1,6,1,2,2,2,2,2,2,2,2,2,1,2,2,7,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,3,4,1,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,298,6,9,9,9,9,2,1,2,2,1,1,1,1,1,5,1,12,2
1,106,299,6,4,6,1,3,5,1,3,9,6,5,5,5,2,10,3,4,5,12,0,0,2,2,2,2,2,2,2,2,2,2,2,1,10,0,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,1,3,1,2,4,2,2,3,3,3,3,1,2,9,2,106,299,6,9,9,9,9,8,1,8,8,1,1,1,1,2,5,2,12,2
1,106,300,6,4,5,1,1,2,3,3,9,6,4,5,5,1,10,3,1,3,1,3,4,2,2,2,2,2,2,2,2,1,2,2,2,11,4,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,4,1,3,0,2,4,4,2,0,3,3,3,2,2,9,2,106,300,6,9,9,9,9,9,1,9,9,1,1,1,1,2,5,1,12,2
1,106,301,6,2,2,1,1,2,1,3,9,6,5,6,4,2,10,3,2,3,10,0,3,2,2,2,2,2,2,2,2,1,2,2,2,2,8,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,0,4,2,4,4,2,3,3,3,3,2,2,9,2,106,301,6,9,9,9,9,5,1,5,5,1,1,1,1,1,5,1,12,2
1,106,302,6,3,5,1,2,1,3,3,9,6,5,5,5,1,10,2,4,1,10,3,2,1,2,2,2,2,2,2,2,2,2,2,2,8,0,0,2,2,2,2,1,2,2,2,2,2,2,2,5,3,4,1,2,2,4,4,4,2,3,3,3,3,2,2,9,2,106,302,6,9,9,9,9,2,1,2,0,4,3,4,1,1,5,1,11,2
1,106,303,6,3,5,2,9,9,1,3,9,6,5,6,5,1,10,2,1,3,1,6,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,4,4,2,3,3,3,3,0,2,9,2,106,303,6,9,9,9,9,2,1,2,2,1,2,4,2,3,5,1,12,2
1,106,304,6,4,6,1,2,1,6,3,9,5,5,5,4,1,10,3,4,3,11,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,2,3,3,3,3,4,4,2,3,3,3,3,2,2,9,2,106,304,6,9,9,9,9,6,1,6,6,1,1,2,1,1,5,1,12,2
1,106,305,6,3,5,2,9,9,4,3,9,4,2,5,5,3,10,2,4,3,5,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,5,1,4,5,0,3,3,4,4,2,3,3,3,3,2,2,9,2,106,305,6,9,9,9,9,7,1,7,7,1,1,1,1,2,5,1,12,2
1,106,306,6,2,3,1,5,5,1,3,9,6,1,3,5,1,10,1,3,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,9,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,3,3,3,1,1,1,2,1,3,2,1,1,2,2,106,306,6,2,3,1,1,8,1,8,9,3,3,3,1,4,1,2,11,2
1,106,307,6,2,5,1,2,3,1,3,9,6,3,5,5,1,10,1,3,3,10,2,3,2,2,1,2,2,2,1,2,2,2,2,2,8,9,2,2,1,2,2,2,2,2,1,2,2,2,2,3,3,4,1,3,3,2,1,1,2,3,1,3,1,1,1,2,2,106,307,6,2,2,1,1,12,1,2,0,4,3,3,1,2,1,1,11,2
1,106,308,6,2,3,1,2,3,1,3,9,1,3,4,5,1,10,1,3,4,4,4,2,2,1,2,2,2,2,1,2,2,2,2,2,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,1,3,4,1,3,3,1,1,2,3,1,3,4,1,1,2,2,106,308,6,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,11,2
1,106,309,6,4,6,1,3,2,1,3,9,5,5,4,5,2,10,1,3,1,10,4,5,2,2,2,2,2,2,1,2,1,2,2,2,4,5,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,3,1,3,3,3,1,1,1,3,1,1,1,1,1,2,2,106,309,6,2,1,1,1,1,1,1,1,1,1,4,1,4,1,2,11,2
1,106,310,6,3,3,2,9,9,3,1,9,4,5,5,4,3,10,7,3,3,6,3,4,2,2,2,2,2,1,2,2,2,2,2,2,2,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,1,1,3,3,1,1,1,3,1,2,1,1,1,2,2,106,310,6,1,1,1,1,4,1,4,0,4,3,3,1,3,1,1,11,2
1,106,311,6,4,6,2,9,9,1,3,9,4,5,6,5,1,10,5,3,5,12,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,9,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,4,1,3,4,2,1,1,1,3,1,1,1,1,1,2,2,106,311,6,2,1,1,9,2,1,2,0,0,3,3,1,0,1,2,12,2
1,106,312,6,4,5,2,9,9,1,3,9,5,4,6,5,1,10,5,1,5,12,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,9,1,2,2,2,2,2,1,2,2,2,2,2,2,5,3,4,1,1,3,3,1,1,1,3,1,2,1,1,1,2,2,106,312,6,1,1,9,1,3,1,3,0,4,3,3,1,0,1,1,11,2
1,106,313,6,3,4,1,3,4,5,3,9,6,5,4,2,1,10,1,0,3,6,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,1,2,2,2,2,2,2,5,3,4,1,1,3,3,1,1,1,2,4,1,5,1,1,2,2,106,313,6,1,1,1,1,3,1,3,0,0,0,3,3,4,1,1,11,2
1,106,314,6,4,6,2,9,9,2,2,9,6,5,6,5,3,10,1,3,3,11,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,1,1,3,3,1,1,1,3,1,3,1,1,1,2,2,106,314,6,1,1,1,1,2,1,2,2,1,1,2,1,3,1,2,11,2
1,106,315,6,3,5,2,2,3,4,2,9,6,5,4,4,1,10,1,3,3,10,3,4,2,2,1,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,1,3,3,2,2,2,3,3,3,1,1,3,2,2,106,315,6,2,3,3,2,5,1,5,5,1,1,4,1,3,2,1,11,2
1,106,316,6,3,5,1,1,2,3,3,9,4,4,5,4,2,10,2,3,3,11,3,3,2,2,1,2,2,2,2,2,2,2,2,2,7,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,2,2,1,1,2,3,4,3,4,1,3,2,2,106,316,6,1,3,1,1,4,1,4,4,1,1,3,1,3,2,1,12,2
1,106,317,6,3,6,1,1,3,1,3,9,6,5,5,5,2,10,1,3,1,3,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,3,3,4,2,2,2,2,3,3,3,3,1,3,2,2,106,317,6,2,3,1,2,7,1,7,2,3,1,1,1,1,2,2,11,2
1,106,318,6,3,5,1,2,2,4,2,9,4,5,5,4,1,10,1,4,3,1,5,4,2,2,2,2,2,2,2,2,1,2,2,2,7,4,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,3,5,1,3,3,2,2,3,3,2,3,2,1,3,2,2,106,318,6,1,3,1,2,1,1,1,1,3,1,2,2,3,2,1,11,2
1,106,319,6,3,4,1,2,3,1,3,9,4,5,5,5,2,10,1,4,3,10,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,3,2,2,2,1,3,2,3,3,1,3,2,2,106,319,6,1,3,1,1,2,1,2,2,1,1,1,1,3,2,1,11,2
1,106,320,6,3,6,2,9,9,2,2,9,4,5,6,5,2,10,4,3,3,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,2,2,2,2,1,3,4,3,4,1,3,2,2,106,320,6,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,11,2
1,106,321,6,4,6,1,4,3,3,1,9,1,5,5,5,1,10,1,3,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,8,9,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,4,1,3,4,2,1,2,1,3,3,2,1,1,1,2,2,106,321,6,1,2,1,1,7,1,7,0,4,3,3,1,3,2,2,11,2
1,106,322,6,2,3,1,2,2,2,3,9,4,5,5,4,2,10,1,3,1,3,3,4,2,2,1,2,2,2,2,2,1,2,2,2,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,5,3,4,4,1,2,2,3,2,4,4,1,1,2,2,106,322,6,9,2,1,1,7,1,7,7,1,1,1,1,2,2,1,11,2
1,106,323,6,2,3,1,1,4,1,3,9,6,5,5,5,1,10,1,4,3,5,2,3,2,2,2,2,2,2,2,2,1,2,2,2,11,3,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,4,1,3,3,4,2,2,1,4,2,4,4,1,3,2,2,106,323,6,2,2,3,3,9,1,9,0,4,2,4,1,2,2,1,11,2
1,106,324,6,3,5,2,9,9,4,2,9,6,5,5,5,1,10,1,3,3,10,2,4,2,2,2,2,2,2,2,2,2,1,2,2,8,0,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,1,3,3,2,1,1,3,3,3,2,1,3,2,2,106,324,6,2,2,1,2,2,1,2,5,3,2,3,1,2,2,1,11,2
1,106,325,6,2,4,1,2,2,1,3,9,5,5,4,4,2,10,1,4,3,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,4,4,1,1,1,3,3,3,4,1,3,2,2,106,325,6,2,2,1,2,9,1,9,9,1,1,2,2,2,2,1,11,2
1,106,326,6,2,4,1,1,3,1,3,9,3,5,4,5,1,10,1,3,2,6,2,5,2,2,2,2,2,2,2,2,2,1,2,2,8,0,3,2,2,2,2,2,1,2,2,2,2,2,2,3,1,3,3,2,2,1,1,1,1,3,1,2,1,1,1,2,2,106,326,6,2,2,1,2,9,1,9,0,4,3,4,3,3,2,1,11,2
1,106,327,6,4,6,2,9,9,5,2,9,4,5,5,5,1,10,1,4,3,11,2,4,2,2,2,2,2,2,1,2,1,2,2,2,8,8,2,2,2,2,1,2,2,2,1,2,2,2,2,4,3,4,1,2,2,1,2,2,2,3,3,2,4,1,3,2,2,106,327,6,2,2,1,2,7,1,7,7,1,1,2,1,2,2,2,11,2
1,106,328,6,2,5,1,4,3,4,2,7,4,5,3,1,5,4,3,4,3,6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,8,8,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,4,3,2,3,0,4,4,2,5,1,3,9,2,106,328,6,9,9,9,9,5,1,5,5,1,1,1,2,4,4,1,1,1
1,106,329,6,4,6,2,9,9,5,2,7,4,5,6,1,5,4,4,4,5,12,0,0,2,1,2,2,2,2,2,2,2,2,2,2,3,7,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,3,5,3,4,2,2,2,2,3,3,3,5,1,3,9,2,106,329,6,9,9,9,9,8,1,8,8,1,1,1,2,2,2,2,1,1
1,106,330,6,3,5,1,1,1,2,3,7,6,5,5,1,5,9,3,4,2,11,2,4,2,2,2,2,2,2,2,2,1,2,2,2,11,4,1,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,3,4,4,4,4,2,3,3,3,5,2,2,9,2,106,330,6,9,9,9,9,2,1,2,2,1,1,1,1,1,5,1,4,1
1,106,331,6,2,5,1,1,3,1,3,7,6,5,3,1,5,4,3,4,3,11,2,2,2,2,2,2,2,2,2,1,1,2,2,2,6,9,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,1,3,2,2,1,1,2,3,3,3,5,1,2,9,2,106,331,6,9,9,9,9,2,1,2,2,1,1,3,1,3,3,1,1,1
1,106,332,6,2,5,1,2,2,1,3,7,6,3,5,1,5,10,3,3,3,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,8,0,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,5,3,2,2,2,2,2,3,3,2,5,1,3,9,2,106,332,6,9,9,9,9,7,1,7,0,4,3,3,1,1,2,1,12,1
1,106,333,6,3,4,1,3,3,4,2,7,3,5,7,1,5,10,1,3,3,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,7,1,3,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,1,3,2,1,4,2,2,3,3,3,5,2,2,2,2,106,333,6,3,3,2,3,2,1,2,2,1,1,1,1,3,5,1,11,1
1,106,334,6,2,5,1,1,2,3,3,7,6,5,6,1,5,3,3,4,3,11,1,3,2,2,2,2,2,2,2,2,1,2,2,2,7,3,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,5,3,3,4,4,4,2,3,3,3,5,2,2,9,2,106,334,6,9,9,9,9,2,1,2,2,1,2,2,2,4,5,1,6,1
1,106,335,6,1,5,1,1,3,7,2,7,6,5,5,1,5,7,9,1,3,10,3,2,1,2,2,2,2,2,2,2,2,2,2,2,8,0,1,2,2,2,2,1,2,2,2,2,2,2,2,4,3,4,1,2,2,2,3,4,2,3,3,3,5,2,2,9,2,106,335,6,9,9,9,9,3,1,3,3,1,1,2,1,2,4,1,8,1
1,106,336,6,3,6,1,3,2,6,3,7,1,5,5,1,5,8,3,4,2,4,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,1,2,2,2,2,2,2,2,5,1,2,3,2,1,1,3,3,2,3,3,3,5,2,2,9,2,106,336,6,9,9,9,9,4,1,4,4,1,1,3,2,1,4,2,3,1
1,106,337,6,4,6,2,9,9,5,2,7,1,5,5,1,5,4,4,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,4,2,1,1,2,2,1,3,2,3,5,1,1,9,2,106,337,6,9,9,9,9,8,1,8,8,1,2,3,1,1,2,2,1,1
1,106,338,6,4,5,1,2,2,1,3,7,4,4,7,1,5,10,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,4,5,2,2,1,1,3,1,3,2,2,5,1,3,9,2,106,338,6,9,2,1,1,5,1,5,5,1,2,4,1,2,4,1,12,1
1,106,339,6,3,5,1,1,3,5,3,7,6,5,6,1,5,12,3,4,6,10,1,3,2,2,2,2,2,2,2,2,1,2,2,2,8,8,1,2,2,1,2,2,2,2,2,2,2,2,2,5,3,4,5,3,3,2,4,4,2,0,3,3,5,2,2,9,2,106,339,6,9,9,9,9,2,1,2,2,1,2,2,1,2,5,1,7,1
1,106,340,6,3,5,1,3,4,4,2,7,4,5,5,1,5,10,1,4,5,12,0,0,2,2,2,2,2,2,2,2,1,2,2,2,3,8,3,1,2,2,2,2,2,2,2,2,2,2,2,4,3,3,5,3,0,2,1,1,1,3,2,3,5,1,3,2,2,106,340,6,1,2,1,2,4,1,4,4,1,2,2,2,2,2,2,11,2
1,106,341,6,0,6,1,3,1,7,1,7,3,5,5,1,5,10,1,3,6,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,1,3,0,2,1,1,1,3,2,2,5,1,3,2,2,106,341,6,2,1,1,1,5,1,5,5,1,1,1,1,3,2,2,11,2
1,106,342,6,2,2,1,1,4,5,3,7,5,5,5,1,5,10,1,3,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,8,9,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,4,4,2,2,4,1,1,3,3,3,4,5,1,3,2,2,106,342,6,1,1,1,2,9,1,9,9,1,1,4,2,3,2,1,11,2
1,106,343,6,2,3,1,5,3,1,2,7,4,5,5,1,5,10,1,4,3,10,3,2,2,2,2,2,2,2,2,2,2,2,1,2,10,0,3,2,2,2,2,2,2,1,2,2,2,2,2,3,1,4,1,3,4,4,1,1,1,3,2,2,5,1,3,2,2,106,343,6,2,1,1,1,4,1,4,4,1,1,3,2,3,2,1,11,2
1,106,344,6,2,4,1,1,2,1,3,7,2,2,3,1,5,10,1,3,3,6,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,1,3,4,4,3,2,2,3,3,3,5,1,2,2,2,106,344,6,2,2,2,3,9,2,4,0,4,3,3,1,3,3,1,11,2
