S0194.CARD.  1. CARD ONE 
S0194.Q43. HAS THE SITUATION IN REGARD TO RATINGS OR PROMOTIONS ON YOUR PARTICULAR JOB EVER BEEN EXPLAINED TO YO?  1. YES 2. NO 0. NO ANSWER 
"S0194.Q44. IF THE SITUATION IN REGARD TO RATINGS OR PROMOTIONS HAS BEEN EXPLAINED TO YOU, WHO EXPLAINED IT TO YO?  1. MY SECTION CHIEF OR IMMEDIATE SUPERIOR 2. NOT CHOSEN "
"S0194.Q44. IF THE SITUATION IN REGARD TO RATINGS OR PROMOTIONS HAS BEEN EXPLAINED TO YOU, WHO EXPLAINED IT TO YO?  839 1. ONE OF MY WAC COMPANY OFFICERS 5819 2. NOT CHOSEN "
"S0194.Q44. IF THE SITUATION IN REGARD TO RATINGS OR PROMOTIONS HAS BEEN EXPLAINED TO YOU, WHO EXPLAINED IT TO YO?  299 1. SOMEONE ELSE 6359 2. NOT CHOSEN "
"S0194.Q44. IF THE SITUATION IN REGARD TO RATINGS OR PROMOTIONS HAS BEEN EXPLAINED TO YOU, WHO EXPLAINED IT TO YO?  3197 1. IT HAS NEVER BEEN EXPLAINED TO ME 3461 2. NOT CHOSEN "
"S0194.Q44. IF THE SITUATION IN REGARD TO RATINGS OR PROMOTIONS HAS BEEN EXPLAINED TO YOU, WHO EXPLAINED IT TO YO?  617 1. NO ANSWER 6041 2. NOT CHOSEN P. OF COURSE, YOU CAN'T BE ABSOLUTELY CERTAIN ABOUT WHAT YOU WILL BE DOING RIGHT AFTER THE WAR, BUT PLEASE ANSWER THE FOLLOWING QUESTION WITH YOUR BEST POSSIBLE GUESS. "
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  1. KEEP HOUSE 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  2721 1. WORK FULL-TIME FOR ANOTHER EMPLOYER 3937 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  511 1. GO INTO BUSINESS FOR MYSELF 6147 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  530 1. GO TO FULL-TIME SCHOOL 6128 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  107 1. WORK PART-TIME 6551 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  176 1. GO TO SCHOOL PART-TIME 6482 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  148 1. COMBINATION OF CODES (COLUMNS 18 AND 22 ABOVE) 6510 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  107 1. COMBINATION OF CODES (COLUMNS 18 AND 23 ABOVE) 6551 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  344 1. COMBINATION OF CODES (COLUMNS 19 AND 23 ABOVE) 6314 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  53 1. COMBINATION OF CODES (COLUMNS 21 AND 22 ABOVE) 6605 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  345 1. COMBINATION OF CODES (COLUMNS 22 AND 23 ABOVE) 6313 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  104 1. STAY IN WAC 6554 2. NOT CHOSEN 
S0194.Q45. WHICH OF THE FOLLOWING DO YOU THINK YOU WILL DO RIGHT AFTER THE WA?  132 1. NO ANSWER 6526 2. NOT CHOSEN 
"S0194.Q46. IF YOU PLAN TO WORK RIGHT AFTER THE WAR, WHAT KIND OF WORK DO YOU THINK YOU WILL D? (IF YOU ARE UNDECIDED, TELL WHAT YOU THINK YOU MIGHT DO.)  01. ACCOUNTANTS AND AUDITORS, STATISTICIANS 02. ACTRESSES, DANCERS, SINGERS, ENTERTAINERS (NOT MUSICIANS) 03. ARTISTS, COMMERCIAL ARTISTS, ETC. 04. CHEMISTS, PHARMACISTS 05. DIETITIANS 06. DRAFTSMEN, DESIGNERS 07. INTERIOR DECORATORS; WINDOW DRESSERS 08. LAWYERS 09. LIBRARIANS 10. MUSICIANS AND MUSIC TEACHERS 11. NURSES, TRAINED AND STUDENT NURSES (NOT PRACTICAL NURSES) 12. PERSONNEL WORKERS 13. PHOTOGRAPHERS 14. REPORTERS, AND WRITERS, PUBLIC RELATIONS, ETC. 15. SOCIAL WORKERS, RECREATIONAL DIRECTOR 16. TEACHERS (OTHER THAN MUSIC) AND SCHOOL SUPERVISORS 17. DOCTOR 18. RESEARCH WORKERS; ANALYSTS 19. RADIO OPERATOR 20. MANAGERS OR OWNERS, WHOLESALE AND RETAIL TRADE (INCLUDES INSURANCE AND REAL ESTATE) 21. MANAGERS OR OWNERS, EATING AND DRINKING PLACES 22. MANAGERS OR OWNERS, SERVICE ESTABLISHMENTS; SUCH AS, BEAUTY SHOPS, ETC. 23. RESIDENT MANAGERS, APARTMENT HOUSES (INCLUDES BOARDING AND LODGING HOUSE KEEPERS) 24. SUPERVISORY AND ADMINISTRATIVE WORKERS, OFFICE 25. TECHNICIANS, DARKROOM (PHOTOGRAPHIC WORKERS) 26. TECHNICIANS, DENTAL 27. TECHNICIANS, LABORATORY 28. TECHNICIANS, MEDICAL AND SURGICAL 29. CRYPTOGRAPHER; OR CODE CLERK IN SIGNAL CORPS 30. BOOKKEEPERS 31. CASHIERS AND TICKET AGENTS 32. CLERKS, FILE 33. CLERKS, ALL OTHERS (INCLUDES RECEPTIONISTS) 34. CLERKS, OPERATING OFFICE MACHINES 35. CLERKS, PERSONNEL 36. CLERK-TYPIST 37. STENOGRAPHERS AND SECRETARIES 38. TELEPHONE OPERATORS 39. TYPISTS (INCLUDES TELETYPE OPERATORS) 40. SALESPERSONS 41. ATTENDANTS, HOSPITALS AND OTHER INSTITUTIONS 42. ATTENDANTS, RECREATION AND AMUSEMENT (INCLUDES USHERS) 43. ATTENDANTS, DOCTORS, AND DENTISTS, OFFICES 44. PHYSIOTHERAPIST, OCCUPATIONAL THERAPIST 45. BEAUTY OPERATORS AND MANICURISTS 46. ELEVATOR OPERATORS 47. HOUSEKEEPERS (NOT IN OWN HOME) 48. PRACTICAL NURSES AND NURSE MAIDS 49. SERVANTS, DOMESTIC 50. BUTCHERS AND MEATCUTTERS 51. CLEANERS, EXCEPT IN PRIVATE FAMILY 52. COOKS AND BAKERS 53. KITCHEN WORKERS, HOTEL AND RESTAURANT 54. WAITRESSES, SODA JERKERS, HOSTESSES, ETC. COUNTER GIRLS 55. CHAUFFEURS AND DRIVERS, BUS, TAXI, TRUCK OR TRACTORS 56. DETECTIVES, GUARDS 57. MODEL 58. MANAGERS AND OWNERS OF RECREATION ESTABLISHMENTS 60. FACTORY WORKERS (EXCEPT FORELADIES OR TRAINERS) 61. FILLING STATION ATTENDANTS, SERVICING AIRPLANES 62. FORELADIES OR TRAINERS 63. LAUNDRESSES AND LAUNDRY WORKERS 64. MECHANICAL WORKERS, REPAIRMEN, ETC. PAINTERS 65. MUNITIONS HANDLERS (NOT IN FACTORIES) 66. SEAMSTRESSES AND DRESSMAKERS (NOT IN FACTORIES) 67. PARACHUTE RIGGERS AND PACKERS, ETC. 68. DISPATCHER, AIRPLANES ONLY 70. FARM WORKERS 71. GOVERNMENT INSPECTORS 72. CONTROL TOWER OPERATOR - SIGNAL OPERATOR ON RAILROAD 73. LINK TRAINER INSTRUCTOR, PILOTS 74. WEATHER OBSERVER 75. AIR STEWARDESS 76. PROJECTIONISTS 77. TRANSLATOR; INTERPRETER 78. UNCLASSIFIABLE 79. I'M NOT PLANNING TO WORK 80. UNDECIDED; DON'T KNOW; HAVEN'T ANY IDEA, ETC. 81. OFFICE WORK (NO INDICATION WHAT TYPE) 82. WAC 00. NO ANSWER "
"S0194.Q47. HAVE YOU EVER DONE ANY KIND OF WORK BEFORE LIKE YOU PLAN TO DO RIGHT AFTER THE WA?  1. YES, I DID THAT KIND OF WORK BEFORE I ENTERED THE ARMY 2. YES, I HAVE LEARNED THAT KIND OF WORK IN THE ARMY 3. NO, I HAVE NEVER DONE THAT KIND OF WORK YET 4. COMBINATION OF CODES 1 AND 2 5. I'M NOT PLANNING TO WORK 0. NO ANSWER "
"S0194.Q48. HOW SURE DO YOU FEEL THAT AFTER THE WAR YOU WILL DO THE KIND OF WORK YOU DESCRIBED IN QUESTION 46*  1. I'M ALMOST SURE I WILL 2. I PROBABLY WILL, BUT I MAY DO SOMETHING ELSE 3. I'M REALLY NOT AT ALL SURE WHAT I WILL DO 4. I'M NOT PLANNING TO WORK 0. NO ANSWER "
"S0194.Q49. WHAT TYPE OF WORK WOULD YOU BE MOST LIKELY TO CONSIDER AS A SECOND CHOICE, IF YOU CANNOT GET ANY JOB IN THE TYPE OF WORK YOU JUST DESCRIBED IN QUESTION 46*  01. ACCOUNTANTS AND AUDITORS, STATISTICIANS 02. ACTRESSES, DANCERS, SINGERS, ENTERTAINERS (NOT MUSICIANS) 03. ARTISTS, COMMERCIAL ARTISTS, ETC. 04. CHEMISTS, PHARMACISTS 05. DIETITIANS 06. DRAFTSMEN, DESIGNERS 07. INTERIOR DECORATORS; WINDOW DRESSERS 08. LAWYERS 09. LIBRARIANS 10. MUSICIANS AND MUSIC TEACHERS 11. NURSES, TRAINED AND STUDENT NURSES (NOT PRACTICAL NURSES) 12. PERSONNEL WORKERS 13. PHOTOGRAPHERS 14. REPORTERS, AND WRITERS, PUBLIC RELATIONS, ETC. 15. SOCIAL WORKERS, RECREATIONAL DIRECTOR 16. TEACHERS (OTHER THAN MUSIC) AND SCHOOL SUPERVISORS 17. DOCTOR 18. RESEARCH WORKERS; ANALYSTS 19. RADIO OPERATOR 20. MANAGERS OR OWNERS, WHOLESALE AND RETAIL TRADE (INCLUDES INSURANCE AND REAL ESTATE) 21. MANAGERS OR OWNERS, EATING AND DRINKING PLACES 22. MANAGERS OR OWNERS, SERVICE ESTABLISHMENTS; SUCH AS, BEAUTY SHOPS, ETC. 23. RESIDENT MANAGERS, APARTMENT HOUSES (INCLUDES BOARDING AND LODGING HOUSE KEEPERS) 24. SUPERVISORY AND ADMINISTRATIVE WORKERS, OFFICE 25. TECHNICIANS, DARKROOM (PHOTOGRAPHIC WORKERS) 26. TECHNICIANS, DENTAL 27. TECHNICIANS, LABORATORY 28. TECHNICIANS, MEDICAL AND SURGICAL 29. CRYPTOGRAPHER; OR CODE CLERK IN SIGNAL CORPS 30. BOOKKEEPERS 31. CASHIERS AND TICKET AGENTS 32. CLERKS, FILE 33. CLERKS, ALL OTHERS (INCLUDES RECEPTIONISTS) 34. CLERKS, OPERATING OFFICE MACHINES 35. CLERKS, PERSONNEL 36. CLERK-TYPIST 37. STENOGRAPHERS AND SECRETARIES 38. TELEPHONE OPERATORS 39. TYPISTS (INCLUDES TELETYPE OPERATORS) 40. SALESPERSONS 41. ATTENDANTS, HOSPITALS AND OTHER INSTITUTIONS 42. ATTENDANTS, RECREATION AND AMUSEMENT (INCLUDES USHERS) 43. ATTENDANTS, DOCTORS, AND DENTISTS, OFFICES 44. PHYSIOTHERAPIST, OCCUPATIONAL THERAPIST 45. BEAUTY OPERATORS AND MANICURISTS 46. ELEVATOR OPERATORS 47. HOUSEKEEPERS (NOT IN OWN HOME) 48. PRACTICAL NURSES AND NURSE MAIDS 49. SERVANTS, DOMESTIC 50. BUTCHERS AND MEATCUTTERS 51. CLEANERS, EXCEPT IN PRIVATE FAMILY 52. COOKS AND BAKERS 53. KITCHEN WORKERS, HOTEL AND RESTAURANT 54. WAITRESSES, SODA JERKERS, HOSTESSES, ETC. COUNTER GIRLS 55. CHAUFFEURS AND DRIVERS, BUS, TAXI, TRUCK OR TRACTORS 56. DETECTIVES, GUARDS 57. MODEL 58. MANAGERS AND OWNERS OF RECREATION ESTABLISHMENTS 60. FACTORY WORKERS (EXCEPT FORELADIES OR TRAINERS) 61. FILLING STATION ATTENDANTS, SERVICING AIRPLANES 62. FORELADIES OR TRAINERS 63. LAUNDRESSES AND LAUNDRY WORKERS 64. MECHANICAL WORKERS, REPAIRMEN, ETC. PAINTERS 65. MUNITIONS HANDLERS (NOT IN FACTORIES) 66. SEAMSTRESSES AND DRESSMAKERS (NOT IN FACTORIES) 67. PARACHUTE RIGGERS AND PACKERS, ETC. 68. DISPATCHER, AIRPLANES ONLY 70. FARM WORKERS 71. GOVERNMENT INSPECTORS 72. CONTROL TOWER OPERATOR - SIGNAL OPERATOR ON RAILROAD 73. LINK TRAINER INSTRUCTOR, PILOTS 74. WEATHER OBSERVER 75. AIR STEWARDESS 76. PROJECTIONISTS 77. TRANSLATOR; INTERPRETER 78. UNCLASSIFIABLE 79. I'M NOT PLANNING TO WORK 80. UNDECIDED; DON'T KNOW; HAVEN'T ANY IDEA, ETC. 81. OFFICE WORK (NO INDICATION WHAT TYPE) 82. WAC 00. NO ANSWER "
S0194.Q50. DO YOU FEEL THAT YOU HAVE HAD AS MUCH SCHOOL OR COLLEGE AS YOU WANT OR WOULD YOU LIKE TO GO BACK TO SCHOOL OR COLLEGE AFTER THE WA?  1. I HAVE HAD AS MUCH SCHOOL OR COLLEGE AS I WANT 2. I WOULD LIKE TO GO BACK TO FULL-TIME SCHOOL OR COLLEGE 3. I WOULD LIKE TO GO BACK TO PART-TIME SCHOOL OR COLLEGE 0. NO ANSWER 
"S0194.Q51. REGARDLESS OF WHAT YOU WOULD LIKE TO DO, DO YOU THINK YOU WILL ACTUALLY GO BACK TO SCHOOL OR COLLEGE AFTER THE WA?  1. YES, TO FULL-TIME SCHOOL OR COLLEGE 2. YES, TO PART-TIME SCHOOL OR COLLEGE 3. NO, I DON'T THINK I WILL GO BACK TO SCHOOL OR COLLEGE 4. UNDECIDED 0. NO ANSWER "
S0194.Q52. IT HAS BEEN PLANNED THAT THE FEDERAL GOVERNMENT WILL PAY TUITION AND OTHER EDUCATIONAL EXPENSES PLUS A LIVING ALLOWANCE OF $50 PER MONTH TO VETERANS WHO QUALIFY AND WANT TO CONTINUE THEIR SCHOOLING. DO YOU THINK YOU WOULD GO BACK TO FULL-TIME SCHOOL OR COLLEGE AFTER THE WA?  1. I EXPECT TO GO BACK TO FULL-TIME SCHOOL WHETHER OR NOT THE GOVERNMENT HELPS ME 2. I WILL GO BACK TO FULL-TIME SCHOOL IF THE GOVERNMENT PROVIDES THIS HELP 3. I WILL NOT GO BACK TO FULL-TIME SCHOOL EVEN IF THE GOVERNMENT WOULD HELP ME 4. UNDECIDED 0. NO ANSWER 
S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  1. HIGH SCHOOL 2. NOT CHOSEN 
S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  438 1. TRADE SCHOOL 6220 2. NOT CHOSEN 
S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  994 1. BUSINESS SCHOOL 5664 2. NOT CHOSEN 
S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  68 1. JUNIOR COLLEGE 6590 2. NOT CHOSEN 
S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  1104 1. COLLEGE (GENERAL ACADEMIC COURSE) 5554 2. NOT CHOSEN 
"S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  240 1. A PROFESSIONAL SCHOOL (LAW, MEDICAL, ETC.) 6418 2. NOT CHOSEN "
"S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  135 1. A TECHNICAL COLLEGE (ENGINEERING, AGRICULTURE, ETC.) 6523 2. NOT CHOSEN "
"S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  156 1. ART, MUSIC 6502 2. NOT CHOSEN "
"S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  294 1. PHYSIOTHERAPY, MEDICAL, DENTAL OR LABORATORY, TECHNICAL NURSES COURSES ETC. (NOT COLLEGE LEVEL) 6364 2. NOT CHOSEN "
S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  2713 1. I'M NOT PLANNING TO GO BACK TO SCHOOL AFTER THE WAR 3945 2. NOT CHOSEN 
S0194.Q53A. WHAT KIND OF SCHOOL ARE YOU PLANNING TO ATTEND AFTER THE WA?  436 1. NO ANSWER 6222 2. NOT CHOSEN X. QUESTIONS 53B AND 53C NOT CODED. 
S0194.Q54. DO YOU FEEL YOU NEED INFORMATION OR ADVICE ABOUT EDUCATIONAL OR VOCATIONAL OPPORTUNITIES AFTER THE WA?  1. YES 2. NO 0. NO ANSWER X. QUESTION 54A NOT CODED. 
S0194.Q55. HOW MUCH MORE DO YOU FEEL YOU HAVE CONTRIBUTED TO THE WAR EFFORT BY HAVING SERVED AS A WAC THAN YOU WOULD HAVE CONTRIBUTED HAD YOU SERVED AS A CIVILIA?  1. MORE AS A WAC 2. MORE AS A CIVILIAN 3. ABOUT THE SAME 0. NO ANSWER 
"S0194.Q56. IN THE EVENT OF FUTURE WARS, DO YOU KNOW ANY WAY IN WHICH WOMEN CAN CONTRIBUTE MORE TO THE WAR EFFORT THAN BY JOINING ONE OF THE WOMENS, MILITARY SERVICE?  1. YES 2. NO 0. NO ANSWER X. QUESTION 56A NOT CODED. "
S0194.Q57. ARE YOU EVER WORRIED AND UPSE?  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 0. NO ANSWER 
S0194.Q58. DO YOU EVER FEEL LONESOM?  1. I HARDLY EVER FEEL LONESOME 2. I SOMETIMES FEEL LONESOME 3. I OFTEN FEEL LONESOME 0. NO ANSWER 
"S0194.Q59. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARM?  1. I HAVE A PRETTY GOOD TIME 2. IT IS ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 0. NO ANSWER "
"S0194.Q60. ON THE WHOLE, WOULD YOU SAY YOU ARE WELL ADJUSTED OR POORLY ADJUSTED TO ARMY LIF?  1. I AM VERY WELL ADJUSTED 2. I AM FAIRLY WELL ADJUSTED 3. I AM NOT SO WELL ADJUSTED 4. I AM VERY POORLY ADJUSTED 0. NO ANSWER "
"S0194.Q61. IS ARMY LIFE, IN GENERAL, BETTER OR WORSE THAN YOU EXPECTED IT TO B?  1. MUCH BETTER THAN I EXPECTED 2. BETTER THAN I EXPECTED 3. ABOUT THE SAME AS I EXPECTED 4. WORSE THAN I EXPECTED 5. MUCH WORSE THAN I EXPECTED 0. NO ANSWER "
"S0194.Q62. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRIT?  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER X. QUESTION 63 NOT CODED. "
"S0194.Q64. IN GENERAL, HOW WOULD YOU SAY THE MORALE OF YOUR COMPANY HAS BEEN IN THE LAST MONT?  1. VERY HIGH 2. FAIRLY HIGH 3. JUST MEDIUM 4. FAIRLY LOW 5. VERY LOW 0. NO ANSWER "
"S0194.Q65. IN GENERAL, HOW WOULD YOU SAY YOUR OWN MORALE HAS BEEN IN THE LAST MONT?  1. VERY HIGH 2. FAIRLY HIGH 3. JUST MEDIUM 4. FAIRLY LOW 5. VERY LOW 0. NO ANSWER "
S0194.Q66. DO YOU FEEL PROUD OF YOUR COMPANY OR NO?  1. VERY PROUD 2. RATHER PROUD 3. I HAVE NO PARTICULAR FEELING ABOUT IT 4. NOT PROUD 5. NOT PROUD AT ALL 0. NO ANSWER 
S0194.Q67. TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEM?  1. WAC CO 2. NOT CHOSEN 
S0194.Q67. TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEM?  302 1. OTHER WAC COMPANY OFFICERS 6356 2. NOT CHOSEN 
S0194.Q67. TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEM?  332 1. COMPANY CADRE 6326 2. NOT CHOSEN 
S0194.Q67. TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEM?  449 1. SECTION CHIEFS 6209 2. NOT CHOSEN 
S0194.Q67. TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEM?  1999 1. OTHER 4659 2. NOT CHOSEN 
"S0194.Q67. TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEM?  756 1. NO ONE, I KEEP THINGS TO MYSELF 5902 2. NOT CHOSEN "
S0194.Q67. TO WHOM WOULD YOU BE MOST APT TO BRING YOUR PERSONAL PROBLEM?  237 1. NO ANSWER 6421 2. NOT CHOSEN 
"S0194.Q68. IF YOU WANTED TO DO SO, WOULD YOU FEEL FREE TO TALK TO YOUR WAC CO ABOUT YOUR PERSONAL PROBLEM?  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER "
S0194.Q69. HOW INTERESTED IS YOUR WAC CO IN YOUR LIVING CONDITION?  1. VERY INTERESTED 2. FAIRLY INTERESTED 3. NOT VERY INTERESTED 4. NOT INTERESTED AT ALL 0. NO ANSWER 
S0194.Q70. HOW INTERESTED IS YOUR WAC CO IN YOUR WORKING CONDITION?  1. VERY INTERESTED 2. FAIRLY INTERESTED 3. NOT VERY INTERESTED 4. NOT INTERESTED AT ALL 0. NO ANSWER 
S0194.Q71. HOW INTERESTED IS YOUR WAC CO IN YOUR RECREATIONAL ACTIVITIE?  1. VERY INTERESTED 2. FAIRLY INTERESTED 3. NOT VERY INTERESTED 4. NOT INTERESTED AT ALL 0. NO ANSWER 
"S0194.Q72. DO YOU FEEL THAT YOUR PRESENT WAC CO RECOGNIZES YOUR ABILITIES AND WHAT YOU ARE ABLE TO D?  1. YES, I AM SURE SHE DOES 2. YES, I THINK SHE DOES BUT I'M NOT SURE 3. NO, I DON'T THINK SHE DOES 4. UNDECIDED 0. NO ANSWER "
S0194.Q73. IS YOUR WAC CO THE KIND WHO WOULD GO TO BAT FOR THE WA?  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
"S0194.Q74. IS YOUR WAC CO FAIR MINDED ENOUGH TO TREAT ALL THE ENLISTED WOMEN IN THE COMPANY ALIK?  1. ALWAYS 2. USUALLY 3. SOMETIMES 4. HARDLY EVER 5. NEVER 0. NO ANSWER X. QUESTIONS 75, 76 AND 77 NOT CODED. "
S0194.Q78. HOW DO YOU FEEL ABOUT THE AMOUNT OF OFF-DUTY TIME THAT YOU HAVE TO YOURSELF WHEN YOU ARE FREE FROM OFFICIAL DUTIE?  1. I USUALLY HAVE ENOUGH 2. I SOMETIMES HAVE ENOUGH 3. I HARDLY EVER HAVE ENOUGH 4. I NEVER HAVE ENOUGH 0. NO ANSWER 
S0194.Q79. ARE YOUR HOUSING AND SANITARY FACILITIES ABOUT AS GOOD AS THEY COULD B?  1. ABOUT AS GOOD AS THEY COULD BE 2. COULD BE A LITTLE BETTER 3. COULD BE A LOT BETTER 0. NO ANSWER X. QUESTION 79A NOT CODED. 
"S0194.Q80A. IN GENERAL, ARE THERE ANY DISCOMFORTS IN WAC LIFE WHICH ARE NOT NECESSAR?  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER X. QUESTION 80B NOT CODED. "
S0194.CARD.  3. CARD THREE 
S0194.DECK.  194. SURVEY NUMBER 
S0194.BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
S0194.Q81. HOW DO YOU FEEL ABOUT THE MEDICAL ATTENTION THAT THE WAC ON THIS POST RECEIVE?  1. IT IS VERY GOOD 2. IT IS FAIRLY GOOD 3. IT IS RATHER POOR 4. IT IS VERY POOR 0. NO ANSWER X. QUESTION 81A NOT CODED. 
S0194.Q82. HOW DO YOU FEEL ABOUT THE DAILY PHYSICAL TRAINING PROGRAM FOR THE WAC AT THIS POS?  1. IT IS VERY NECESSARY 2. IT IS FAIRLY NECESSARY 3. IT IS NOT VERY NECESSARY 4. IT IS NOT NECESSARY AT ALL 5. THERE IS NO DAILY PHYSICAL TRAINING PROGRAM FOR THE WAC AT THIS POST 0. NO ANSWER 
S0194.Q83. HOW SATISFACTORY ARE THE RECREATIONAL FACILITIES AVAILABLE TO YOUR UNIT ON THE POS?  1. VERY SATISFACTORY 2. FAIRLY SATISFACTORY 3. RATHER UNSATISFACTORY 4. VERY UNSATISFACTORY 0. NO ANSWER 
S0194.Q84. DURING YOUR OFF-DUTY FREE TIME HOW OFTEN DO YOU USUALLY GO INTO TOW?  1. ONCE A WEEK 2. TWICE A WEEK 3. THREE TIMES A WEEK 4. FOUR OR MORE TIMES A WEEK 5. THERE IS NO TOWN NEAR THIS POST 6. LESS THAN ONCE A WEEK 7. LIVE IN TOWN 0. NO ANSWER 
"S0194.Q85. IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOIN?  1. POOR TRANSPORTATION 2. NOT CHOSEN "
"S0194.Q85. IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOIN?  1199 1. NOT ENOUGH FREE TIME 5459 2. NOT CHOSEN "
"S0194.Q85. IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOIN?  470 1. CIVILIANS UNFRIENDLY 6188 2. NOT CHOSEN "
"S0194.Q85. IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOIN?  96 1. THERE IS NO TOWN NEAR MY POST 6562 2. NOT CHOSEN "
"S0194.Q85. IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOIN?  2864 1. I WOULDN'T LIKE TO GO INTO TOWN MORE OFTEN THAN I DO 3794 2. NOT CHOSEN "
"S0194.Q85. IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOIN?  112 1. LIVE IN TOWN 6546 2. NOT CHOSEN "
"S0194.Q85. IF YOU WOULD LIKE TO GO INTO THE TOWN NEAREST YOUR POST MORE OFTEN THAN YOU DO, WHAT IS THE MAIN REASON FOR YOUR NOT GOIN?  990 1. OTHER 5668 2. NOT CHOSEN "
