,CARD,DECK,BALLOT,S79.Q1,S79.Q2,S79.Q3,S79.Q4,S79.Q5,S79.Q6.x,S79.Q8,S79.Q9,S79.Q10,S79.Q11,S79.Q12,S79.Q13,S79.Q14,S79.Q15,S79.Q16,S79.Q17,S79.Q18,S79.Q19,S79.Q20,S79.Q21,S79.Q22,S79.Q23,S79.Q24,S79.Q25,S79.Q26,S79.Q27,S79.Q28,S79.Q29,S79.Q30,S79.Q31,S79.Q32,S79.Q33,S79.Q34,S79.Q35,S79.Q36,S79.Q37,S79.Q38,S79.Q39,S79.Q40,S79.Q41,S79.Q42,S79.Q43,S79.Q44,S79.Q45,S79.Q46,S79.Q47,S79.Q48,S79.Q49,S79.Q50,S79.Q51A,S79.Q51B.n,S79.Q52A,S79.Q52B.n,S79.Q53,S79.Q54,S79.Q55,S79.Q56,S79.Q57,S79.Q58,S79.Q59,S79.Q60,S79.Q61,S79.Q62,S79.Q63A,S79.Q63B.n,S79.Q64,S79.Q65,CARD..1,DECK..1,BALLOT..1,S79.Q66,S79.Q67,S79.Q68,S79.Q69,S79.Q70,S79.Q71,S79.Q72,S79.Q73,S79.Q74,S79.Q75,S79.Q76,S79.Q77,S79.Q78,S79.Q79,S79.Q80.n,S79.V81
917,1.0,79.0,918.0,1.0,9.0,4.0,7.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,,3.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,,2.0,2.0,2.0,79.0,918.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,,3171.0
918,1.0,79.0,919.0,2.0,9.0,6.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,11.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,6.0,2.0,1.0,4.0,5.0,3.0,,3.0,,4.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,,1.0,3.0,2.0,79.0,919.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,,3551.0
919,1.0,79.0,920.0,1.0,2.0,4.0,3.0,3.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,79.0,920.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,,3971.0
920,1.0,79.0,921.0,2.0,2.0,5.0,3.0,5.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,11.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,4.0,1.0,10.0,4.0,1.0,2.0,3.0,4.0,4.0,,4.0,,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,2.0,2.0,2.0,79.0,921.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,,4421.0
921,1.0,79.0,922.0,3.0,5.0,5.0,2.0,4.0,1.0,5.0,3.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,6.0,5.0,3.0,4.0,5.0,3.0,,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,,1.0,2.0,2.0,79.0,922.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,,6031.0
922,1.0,79.0,923.0,2.0,5.0,4.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,6.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,3.0,,3.0,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,2.0,1.0,2.0,79.0,923.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,0.0,,271.0
923,1.0,79.0,924.0,3.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,4.0,7.0,1.0,3.0,4.0,3.0,,4.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,,4.0,1.0,2.0,79.0,924.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,,13321.0
924,1.0,79.0,925.0,3.0,5.0,4.0,5.0,2.0,1.0,5.0,3.0,1.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,8.0,2.0,8.0,1.0,4.0,2.0,3.0,,2.0,,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,,1.0,4.0,2.0,79.0,925.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,3.0,,4241.0
925,1.0,79.0,926.0,2.0,3.0,4.0,9.0,3.0,5.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,,3.0,3.0,2.0,79.0,926.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,,11241.0
926,1.0,79.0,927.0,3.0,3.0,6.0,7.0,5.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,,1.0,,3.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,2.0,2.0,79.0,927.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,,8911.0
927,1.0,79.0,928.0,3.0,3.0,5.0,3.0,3.0,5.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,4.0,3.0,3.0,2.0,5.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,,3.0,,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,,1.0,1.0,2.0,79.0,928.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,5.0,1.0,2.0,2.0,1.0,,521.0
928,1.0,79.0,929.0,1.0,3.0,6.0,5.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,11.0,1.0,3.0,7.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,,1.0,3.0,2.0,79.0,929.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,4.0,,9251.0
929,1.0,79.0,930.0,1.0,3.0,6.0,1.0,4.0,1.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,7.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,6.0,2.0,1.0,2.0,2.0,3.0,,3.0,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,,1.0,4.0,2.0,79.0,930.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,,7381.0
930,1.0,79.0,931.0,3.0,3.0,5.0,4.0,5.0,1.0,5.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,10.0,1.0,1.0,2.0,3.0,4.0,1.0,,1.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,79.0,931.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,,1921.0
931,1.0,79.0,932.0,1.0,3.0,5.0,7.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,,4.0,4.0,2.0,79.0,932.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,,3661.0
932,1.0,79.0,933.0,1.0,3.0,4.0,1.0,4.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,4.0,4.0,2.0,3.0,11.0,3.0,11.0,3.0,1.0,3.0,5.0,1.0,1.0,5.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,6.0,3.0,,4.0,,4.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,1.0,2.0,79.0,933.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,,10581.0
933,1.0,79.0,934.0,2.0,3.0,5.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,,2.0,3.0,2.0,79.0,934.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,,10401.0
934,1.0,79.0,935.0,1.0,3.0,3.0,5.0,2.0,1.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,8.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,,2.0,,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,,1.0,2.0,2.0,79.0,935.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,,551.0
935,1.0,79.0,936.0,1.0,3.0,2.0,6.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,,1.0,,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,,2.0,3.0,2.0,79.0,936.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,,401.0
936,1.0,79.0,937.0,4.0,3.0,7.0,3.0,4.0,5.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,4.0,3.0,,1.0,,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,,1.0,2.0,2.0,79.0,937.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,1.0,2.0,2.0,2.0,,12651.0
937,1.0,79.0,938.0,1.0,3.0,6.0,3.0,4.0,1.0,5.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,1.0,3.0,4.0,,4.0,,3.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0,,1.0,2.0,2.0,79.0,938.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,,9621.0
938,1.0,79.0,939.0,1.0,3.0,5.0,6.0,4.0,1.0,5.0,3.0,2.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,,2.0,3.0,2.0,79.0,939.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,,6481.0
939,1.0,79.0,940.0,3.0,7.0,5.0,5.0,1.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,6.0,3.0,3.0,1.0,2.0,5.0,1.0,4.0,0.0,3.0,3.0,1.0,3.0,1.0,4.0,5.0,3.0,,3.0,,4.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,,4.0,1.0,2.0,79.0,940.0,4.0,5.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,,10251.0
940,1.0,79.0,941.0,2.0,5.0,5.0,2.0,4.0,1.0,5.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,,2.0,,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,,1.0,2.0,2.0,79.0,941.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,4.0,,6751.0
941,1.0,79.0,942.0,3.0,5.0,6.0,3.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,5.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,,4.0,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,1.0,2.0,2.0,79.0,942.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,4.0,,2241.0
942,1.0,79.0,943.0,3.0,5.0,6.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,8.0,1.0,1.0,2.0,4.0,3.0,3.0,,1.0,,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,,1.0,2.0,2.0,79.0,943.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,9861.0
943,1.0,79.0,944.0,3.0,5.0,7.0,5.0,3.0,1.0,5.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,4.0,,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,,1.0,1.0,2.0,79.0,944.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,,10971.0
944,1.0,79.0,945.0,3.0,5.0,6.0,9.0,1.0,1.0,5.0,3.0,3.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,11.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,8.0,1.0,7.0,2.0,3.0,6.0,4.0,,4.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,79.0,945.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,,13211.0
945,1.0,79.0,946.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,,1.0,,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,2.0,2.0,2.0,79.0,946.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,,3871.0
946,1.0,79.0,947.0,2.0,5.0,6.0,9.0,5.0,1.0,5.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,6.0,1.0,3.0,5.0,3.0,,4.0,,3.0,3.0,2.0,1.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,,3.0,4.0,2.0,79.0,947.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,,14051.0
947,1.0,79.0,948.0,4.0,5.0,4.0,5.0,1.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,79.0,948.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,3.0,,9531.0
948,1.0,79.0,949.0,1.0,5.0,2.0,5.0,3.0,1.0,5.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,11.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,,4.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,,1.0,1.0,2.0,79.0,949.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,,161.0
949,1.0,79.0,950.0,3.0,5.0,5.0,2.0,3.0,1.0,5.0,3.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,5.0,3.0,,4.0,,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,,1.0,4.0,2.0,79.0,950.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,5.0,4.0,5.0,1.0,2.0,2.0,1.0,,281.0
950,1.0,79.0,951.0,3.0,5.0,6.0,9.0,5.0,1.0,5.0,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,7.0,3.0,7.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,,3.0,,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,,4.0,2.0,2.0,79.0,951.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,,13191.0
951,1.0,79.0,952.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,10.0,3.0,1.0,2.0,3.0,1.0,3.0,,1.0,,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,79.0,952.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,,4601.0
952,1.0,79.0,953.0,2.0,5.0,6.0,6.0,1.0,4.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,11.0,11.0,3.0,11.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,5.0,4.0,,2.0,,4.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,,2.0,2.0,2.0,79.0,953.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,,13481.0
953,1.0,79.0,954.0,2.0,5.0,7.0,4.0,3.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,,3.0,,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,,1.0,2.0,2.0,79.0,954.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,,9901.0
954,1.0,79.0,955.0,3.0,5.0,6.0,0.0,5.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,7.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,3.0,1.0,10.0,1.0,4.0,2.0,1.0,4.0,4.0,,1.0,,4.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,79.0,955.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,1.0,2.0,1.0,4.0,,4851.0
